"From";"To";"ID 5720 - PM1";"ID 5720 - PM2.5";"ID 5720 - PM10"
"18:00 23/08";"19:00 23/08";"10";"14";"22"
"19:00 23/08";"20:00 23/08";"9";"13";"21"
"20:00 23/08";"21:00 23/08";"0";"0";"0"
"21:00 23/08";"22:00 23/08";"0";"0";"1"
"22:00 23/08";"23:00 23/08";"2";"3";"4"
"23:00 23/08";"00:00 24/08";"4";"4";"7"
"00:00 24/08";"01:00 24/08";"3";"4";"6"
"01:00 24/08";"02:00 24/08";"4";"5";"8"
"02:00 24/08";"03:00 24/08";"4";"6";"9"
"03:00 24/08";"04:00 24/08";"3";"5";"7"
"04:00 24/08";"05:00 24/08";"3";"4";"6"
"05:00 24/08";"06:00 24/08";"4";"5";"8"
"06:00 24/08";"07:00 24/08";"7";"10";"15"
"07:00 24/08";"08:00 24/08";"8";"11";"17"
"08:00 24/08";"09:00 24/08";"9";"13";"20"
"09:00 24/08";"10:00 24/08";"7";"9";"15"
"10:00 24/08";"11:00 24/08";"2";"2";"4"
"11:00 24/08";"12:00 24/08";"8";"10";"16"
"12:00 24/08";"13:00 24/08";"12";"17";"28"
"13:00 24/08";"14:00 24/08";"12";"17";"28"
"14:00 24/08";"15:00 24/08";"11";"15";"25"
"15:00 24/08";"16:00 24/08";"13";"19";"33"
"16:00 24/08";"17:00 24/08";"13";"19";"35"
"17:00 24/08";"18:00 24/08";"9";"12";"19"
"18:00 24/08";"19:00 24/08";"9";"12";"20"
"19:00 24/08";"20:00 24/08";"3";"4";"6"
"20:00 24/08";"21:00 24/08";"2";"2";"3"
"21:00 24/08";"22:00 24/08";"0";"0";"0"
"22:00 24/08";"23:00 24/08";"0";"0";"0"
"23:00 24/08";"00:00 25/08";"0";"0";"0"
"00:00 25/08";"01:00 25/08";"0";"0";"0"
"01:00 25/08";"02:00 25/08";"0";"0";"0"
"02:00 25/08";"03:00 25/08";"0";"0";"0"
"03:00 25/08";"04:00 25/08";"0";"0";"0"
"04:00 25/08";"05:00 25/08";"0";"0";"0"
"05:00 25/08";"06:00 25/08";"0";"0";"0"
"06:00 25/08";"07:00 25/08";"0";"0";"0"
"07:00 25/08";"08:00 25/08";"0";"0";"0"
"08:00 25/08";"09:00 25/08";"0";"0";"0"
"09:00 25/08";"10:00 25/08";"0";"0";"0"
"10:00 25/08";"11:00 25/08";"0";"1";"1"
"11:00 25/08";"12:00 25/08";"4";"6";"9"
"12:00 25/08";"13:00 25/08";"8";"11";"18"
"13:00 25/08";"14:00 25/08";"10";"14";"22"
"14:00 25/08";"15:00 25/08";"11";"17";"28"
"15:00 25/08";"16:00 25/08";"11";"16";"28"
"16:00 25/08";"17:00 25/08";"10";"14";"23"
"17:00 25/08";"18:00 25/08";"9";"12";"19"
"18:00 25/08";"19:00 25/08";"7";"10";"16"
"19:00 25/08";"20:00 25/08";"6";"8";"13"
"20:00 25/08";"21:00 25/08";"5";"7";"11"
"21:00 25/08";"22:00 25/08";"4";"6";"9"
"22:00 25/08";"23:00 25/08";"6";"9";"14"
"23:00 25/08";"00:00 26/08";"0";"0";"0"
"00:00 26/08";"01:00 26/08";"0";"0";"0"
"01:00 26/08";"02:00 26/08";"0";"0";"0"
"02:00 26/08";"03:00 26/08";"0";"0";"0"
"03:00 26/08";"04:00 26/08";"0";"0";"0"
"04:00 26/08";"05:00 26/08";"0";"0";"0"
"05:00 26/08";"06:00 26/08";"0";"0";"0"
"06:00 26/08";"07:00 26/08";"0";"0";"0"
"07:00 26/08";"08:00 26/08";"0";"1";"1"
"08:00 26/08";"09:00 26/08";"2";"3";"5"
"09:00 26/08";"10:00 26/08";"6";"8";"13"
"10:00 26/08";"11:00 26/08";"9";"12";"19"
"11:00 26/08";"12:00 26/08";"10";"13";"21"
"12:00 26/08";"13:00 26/08";"10";"13";"21"
"13:00 26/08";"14:00 26/08";"9";"13";"20"
"14:00 26/08";"15:00 26/08";"8";"11";"19"
"15:00 26/08";"16:00 26/08";"7";"10";"16"
"16:00 26/08";"17:00 26/08";"6";"8";"13"
"17:00 26/08";"18:00 26/08";"6";"9";"15"
"18:00 26/08";"19:00 26/08";"6";"8";"13"
"19:00 26/08";"20:00 26/08";"8";"11";"18"
"20:00 26/08";"21:00 26/08";"9";"12";"19"
"21:00 26/08";"22:00 26/08";"9";"12";"20"
"22:00 26/08";"23:00 26/08";"9";"13";"20"
"23:00 26/08";"00:00 27/08";"10";"14";"22"
"00:00 27/08";"01:00 27/08";"12";"17";"28"
"01:00 27/08";"02:00 27/08";"11";"15";"24"
"02:00 27/08";"03:00 27/08";"7";"9";"14"
"03:00 27/08";"04:00 27/08";"5";"6";"10"
"04:00 27/08";"05:00 27/08";"2";"3";"5"
"05:00 27/08";"06:00 27/08";"2";"2";"3"
"06:00 27/08";"07:00 27/08";"1";"1";"2"
"07:00 27/08";"08:00 27/08";"1";"2";"3"
"08:00 27/08";"09:00 27/08";"3";"4";"6"
"09:00 27/08";"10:00 27/08";"6";"7";"11"
"10:00 27/08";"11:00 27/08";"11";"15";"24"
"11:00 27/08";"12:00 27/08";"10";"14";"24"
"12:00 27/08";"13:00 27/08";"10";"14";"23"
"13:00 27/08";"14:00 27/08";"9";"12";"20"
"14:00 27/08";"15:00 27/08";"8";"10";"16"
"15:00 27/08";"16:00 27/08";"7";"9";"15"
"16:00 27/08";"17:00 27/08";"6";"8";"13"
"17:00 27/08";"18:00 27/08";"6";"8";"13"
"18:00 27/08";"19:00 27/08";"7";"9";"14"
"19:00 27/08";"20:00 27/08";"7";"10";"15"
"20:00 27/08";"21:00 27/08";"8";"11";"18"
"21:00 27/08";"22:00 27/08";"8";"11";"17"
"22:00 27/08";"23:00 27/08";"8";"10";"17"
"23:00 27/08";"00:00 28/08";"9";"12";"19"
"00:00 28/08";"01:00 28/08";"9";"12";"19"
"01:00 28/08";"02:00 28/08";"13";"17";"28"
"02:00 28/08";"03:00 28/08";"12";"16";"26"
"03:00 28/08";"04:00 28/08";"10";"13";"21"
"04:00 28/08";"05:00 28/08";"11";"15";"24"
"05:00 28/08";"06:00 28/08";"12";"16";"25"
"06:00 28/08";"07:00 28/08";"12";"16";"26"
"07:00 28/08";"08:00 28/08";"12";"15";"24"
"08:00 28/08";"09:00 28/08";"12";"16";"25"
"09:00 28/08";"10:00 28/08";"12";"16";"25"
"10:00 28/08";"11:00 28/08";"13";"19";"32"
"11:00 28/08";"12:00 28/08";"13";"18";"32"
"12:00 28/08";"13:00 28/08";"13";"18";"32"
"13:00 28/08";"14:00 28/08";"9";"11";"18"
"14:00 28/08";"15:00 28/08";"8";"10";"16"
"15:00 28/08";"16:00 28/08";"7";"9";"15"
