,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),CO (μg/m3 10²),NO2 (ppb),windspeed,direction,wind direction
2022-05-13 12:00:00,26.29,37.05,45.0,29.0,12.0,44.52,35.89,1.46,68.0,E
2022-05-13 13:00:00,26.74,34.42,42.5,26.0,11.0,41.1,39.31,2.98,72.62,E
2022-05-13 14:00:00,27.12,34.27,37.0,23.0,9.0,47.95,34.54,5.81,71.18,E
2022-05-13 15:00:00,26.91,34.05,37.5,22.5,10.0,51.37,35.94,6.98,57.97,NE
2022-05-13 16:00:00,26.69,33.46,36.0,22.0,9.0,54.79,40.99,6.23,56.73,NE
2022-05-13 17:00:00,25.03,41.68,41.0,25.5,11.0,73.63,52.22,5.65,52.05,NE
2022-05-13 18:00:00,24.69,40.25,46.0,29.0,12.0,71.92,50.58,5.29,53.52,NE
2022-05-13 19:00:00,24.76,42.52,59.0,36.0,15.0,70.21,55.35,4.09,65.13,NE
2022-05-13 20:00:00,23.61,60.03,69.0,42.0,18.0,89.04,51.25,2.02,206.38,SW
2022-05-13 21:00:00,22.01,61.96,58.0,35.0,15.0,71.92,41.95,1.08,184.17,S
2022-05-13 22:00:00,22.37,52.55,52.0,32.0,14.0,61.64,38.08,0.92,131.65,SE
2022-05-13 23:00:00,21.52,58.71,60.0,37.0,16.0,68.49,40.35,1.76,111.63,E
2022-05-14 00:00:00,20.03,63.08,59.0,36.0,15.0,68.49,55.95,0.92,107.68,E
2022-05-14 01:00:00,20.59,57.67,53.5,32.5,13.5,61.64,45.26,0.95,191.03,S
2022-05-14 02:00:00,20.4,56.3,53.0,32.0,14.0,61.64,42.68,0.45,263.72,CALM
2022-05-14 03:00:00,19.65,61.01,63.0,39.0,16.5,70.21,51.13,0.13,244.0,CALM
2022-05-14 04:00:00,19.18,60.26,54.0,33.0,14.0,71.92,54.39,0.36,244.0,CALM
2022-05-14 05:00:00,20.29,56.71,52.0,32.0,13.0,61.64,47.15,0.62,250.87,W
2022-05-14 06:00:00,21.44,57.43,68.0,42.0,18.0,61.64,39.97,0.84,253.83,W
2022-05-14 07:00:00,22.29,54.69,48.5,30.0,13.0,54.79,30.18,0.65,249.87,W
2022-05-14 08:00:00,23.6,49.63,45.0,28.0,12.0,51.37,33.31,1.14,113.77,SE
2022-05-14 09:00:00,24.61,47.16,46.5,28.5,12.0,51.37,33.87,1.71,64.63,NE
2022-05-14 10:00:00,25.28,45.92,51.0,31.0,13.0,47.95,38.2,1.89,71.85,E
2022-05-14 11:00:00,25.58,49.67,62.5,38.0,16.0,58.22,35.06,2.51,60.62,NE
2022-05-14 12:00:00,26.43,47.31,59.0,36.0,15.0,54.79,38.25,2.91,69.22,E
2022-05-14 13:00:00,26.2,45.53,52.0,32.0,14.0,53.08,32.44,3.46,73.27,E
2022-05-14 14:00:00,26.56,42.57,42.0,26.0,11.0,54.79,33.58,4.11,74.73,E
2022-05-14 15:00:00,23.65,68.42,73.0,44.5,18.5,101.03,40.79,3.34,83.75,E
2022-05-14 16:00:00,21.97,99.69,82.0,49.0,20.0,102.74,86.11,4.83,74.45,E
2022-05-14 17:00:00,23.32,80.01,90.5,54.5,22.5,83.9,71.6,2.6,171.78,S
2022-05-14 18:00:00,21.34,89.07,95.0,58.0,24.0,78.77,68.49,0.57,256.47,W
2022-05-14 19:00:00,20.95,76.14,63.5,38.5,16.0,65.07,48.32,0.5,194.43,S
2022-05-14 20:00:00,20.51,79.42,78.0,47.0,19.0,71.92,98.25,0.91,214.17,SW
2022-05-14 21:00:00,20.41,81.1,92.0,55.5,23.0,71.92,108.85,1.2,251.95,W
2022-05-14 22:00:00,19.82,80.98,96.0,59.0,24.0,68.49,100.57,0.61,261.52,W
2022-05-14 23:00:00,19.76,80.46,87.5,53.0,22.0,65.07,85.67,0.48,250.02,CALM
2022-05-15 00:00:00,19.11,78.86,77.0,46.0,19.0,65.07,75.96,0.74,243.73,SW
2022-05-15 01:00:00,19.04,80.59,85.0,51.5,21.5,61.64,63.19,0.9,254.0,W
2022-05-15 02:00:00,18.67,86.24,88.0,52.0,22.0,61.64,56.3,0.57,244.83,SW
2022-05-15 03:00:00,18.79,88.21,88.0,53.5,22.0,58.22,58.37,0.84,243.35,SW
2022-05-15 04:00:00,18.91,89.29,92.0,55.0,23.0,58.22,59.43,1.23,241.83,SW
2022-05-15 05:00:00,20.48,83.7,97.0,58.5,24.0,54.79,86.73,0.54,237.1,SW
2022-05-15 06:00:00,23.4,60.82,53.0,33.0,14.0,34.25,39.46,0.72,239.5,SW
2022-05-15 07:00:00,25.48,51.31,47.0,29.0,12.5,23.97,28.08,0.32,233.67,CALM
2022-05-15 08:00:00,27.75,45.3,51.0,32.0,14.0,23.97,29.49,1.41,134.78,SE
2022-05-15 09:00:00,27.69,43.95,54.5,34.0,14.0,39.38,39.7,1.59,133.62,SE
2022-05-15 10:00:00,28.02,41.26,50.0,31.0,13.0,44.52,44.87,1.91,137.43,SE
2022-05-15 11:00:00,28.9,37.66,47.0,29.0,12.5,44.52,47.91,2.91,94.07,E
2022-05-15 12:00:00,30.15,33.49,45.0,28.0,12.0,23.29,47.65,2.31,72.18,E
2022-05-15 13:00:00,29.92,32.16,38.5,24.0,10.0,37.67,42.52,2.19,76.38,E
2022-05-15 14:00:00,29.88,30.0,36.0,22.0,9.0,41.1,40.82,2.3,114.3,SE
2022-05-15 15:00:00,29.07,40.79,49.0,31.0,13.0,68.49,53.19,3.71,56.6,NE
2022-05-15 16:00:00,28.03,43.24,47.0,29.0,12.0,68.49,48.27,4.06,50.32,NE
2022-05-15 17:00:00,27.24,44.08,48.5,30.0,13.0,68.49,48.62,4.49,54.93,NE
2022-05-15 18:00:00,26.22,48.8,54.0,33.0,14.0,71.92,49.14,3.76,73.58,E
2022-05-15 19:00:00,25.09,54.74,60.0,37.5,16.0,85.62,74.77,3.09,242.5,SW
2022-05-15 20:00:00,23.59,62.91,73.0,45.0,19.0,89.04,103.81,2.05,227.55,SW
2022-05-15 21:00:00,23.78,59.17,60.0,37.0,16.0,68.49,50.48,1.14,217.48,SW
2022-05-15 22:00:00,23.74,59.68,69.0,42.0,18.0,78.77,67.64,0.89,270.45,W
2022-05-15 23:00:00,22.12,66.01,75.5,46.0,19.5,77.05,73.51,0.89,233.8,SW
2022-05-16 00:00:00,21.99,66.79,73.0,45.0,19.0,68.49,52.87,0.43,269.88,CALM
2022-05-16 01:00:00,21.26,72.63,84.5,51.5,21.5,65.07,55.1,0.77,241.98,SW
2022-05-16 02:00:00,20.32,77.23,93.0,56.0,24.0,61.64,46.4,0.52,248.25,W
2022-05-16 03:00:00,19.67,80.07,95.0,57.5,23.5,65.07,47.28,0.51,254.47,W
2022-05-16 04:00:00,20.03,81.83,116.0,70.0,29.0,65.07,73.98,0.78,243.92,SW
2022-05-16 05:00:00,20.86,80.38,110.5,67.0,27.5,59.93,60.69,0.62,244.15,SW
2022-05-16 06:00:00,21.38,79.75,117.0,70.0,29.0,58.22,64.31,0.34,239.85,CALM
2022-05-16 07:00:00,22.48,72.95,117.0,70.5,28.0,51.37,58.84,0.69,187.4,S
2022-05-16 08:00:00,24.63,64.42,119.0,72.0,29.0,47.95,55.46,0.98,53.68,NE
2022-05-16 09:00:00,26.23,54.89,104.0,63.5,26.5,41.1,50.15,1.74,66.12,NE
2022-05-16 10:00:00,27.91,46.46,74.0,45.0,19.0,37.67,45.33,1.88,68.18,E
2022-05-16 11:00:00,28.52,44.3,77.0,47.5,20.0,39.38,48.16,2.26,63.2,NE
2022-05-16 12:00:00,27.76,46.63,51.0,31.0,13.0,51.37,50.75,2.67,67.9,E
2022-05-16 13:00:00,27.99,45.16,48.0,29.5,13.0,59.93,43.89,3.11,77.92,E
2022-05-16 14:00:00,27.96,42.98,50.0,31.0,13.0,54.79,41.72,4.65,51.95,NE
2022-05-16 15:00:00,27.69,42.37,45.5,28.5,12.0,54.79,43.64,4.67,66.0,NE
2022-05-16 16:00:00,28.25,36.13,39.0,24.0,10.0,51.37,45.65,5.73,67.52,E
2022-05-16 17:00:00,27.42,43.64,48.0,29.5,12.5,65.07,48.9,5.5,74.38,E
2022-05-16 18:00:00,25.58,54.4,57.0,35.0,14.0,78.77,58.18,3.92,77.32,E
2022-05-16 19:00:00,24.48,55.8,57.0,35.0,15.0,85.62,78.89,3.17,167.43,S
2022-05-16 20:00:00,23.9,57.25,61.0,38.0,16.0,85.62,86.22,2.32,230.72,SW
2022-05-16 21:00:00,22.74,55.59,50.5,31.0,13.0,80.48,72.46,0.99,247.3,SW
2022-05-16 22:00:00,22.16,53.9,47.0,29.0,12.0,75.34,70.82,0.69,236.72,SW
2022-05-16 23:00:00,21.43,65.16,69.0,42.5,18.0,68.49,65.23,0.7,245.65,SW
2022-05-17 00:00:00,21.39,75.39,87.0,53.0,22.0,71.92,59.83,1.07,268.18,W
2022-05-17 01:00:00,21.07,83.62,108.5,65.5,27.0,68.49,44.07,0.91,254.98,W
2022-05-17 02:00:00,20.74,92.06,112.0,67.0,27.0,68.49,36.61,0.49,242.13,CALM
2022-05-17 03:00:00,20.36,93.03,110.0,66.0,26.5,68.49,44.71,0.21,242.35,CALM
2022-05-17 04:00:00,20.35,90.24,130.0,79.0,33.0,65.07,62.58,0.32,245.68,CALM
2022-05-17 05:00:00,21.3,83.55,123.5,75.0,31.0,59.93,67.53,0.16,251.0,CALM
2022-05-17 06:00:00,22.27,77.41,108.0,66.0,27.0,54.79,59.35,0.18,251.0,CALM
2022-05-17 07:00:00,23.15,74.42,111.5,66.5,27.0,54.79,52.02,0.23,239.27,CALM
2022-05-17 08:00:00,24.47,67.91,108.0,65.0,27.0,47.95,62.82,0.88,76.02,E
2022-05-17 09:00:00,25.83,63.92,98.0,59.5,24.5,49.66,45.49,1.98,79.8,E
2022-05-17 10:00:00,27.74,44.89,55.0,34.0,14.0,30.82,34.38,1.95,70.7,E
2022-05-17 11:00:00,27.55,41.91,49.0,30.5,13.0,39.38,40.97,2.17,72.98,E
2022-05-17 12:00:00,28.36,49.36,57.0,35.0,15.0,54.79,34.68,2.64,71.8,E
2022-05-17 13:00:00,28.1,56.63,60.5,37.0,16.0,70.21,44.6,3.19,61.85,NE
2022-05-17 14:00:00,27.75,49.09,60.0,37.0,16.0,54.79,40.58,2.62,79.68,E
2022-05-17 15:00:00,28.29,48.07,57.0,35.5,15.0,54.79,49.03,2.91,84.68,E
2022-05-17 16:00:00,28.75,41.29,51.0,32.0,13.0,44.52,40.66,6.14,70.48,E
2022-05-17 17:00:00,27.99,42.97,48.5,30.0,12.5,58.22,50.95,4.43,87.5,E
2022-05-17 18:00:00,26.61,53.73,57.0,35.0,15.0,78.77,74.16,3.92,178.45,S
2022-05-17 19:00:00,25.36,59.47,64.5,40.0,17.0,85.62,87.29,3.33,199.07,S
2022-05-17 20:00:00,25.55,52.49,76.0,47.0,20.0,82.19,64.98,1.64,178.03,S
2022-05-17 21:00:00,24.2,64.99,65.5,40.5,17.5,71.92,52.68,0.99,269.93,W
2022-05-17 22:00:00,24.27,64.86,71.0,44.0,19.0,65.07,48.9,1.07,153.53,SE
2022-05-17 23:00:00,23.49,67.15,90.5,55.5,23.5,61.64,43.37,0.72,150.28,SE
2022-05-18 00:00:00,22.08,72.39,88.0,54.0,23.0,61.64,48.97,0.76,140.7,SE
2022-05-18 01:00:00,22.48,71.13,84.0,51.5,21.5,56.51,37.2,0.52,164.42,S
2022-05-18 02:00:00,22.67,62.33,59.0,36.0,15.0,51.37,27.9,0.61,271.8,W
2022-05-18 03:00:00,22.73,61.7,65.0,40.0,17.0,54.79,31.9,0.3,184.1,CALM
2022-05-18 04:00:00,22.68,57.55,50.0,31.0,13.0,51.37,30.21,0.83,267.87,W
2022-05-18 05:00:00,23.32,53.07,35.0,21.5,9.0,47.95,26.6,0.49,245.2,CALM
2022-05-18 06:00:00,23.19,59.94,57.0,34.0,15.0,61.64,41.76,0.71,200.68,S
2022-05-18 07:00:00,26.17,45.82,28.0,17.0,7.0,34.25,24.05,3.3,213.45,SW
2022-05-18 08:00:00,28.12,39.7,26.0,15.0,6.0,30.82,24.66,2.51,176.03,S
2022-05-18 09:00:00,28.96,37.96,24.5,15.0,6.0,30.82,21.49,2.49,187.25,S
2022-05-18 10:00:00,30.39,35.62,25.0,15.0,6.0,23.97,26.03,3.93,205.18,SW
2022-05-18 11:00:00,30.38,35.5,25.0,15.0,6.0,19.86,28.94,4.15,176.97,S
2022-05-18 12:00:00,30.3,35.5,24.0,14.0,5.0,23.29,31.35,4.71,190.07,S
2022-05-18 13:00:00,29.78,35.03,23.5,14.0,5.0,44.52,32.36,4.69,190.25,S
2022-05-18 14:00:00,28.08,38.04,27.0,16.0,6.0,54.79,32.21,4.65,185.18,S
2022-05-18 15:00:00,26.46,41.69,21.0,13.0,5.0,61.64,36.79,5.67,196.85,S
2022-05-18 16:00:00,25.27,44.11,22.0,14.0,6.0,61.64,35.56,5.98,180.07,S
2022-05-18 17:00:00,25.05,43.09,19.0,11.5,5.0,58.22,31.23,5.53,194.53,S
2022-05-18 18:00:00,24.1,46.37,19.0,11.0,4.0,61.64,30.64,4.99,211.15,SW
2022-05-18 19:00:00,21.06,69.48,21.0,12.0,5.0,80.48,37.17,4.75,218.72,SW
2022-05-18 20:00:00,18.7,66.26,13.0,8.0,3.0,68.49,28.05,6.44,230.42,SW
2022-05-18 21:00:00,17.59,59.79,13.5,8.0,3.0,56.51,23.36,6.31,246.83,SW
2022-05-18 22:00:00,17.96,52.56,9.0,5.0,2.0,51.37,20.87,4.42,285.92,W
2022-05-18 23:00:00,16.86,59.96,8.0,5.0,2.0,56.51,21.86,4.88,297.23,NW
2022-05-19 00:00:00,17.1,47.01,7.0,4.0,1.0,47.95,16.61,4.96,225.55,SW
2022-05-19 01:00:00,17.22,46.77,6.5,3.0,1.0,47.95,16.49,1.88,232.03,SW
2022-05-19 02:00:00,15.2,53.34,7.0,4.0,1.0,54.79,19.73,2.22,234.7,SW
2022-05-19 03:00:00,14.56,52.96,5.5,3.0,1.0,54.79,19.23,1.13,246.03,SW
2022-05-19 04:00:00,15.57,64.19,16.0,9.0,4.0,71.92,31.31,1.35,255.85,W
2022-05-19 05:00:00,16.45,64.52,12.0,7.0,3.0,61.64,27.77,2.22,249.93,W
2022-05-19 06:00:00,17.52,57.64,8.0,5.0,2.0,54.79,25.28,0.65,238.75,SW
2022-05-19 07:00:00,19.14,46.25,11.0,6.0,2.0,46.23,22.62,1.51,214.77,SW
2022-05-19 08:00:00,19.36,43.89,12.0,7.0,3.0,51.37,24.66,1.65,168.18,S
2022-05-19 09:00:00,20.07,41.52,12.0,7.0,3.0,54.79,24.53,1.72,124.1,SE
2022-05-19 10:00:00,21.68,37.21,14.0,8.0,3.0,44.52,28.24,3.86,87.12,E
2022-05-19 11:00:00,22.01,35.35,12.5,7.5,3.0,44.52,25.09,4.36,68.47,E
2022-05-19 12:00:00,22.83,31.97,11.0,6.0,2.0,47.95,28.97,4.11,79.38,E
2022-05-19 13:00:00,22.05,37.18,11.0,6.5,2.5,58.22,29.8,4.52,71.87,E
2022-05-19 14:00:00,22.58,35.37,10.0,6.0,2.0,58.22,23.97,4.87,74.33,E
2022-05-19 15:00:00,22.31,36.94,10.5,6.5,2.5,61.64,27.88,6.19,67.42,NE
2022-05-19 16:00:00,22.58,33.93,9.0,6.0,2.0,58.22,33.04,6.08,56.9,NE
2022-05-19 17:00:00,22.29,33.5,8.0,4.5,2.0,58.22,28.67,5.2,52.53,NE
2022-05-19 18:00:00,21.02,36.42,9.0,6.0,2.0,61.64,32.73,4.1,103.3,E
2022-05-19 19:00:00,20.1,39.99,10.0,6.0,2.0,75.34,45.53,3.37,193.98,S
2022-05-19 20:00:00,19.13,40.1,15.0,9.0,4.0,71.92,46.71,3.11,298.98,NW
2022-05-19 21:00:00,18.45,44.05,21.0,13.0,5.5,78.77,78.9,1.54,241.62,SW
2022-05-19 22:00:00,19.03,44.44,20.0,12.0,5.0,61.64,43.26,0.87,231.73,SW
2022-05-19 23:00:00,18.05,49.64,22.5,14.0,6.0,71.92,54.52,0.57,243.48,SW
2022-05-20 00:00:00,17.79,49.29,18.0,11.0,4.0,61.64,38.11,0.49,204.83,CALM
2022-05-20 01:00:00,16.69,50.69,16.5,9.5,4.0,61.64,31.22,0.24,236.93,CALM
2022-05-20 02:00:00,16.06,53.02,15.0,9.0,4.0,61.64,30.14,0.41,276.9,CALM
2022-05-20 03:00:00,15.75,55.45,18.0,11.0,4.5,61.64,36.1,0.78,265.93,W
2022-05-20 04:00:00,16.49,54.3,22.0,13.0,6.0,68.49,53.41,0.5,265.62,W
2022-05-20 05:00:00,17.35,58.96,38.5,24.0,10.0,70.21,73.37,1.13,249.77,W
2022-05-20 06:00:00,17.18,69.77,66.0,41.0,18.0,61.64,51.05,0.54,289.5,W
2022-05-20 07:00:00,19.1,58.46,59.5,35.5,15.0,51.37,56.02,0.95,159.45,S
2022-05-20 08:00:00,21.88,45.72,39.0,24.0,10.0,47.95,45.42,1.92,72.02,E
2022-05-20 09:00:00,23.61,38.79,17.5,11.0,4.0,35.96,28.74,1.66,71.2,E
2022-05-20 10:00:00,25.08,33.61,15.0,9.0,4.0,34.25,31.71,2.67,64.43,NE
2022-05-20 11:00:00,25.32,30.02,13.5,8.0,3.0,41.1,38.12,4.01,68.8,E
2022-05-20 12:00:00,25.51,32.46,12.0,7.0,3.0,47.95,30.33,4.22,73.63,E
2022-05-20 13:00:00,25.5,32.1,10.0,6.0,2.0,53.08,32.13,5.22,63.28,NE
2022-05-20 14:00:00,25.96,27.62,11.0,7.0,2.0,47.95,37.07,5.81,71.45,E
2022-05-20 15:00:00,26.41,25.92,10.5,6.0,2.0,47.95,37.17,5.16,70.63,E
2022-05-20 16:00:00,26.98,27.51,11.0,6.0,2.0,54.79,41.9,4.91,73.38,E
2022-05-20 17:00:00,26.48,26.43,10.0,6.0,2.0,56.51,47.23,3.84,43.97,NE
2022-05-20 18:00:00,24.56,29.89,14.0,8.0,3.0,68.49,61.62,3.09,99.03,E
2022-05-20 19:00:00,22.75,32.47,17.0,10.0,4.5,83.9,82.5,2.51,105.02,E
2022-05-20 20:00:00,21.99,34.8,26.0,16.0,6.0,85.62,77.25,2.47,251.32,W
2022-05-20 21:00:00,20.76,38.26,20.5,12.5,5.0,82.19,86.46,1.5,245.3,SW
2022-05-20 22:00:00,19.74,40.14,18.0,11.0,4.0,82.19,80.83,0.56,244.9,SW
2022-05-20 23:00:00,19.56,40.09,14.5,9.0,4.0,68.49,50.94,0.57,266.88,W
2022-05-21 00:00:00,20.23,37.69,15.0,9.0,4.0,65.07,42.66,0.76,255.7,W
2022-05-21 01:00:00,19.58,42.29,19.0,12.0,5.0,71.92,49.1,0.55,241.05,SW
2022-05-21 02:00:00,18.27,45.08,23.0,14.0,6.0,68.49,46.6,0.85,249.1,W
2022-05-21 03:00:00,17.69,51.76,27.0,16.5,7.0,75.34,58.23,0.48,273.85,CALM
2022-05-21 04:00:00,17.2,53.5,28.0,17.0,7.0,75.34,63.15,0.99,242.55,SW
2022-05-21 05:00:00,18.81,50.16,27.5,17.0,7.0,70.21,64.58,0.86,242.95,SW
2022-05-21 06:00:00,19.42,66.16,47.0,29.0,12.0,58.22,50.25,1.15,244.25,SW
2022-05-21 07:00:00,20.62,63.66,53.5,32.5,13.0,58.22,50.24,0.33,157.0,CALM
2022-05-21 08:00:00,22.92,48.66,49.0,29.0,12.0,51.37,48.04,1.5,71.52,E
2022-05-21 09:00:00,24.95,39.47,48.0,29.5,12.5,37.67,46.14,1.39,57.42,NE
2022-05-21 10:00:00,26.42,30.68,16.0,10.0,4.0,27.4,28.34,1.71,65.3,NE
2022-05-21 11:00:00,27.47,25.68,11.0,7.0,3.0,27.4,27.38,1.91,62.45,NE
2022-05-21 12:00:00,27.37,26.05,12.0,7.0,3.0,41.1,39.78,2.14,81.92,E
2022-05-21 13:00:00,27.84,27.91,12.5,7.5,3.0,49.66,32.53,2.44,70.85,E
2022-05-21 14:00:00,27.94,33.56,17.0,10.0,4.0,61.64,46.93,3.4,64.2,NE
2022-05-21 15:00:00,27.72,37.31,13.0,8.0,3.0,65.07,42.3,3.58,68.97,E
2022-05-21 16:00:00,26.97,46.69,16.0,10.0,4.0,78.77,51.55,4.18,69.7,E
2022-05-21 17:00:00,26.99,36.26,16.0,9.5,4.0,56.51,44.35,4.35,71.32,E
2022-05-21 18:00:00,26.25,45.03,20.0,12.0,5.0,78.77,54.36,2.74,79.63,E
2022-05-21 19:00:00,24.4,57.63,36.0,21.0,9.0,82.19,59.44,3.26,75.27,E
2022-05-21 20:00:00,22.76,48.93,36.0,22.0,9.0,82.19,85.14,1.7,103.1,E
2022-05-21 21:00:00,22.38,51.28,50.0,31.0,13.0,80.48,117.49,0.72,217.82,SW
2022-05-21 22:00:00,22.06,50.28,48.0,29.0,13.0,71.92,105.39,1.06,270.12,W
2022-05-21 23:00:00,21.01,47.25,21.5,13.0,6.0,65.07,68.19,0.46,267.63,CALM
2022-05-22 00:00:00,20.91,41.8,18.0,11.0,5.0,65.07,54.62,0.36,253.92,CALM
2022-05-22 01:00:00,20.28,42.55,18.5,11.0,4.5,63.36,51.13,0.73,248.95,W
2022-05-22 02:00:00,19.99,44.73,26.0,16.0,6.0,65.07,54.06,0.61,242.05,SW
2022-05-22 03:00:00,19.39,50.22,33.5,21.0,9.0,68.49,58.75,0.6,240.08,SW
2022-05-22 04:00:00,19.39,52.62,31.0,19.0,8.0,68.49,62.4,0.52,240.33,SW
2022-05-22 05:00:00,20.49,56.57,36.5,22.5,9.5,59.93,53.47,0.67,241.77,SW
2022-05-22 06:00:00,20.96,58.69,42.0,26.0,11.0,54.79,50.11,0.47,230.3,CALM
2022-05-22 07:00:00,23.11,52.98,44.5,27.5,12.0,54.79,57.81,0.88,140.87,SE
2022-05-22 08:00:00,25.45,43.5,62.0,36.0,14.0,44.52,40.45,0.94,61.23,NE
2022-05-22 09:00:00,29.46,39.38,40.5,25.0,11.0,30.82,44.85,0.46,109.82,CALM
2022-05-22 10:00:00,32.26,28.14,31.0,19.0,8.0,20.54,21.17,2.4,73.67,E
2022-05-22 11:00:00,33.95,23.69,20.0,12.5,5.0,16.42,27.77,1.95,77.43,E
2022-05-22 12:00:00,33.86,23.19,17.0,10.0,4.0,19.06,27.78,2.45,167.95,S
2022-05-22 13:00:00,32.15,27.91,21.0,13.0,5.0,18.49,46.45,2.82,178.22,S
2022-05-22 14:00:00,33.49,24.51,16.0,10.0,4.0,5.48,34.52,3.39,191.53,S
2022-05-22 15:00:00,32.84,25.13,18.0,11.0,4.5,10.96,37.55,4.54,206.05,SW
2022-05-22 16:00:00,32.31,26.92,18.0,11.0,4.0,18.49,42.16,2.47,194.33,S
2022-05-22 17:00:00,30.28,31.41,14.5,9.0,3.0,33.56,47.24,2.21,191.0,S
2022-05-22 18:00:00,28.0,43.57,40.0,25.0,11.0,82.19,61.75,1.7,193.82,S
2022-05-22 19:00:00,25.37,51.29,22.0,13.5,5.5,85.62,51.66,2.24,167.2,S
2022-05-22 20:00:00,22.3,68.44,26.0,16.0,7.0,71.92,74.04,2.08,282.95,W
2022-05-22 21:00:00,24.7,48.53,17.0,10.0,4.0,47.95,30.54,2.77,244.45,SW
2022-05-22 22:00:00,24.59,45.06,18.0,11.0,5.0,44.52,27.42,1.79,241.62,SW
2022-05-22 23:00:00,24.28,45.35,18.0,11.0,4.0,47.95,27.91,3.79,224.18,SW
2022-05-23 00:00:00,23.48,47.69,14.0,8.0,3.0,47.95,26.96,2.33,206.15,SW
2022-05-23 01:00:00,23.57,46.74,17.0,10.0,4.0,47.95,25.69,1.4,192.88,S
2022-05-23 02:00:00,21.81,66.15,31.0,19.0,8.0,65.07,40.08,4.57,219.3,SW
2022-05-23 03:00:00,20.74,67.59,35.0,21.0,9.0,53.08,49.1,2.64,180.38,S
2022-05-23 04:00:00,20.66,68.8,48.0,29.0,12.0,58.22,59.03,0.7,71.32,E
2022-05-23 05:00:00,21.01,66.42,51.5,30.5,12.5,54.79,68.37,0.32,157.45,CALM
2022-05-23 06:00:00,21.79,59.88,50.0,29.0,12.0,51.37,45.65,0.37,161.85,CALM
2022-05-23 07:00:00,24.56,49.06,52.0,31.0,12.5,42.81,49.96,1.09,161.3,S
2022-05-23 08:00:00,25.68,45.14,35.0,21.0,9.0,34.25,39.17,1.09,70.65,E
2022-05-23 09:00:00,27.89,43.07,41.0,25.0,10.5,44.52,37.63,1.55,82.35,E
2022-05-23 10:00:00,28.41,44.41,40.0,25.0,10.0,47.95,34.35,1.74,71.85,E
2022-05-23 11:00:00,28.67,44.44,34.0,21.5,9.0,49.66,35.95,1.98,68.0,E
2022-05-23 12:00:00,29.22,39.51,28.0,17.0,7.0,44.52,27.54,3.04,71.98,E
2022-05-23 13:00:00,28.5,36.72,29.5,18.0,7.5,51.37,33.63,3.08,83.33,E
2022-05-23 14:00:00,25.39,57.33,31.0,19.0,8.0,78.77,45.87,2.82,67.72,E
2022-05-23 15:00:00,24.73,61.55,34.5,21.0,9.0,75.34,49.02,3.1,152.73,SE
2022-05-23 16:00:00,25.8,62.92,50.0,30.0,13.0,68.49,61.37,5.35,223.23,SW
2022-05-23 17:00:00,26.46,57.36,50.5,31.0,13.0,63.36,51.9,2.9,227.25,SW
2022-05-23 18:00:00,24.73,75.42,65.0,40.0,16.0,78.77,58.78,1.91,116.53,SE
2022-05-23 19:00:00,24.59,73.15,69.5,42.5,18.0,75.34,99.94,0.55,132.92,SE
2022-05-23 20:00:00,22.8,72.83,71.0,43.0,18.0,71.92,109.2,0.65,85.3,E
2022-05-23 21:00:00,22.51,77.25,81.0,49.0,20.5,68.49,87.98,0.68,158.43,S
2022-05-23 22:00:00,22.46,77.34,75.0,46.0,19.0,65.07,94.59,1.01,251.95,W
2022-05-23 23:00:00,21.88,79.36,72.0,43.5,18.0,63.36,66.04,0.67,251.88,W
2022-05-24 00:00:00,22.04,74.5,68.0,42.0,18.0,54.79,49.3,0.18,239.0,CALM
2022-05-24 01:00:00,21.65,76.03,67.0,41.0,17.0,51.37,45.78,0.78,242.2,SW
2022-05-24 02:00:00,20.71,82.06,69.0,42.0,17.0,54.79,42.66,0.58,253.6,W
2022-05-24 03:00:00,20.74,83.67,71.5,43.0,17.5,59.93,61.82,0.72,240.18,SW
2022-05-24 04:00:00,21.15,86.27,120.0,73.0,31.0,58.22,83.74,0.75,239.17,SW
2022-05-24 05:00:00,21.94,80.23,125.5,75.5,31.0,51.37,88.95,0.75,247.07,SW
2022-05-24 06:00:00,22.49,79.06,111.0,66.0,27.0,51.37,62.45,0.24,240.0,CALM
2022-05-24 07:00:00,24.11,73.21,94.5,56.5,22.5,37.67,50.06,0.55,254.6,W
2022-05-24 08:00:00,25.06,63.18,81.0,49.0,20.0,37.67,38.18,1.3,69.25,E
2022-05-24 09:00:00,25.54,67.27,60.5,37.0,15.5,54.79,45.78,1.51,75.0,E
2022-05-24 10:00:00,27.18,59.4,51.0,31.0,13.0,44.52,44.36,2.99,73.68,E
2022-05-24 11:00:00,27.09,57.01,46.5,28.5,12.0,44.52,48.3,3.27,62.9,NE
2022-05-24 12:00:00,28.21,55.19,46.0,28.0,12.0,51.37,59.94,2.73,63.83,NE
2022-05-24 13:00:00,26.84,60.87,52.5,33.0,14.0,63.36,51.96,4.58,74.78,E
2022-05-24 14:00:00,27.24,54.71,47.0,29.0,13.0,58.22,47.99,4.16,68.93,E
2022-05-24 15:00:00,26.79,55.68,46.0,28.0,12.0,59.93,55.86,4.31,84.05,E
2022-05-24 16:00:00,26.22,56.07,48.0,29.0,13.0,61.64,46.44,4.28,67.98,E
