,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),CO (μg/m3 10²),NO2 (ppb),windspeed,direction,wind direction
2022-06-18 04:00:00,22.69,77.34,85.0,52.0,22.0,54.79,38.53,0.15,155.4,CALM
2022-06-18 05:00:00,23.14,71.95,78.0,48.5,20.5,46.23,28.47,0.01,185.0,CALM
2022-06-18 06:00:00,23.69,71.05,83.0,50.0,21.0,51.37,30.9,0.34,203.58,CALM
2022-06-18 07:00:00,24.02,66.64,78.5,48.5,20.5,51.37,34.04,0.8,202.58,SW
2022-06-18 08:00:00,24.54,66.08,80.0,49.0,21.0,51.37,33.34,0.93,129.05,SE
2022-06-18 09:00:00,24.06,69.3,77.0,47.5,20.0,56.51,33.11,1.88,111.72,E
2022-06-18 10:00:00,23.89,68.96,67.0,41.0,17.0,58.22,29.64,1.53,135.07,SE
2022-06-18 11:00:00,22.71,84.22,79.5,48.5,20.0,73.63,39.8,1.65,173.12,S
2022-06-18 12:00:00,22.33,94.89,102.0,61.0,25.0,75.34,45.41,1.56,207.87,SW
2022-06-18 13:00:00,23.91,80.62,90.0,54.5,22.0,58.22,36.44,1.52,251.32,W
2022-06-18 14:00:00,25.16,75.0,129.0,77.0,32.0,61.64,48.3,1.35,248.4,W
2022-06-18 15:00:00,26.34,66.01,119.5,72.0,29.5,58.22,48.65,0.95,202.87,SW
2022-06-18 16:00:00,26.25,62.3,76.0,47.0,20.0,47.95,33.28,0.9,145.67,SE
2022-06-18 17:00:00,23.2,63.77,31.0,19.0,8.0,51.37,26.53,1.01,139.23,SE
2022-06-18 18:00:00,23.78,54.84,18.0,11.0,4.0,51.37,24.5,1.46,176.2,S
2022-06-18 19:00:00,22.43,68.03,26.5,16.5,7.0,71.92,39.98,8.37,242.53,SW
2022-06-18 20:00:00,22.5,66.26,37.0,23.0,9.0,68.49,48.79,3.6,262.55,W
2022-06-18 21:00:00,22.44,63.4,27.5,17.0,7.0,63.36,33.81,1.71,231.93,SW
2022-06-18 22:00:00,22.24,65.33,28.0,17.0,7.0,65.07,46.16,0.75,187.52,S
2022-06-18 23:00:00,22.02,68.01,33.0,20.0,8.0,63.36,42.15,0.63,244.77,SW
2022-06-19 00:00:00,21.82,65.67,27.0,16.0,7.0,58.22,35.89,0.98,266.37,W
2022-06-19 01:00:00,20.34,73.31,28.0,17.0,7.0,65.07,31.98,0.59,237.0,SW
2022-06-19 02:00:00,19.72,77.77,32.0,19.0,8.0,61.64,38.04,0.95,254.12,W
2022-06-19 03:00:00,19.66,75.86,36.0,22.0,9.0,59.93,34.09,1.0,242.8,SW
2022-06-19 04:00:00,19.75,77.25,37.0,22.0,9.0,65.07,40.54,0.81,249.17,W
2022-06-19 05:00:00,21.2,75.06,43.5,26.5,11.0,59.93,50.25,0.63,260.7,W
2022-06-19 06:00:00,22.73,71.49,47.0,29.0,12.0,58.22,36.94,0.7,237.1,SW
2022-06-19 07:00:00,24.0,68.95,52.0,31.5,13.0,49.66,31.6,0.61,192.3,S
2022-06-19 08:00:00,25.74,59.88,43.0,26.0,10.0,27.4,29.42,1.01,52.3,NE
2022-06-19 09:00:00,27.95,32.44,12.5,7.5,3.0,23.56,8.29,2.29,65.52,NE
2022-06-19 10:00:00,28.96,29.93,11.0,7.0,3.0,13.7,13.59,3.06,110.43,E
2022-06-19 11:00:00,29.92,28.95,11.0,6.0,2.0,23.97,20.56,4.54,239.07,SW
2022-06-19 12:00:00,29.79,27.26,11.0,7.0,3.0,30.82,23.27,3.93,247.12,SW
2022-06-19 13:00:00,29.39,30.24,16.0,10.0,4.0,49.66,32.19,4.05,247.32,SW
2022-06-19 14:00:00,28.08,38.86,19.0,12.0,5.0,71.92,37.69,2.75,163.48,S
2022-06-19 15:00:00,27.9,38.55,19.5,12.0,5.0,61.64,33.66,3.04,57.67,NE
2022-06-19 16:00:00,27.67,41.13,18.0,11.0,5.0,68.49,32.3,4.44,45.5,NE
2022-06-19 17:00:00,27.68,39.5,18.0,11.0,5.0,59.93,33.71,4.78,42.57,NE
2022-06-19 18:00:00,27.44,36.15,18.0,11.0,5.0,54.79,32.44,4.36,62.78,NE
2022-06-19 19:00:00,25.32,42.1,17.5,11.0,4.0,71.92,43.25,3.73,56.4,NE
2022-06-19 20:00:00,24.51,43.59,18.0,11.0,4.0,75.34,50.19,2.07,130.08,SE
2022-06-19 21:00:00,24.13,44.22,19.0,12.0,5.0,68.49,45.15,1.76,254.63,W
2022-06-19 22:00:00,24.28,44.19,19.0,12.0,5.0,68.49,41.84,0.78,260.68,W
2022-06-19 23:00:00,23.88,45.13,19.5,12.0,5.0,65.07,44.99,1.16,246.07,SW
2022-06-20 00:00:00,23.12,52.64,35.0,22.0,9.0,68.49,46.7,1.14,242.42,SW
2022-06-20 01:00:00,23.13,53.02,38.0,23.5,10.0,58.22,34.32,0.52,233.2,SW
2022-06-20 02:00:00,22.6,55.36,45.0,28.0,12.0,68.49,42.74,1.01,246.6,SW
2022-06-20 03:00:00,21.69,62.27,41.0,25.5,11.0,63.36,38.66,0.62,216.35,SW
2022-06-20 04:00:00,22.07,64.62,50.0,31.0,13.0,71.92,58.14,0.45,215.2,CALM
2022-06-20 05:00:00,23.65,60.51,55.0,33.5,14.5,63.36,102.66,1.31,247.27,SW
2022-06-20 06:00:00,24.43,59.62,61.0,38.0,16.0,61.64,65.91,0.48,264.57,CALM
2022-06-20 07:00:00,25.1,67.05,60.5,36.5,15.0,54.79,54.01,0.33,281.7,CALM
2022-06-20 08:00:00,25.58,60.87,63.0,38.0,16.0,44.52,47.34,1.35,73.73,E
2022-06-20 09:00:00,27.51,43.24,27.0,16.5,7.0,29.11,25.07,1.76,72.75,E
2022-06-20 10:00:00,28.59,40.68,30.0,19.0,8.0,37.67,31.82,2.11,69.97,E
2022-06-20 11:00:00,28.34,44.14,29.0,18.0,8.0,44.52,36.02,2.25,69.28,E
2022-06-20 12:00:00,28.38,40.92,30.0,19.0,8.0,46.23,44.08,2.98,64.27,NE
2022-06-20 13:00:00,28.88,39.17,30.0,19.0,8.0,51.37,30.05,3.45,71.4,E
2022-06-20 14:00:00,29.06,41.65,28.0,17.0,7.0,65.07,39.11,5.62,76.8,E
2022-06-20 15:00:00,29.44,42.22,33.0,20.0,9.0,54.79,42.97,4.9,77.17,E
2022-06-20 16:00:00,29.76,39.46,31.0,19.0,9.0,54.79,43.46,5.12,77.68,E
2022-06-20 17:00:00,29.37,40.08,29.0,18.0,8.0,54.79,46.46,4.35,59.9,NE
2022-06-20 18:00:00,27.79,45.4,30.0,18.0,8.0,71.92,54.94,4.72,61.23,NE
2022-06-20 19:00:00,26.83,51.16,35.0,21.5,9.5,75.34,57.08,3.91,122.25,SE
2022-06-20 20:00:00,26.23,50.68,42.0,26.0,11.0,71.92,62.24,3.14,245.5,SW
2022-06-20 21:00:00,25.61,49.09,42.5,26.0,11.0,61.64,46.05,2.14,274.9,W
2022-06-20 22:00:00,25.18,49.55,44.0,27.0,12.0,61.64,49.64,1.12,262.83,W
2022-06-20 23:00:00,25.29,46.07,39.0,24.0,10.0,61.64,61.5,1.48,295.02,NW
2022-06-21 00:00:00,24.93,48.42,40.0,25.0,11.0,61.64,47.24,1.12,242.17,SW
2022-06-21 01:00:00,23.56,51.96,40.5,24.5,10.5,58.22,39.59,1.51,234.08,SW
2022-06-21 02:00:00,22.85,56.4,46.0,29.0,12.0,61.64,37.69,0.42,238.73,CALM
2022-06-21 03:00:00,22.36,60.34,48.5,30.0,13.0,68.49,45.76,1.14,241.22,SW
2022-06-21 04:00:00,22.52,61.52,52.0,32.0,14.0,75.34,61.0,0.59,247.83,W
2022-06-21 05:00:00,24.01,56.35,63.5,39.5,17.0,58.22,91.5,0.78,248.58,W
2022-06-21 06:00:00,24.72,66.98,70.0,43.0,18.0,61.64,55.32,0.25,245.3,CALM
2022-06-21 07:00:00,25.38,67.03,75.5,46.5,20.0,56.51,48.39,0.75,129.27,SE
2022-06-21 08:00:00,27.51,51.2,59.0,36.0,15.0,41.1,46.42,1.3,68.95,E
2022-06-21 09:00:00,29.36,46.73,55.5,34.0,14.5,37.67,36.81,1.8,63.28,NE
2022-06-21 10:00:00,30.57,44.93,50.0,31.0,13.0,36.3,32.68,2.09,82.8,E
2022-06-21 11:00:00,32.3,42.21,53.0,33.0,14.0,33.22,36.32,2.57,68.35,E
2022-06-21 12:00:00,32.82,38.72,53.0,33.0,14.0,23.97,36.75,2.16,72.2,E
2022-06-21 13:00:00,33.48,39.58,60.0,37.0,16.0,39.73,47.03,2.41,72.88,E
2022-06-21 14:00:00,36.28,29.08,56.0,35.0,15.0,12.69,24.21,3.13,81.6,E
2022-06-21 15:00:00,37.11,26.76,56.5,35.0,15.0,16.83,33.46,4.41,57.9,NE
2022-06-21 16:00:00,33.21,46.73,66.0,41.0,17.0,67.81,63.84,3.98,125.43,SE
2022-06-21 17:00:00,33.1,44.98,64.5,40.5,17.5,58.56,61.57,4.67,131.95,SE
2022-06-21 18:00:00,32.37,47.11,70.0,43.0,18.0,59.59,72.37,2.46,70.55,E
2022-06-21 19:00:00,30.63,49.21,70.0,43.0,19.0,64.38,73.88,1.6,61.48,NE
2022-06-21 20:00:00,29.94,50.85,67.0,42.0,18.0,68.49,67.57,1.79,261.9,W
2022-06-21 21:00:00,29.11,54.62,78.0,48.0,20.5,85.62,94.47,1.43,254.48,W
2022-06-21 22:00:00,27.8,58.48,70.0,43.0,18.0,78.77,86.36,0.98,258.42,W
2022-06-21 23:00:00,27.3,61.43,84.0,51.0,21.5,70.21,71.87,0.57,250.57,W
2022-06-22 00:00:00,26.98,65.01,84.0,51.0,21.0,65.07,63.85,0.79,244.53,SW
2022-06-22 01:00:00,26.93,65.68,84.5,51.5,22.0,54.79,62.08,0.41,276.18,CALM
2022-06-22 02:00:00,26.15,66.74,85.0,52.0,22.0,58.22,56.54,0.91,240.03,SW
2022-06-22 03:00:00,25.6,66.94,82.0,50.0,21.0,59.93,57.08,0.73,243.72,SW
2022-06-22 04:00:00,26.26,68.87,88.0,54.0,23.0,58.22,67.8,1.04,245.3,SW
2022-06-22 05:00:00,26.81,67.07,116.0,70.5,29.5,47.95,78.57,0.84,239.68,SW
2022-06-22 06:00:00,27.23,64.8,102.0,62.0,26.0,51.37,67.76,0.5,192.3,S
2022-06-22 07:00:00,29.63,59.1,81.5,49.5,20.5,44.52,62.53,0.86,148.92,SE
2022-06-22 08:00:00,31.13,52.62,80.0,48.0,20.0,32.19,50.91,1.84,68.07,E
2022-06-22 09:00:00,32.89,48.37,73.0,45.0,19.0,29.45,49.24,1.97,69.63,E
2022-06-22 10:00:00,34.26,43.25,69.0,43.0,18.0,19.18,47.73,2.53,73.45,E
2022-06-22 11:00:00,34.81,38.59,60.5,37.0,16.0,11.64,44.8,2.52,73.33,E
2022-06-22 12:00:00,35.32,37.8,61.0,37.0,16.0,22.6,48.89,2.19,74.35,E
2022-06-22 13:00:00,34.69,40.84,63.5,39.0,16.5,37.33,53.75,2.4,65.27,NE
2022-06-22 14:00:00,35.78,35.4,63.0,39.0,16.0,17.81,50.01,3.08,47.0,NE
2022-06-22 15:00:00,35.86,33.95,59.0,36.5,15.5,28.42,53.57,3.95,72.58,E
2022-06-22 16:00:00,35.27,32.76,59.0,36.0,15.0,34.93,79.01,2.94,57.68,NE
2022-06-22 17:00:00,33.19,45.69,63.0,38.5,16.5,60.96,71.47,2.72,72.25,E
2022-06-22 18:00:00,31.77,55.13,60.0,37.0,15.0,73.29,61.68,1.59,71.28,E
2022-06-22 19:00:00,31.97,55.99,78.0,47.5,20.0,81.85,94.66,2.39,63.35,NE
2022-06-22 20:00:00,30.46,63.29,69.0,43.0,18.0,71.92,73.02,1.14,102.2,E
2022-06-22 21:00:00,29.43,63.3,88.5,53.0,22.0,73.63,95.42,0.43,88.57,CALM
2022-06-22 22:00:00,29.31,59.45,77.0,47.0,20.0,65.07,90.08,0.76,143.33,SE
2022-06-22 23:00:00,30.4,50.05,56.0,34.0,14.0,26.03,38.29,0.94,269.47,W
2022-06-23 00:00:00,29.93,52.1,58.0,34.0,14.0,41.1,37.63,0.76,265.72,W
2022-06-23 01:00:00,29.54,52.32,56.5,34.0,14.0,47.95,43.61,0.54,223.83,SW
2022-06-23 02:00:00,29.48,49.81,51.0,31.0,13.0,37.67,33.93,0.55,196.85,S
2022-06-23 03:00:00,29.83,46.63,48.5,29.5,12.0,39.38,31.02,0.23,132.68,CALM
2022-06-23 04:00:00,28.71,59.94,81.0,50.0,20.0,82.19,67.68,1.71,198.13,S
2022-06-23 05:00:00,28.22,67.37,84.5,51.0,21.0,66.78,61.28,2.63,162.45,S
2022-06-23 06:00:00,28.42,66.7,81.0,49.0,20.0,58.22,51.47,0.54,129.0,SE
2022-06-23 07:00:00,29.54,63.79,85.0,52.0,21.0,58.22,60.71,1.04,127.38,SE
2022-06-23 08:00:00,31.49,53.17,84.0,52.0,21.0,34.25,51.24,1.64,71.48,E
2022-06-23 09:00:00,33.14,46.09,80.0,48.5,20.0,32.19,45.69,1.6,73.48,E
2022-06-23 10:00:00,34.1,42.69,75.0,46.0,19.0,31.51,45.17,2.04,60.5,NE
2022-06-23 11:00:00,34.68,40.87,67.5,41.0,17.0,23.63,37.0,2.1,66.02,NE
2022-06-23 12:00:00,34.52,43.39,70.0,42.0,17.0,36.3,56.48,2.31,61.4,NE
2022-06-23 13:00:00,34.84,44.03,62.5,37.5,16.0,32.53,55.09,2.51,61.82,NE
2022-06-23 14:00:00,33.96,48.91,66.0,40.0,17.0,43.15,50.02,2.58,65.85,NE
2022-06-23 15:00:00,33.6,50.73,61.0,38.0,16.0,43.15,55.23,2.99,73.25,E
2022-06-23 16:00:00,28.8,61.22,58.0,36.0,15.0,71.92,54.87,4.58,67.15,NE
2022-06-23 17:00:00,27.59,76.14,55.5,33.5,14.0,85.62,61.54,5.29,79.02,E
2022-06-23 18:00:00,28.43,62.58,59.0,35.0,14.0,61.64,52.92,8.93,237.48,SW
2022-06-23 19:00:00,28.14,65.11,56.5,34.0,13.5,58.22,42.46,3.58,246.28,SW
2022-06-23 20:00:00,27.64,71.54,66.0,40.0,17.0,68.49,49.7,2.02,178.68,S
2022-06-23 21:00:00,27.38,69.68,68.5,41.5,17.0,70.21,63.96,1.61,204.63,SW
2022-06-23 22:00:00,27.2,68.98,62.0,37.0,15.0,61.64,49.77,1.12,150.37,SE
2022-06-23 23:00:00,27.68,63.73,66.5,40.0,16.5,44.52,27.32,0.55,264.92,W
2022-06-24 00:00:00,27.1,64.25,74.0,44.0,18.0,47.95,30.54,0.62,228.72,SW
2022-06-24 01:00:00,26.91,64.23,82.5,49.0,19.5,49.66,31.0,1.86,217.8,SW
2022-06-24 02:00:00,26.5,61.03,86.0,51.0,20.0,41.1,25.15,1.31,187.08,S
2022-06-24 03:00:00,26.29,65.2,80.0,47.0,19.0,51.37,29.13,0.59,125.65,SE
2022-06-24 04:00:00,26.12,67.51,86.0,51.0,20.0,54.79,34.17,1.51,212.27,SW
2022-06-24 05:00:00,25.75,74.11,89.5,53.0,21.0,63.36,45.98,1.19,147.57,SE
2022-06-24 06:00:00,26.27,76.91,85.5,51.5,20.5,56.51,43.37,0.98,254.32,W
2022-06-24 07:00:00,26.77,72.15,78.5,47.0,19.0,58.22,36.07,1.55,275.82,W
2022-06-24 08:00:00,23.7,91.12,70.0,42.0,16.5,66.78,36.4,1.75,240.47,SW
2022-06-24 09:00:00,26.53,69.84,59.5,35.5,14.5,47.95,37.95,1.43,148.13,SE
2022-06-24 10:00:00,28.21,65.17,55.0,32.0,13.0,30.82,26.78,4.38,234.28,SW
2022-06-24 11:00:00,30.15,49.34,52.0,32.0,13.0,16.1,16.55,1.57,170.0,S
2022-06-24 12:00:00,28.8,57.92,68.0,41.0,17.0,58.22,35.04,2.43,146.95,SE
2022-06-24 13:00:00,28.69,62.74,50.5,30.0,12.5,66.78,41.13,2.61,126.92,SE
2022-06-24 14:00:00,28.17,63.83,48.0,29.0,12.0,61.64,35.85,5.1,53.5,NE
2022-06-24 15:00:00,28.59,58.91,50.0,31.0,13.0,54.79,32.8,5.2,56.5,NE
2022-06-24 16:00:00,27.92,61.38,49.0,30.0,13.0,61.64,31.74,6.16,57.85,NE
2022-06-24 17:00:00,28.25,58.55,49.0,30.0,13.0,58.22,36.75,5.77,63.47,NE
2022-06-24 18:00:00,26.68,63.08,49.0,30.0,12.0,61.64,36.86,6.39,73.7,E
2022-06-24 19:00:00,25.86,64.87,51.5,31.5,13.0,65.07,42.41,4.89,55.73,NE
2022-06-24 20:00:00,25.45,72.07,51.0,31.0,13.0,68.49,37.24,3.82,262.6,W
2022-06-24 21:00:00,25.83,71.98,55.5,33.0,13.5,61.64,38.37,2.6,300.98,NW
2022-06-24 22:00:00,25.79,68.2,68.0,40.0,17.0,71.92,80.77,1.48,262.38,W
2022-06-24 23:00:00,25.45,72.9,79.5,48.0,20.0,71.92,142.1,0.83,231.02,SW
2022-06-25 00:00:00,25.44,71.83,67.0,41.0,17.0,61.64,60.86,0.25,218.0,CALM
2022-06-25 01:00:00,25.98,69.64,75.0,44.5,18.0,58.22,47.68,0.48,280.12,CALM
2022-06-25 02:00:00,25.34,72.89,74.0,45.0,19.0,61.64,48.83,0.45,251.98,CALM
2022-06-25 03:00:00,24.05,78.16,76.0,46.0,19.0,65.07,51.5,0.59,152.63,SE
2022-06-25 04:00:00,24.01,81.14,86.0,52.0,21.0,65.07,62.41,0.42,140.08,CALM
2022-06-25 05:00:00,25.62,73.93,80.5,48.5,20.0,54.79,63.35,0.82,248.2,W
2022-06-25 06:00:00,26.07,68.39,74.0,44.0,18.0,47.95,44.18,0.35,266.82,CALM
2022-06-25 07:00:00,26.92,66.31,76.0,45.0,18.0,42.81,35.69,0.54,271.87,W
2022-06-25 08:00:00,27.74,59.36,56.0,34.0,14.0,41.1,31.41,1.58,104.37,E
2022-06-25 09:00:00,28.55,46.91,39.0,24.0,10.0,29.11,27.87,2.39,72.85,E
2022-06-25 10:00:00,29.38,52.56,53.0,32.0,14.0,54.79,38.79,3.11,67.25,NE
2022-06-25 11:00:00,30.74,49.94,58.5,35.5,15.0,41.44,35.08,3.18,67.97,E
2022-06-25 12:00:00,30.21,59.24,52.0,31.0,13.0,60.96,40.82,2.62,74.55,E
2022-06-25 13:00:00,30.52,57.59,59.0,36.0,15.0,52.74,35.12,3.1,74.47,E
2022-06-25 14:00:00,30.6,59.91,51.0,31.0,13.0,59.59,37.9,4.25,66.83,NE
2022-06-25 15:00:00,31.04,60.7,47.0,29.0,12.0,49.32,33.99,4.21,72.58,E
2022-06-25 16:00:00,30.73,59.31,47.0,28.0,11.0,44.52,35.69,3.87,74.63,E
2022-06-25 17:00:00,30.73,56.05,47.5,29.0,12.0,38.7,36.03,4.01,77.22,E
2022-06-25 18:00:00,30.1,55.95,44.0,27.0,11.0,41.1,37.5,3.82,71.05,E
2022-06-25 19:00:00,29.32,61.41,48.0,29.5,12.0,59.93,43.22,4.1,58.05,NE
2022-06-25 20:00:00,29.04,58.85,47.0,29.0,12.0,65.07,54.63,4.08,282.62,W
2022-06-25 21:00:00,28.42,59.06,51.0,30.5,13.0,58.22,45.03,2.58,289.72,W
2022-06-25 22:00:00,26.46,63.1,32.0,20.0,8.0,58.22,30.04,1.02,231.83,SW
2022-06-25 23:00:00,26.8,55.32,13.5,8.5,3.0,46.23,25.8,2.58,207.17,SW
2022-06-26 00:00:00,25.87,58.84,17.0,10.0,4.0,54.79,23.68,9.46,241.43,SW
2022-06-26 01:00:00,25.44,62.31,23.0,13.0,5.5,58.22,26.3,6.41,241.72,SW
2022-06-26 02:00:00,26.08,58.63,22.0,12.0,5.0,54.79,25.34,8.09,239.27,SW
2022-06-26 03:00:00,25.61,61.91,25.0,15.0,6.0,58.22,31.7,7.48,246.88,SW
2022-06-26 04:00:00,24.65,66.04,25.0,14.0,6.0,61.64,37.7,1.1,207.78,SW
2022-06-26 05:00:00,25.98,63.07,27.5,16.5,7.0,53.08,39.8,0.49,213.97,CALM
2022-06-26 06:00:00,26.2,62.12,25.0,15.0,6.0,51.37,26.48,0.69,260.57,W
2022-06-26 07:00:00,29.06,51.1,20.0,12.0,5.0,29.11,19.54,0.43,236.73,CALM
2022-06-26 08:00:00,30.39,42.9,13.0,8.0,3.0,10.27,19.95,1.64,109.83,E
2022-06-26 09:00:00,31.65,40.81,14.5,9.0,3.5,14.73,15.06,1.49,171.3,S
2022-06-26 10:00:00,30.11,50.62,22.0,13.0,5.0,45.89,33.19,2.13,137.37,SE
2022-06-26 11:00:00,31.78,41.91,16.0,9.5,3.5,26.37,22.77,2.59,116.37,SE
2022-06-26 12:00:00,33.04,37.19,16.0,9.0,3.0,10.96,18.56,4.19,51.15,NE
2022-06-26 13:00:00,32.89,38.69,17.5,11.0,4.0,31.85,29.23,3.49,67.97,E
2022-06-26 14:00:00,31.47,52.22,30.0,19.0,8.0,60.96,37.64,2.86,146.97,SE
2022-06-26 15:00:00,31.88,51.15,36.5,22.0,9.5,48.63,34.23,3.9,78.62,E
2022-06-26 16:00:00,30.84,57.37,40.0,25.0,10.0,56.16,37.21,6.05,64.33,NE
2022-06-26 17:00:00,29.55,63.54,36.5,22.5,9.5,71.92,36.74,5.51,70.82,E
2022-06-26 18:00:00,28.54,69.63,42.0,25.0,10.0,75.34,41.01,6.4,75.02,E
2022-06-26 19:00:00,26.9,79.68,47.5,29.0,12.0,75.34,38.88,4.5,162.05,S
2022-06-26 20:00:00,26.49,81.68,51.0,31.0,12.0,68.49,37.6,3.32,143.23,SE
2022-06-26 21:00:00,26.32,79.16,50.5,30.5,12.5,51.37,33.64,2.68,248.55,W
2022-06-26 22:00:00,26.21,70.36,47.0,29.0,12.0,47.95,25.32,1.84,278.77,W
2022-06-26 23:00:00,25.37,76.02,46.0,28.0,11.5,54.79,29.09,1.26,227.22,SW
2022-06-27 00:00:00,25.79,78.55,55.0,33.0,14.0,61.64,37.2,0.98,246.5,SW
2022-06-27 01:00:00,25.49,83.41,58.5,36.0,14.5,59.93,36.55,1.24,251.12,W
2022-06-27 02:00:00,25.38,81.79,51.0,31.0,13.0,54.79,25.13,0.58,189.22,S
2022-06-27 03:00:00,25.24,85.9,52.0,31.0,13.0,58.22,24.49,0.4,264.35,CALM
2022-06-27 04:00:00,25.24,86.88,57.0,34.0,14.0,58.22,28.81,1.17,238.4,SW
2022-06-27 05:00:00,26.24,73.27,53.5,32.0,13.0,49.66,35.94,1.62,230.22,SW
2022-06-27 06:00:00,26.72,74.59,55.0,34.0,14.0,54.79,40.29,0.85,233.57,SW
2022-06-27 07:00:00,26.41,82.33,68.0,41.0,16.5,61.64,34.56,0.9,163.62,S
2022-06-27 08:00:00,27.4,75.29,68.0,41.0,17.0,61.64,40.09,1.52,118.77,SE
2022-06-27 09:00:00,29.33,64.45,67.0,41.5,17.5,49.66,35.18,3.34,73.47,E
2022-06-27 10:00:00,30.36,55.47,63.0,39.0,16.0,34.25,32.26,3.39,61.23,NE
2022-06-27 11:00:00,30.36,55.03,58.5,36.0,16.0,39.04,30.72,3.54,67.15,NE
2022-06-27 12:00:00,31.55,48.2,53.0,33.0,14.0,27.4,37.17,3.85,58.37,NE
2022-06-27 13:00:00,32.0,44.65,49.0,30.5,13.0,39.38,30.03,3.08,64.83,NE
2022-06-27 14:00:00,32.35,43.59,50.0,31.0,14.0,35.62,32.0,4.5,68.55,E
2022-06-27 15:00:00,32.36,46.1,52.0,32.0,14.0,39.73,36.56,3.16,65.3,NE
2022-06-27 16:00:00,31.91,48.33,54.0,33.0,14.0,46.58,38.98,3.63,66.52,NE
2022-06-27 17:00:00,30.57,56.09,51.5,31.5,13.0,61.3,52.79,5.48,70.45,E
2022-06-27 18:00:00,29.04,62.42,53.0,32.0,13.0,75.34,53.13,4.39,75.25,E
2022-06-27 19:00:00,27.76,69.16,53.0,32.0,13.5,75.34,48.52,4.14,113.4,SE
2022-06-27 20:00:00,27.09,74.32,56.0,34.0,14.0,71.92,41.16,3.0,153.0,SE
2022-06-27 21:00:00,26.47,77.34,58.0,35.0,15.0,68.49,40.9,2.08,171.8,S
2022-06-27 22:00:00,26.9,74.94,56.0,34.0,14.0,61.64,33.59,2.07,229.37,SW
2022-06-27 23:00:00,26.71,77.15,63.0,39.0,16.0,61.64,39.64,1.47,258.32,W
2022-06-28 00:00:00,25.97,79.0,67.0,40.0,17.0,54.79,40.55,0.54,255.92,W
2022-06-28 01:00:00,25.85,75.24,66.5,41.0,17.0,51.37,29.08,0.62,230.47,SW
2022-06-28 02:00:00,25.82,78.22,67.0,40.0,16.0,51.37,30.66,0.51,258.0,W
2022-06-28 03:00:00,25.25,83.5,76.5,47.0,20.0,59.93,47.68,0.6,268.12,W
2022-06-28 04:00:00,25.37,94.2,103.0,63.0,25.0,51.37,49.17,0.56,266.78,W
2022-06-28 05:00:00,25.87,91.14,106.5,63.5,26.0,51.37,63.21,0.32,235.3,CALM
2022-06-28 06:00:00,26.15,90.73,112.0,67.0,28.0,47.95,55.91,0.63,76.38,E
2022-06-28 07:00:00,27.89,77.31,92.0,55.0,23.0,39.38,52.24,1.0,175.02,S
2022-06-28 08:00:00,28.84,73.65,86.0,52.0,21.0,47.95,54.58,2.42,67.27,NE
2022-06-28 09:00:00,29.71,65.82,77.0,47.0,20.0,39.38,35.41,2.91,63.6,NE
2022-06-28 10:00:00,31.61,53.91,70.0,43.0,18.0,32.19,32.92,3.85,62.3,NE
2022-06-28 11:00:00,31.94,52.72,65.0,40.0,17.5,29.79,36.68,4.15,59.87,NE
2022-06-28 12:00:00,32.91,46.29,60.0,38.0,16.0,22.6,33.11,4.45,67.43,NE
2022-06-28 13:00:00,32.6,45.94,44.5,27.5,12.0,33.9,41.99,4.87,66.08,NE
2022-06-28 14:00:00,32.79,42.72,43.0,27.0,12.0,26.71,32.58,5.29,72.02,E
2022-06-28 15:00:00,33.22,36.47,36.5,23.0,9.5,32.19,30.95,5.6,74.55,E
2022-06-28 16:00:00,34.21,31.59,36.0,22.0,9.0,14.38,36.63,4.96,69.27,E
2022-06-28 17:00:00,33.8,31.08,34.5,21.5,9.0,27.74,41.85,5.19,69.32,E
2022-06-28 18:00:00,32.33,32.33,31.0,19.0,8.0,38.36,51.98,3.89,109.18,E
2022-06-28 19:00:00,30.67,42.12,37.5,23.0,9.5,54.79,49.91,3.87,190.75,S
2022-06-28 20:00:00,29.95,44.96,36.0,22.0,9.0,65.07,44.04,3.65,215.12,SW
2022-06-28 21:00:00,26.95,58.64,32.0,20.0,8.0,77.05,46.59,3.99,309.02,NW
2022-06-28 22:00:00,25.81,62.43,22.0,13.0,6.0,68.49,37.41,3.04,267.7,W
2022-06-28 23:00:00,25.22,59.44,12.0,7.0,3.0,70.21,26.4,6.68,245.03,SW
2022-06-29 00:00:00,24.53,73.5,10.0,6.0,2.0,78.77,36.12,8.54,245.5,SW
2022-06-29 01:00:00,23.69,83.99,14.0,8.0,3.0,71.92,35.96,8.69,232.93,SW
2022-06-29 02:00:00,24.06,78.89,17.0,10.0,4.0,58.22,31.56,1.58,163.1,S
2022-06-29 03:00:00,23.9,77.13,22.0,13.5,5.5,56.51,31.22,1.02,268.5,W
2022-06-29 04:00:00,23.89,74.78,27.0,17.0,7.0,65.07,49.12,0.81,233.83,SW
2022-06-29 05:00:00,25.66,65.46,33.5,21.0,8.5,47.95,53.84,0.77,213.58,SW
2022-06-29 06:00:00,26.59,60.29,30.0,18.0,8.0,44.52,34.19,0.41,265.67,CALM
2022-06-29 07:00:00,28.49,55.78,27.5,17.0,7.0,37.67,28.66,1.29,174.88,S
2022-06-29 08:00:00,29.37,52.1,38.0,23.0,10.0,47.95,34.98,1.69,108.03,E
