,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C),windspeed,direction,wind direction
2022-06-05 22:00:00,17.33,72.45,42.39,51.46,23.12,10.68,12.58,18.01,31.7,0.96,178.03,S
2022-06-05 23:00:00,16.37,56.18,43.27,60.98,0.0,9.28,11.22,16.18,30.24,0.49,286.4,CALM
2022-06-06 00:00:00,17.2,50.33,48.18,61.47,0.0,10.52,12.45,17.3,29.31,0.31,202.32,CALM
2022-06-06 01:00:00,17.74,44.49,52.63,52.42,0.44,11.77,13.62,17.96,28.36,0.49,253.77,CALM
2022-06-06 02:00:00,17.68,29.69,54.77,35.33,12.41,11.91,13.56,17.27,27.61,0.47,261.75,CALM
2022-06-06 03:00:00,17.27,19.38,55.43,21.52,32.74,11.59,13.11,16.35,26.96,0.83,242.18,SW
2022-06-06 04:00:00,16.85,9.71,55.14,14.35,41.87,10.74,12.1,14.5,26.59,0.19,239.27,CALM
2022-06-06 05:00:00,18.02,28.22,60.24,23.87,17.94,12.11,14.14,20.54,26.39,0.54,215.73,SW
2022-06-06 06:00:00,18.79,24.31,64.35,19.99,21.4,10.3,12.08,17.34,26.09,1.97,219.47,SW
2022-06-06 07:00:00,17.72,10.3,66.77,14.61,46.57,6.58,8.11,11.06,24.36,7.01,225.5,SW
2022-06-06 08:00:00,16.46,4.73,52.75,12.02,34.09,6.03,8.2,13.81,26.94,3.9,163.43,S
2022-06-06 09:00:00,18.08,4.03,50.33,16.53,27.32,6.22,13.13,28.97,29.56,2.38,109.35,E
2022-06-06 10:00:00,19.09,6.28,48.66,14.41,40.27,9.75,15.01,25.3,31.2,3.2,82.07,E
2022-06-06 11:00:00,19.76,6.54,46.82,12.5,53.75,11.36,13.88,19.62,32.63,3.05,60.4,NE
2022-06-06 12:00:00,19.32,1.41,41.45,3.84,67.78,6.52,9.02,13.44,34.32,3.43,58.8,NE
2022-06-06 13:00:00,19.88,9.09,41.44,9.38,75.72,5.58,8.19,12.85,34.94,4.14,70.02,E
2022-06-06 14:00:00,18.57,1.6,37.15,2.26,74.67,7.17,9.55,13.71,35.47,4.53,68.72,E
2022-06-06 15:00:00,18.08,1.9,33.72,6.18,64.94,7.18,9.36,12.96,36.65,3.56,68.03,E
2022-06-06 16:00:00,17.53,11.63,34.89,19.46,53.93,6.48,8.76,14.05,35.42,2.76,128.33,SE
2022-06-06 17:00:00,18.48,71.96,64.52,43.18,57.18,5.64,7.91,20.91,26.24,5.29,169.92,S
2022-06-07 13:00:00,17.72,1.84,43.87,1.57,65.79,3.77,7.35,12.89,31.5,3.63,68.78,E
2022-06-07 14:00:00,17.88,4.66,44.82,3.64,70.24,3.27,6.86,12.32,31.31,5.23,68.63,E
2022-06-07 15:00:00,17.55,4.04,43.01,2.26,73.82,2.76,6.93,12.96,31.65,5.22,74.0,E
2022-06-07 16:00:00,18.22,13.46,45.87,9.81,72.16,4.89,6.82,11.0,31.28,6.32,70.27,E
2022-06-07 17:00:00,18.15,14.45,48.1,12.68,66.93,6.14,7.21,10.71,30.36,6.88,64.72,NE
2022-06-07 18:00:00,17.45,11.34,49.29,12.82,64.05,7.27,8.27,11.8,29.17,6.18,99.77,E
2022-06-07 19:00:00,17.26,13.58,51.58,16.5,59.91,7.9,8.84,11.99,28.19,4.5,201.58,S
2022-06-07 20:00:00,17.33,19.89,58.4,22.32,57.57,9.44,10.37,13.67,26.14,4.28,189.78,S
2022-06-07 21:00:00,16.84,16.43,62.07,16.26,63.04,7.81,8.61,11.77,24.59,3.84,318.98,NW
2022-06-07 22:00:00,16.65,12.29,63.81,13.56,61.19,7.85,8.58,11.34,23.92,2.8,244.57,SW
2022-06-07 23:00:00,16.69,11.14,65.33,16.63,48.4,11.66,12.64,14.79,23.58,1.49,257.55,W
2022-06-08 00:00:00,16.62,14.77,66.06,33.65,16.27,10.09,10.89,12.93,23.32,0.26,253.07,CALM
2022-06-08 01:00:00,16.48,22.56,67.04,34.46,14.58,10.7,11.57,14.07,22.92,0.48,270.83,CALM
2022-06-08 02:00:00,15.78,0.73,65.62,8.79,46.8,9.85,10.45,11.58,22.54,0.66,280.38,W
2022-06-08 03:00:00,15.87,1.49,65.64,11.91,39.09,9.35,9.91,11.21,22.64,0.31,246.18,CALM
2022-06-08 04:00:00,16.1,4.24,67.73,16.02,33.11,10.18,10.76,11.95,22.37,0.2,252.82,CALM
2022-06-08 05:00:00,16.25,7.99,71.15,26.15,20.3,11.43,12.17,13.76,21.71,0.53,259.82,W
2022-06-08 06:00:00,15.51,2.3,69.06,23.42,27.08,9.49,10.16,11.61,21.43,1.45,241.03,SW
2022-06-08 07:00:00,14.88,0.0,62.16,19.21,34.0,6.73,7.35,9.29,22.49,2.11,244.28,SW
2022-06-08 08:00:00,13.94,0.0,51.81,4.3,49.81,5.31,5.92,8.39,24.52,1.88,273.28,W
2022-06-08 09:00:00,13.43,0.0,44.02,1.67,56.08,4.8,5.41,8.22,26.7,2.84,224.0,SW
2022-06-08 10:00:00,14.11,0.51,42.91,2.66,64.2,4.63,5.18,7.86,27.88,3.39,83.33,E
2022-06-08 11:00:00,15.13,1.5,47.03,7.43,69.89,4.01,4.52,6.63,27.43,3.97,75.53,E
2022-06-08 12:00:00,14.88,2.29,43.99,4.85,69.37,3.7,4.18,6.44,28.33,4.24,72.32,E
2022-06-08 13:00:00,15.18,7.0,43.7,7.91,66.83,3.87,4.34,6.21,28.78,2.84,78.35,E
2022-06-08 14:00:00,14.58,2.33,39.16,3.18,71.05,3.46,3.94,6.43,29.99,4.2,72.68,E
2022-06-08 15:00:00,15.44,7.6,38.53,8.76,67.86,3.44,3.94,6.05,31.25,4.64,73.68,E
2022-06-08 16:00:00,16.78,21.24,46.44,23.73,61.61,3.88,4.59,7.81,29.47,7.53,74.32,E
2022-06-08 17:00:00,16.45,17.58,48.67,18.02,65.91,4.17,4.89,8.16,28.3,6.66,66.1,NE
2022-06-08 18:00:00,16.09,14.31,48.37,16.09,63.3,4.36,5.09,8.42,28.02,4.07,53.38,NE
2022-06-08 19:00:00,16.17,18.64,54.82,21.33,61.2,4.04,4.75,7.72,25.96,3.87,60.3,NE
2022-06-08 20:00:00,17.37,30.84,64.09,26.32,63.99,4.49,5.28,9.19,24.66,5.55,95.8,E
2022-06-08 21:00:00,18.47,36.12,79.44,32.42,54.04,6.85,7.56,9.94,22.21,4.13,236.73,SW
2022-06-08 22:00:00,18.24,21.66,78.75,24.3,47.1,6.9,7.59,9.48,22.1,0.99,128.47,SE
2022-06-08 23:00:00,18.31,17.84,79.35,31.7,25.36,7.35,8.43,12.1,22.06,0.34,218.72,CALM
2022-06-09 00:00:00,18.21,13.23,80.34,27.44,20.71,8.61,9.55,12.36,21.75,0.77,268.22,W
2022-06-09 01:00:00,17.77,9.16,81.38,23.44,25.13,8.06,8.93,11.46,21.09,0.33,266.7,CALM
2022-06-09 02:00:00,17.0,2.2,79.68,12.24,34.89,6.02,6.57,7.86,20.64,0.35,279.7,CALM
2022-06-09 03:00:00,16.37,0.0,78.09,8.94,37.74,5.77,6.19,7.2,20.31,0.19,264.38,CALM
2022-06-09 04:00:00,16.05,0.04,78.4,11.43,34.99,5.87,6.31,7.2,19.93,0.65,266.22,W
2022-06-09 05:00:00,16.29,3.15,81.09,19.73,23.12,7.1,7.72,9.02,19.62,1.01,257.0,W
2022-06-09 06:00:00,16.68,6.98,82.5,26.03,12.96,8.3,9.1,11.1,19.75,0.49,294.47,CALM
2022-06-09 07:00:00,17.09,8.44,79.86,24.73,15.71,9.54,10.61,13.74,20.7,0.77,284.55,W
2022-06-09 08:00:00,18.28,10.77,81.23,14.19,28.17,10.37,13.79,19.46,21.65,1.88,88.4,E
2022-06-09 09:00:00,18.69,6.98,72.91,12.88,23.4,14.42,16.38,22.65,23.88,2.0,63.15,NE
2022-06-09 10:00:00,18.49,0.64,61.01,3.24,42.98,11.17,12.7,17.04,26.64,3.29,66.97,NE
2022-06-09 11:00:00,17.96,0.21,53.87,0.0,58.51,3.97,4.92,7.22,28.2,3.07,67.6,E
2022-06-09 12:00:00,17.55,0.0,47.2,0.38,58.05,4.21,5.02,7.15,30.05,3.06,67.45,NE
2022-06-09 13:00:00,17.94,0.42,46.89,2.44,67.85,3.85,4.72,7.12,30.58,4.11,70.98,E
2022-06-09 14:00:00,18.71,8.96,46.83,8.44,61.19,3.1,3.89,6.21,31.44,3.27,72.73,E
2022-06-09 15:00:00,17.51,2.31,43.41,2.06,69.61,3.94,4.84,7.55,31.47,7.36,73.8,E
2022-06-09 16:00:00,18.18,16.05,48.96,17.8,62.51,4.88,5.82,8.75,30.17,6.51,59.57,NE
2022-06-09 17:00:00,19.19,31.92,63.62,31.25,54.58,4.77,5.41,8.33,26.67,5.29,49.35,NE
2022-06-09 18:00:00,19.93,36.98,75.22,37.09,49.5,6.55,7.59,14.62,24.63,3.35,78.38,E
2022-06-09 19:00:00,19.89,31.76,82.76,36.1,38.75,8.91,10.03,13.98,22.99,1.59,257.72,W
2022-06-09 20:00:00,20.17,28.52,86.36,44.68,18.22,10.19,11.22,12.81,22.57,1.04,245.93,SW
2022-06-09 21:00:00,19.75,15.59,86.2,27.55,30.46,8.84,9.62,10.9,22.16,1.01,271.55,W
2022-06-09 22:00:00,18.62,3.42,82.47,15.8,40.86,5.91,6.47,7.36,21.74,0.95,192.92,S
2022-06-09 23:00:00,18.54,5.88,84.7,19.43,32.1,6.12,6.67,7.49,21.23,0.75,254.52,W
2022-06-10 00:00:00,19.17,4.89,87.54,12.05,41.9,9.32,10.15,11.28,21.32,0.48,183.92,CALM
2022-06-10 01:00:00,19.21,5.72,87.67,14.56,27.6,10.93,11.94,13.53,21.34,0.22,165.55,CALM
2022-06-10 02:00:00,19.17,6.08,88.57,13.89,24.25,11.15,12.13,13.58,21.14,0.23,275.02,CALM
2022-06-10 03:00:00,18.85,1.59,85.92,7.47,36.4,9.93,10.81,11.98,21.31,0.61,157.32,SE
2022-06-10 04:00:00,17.0,0.0,79.66,0.66,55.21,2.32,2.69,3.55,20.65,4.41,216.78,SW
2022-06-10 05:00:00,15.59,0.0,74.76,2.22,50.97,1.13,1.31,1.68,20.21,1.26,206.6,SW
2022-06-10 06:00:00,16.36,1.14,77.4,22.26,28.65,2.28,2.7,4.18,20.45,0.5,109.4,E
2022-06-10 07:00:00,17.43,3.4,80.55,24.71,29.83,3.44,4.06,6.35,20.91,1.15,76.95,E
2022-06-10 08:00:00,17.98,2.93,77.46,17.59,33.35,3.48,4.61,7.3,22.12,1.44,77.65,E
2022-06-10 09:00:00,18.03,2.17,74.48,17.47,28.81,4.68,5.63,7.58,22.81,1.4,105.42,E
2022-06-10 10:00:00,18.51,10.69,82.73,24.69,30.18,5.43,7.12,11.9,21.6,2.16,99.03,E
2022-06-10 11:00:00,18.53,11.35,87.55,25.03,32.15,5.21,6.06,7.08,20.68,1.45,152.88,SE
2022-06-10 12:00:00,18.85,9.65,85.65,26.55,30.57,7.77,8.46,9.45,21.36,1.39,97.93,E
2022-06-10 13:00:00,19.16,12.87,85.49,32.49,21.97,9.53,10.39,11.79,21.7,0.86,189.05,S
2022-06-10 14:00:00,19.64,12.72,89.1,31.36,21.99,9.64,10.44,11.23,21.52,0.95,157.5,SE
2022-06-10 15:00:00,19.59,7.96,85.04,17.9,32.1,9.41,10.04,10.62,22.24,1.94,120.73,SE
2022-06-10 16:00:00,19.32,1.71,82.63,14.46,35.03,6.49,7.06,8.32,22.43,2.24,126.98,SE
2022-06-10 17:00:00,19.45,0.0,74.56,2.63,42.87,5.04,5.59,6.85,24.27,1.59,149.95,SE
2022-06-10 18:00:00,19.16,1.39,72.02,5.88,40.9,4.21,4.8,6.23,24.55,2.15,142.75,SE
2022-06-10 19:00:00,18.29,0.0,64.97,0.93,43.14,3.08,3.68,4.96,25.36,1.52,163.3,S
2022-06-10 20:00:00,16.87,0.0,66.49,3.33,50.81,1.99,2.47,3.56,23.48,2.73,250.38,W
2022-06-10 21:00:00,16.45,1.95,68.58,17.49,34.39,2.22,2.69,3.77,22.52,0.97,210.83,SW
2022-06-10 22:00:00,16.53,3.28,70.11,14.58,37.72,2.26,2.71,3.81,22.24,0.94,159.08,S
2022-06-10 23:00:00,16.6,7.02,72.31,20.54,30.21,2.79,3.3,4.72,21.81,1.09,232.62,SW
2022-06-11 00:00:00,17.07,13.71,78.51,27.93,18.82,2.73,3.22,4.27,20.95,0.66,243.03,SW
2022-06-11 01:00:00,16.73,5.11,77.16,12.48,38.21,1.85,2.33,3.6,20.88,1.01,232.65,SW
2022-06-11 02:00:00,16.63,0.36,75.03,5.3,46.57,1.33,1.73,2.82,21.24,0.64,146.65,SE
2022-06-11 03:00:00,16.72,0.93,75.85,5.84,43.5,1.35,1.72,2.68,21.15,1.04,185.63,S
2022-06-11 04:00:00,16.26,0.0,75.61,4.81,44.13,1.23,1.62,2.52,20.73,1.45,205.4,SW
2022-06-11 05:00:00,16.43,0.77,76.93,4.38,52.76,1.41,1.88,2.86,20.63,4.61,213.72,SW
2022-06-11 06:00:00,16.62,0.4,77.61,6.0,45.74,1.38,1.86,2.73,20.67,2.15,165.62,S
2022-06-11 07:00:00,16.51,0.29,76.9,4.77,53.23,1.26,1.69,2.53,20.71,3.27,239.78,SW
2022-06-11 08:00:00,16.09,0.0,74.63,6.37,50.46,1.17,1.58,2.44,20.76,1.25,158.07,S
2022-06-11 09:00:00,15.91,0.0,69.85,4.32,52.74,1.05,1.37,2.11,21.67,1.63,180.32,S
2022-06-11 10:00:00,15.46,0.0,62.32,0.0,55.32,0.87,1.14,1.87,23.07,2.61,225.15,SW
2022-06-11 11:00:00,15.43,0.0,55.5,0.0,51.53,1.08,1.41,2.34,25.01,2.65,207.63,SW
2022-06-11 12:00:00,16.11,0.4,52.64,0.54,52.49,2.39,2.8,3.96,26.59,2.13,137.85,SE
2022-06-11 13:00:00,15.92,0.52,53.47,4.04,52.59,2.8,3.27,4.67,26.12,1.88,158.87,S
2022-06-11 14:00:00,14.76,1.23,41.4,0.0,49.88,1.38,1.85,3.05,29.24,3.55,209.67,SW
2022-06-11 15:00:00,15.25,2.54,43.49,1.3,61.98,1.61,2.18,3.73,28.93,5.26,237.58,SW
2022-06-11 16:00:00,15.69,5.54,42.78,2.3,60.19,2.13,2.75,4.32,29.72,3.01,167.85,S
2022-06-11 17:00:00,17.47,15.76,48.48,9.73,56.23,4.7,5.28,7.2,29.49,4.72,114.63,SE
2022-06-11 18:00:00,17.08,12.95,48.84,10.16,51.57,3.59,4.09,6.5,28.93,2.66,134.72,SE
2022-06-11 19:00:00,16.47,11.53,51.38,14.34,47.24,2.8,3.26,5.33,27.4,1.84,219.08,SW
2022-06-11 20:00:00,17.46,24.1,61.48,23.84,41.9,3.45,3.86,5.47,25.46,2.47,105.43,E
2022-06-11 21:00:00,17.66,21.04,67.58,22.41,37.74,3.48,3.82,4.66,24.03,0.94,128.55,SE
2022-06-11 22:00:00,17.57,17.47,67.56,20.29,31.58,3.95,4.33,5.13,23.94,0.4,177.25,CALM
2022-06-11 23:00:00,16.75,7.94,64.17,12.54,37.04,5.01,5.46,6.98,23.94,1.61,120.13,SE
2022-06-12 00:00:00,16.26,4.23,63.6,9.61,37.7,5.05,5.47,6.64,23.57,0.6,178.82,S
2022-06-12 01:00:00,15.21,1.38,60.12,4.44,45.31,3.61,3.99,5.3,23.39,1.64,200.4,S
2022-06-12 02:00:00,14.91,0.0,61.13,2.1,56.1,3.5,3.82,4.92,22.8,3.23,213.03,SW
2022-06-12 03:00:00,15.0,1.72,63.69,5.22,51.32,3.51,3.82,4.76,22.22,1.38,206.97,SW
2022-06-12 04:00:00,14.66,0.06,62.41,2.07,57.03,3.5,3.8,4.77,22.18,3.84,217.0,SW
2022-06-12 05:00:00,14.51,0.04,61.42,2.48,54.24,4.21,4.55,5.58,22.29,1.74,178.57,S
2022-06-12 06:00:00,14.45,0.0,62.38,8.51,45.53,4.67,5.03,6.06,21.97,0.75,169.1,S
2022-06-12 07:00:00,14.59,0.07,61.93,10.43,44.06,4.39,4.8,6.18,22.24,2.45,136.0,SE
2022-06-12 08:00:00,14.92,0.0,58.77,4.6,48.65,4.87,5.31,6.91,23.46,1.76,185.18,S
2022-06-12 09:00:00,15.03,0.0,54.77,0.29,54.5,4.92,5.38,7.35,24.76,1.9,175.9,S
2022-06-12 10:00:00,15.04,0.0,46.95,0.0,49.17,4.26,4.76,7.52,27.38,2.72,205.52,SW
2022-06-12 11:00:00,14.85,0.0,44.78,0.19,53.84,4.12,4.61,6.95,27.96,2.79,206.98,SW
2022-06-12 12:00:00,14.93,0.2,44.46,0.28,59.21,4.19,4.62,6.17,28.17,2.58,200.85,S
2022-06-12 13:00:00,14.89,0.62,42.03,0.51,57.64,4.22,4.61,6.0,29.14,2.33,186.43,S
2022-06-12 14:00:00,15.23,1.83,39.89,1.45,57.29,4.86,5.32,6.79,30.39,2.37,184.8,S
2022-06-12 15:00:00,14.71,0.96,37.22,0.2,58.7,3.55,3.93,5.42,31.02,2.92,179.42,S
2022-06-12 16:00:00,14.1,0.32,34.58,0.32,58.26,2.44,2.75,4.03,31.64,1.9,190.1,S
2022-06-12 17:00:00,14.43,7.72,33.88,4.08,57.07,2.48,2.76,3.62,32.39,2.83,194.72,S
2022-06-12 18:00:00,14.75,18.04,42.48,19.1,52.13,3.01,3.3,4.23,28.77,2.95,219.87,SW
2022-06-12 19:00:00,15.18,20.32,46.08,19.03,48.31,3.13,3.46,4.57,27.83,2.16,217.92,SW
2022-06-12 20:00:00,14.88,15.11,46.79,14.51,49.53,2.86,3.19,4.45,27.25,2.94,224.72,SW
2022-06-12 21:00:00,14.65,14.48,48.49,17.73,42.62,3.74,4.12,5.2,26.4,1.89,212.73,SW
2022-06-12 22:00:00,15.63,17.6,54.0,18.86,41.68,5.81,6.33,7.69,25.64,2.64,213.47,SW
2022-06-12 23:00:00,15.43,13.48,55.55,10.56,51.0,5.79,6.29,7.54,24.94,4.82,218.1,SW
2022-06-13 00:00:00,15.33,10.74,56.34,8.62,50.88,5.52,6.02,7.21,24.6,4.34,218.45,SW
2022-06-13 01:00:00,15.47,9.0,58.11,8.24,50.6,4.85,5.3,6.37,24.23,4.77,219.03,SW
2022-06-13 02:00:00,15.36,6.15,58.13,5.55,51.43,4.71,5.13,6.05,24.11,3.55,223.53,SW
2022-06-13 03:00:00,15.26,5.98,57.71,4.93,46.4,4.49,4.88,5.84,24.12,0.65,224.62,SW
2022-06-13 04:00:00,14.75,0.69,56.71,1.58,53.06,3.87,4.2,4.94,23.86,1.91,212.87,SW
2022-06-13 05:00:00,14.39,2.99,55.76,1.56,53.7,3.74,4.07,4.82,23.76,1.75,219.08,SW
2022-06-13 06:00:00,13.98,6.81,54.72,2.85,54.59,3.42,3.74,4.65,23.63,2.68,213.38,SW
2022-06-13 07:00:00,14.24,3.07,54.91,14.36,36.86,3.85,4.25,5.53,23.85,1.41,71.53,E
2022-06-13 08:00:00,14.36,2.17,52.46,3.77,50.09,3.48,3.87,5.4,24.75,1.44,116.72,SE
2022-06-13 09:00:00,14.86,0.11,47.99,0.96,49.46,3.53,3.96,5.34,26.79,1.61,166.73,S
2022-06-13 10:00:00,14.88,0.16,45.5,0.19,50.94,3.41,3.86,5.24,27.74,1.5,190.6,S
2022-06-13 11:00:00,14.5,0.28,39.64,2.45,46.37,3.17,3.67,5.42,29.7,1.79,198.07,S
2022-06-13 12:00:00,14.19,0.0,32.9,0.0,48.81,3.27,3.79,5.89,32.67,2.02,138.0,SE
2022-06-13 13:00:00,14.52,3.75,31.44,3.65,66.74,3.58,4.13,6.27,33.84,5.35,74.12,E
2022-06-13 14:00:00,16.13,15.43,36.07,13.21,76.1,3.94,4.49,6.86,33.2,5.03,76.47,E
2022-06-13 15:00:00,16.71,10.44,35.17,9.42,73.11,3.56,4.1,6.31,34.41,3.39,71.62,E
2022-06-13 16:00:00,15.75,7.22,30.69,9.92,71.32,3.51,4.04,5.97,35.67,3.51,74.15,E
2022-06-13 17:00:00,15.68,17.86,34.29,24.12,65.54,4.3,5.38,9.28,33.63,2.78,80.0,E
2022-06-13 18:00:00,16.1,48.21,47.38,32.9,67.36,5.86,6.85,10.79,29.33,3.53,202.28,S
2022-06-13 19:00:00,19.36,68.04,71.65,60.78,26.88,6.7,7.42,9.17,24.84,1.33,236.88,SW
2022-06-13 20:00:00,20.26,67.88,72.96,62.91,0.13,7.09,8.42,13.52,25.47,0.77,251.3,W
2022-06-13 21:00:00,19.29,47.94,71.42,52.55,0.0,6.83,8.3,14.16,24.82,0.77,259.78,W
2022-06-13 22:00:00,16.85,20.01,60.5,26.75,14.04,6.57,7.97,12.84,25.15,0.72,224.73,SW
2022-06-13 23:00:00,14.83,4.5,51.55,19.47,21.09,6.93,7.95,11.12,25.57,0.59,169.3,S
2022-06-14 00:00:00,15.33,9.3,56.58,25.65,17.63,6.43,7.31,10.04,24.53,0.61,267.7,W
2022-06-14 01:00:00,14.96,5.74,56.89,14.43,35.95,6.18,6.86,9.01,24.04,1.35,200.7,S
2022-06-14 02:00:00,15.5,13.52,61.06,21.36,24.28,6.03,6.64,8.26,23.45,0.68,241.08,SW
2022-06-14 03:00:00,15.22,8.29,61.05,14.27,33.16,5.89,6.44,7.83,23.14,0.68,162.27,S
2022-06-14 04:00:00,16.16,13.36,65.17,19.29,23.21,6.68,7.36,9.02,23.06,0.63,218.65,SW
2022-06-14 05:00:00,16.39,14.56,67.6,25.48,13.35,6.92,7.67,9.37,22.69,0.34,229.23,CALM
2022-06-14 06:00:00,15.88,18.67,67.03,32.96,6.02,7.24,8.32,11.24,22.3,0.55,242.35,SW
2022-06-14 07:00:00,16.57,27.21,68.37,33.37,6.86,8.48,9.72,13.75,22.69,1.14,267.15,W
2022-06-14 08:00:00,16.89,14.69,64.45,23.1,16.15,9.13,10.37,14.75,24.01,1.16,249.62,W
2022-06-14 09:00:00,16.81,10.16,52.85,15.92,21.02,7.6,9.06,14.73,27.37,1.23,112.77,SE
2022-06-14 10:00:00,15.87,0.0,38.99,0.42,36.61,5.11,6.25,10.34,31.54,2.5,62.78,NE
2022-06-14 11:00:00,15.03,0.0,33.03,0.19,53.74,4.33,5.32,9.79,33.5,3.85,79.97,E
2022-06-14 12:00:00,14.53,0.07,30.46,7.06,62.59,3.91,4.63,7.28,34.38,4.13,57.35,NE
2022-06-14 13:00:00,14.81,5.09,29.08,11.26,62.93,3.62,4.32,7.0,35.55,4.53,50.68,NE
2022-06-14 14:00:00,15.88,31.2,37.36,32.04,52.26,4.53,5.78,10.43,32.42,2.54,94.13,E
2022-06-14 15:00:00,19.08,61.56,60.53,56.84,33.5,4.66,5.78,8.62,27.45,3.38,251.0,W
2022-06-14 16:00:00,18.84,57.82,81.81,41.96,58.36,4.4,5.91,14.04,22.24,3.55,177.65,S
2022-06-14 17:00:00,18.69,55.37,95.09,55.68,28.91,2.7,2.93,3.47,19.5,2.51,261.65,W
2022-06-14 18:00:00,18.99,21.38,73.49,22.99,37.07,4.96,5.38,6.4,24.17,1.85,167.78,S
2022-06-14 19:00:00,19.22,18.97,65.4,29.4,20.86,8.65,9.94,14.84,26.23,2.03,96.35,E
2022-06-14 20:00:00,19.44,24.88,71.57,46.74,2.68,9.18,10.6,15.83,24.93,0.95,168.4,S
2022-06-14 21:00:00,19.46,35.68,76.84,47.61,0.19,10.31,11.67,15.94,23.77,0.8,220.22,SW
2022-06-14 22:00:00,19.11,45.39,79.48,41.38,1.11,9.8,11.12,15.19,22.85,0.8,246.6,SW
2022-06-14 23:00:00,17.53,11.63,73.39,30.64,7.03,7.62,8.41,10.49,22.54,0.67,252.38,W
2022-06-15 00:00:00,17.74,16.78,75.16,32.08,6.78,8.74,9.71,12.27,22.36,0.36,212.71,CALM
2022-06-15 15:00:00,14.01,18.6,30.11,27.74,64.32,2.12,2.89,6.47,34.0,3.94,69.3,E
2022-06-15 16:00:00,13.96,16.9,30.73,22.05,70.49,2.53,3.25,6.38,33.56,4.56,60.95,NE
2022-06-15 17:00:00,14.32,20.54,31.97,21.92,66.58,4.42,4.99,7.68,33.27,4.67,61.43,NE
2022-06-15 18:00:00,14.42,21.82,34.41,21.37,70.54,5.15,5.77,8.39,32.08,5.16,58.87,NE
2022-06-15 19:00:00,15.02,29.56,38.85,27.76,62.94,5.55,6.23,8.94,30.64,3.66,132.7,SE
2022-06-15 20:00:00,15.96,35.34,48.04,32.71,60.16,6.83,7.63,10.91,28.0,3.52,311.57,NW
2022-06-15 21:00:00,16.58,36.37,54.79,34.92,48.92,7.44,8.22,11.05,26.42,1.86,253.1,W
2022-06-15 22:00:00,16.92,41.18,58.49,53.08,10.14,8.19,9.07,11.58,25.68,0.56,227.05,SW
2022-06-15 23:00:00,16.99,37.75,61.58,53.49,1.14,7.57,8.46,10.96,24.88,0.28,262.9,CALM
2022-06-16 00:00:00,17.58,27.02,66.47,34.38,24.95,8.09,8.82,10.91,24.24,0.55,125.65,SE
2022-06-16 01:00:00,17.71,17.31,67.93,21.6,40.28,7.55,8.21,10.13,24.01,0.33,105.92,CALM
2022-06-16 02:00:00,17.22,15.94,68.66,24.98,25.51,7.32,7.99,10.07,23.31,0.45,245.5,CALM
2022-06-16 03:00:00,16.73,7.24,68.89,16.87,33.63,6.79,7.41,9.16,22.74,0.24,245.0,CALM
2022-06-16 04:00:00,16.83,8.19,71.33,19.98,27.59,7.15,7.75,9.24,22.27,0.33,245.0,CALM
2022-06-16 05:00:00,17.42,11.22,73.94,27.74,17.06,8.51,9.21,10.86,22.3,0.28,183.55,CALM
2022-06-16 06:00:00,18.04,9.83,75.68,17.12,28.96,10.65,11.42,13.71,22.55,0.76,86.68,E
2022-06-16 07:00:00,17.82,5.12,71.46,18.19,24.24,9.5,10.28,12.54,23.28,0.81,202.55,SW
2022-06-16 08:00:00,17.28,2.18,64.56,19.05,26.27,6.63,8.39,13.13,24.4,1.64,190.05,S
2022-06-16 09:00:00,18.04,2.52,64.29,11.63,40.29,8.21,9.12,11.95,25.3,1.73,64.62,NE
2022-06-16 10:00:00,17.79,1.81,53.85,5.97,43.6,5.4,6.49,10.25,28.02,1.94,70.5,E
2022-06-16 11:00:00,16.92,0.0,44.91,0.0,59.75,3.89,4.71,7.81,30.21,3.14,64.2,NE
2022-06-16 12:00:00,17.2,0.0,43.23,0.85,72.62,2.85,3.71,7.11,31.18,3.73,64.43,NE
2022-06-16 13:00:00,17.29,5.92,46.66,10.31,72.88,3.42,4.11,6.53,29.99,4.06,70.82,E
2022-06-16 14:00:00,17.37,12.29,51.79,18.45,62.47,3.66,4.45,7.4,28.24,3.68,65.88,NE
2022-06-16 15:00:00,16.41,11.23,51.72,19.2,52.94,4.48,5.4,8.27,27.21,3.56,236.48,SW
2022-06-16 16:00:00,16.2,1.66,45.66,4.65,63.96,5.65,6.32,8.33,29.14,3.51,157.02,SE
2022-06-16 17:00:00,15.77,0.59,40.32,1.64,68.99,7.4,8.0,9.82,30.81,3.97,94.5,E
2022-06-16 18:00:00,17.31,13.09,46.9,17.67,62.12,7.97,8.7,10.79,29.89,4.31,69.27,E
2022-06-16 19:00:00,16.87,15.41,47.88,20.38,55.45,5.89,6.65,9.42,29.04,3.96,89.93,E
2022-06-16 20:00:00,18.2,32.42,58.86,37.42,42.95,5.54,6.49,9.8,26.96,3.01,221.22,SW
2022-06-16 21:00:00,18.58,31.03,65.75,34.3,37.64,6.13,7.2,10.57,25.46,2.13,288.53,W
2022-06-16 22:00:00,17.26,18.22,63.97,32.57,20.33,7.7,8.52,10.56,24.54,0.94,235.75,SW
2022-06-16 23:00:00,15.45,22.87,59.96,42.76,1.23,8.53,9.44,11.9,23.69,0.67,243.02,SW
