,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C),windspeed,direction,wind direction
2022-07-25 21:00:00,19.14,33.79,51.53,39.2,52.59,11.44,12.59,15.99,30.24,2.43,223.65,SW
2022-07-25 22:00:00,18.97,21.49,55.06,36.31,47.44,11.33,12.47,15.72,28.91,1.86,230.35,SW
2022-07-25 23:00:00,18.24,13.85,55.47,25.37,55.57,10.89,11.81,14.38,27.99,1.72,236.15,SW
2022-07-26 00:00:00,17.57,6.92,53.71,25.67,44.73,11.01,11.88,14.06,27.82,0.61,252.12,W
2022-07-26 01:00:00,17.54,9.89,54.8,34.62,28.4,10.93,11.81,13.75,27.44,0.23,282.75,CALM
2022-07-26 02:00:00,17.87,12.81,57.49,29.74,32.34,11.14,11.95,13.74,26.99,0.17,270.95,CALM
2022-07-26 03:00:00,17.78,7.33,58.3,20.97,43.04,11.03,11.73,13.17,26.65,0.5,274.1,W
2022-07-26 04:00:00,19.58,24.81,66.19,24.96,40.55,13.95,14.8,16.53,26.45,0.99,108.87,E
2022-07-26 05:00:00,20.24,21.92,70.13,27.76,19.92,14.4,15.29,16.8,26.11,0.28,196.42,CALM
2022-07-26 06:00:00,19.77,18.39,70.62,30.74,14.88,15.24,16.19,17.93,25.51,0.89,206.7,SW
2022-07-26 07:00:00,20.66,17.14,73.34,22.96,20.73,16.02,16.97,18.59,25.8,0.45,142.25,CALM
2022-07-26 08:00:00,20.01,1.43,66.78,15.06,37.95,14.13,14.98,16.94,26.71,1.18,82.98,E
2022-07-26 09:00:00,20.47,4.28,63.78,14.64,41.8,18.82,20.43,23.48,27.99,2.01,68.38,E
2022-07-26 10:00:00,20.53,0.15,54.12,5.94,48.81,20.44,22.3,25.74,30.95,1.6,83.22,E
2022-07-26 11:00:00,17.98,0.0,39.12,0.0,63.69,13.7,14.76,17.13,33.85,2.33,68.68,E
2022-07-26 12:00:00,19.0,0.37,39.64,8.64,77.99,13.39,14.52,17.81,34.74,3.13,64.18,NE
2022-07-26 13:00:00,20.94,11.43,43.21,18.89,75.76,13.72,14.71,17.59,35.36,3.14,76.8,E
2022-07-26 14:00:00,21.48,13.69,43.52,19.93,75.0,12.65,13.52,16.01,35.82,3.05,87.37,E
2022-07-26 15:00:00,21.58,14.5,44.9,22.73,68.49,11.07,11.91,14.71,35.36,4.35,82.22,E
2022-07-26 16:00:00,22.24,19.7,47.76,26.52,63.76,8.84,9.85,13.53,34.97,5.38,77.45,E
2022-07-26 17:00:00,21.71,9.32,46.51,18.18,64.48,9.4,10.39,13.8,34.89,4.76,67.97,E
2022-07-26 18:00:00,20.12,5.82,45.86,18.17,70.85,9.48,10.42,13.72,33.38,6.58,70.63,E
2022-07-26 19:00:00,19.53,10.58,48.03,20.98,66.79,7.51,8.45,12.09,31.9,4.6,65.57,NE
2022-07-26 20:00:00,20.33,22.47,55.6,31.54,56.36,5.99,6.94,11.06,30.2,3.4,69.62,E
2022-07-26 21:00:00,19.25,11.36,55.01,27.8,46.59,7.5,8.38,11.11,29.23,1.6,106.62,E
2022-07-26 22:00:00,19.2,17.05,57.02,40.19,24.15,8.13,9.07,12.09,28.55,1.38,235.73,SW
2022-07-26 23:00:00,19.26,20.96,59.27,45.03,11.82,8.16,9.02,11.27,27.95,0.21,313.05,CALM
2022-07-27 00:00:00,18.8,20.98,58.88,53.75,0.55,8.58,9.49,11.82,27.57,0.22,258.08,CALM
2022-07-27 01:00:00,18.56,8.77,59.83,26.86,34.15,8.57,9.34,11.45,27.04,0.51,262.1,W
2022-07-27 02:00:00,17.89,2.15,58.23,12.67,55.28,9.81,10.47,11.84,26.79,0.64,248.67,W
2022-07-27 03:00:00,17.91,9.48,57.93,9.76,52.69,10.85,11.54,13.02,26.92,0.8,171.35,S
2022-07-27 04:00:00,18.9,18.0,62.95,13.22,28.28,10.9,11.66,13.32,26.53,0.48,188.52,CALM
2022-07-27 05:00:00,17.62,6.81,61.62,31.19,11.39,10.08,10.81,12.34,25.53,0.65,242.6,SW
2022-07-27 06:00:00,15.99,6.01,57.66,37.47,1.38,9.57,10.44,12.51,24.94,0.7,252.92,W
2022-07-27 07:00:00,14.97,12.2,52.6,41.82,0.29,9.9,10.94,13.33,25.37,0.36,248.28,CALM
2022-07-27 08:00:00,17.26,17.7,55.38,36.83,14.28,11.38,12.52,16.05,27.04,1.12,167.38,S
2022-07-27 09:00:00,20.62,26.83,63.49,29.77,22.4,14.7,16.4,21.93,28.23,1.72,67.5,NE
2022-07-27 10:00:00,20.85,12.05,53.93,17.9,33.94,16.91,19.01,27.42,31.29,2.58,52.73,NE
2022-07-27 11:00:00,21.04,1.41,48.5,4.88,62.26,15.11,17.06,25.98,33.42,2.49,75.67,E
2022-07-27 12:00:00,20.68,0.0,42.05,3.23,68.76,13.04,14.86,23.7,35.55,3.26,59.78,NE
2022-07-27 13:00:00,19.7,0.0,37.27,3.84,74.2,11.89,13.25,19.52,36.66,4.29,66.23,NE
2022-07-27 14:00:00,17.86,0.67,30.66,2.9,69.99,12.02,12.83,15.44,38.19,3.31,55.3,NE
2022-07-27 15:00:00,17.81,1.99,29.28,15.44,66.16,12.28,13.02,15.33,38.92,3.6,57.65,NE
2022-07-27 16:00:00,17.87,15.89,29.98,26.97,64.1,10.04,10.67,12.72,38.56,4.2,65.15,NE
2022-07-27 17:00:00,16.54,13.83,28.89,25.28,65.82,9.96,10.58,12.83,37.68,5.47,70.18,E
2022-07-27 18:00:00,17.89,31.09,33.87,39.4,58.73,10.92,11.63,13.83,36.36,5.0,72.07,E
2022-07-27 19:00:00,17.2,23.55,34.68,38.51,52.97,12.03,12.85,16.12,35.12,3.84,87.82,E
2022-07-27 20:00:00,17.09,29.11,37.7,40.96,43.85,10.91,11.76,14.75,33.5,2.39,175.2,S
2022-07-27 21:00:00,16.55,23.68,39.46,31.86,47.04,10.15,10.96,14.26,32.07,1.52,158.9,S
2022-07-27 22:00:00,16.91,32.39,41.99,46.52,19.73,10.24,11.12,14.0,31.38,0.21,266.45,CALM
2022-07-27 23:00:00,19.19,36.78,51.33,39.29,40.53,7.16,7.82,10.37,30.36,0.71,71.3,E
2022-07-28 00:00:00,18.18,34.45,50.16,54.61,4.44,9.98,11.08,14.77,29.67,0.29,257.48,CALM
2022-07-28 01:00:00,17.49,24.63,49.97,53.23,0.22,11.89,12.96,16.28,28.98,0.73,257.47,W
2022-07-28 02:00:00,17.68,18.43,50.77,37.79,12.33,12.28,13.08,14.96,28.91,0.36,260.32,CALM
2022-07-28 03:00:00,17.28,5.27,49.64,11.23,63.14,12.58,13.45,16.59,28.87,4.79,222.32,SW
2022-07-28 04:00:00,16.91,3.09,49.61,10.59,72.63,11.65,12.44,14.82,28.47,5.99,218.6,SW
2022-07-28 05:00:00,16.57,0.91,48.81,9.16,71.61,10.37,11.01,12.98,28.38,3.84,212.1,SW
2022-07-28 06:00:00,16.54,2.24,49.18,14.72,63.89,12.43,13.15,15.05,28.21,2.27,227.35,SW
2022-07-28 07:00:00,16.76,4.39,47.81,17.31,56.99,13.67,14.55,17.79,28.94,3.13,167.78,S
2022-07-28 08:00:00,16.69,1.69,45.35,17.0,53.15,12.5,13.37,16.58,29.79,2.37,176.08,S
2022-07-28 09:00:00,17.08,0.31,41.37,16.44,55.77,11.6,12.38,15.17,31.83,2.79,74.18,E
2022-07-28 10:00:00,17.04,0.0,34.32,5.87,67.89,10.47,11.22,14.32,35.12,3.22,97.02,E
2022-07-28 11:00:00,19.0,17.07,37.8,27.18,63.21,11.66,12.75,18.24,35.67,5.41,65.53,NE
2022-07-28 12:00:00,21.12,26.92,42.03,32.34,58.58,12.0,13.46,21.49,36.05,4.81,57.33,NE
2022-07-28 13:00:00,20.67,13.22,38.96,21.68,68.81,12.27,13.66,20.84,36.95,4.62,68.83,E
2022-07-28 14:00:00,20.64,13.92,35.47,19.78,75.26,12.92,14.15,20.21,38.63,4.19,66.85,NE
2022-07-28 15:00:00,19.74,12.2,34.63,22.36,70.47,12.67,13.57,17.24,38.09,5.09,63.88,NE
2022-07-28 16:00:00,18.1,12.66,31.04,18.19,70.38,11.32,12.06,14.56,38.2,4.35,63.67,NE
2022-07-28 17:00:00,18.36,16.84,31.43,27.94,62.26,10.44,11.14,13.63,38.25,3.42,72.33,E
2022-07-28 18:00:00,19.06,33.88,36.92,47.92,45.18,10.94,11.65,14.34,36.14,3.74,68.65,E
2022-07-28 19:00:00,18.64,28.18,41.16,37.37,57.14,11.32,12.06,14.96,33.67,3.37,74.72,E
2022-07-28 20:00:00,16.46,11.2,37.24,33.52,44.1,11.22,11.97,15.04,32.99,1.69,112.98,SE
2022-07-28 21:00:00,15.46,18.03,36.61,52.12,9.71,10.71,11.54,14.17,32.15,0.43,243.12,CALM
2022-07-28 22:00:00,14.85,27.99,36.77,66.97,0.0,10.26,11.16,13.96,31.39,0.37,257.4,CALM
2022-07-28 23:00:00,15.4,34.1,38.95,57.13,7.01,12.0,13.0,16.15,31.0,0.45,214.07,CALM
2022-07-29 00:00:00,16.47,25.13,42.22,26.25,49.85,11.66,12.5,15.16,30.82,1.25,176.77,S
2022-07-29 01:00:00,18.56,33.56,50.12,28.99,35.45,12.29,13.19,15.77,30.1,0.67,238.22,SW
2022-07-29 02:00:00,17.27,18.8,48.82,27.16,34.92,11.22,12.05,15.03,29.14,0.75,269.75,W
2022-07-29 03:00:00,19.24,35.03,58.13,28.24,33.65,11.76,12.59,15.02,28.32,0.95,188.67,S
2022-07-29 04:00:00,18.63,19.5,58.13,19.23,32.66,10.85,11.61,13.61,27.61,0.69,264.97,W
2022-07-29 05:00:00,17.57,8.13,55.88,20.95,28.04,9.09,9.94,12.0,27.14,0.42,276.3,CALM
2022-07-29 06:00:00,17.47,7.51,56.61,31.34,19.79,8.19,9.22,12.03,26.82,0.73,258.35,W
2022-07-29 07:00:00,18.02,16.2,57.38,44.68,4.37,8.15,9.39,13.44,27.17,1.17,273.5,W
