Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-07-22 10:51:55;16,14;0,00;35,50;13,46;38,08;5,74;7,27;16,57;33,47;
"K-A3 GRECiOT 1";2022-07-22 10:46:53;16,11;0,00;35,92;6,70;45,38;5,71;7,32;15,07;33,23;
"K-A3 GRECiOT 1";2022-07-22 10:41:55;15,97;0,00;36,27;13,11;34,65;6,58;8,22;17,68;32,90;
"K-A3 GRECiOT 1";2022-07-22 10:36:52;16,33;0,00;37,69;6,20;41,45;5,39;7,04;16,53;32,62;
"K-A3 GRECiOT 1";2022-07-22 10:31:55;16,55;0,00;39,12;12,28;33,57;5,69;7,25;15,00;32,21;
"K-A3 GRECiOT 1";2022-07-22 10:26:55;17,03;0,00;40,58;14,63;32,43;5,56;7,17;14,67;32,11;
"K-A3 GRECiOT 1";2022-07-22 10:21:53;17,06;0,00;41,50;16,30;30,73;5,84;7,26;13,79;31,74;
"K-A3 GRECiOT 1";2022-07-22 10:16:55;17,32;0,00;42,67;14,39;34,71;5,48;7,05;14,32;31,54;
"K-A3 GRECiOT 1";2022-07-22 10:11:53;17,44;0,44;43,27;20,80;26,18;5,44;7,21;17,44;31,43;
"K-A3 GRECiOT 1";2022-07-22 10:06:56;17,51;3,11;43,81;24,19;21,34;7,16;8,85;19,17;31,29;
"K-A3 GRECiOT 1";2022-07-22 10:01:55;17,53;3,09;44,76;23,29;22,94;4,99;6,36;15,71;30,94;
"K-A3 GRECiOT 1";2022-07-22 09:56:53;17,37;3,27;45,39;18,65;31,01;4,77;6,01;11,88;30,51;
"K-A3 GRECiOT 1";2022-07-22 09:51:55;17,44;7,88;46,70;24,60;25,29;4,69;5,87;12,51;30,09;
"K-A3 GRECiOT 1";2022-07-22 09:46:53;17,15;7,44;46,72;23,52;28,51;4,76;6,86;27,19;29,76;
"K-A3 GRECiOT 1";2022-07-22 09:41:55;16,98;8,55;46,84;23,23;29,50;4,20;5,34;14,17;29,54;
"K-A3 GRECiOT 1";2022-07-22 09:36:53;16,87;10,74;47,60;23,12;30,23;4,21;5,19;10,80;29,14;
"K-A3 GRECiOT 1";2022-07-22 09:31:56;16,42;8,58;47,40;20,56;33,88;4,23;5,27;10,69;28,71;
"K-A3 GRECiOT 1";2022-07-22 09:26:55;16,53;2,87;48,70;17,83;36,22;4,43;5,30;9,74;28,38;
"K-A3 GRECiOT 1";2022-07-22 09:21:53;16,91;6,89;50,87;20,88;33,25;4,91;5,75;9,43;28,04;
"K-A3 GRECiOT 1";2022-07-22 09:16:55;17,19;15,47;52,39;26,30;28,69;4,27;5,10;8,94;27,84;
"K-A3 GRECiOT 1";2022-07-22 09:11:53;17,32;18,56;53,03;27,56;28,62;4,35;5,24;10,10;27,77;
"K-A3 GRECiOT 1";2022-07-22 09:06:56;17,33;21,47;53,18;28,36;29,91;4,91;5,92;10,75;27,72;
"K-A3 GRECiOT 1";2022-07-22 09:01:55;17,51;22,83;53,97;30,89;24,27;4,98;5,87;12,56;27,67;
"K-A3 GRECiOT 1";2022-07-22 08:56:53;17,45;23,78;53,94;28,97;28,58;4,32;5,15;8,73;27,61;
"K-A3 GRECiOT 1";2022-07-22 08:51:55;17,59;28,52;54,49;30,78;26,84;5,02;6,14;12,51;27,60;
"K-A3 GRECiOT 1";2022-07-22 08:46:52;17,17;30,03;53,04;34,64;21,02;4,67;5,47;8,91;27,60;
"K-A3 GRECiOT 1";2022-07-22 08:41:55;17,19;34,43;53,50;42,79;5,01;6,09;7,77;16,38;27,47;
"K-A3 GRECiOT 1";2022-07-22 08:36:53;17,20;34,34;53,97;44,24;1,59;5,60;7,07;14,45;27,34;
"K-A3 GRECiOT 1";2022-07-22 08:31:56;17,19;32,69;54,41;43,44;2,89;5,45;6,97;13,29;27,18;
"K-A3 GRECiOT 1";2022-07-22 08:26:55;17,35;34,65;55,35;45,09;3,54;4,88;5,99;10,76;27,07;
"K-A3 GRECiOT 1";2022-07-22 08:21:53;17,52;35,98;56,49;44,48;4,95;5,42;8,24;27,70;26,90;
"K-A3 GRECiOT 1";2022-07-22 08:16:55;17,63;39,82;57,21;47,35;4,00;4,43;5,28;8,85;26,81;
"K-A3 GRECiOT 1";2022-07-22 08:11:53;17,64;47,69;57,54;48,26;8,28;4,41;5,28;9,36;26,72;
"K-A3 GRECiOT 1";2022-07-22 08:06:56;16,77;49,56;54,87;55,23;0,00;5,37;7,26;20,29;26,59;
"K-A3 GRECiOT 1";2022-07-22 08:01:54;16,96;46,98;55,87;52,51;0,00;5,25;6,87;15,39;26,49;
"K-A3 GRECiOT 1";2022-07-22 07:56:52;17,17;49,21;56,98;53,33;0,00;5,07;6,61;12,81;26,38;
"K-A3 GRECiOT 1";2022-07-22 07:51:55;16,88;156,77;56,47;57,67;0,00;9,59;22,79;102,34;26,23;
"K-A3 GRECiOT 1";2022-07-22 07:46:53;15,78;72,72;52,94;61,90;0,00;9,34;20,06;89,44;26,13;
"K-A3 GRECiOT 1";2022-07-22 07:41:55;14,79;53,60;50,04;57,23;0,00;6,10;7,39;12,22;26,01;
"K-A3 GRECiOT 1";2022-07-22 07:36:52;14,00;42,16;47,80;53,70;0,00;6,08;7,24;10,80;25,91;
"K-A3 GRECiOT 1";2022-07-22 07:31:56;14,09;38,66;48,46;51,87;0,00;5,95;6,94;9,44;25,79;
"K-A3 GRECiOT 1";2022-07-22 07:26:54;13,81;53,82;47,84;58,08;0,00;6,51;7,53;10,07;25,70;
"K-A3 GRECiOT 1";2022-07-22 07:21:52;13,70;47,34;47,74;56,71;0,00;6,32;7,31;10,63;25,62;
"K-A3 GRECiOT 1";2022-07-22 07:16:55;13,38;37,60;46,83;53,06;0,00;5,10;6,15;9,37;25,59;
"K-A3 GRECiOT 1";2022-07-22 07:11:53;13,22;28,97;46,43;51,02;0,00;4,77;5,83;9,11;25,56;
"K-A3 GRECiOT 1";2022-07-22 07:06:55;13,43;41,65;47,05;56,33;0,00;5,35;6,64;11,11;25,56;
"K-A3 GRECiOT 1";2022-07-22 07:01:55;13,23;34,33;46,57;55,56;0,00;5,52;6,64;9,99;25,52;
"K-A3 GRECiOT 1";2022-07-22 06:56:53;13,02;35,06;45,94;57,17;0,00;5,55;6,74;10,56;25,52;
"K-A3 GRECiOT 1";2022-07-22 06:51:55;12,93;32,15;45,67;55,23;0,00;4,75;5,66;8,59;25,52;
"K-A3 GRECiOT 1";2022-07-22 06:46:53;12,89;27,14;45,32;52,87;0,00;4,33;5,26;9,03;25,60;
"K-A3 GRECiOT 1";2022-07-22 06:41:55;12,95;27,38;45,33;52,03;0,00;4,26;5,18;8,03;25,66;
"K-A3 GRECiOT 1";2022-07-22 06:36:53;12,82;26,94;44,89;54,12;0,00;4,48;5,48;8,72;25,69;
"K-A3 GRECiOT 1";2022-07-22 06:31:56;12,78;22,36;44,62;52,18;0,00;5,05;6,14;9,19;25,75;
"K-A3 GRECiOT 1";2022-07-22 06:26:54;12,83;20,91;44,60;51,35;0,00;4,79;5,81;8,96;25,80;
"K-A3 GRECiOT 1";2022-07-22 06:21:53;12,62;25,23;43,82;51,36;0,00;5,02;6,04;9,03;25,87;
"K-A3 GRECiOT 1";2022-07-22 06:16:55;12,84;18,70;44,19;46,23;0,21;3,97;4,78;7,40;25,97;
"K-A3 GRECiOT 1";2022-07-22 06:11:52;12,91;17,96;44,16;44,00;2,77;4,01;4,68;7,27;26,05;
"K-A3 GRECiOT 1";2022-07-22 06:06:56;12,79;17,64;43,76;39,66;7,26;3,88;4,48;6,08;26,08;
"K-A3 GRECiOT 1";2022-07-22 06:01:55;12,74;16,54;43,63;41,82;3,40;4,36;5,04;6,86;26,08;
"K-A3 GRECiOT 1";2022-07-22 05:56:53;12,79;18,00;43,67;35,63;13,92;4,18;4,98;7,19;26,11;
"K-A3 GRECiOT 1";2022-07-22 05:51:54;12,65;20,27;43,10;38,98;7,92;3,66;4,27;6,29;26,18;
"K-A3 GRECiOT 1";2022-07-22 05:46:53;12,54;16,41;42,86;30,09;22,15;3,98;4,63;6,44;26,16;
"K-A3 GRECiOT 1";2022-07-22 05:41:55;12,55;14,12;42,88;26,62;26,64;3,59;4,15;5,64;26,16;
"K-A3 GRECiOT 1";2022-07-22 05:36:52;12,53;16,31;42,65;29,19;22,74;3,63;4,12;5,54;26,23;
"K-A3 GRECiOT 1";2022-07-22 05:31:56;12,60;18,89;42,79;31,81;18,52;3,68;4,25;6,37;26,25;
"K-A3 GRECiOT 1";2022-07-22 05:26:55;12,45;15,31;42,39;27,48;24,88;3,34;3,83;4,62;26,24;
"K-A3 GRECiOT 1";2022-07-22 05:21:53;12,52;16,21;42,57;28,84;26,66;3,62;4,26;5,83;26,25;
"K-A3 GRECiOT 1";2022-07-22 05:16:54;12,36;14,44;42,07;23,36;34,55;3,56;4,15;5,73;26,27;
"K-A3 GRECiOT 1";2022-07-22 05:11:53;12,47;16,30;42,46;27,26;28,75;3,91;4,49;5,75;26,24;
"K-A3 GRECiOT 1";2022-07-22 05:06:56;12,49;17,02;42,42;26,70;31,21;4,71;5,33;6,66;26,27;
"K-A3 GRECiOT 1";2022-07-22 05:01:55;12,33;15,27;42,09;24,79;35,06;3,54;4,13;5,91;26,23;
"K-A3 GRECiOT 1";2022-07-22 04:56:53;12,45;16,17;42,42;24,31;33,66;3,42;3,97;5,90;26,23;
"K-A3 GRECiOT 1";2022-07-22 04:51:55;12,16;18,73;41,59;26,28;31,96;3,49;4,07;5,85;26,24;
"K-A3 GRECiOT 1";2022-07-22 04:46:52;12,09;16,51;41,48;24,05;35,85;3,41;4,08;5,98;26,21;
"K-A3 GRECiOT 1";2022-07-22 04:41:55;11,90;18,46;40,99;28,25;26,90;3,55;4,16;6,69;26,20;
"K-A3 GRECiOT 1";2022-07-22 04:36:52;11,79;16,49;40,70;26,28;27,40;3,60;4,15;5,78;26,20;
"K-A3 GRECiOT 1";2022-07-22 04:31:56;11,69;16,46;40,49;20,56;37,40;3,38;3,89;5,84;26,17;
"K-A3 GRECiOT 1";2022-07-22 04:26:55;11,39;14,89;39,68;19,25;42,05;3,45;3,99;6,66;26,18;
"K-A3 GRECiOT 1";2022-07-22 04:21:53;11,53;12,56;39,97;18,50;43,28;3,36;4,01;7,60;26,21;
"K-A3 GRECiOT 1";2022-07-22 04:16:55;11,71;17,45;40,36;24,43;33,18;3,62;4,18;6,29;26,25;
"K-A3 GRECiOT 1";2022-07-22 04:11:53;11,76;20,11;40,31;25,49;32,30;3,73;4,31;7,49;26,32;
"K-A3 GRECiOT 1";2022-07-22 04:06:56;11,63;20,50;39,93;25,84;29,24;3,56;4,11;6,63;26,34;
"K-A3 GRECiOT 1";2022-07-22 04:01:54;11,69;20,26;39,94;25,26;32,72;3,78;4,38;6,72;26,41;
"K-A3 GRECiOT 1";2022-07-22 03:56:52;11,60;20,85;39,63;27,87;27,49;3,75;4,45;6,96;26,44;
"K-A3 GRECiOT 1";2022-07-22 03:51:55;11,84;16,85;40,11;27,95;27,25;3,79;4,48;6,60;26,51;
"K-A3 GRECiOT 1";2022-07-22 03:46:53;12,22;23,09;40,83;30,76;22,72;3,70;4,43;6,53;26,62;
"K-A3 GRECiOT 1";2022-07-22 03:41:55;12,48;32,15;41,26;33,31;19,79;4,21;5,06;8,55;26,74;
"K-A3 GRECiOT 1";2022-07-22 03:36:53;12,14;28,15;40,10;34,38;20,27;3,71;4,50;7,06;26,83;
"K-A3 GRECiOT 1";2022-07-22 03:31:55;11,97;25,39;39,37;36,34;18,66;3,68;4,40;6,49;26,96;
"K-A3 GRECiOT 1";2022-07-22 03:26:54;11,78;21,77;38,67;34,50;22,64;3,63;4,34;6,54;27,06;
"K-A3 GRECiOT 1";2022-07-22 03:21:53;11,58;30,26;37,96;38,90;18,39;3,51;4,15;6,66;27,14;
"K-A3 GRECiOT 1";2022-07-22 03:16:55;11,37;21,33;37,29;36,14;18,28;3,31;3,90;6,18;27,22;
"K-A3 GRECiOT 1";2022-07-22 03:11:53;11,15;17,49;36,63;33,89;21,67;3,30;4,12;7,36;27,27;
"K-A3 GRECiOT 1";2022-07-22 03:06:56;11,22;18,73;36,56;32,36;24,73;3,34;4,10;10,27;27,38;
"K-A3 GRECiOT 1";2022-07-22 03:01:55;11,21;23,15;36,33;31,30;26,96;3,15;3,80;7,27;27,47;
"K-A3 GRECiOT 1";2022-07-22 02:56:53;11,34;17,04;36,40;30,01;29,60;3,09;3,68;5,52;27,60;
"K-A3 GRECiOT 1";2022-07-22 02:51:55;11,39;16,25;36,33;31,05;27,18;2,99;3,54;5,29;27,68;
"K-A3 GRECiOT 1";2022-07-22 02:46:53;11,48;18,71;36,35;32,68;24,82;3,10;3,82;6,88;27,77;
"K-A3 GRECiOT 1";2022-07-22 02:41:55;11,33;20,89;35,84;31,70;26,85;3,06;3,82;7,52;27,85;
"K-A3 GRECiOT 1";2022-07-22 02:36:53;11,18;17,99;35,32;30,41;30,01;2,98;3,66;6,62;27,92;
"K-A3 GRECiOT 1";2022-07-22 02:31:56;11,30;14,71;35,37;32,86;26,88;2,95;3,99;11,14;28,04;
"K-A3 GRECiOT 1";2022-07-22 02:26:55;11,13;14,70;34,64;31,04;29,98;2,78;3,68;9,68;28,20;
"K-A3 GRECiOT 1";2022-07-22 02:21:53;11,00;12,49;34,15;23,42;39,17;2,70;3,33;5,74;28,30;
"K-A3 GRECiOT 1";2022-07-22 02:16:55;10,92;11,73;33,74;19,78;43,70;2,81;3,39;6,09;28,42;
"K-A3 GRECiOT 1";2022-07-22 02:11:53;10,87;7,80;33,45;19,07;45,59;2,89;3,50;5,86;28,50;
"K-A3 GRECiOT 1";2022-07-22 02:06:56;10,71;7,08;33,11;19,53;44,18;2,72;3,14;4,94;28,50;
"K-A3 GRECiOT 1";2022-07-22 02:01:55;10,73;8,32;33,03;18,73;45,91;2,51;2,96;4,30;28,56;
"K-A3 GRECiOT 1";2022-07-22 01:56:53;10,73;6,79;33,02;16,62;51,64;2,51;3,01;4,96;28,57;
"K-A3 GRECiOT 1";2022-07-22 01:51:55;10,52;4,49;32,49;16,33;52,96;2,51;3,00;5,38;28,60;
"K-A3 GRECiOT 1";2022-07-22 01:46:53;10,70;4,01;32,92;16,56;52,44;2,49;2,96;4,84;28,59;
"K-A3 GRECiOT 1";2022-07-22 01:41:55;10,54;4,02;32,58;17,15;51,70;2,48;3,07;5,45;28,59;
"K-A3 GRECiOT 1";2022-07-22 01:36:53;10,56;2,66;32,65;14,19;56,98;2,47;2,96;6,23;28,57;
"K-A3 GRECiOT 1";2022-07-22 01:31:56;10,66;4,95;32,78;16,98;52,94;2,49;2,99;6,22;28,62;
"K-A3 GRECiOT 1";2022-07-22 01:26:55;10,69;4,23;32,88;19,38;49,33;2,72;3,25;6,32;28,60;
"K-A3 GRECiOT 1";2022-07-22 01:21:53;10,70;6,65;32,95;23,46;42,66;2,66;3,24;5,33;28,57;
"K-A3 GRECiOT 1";2022-07-22 01:16:55;10,87;8,18;33,32;22,57;44,19;2,77;3,36;6,38;28,57;
"K-A3 GRECiOT 1";2022-07-22 01:11:53;10,91;9,60;33,32;24,54;41,24;2,71;3,40;7,05;28,62;
"K-A3 GRECiOT 1";2022-07-22 01:06:56;10,92;9,80;33,21;24,11;41,68;2,69;3,33;7,04;28,69;
"K-A3 GRECiOT 1";2022-07-22 01:01:55;11,00;8,96;33,39;25,57;39,79;2,73;3,45;7,56;28,69;
"K-A3 GRECiOT 1";2022-07-22 00:56:53;10,82;9,03;33,16;26,32;39,41;2,65;3,37;6,22;28,60;
"K-A3 GRECiOT 1";2022-07-22 00:51:55;10,96;10,35;33,51;29,88;34,50;2,80;3,34;5,15;28,57;
"K-A3 GRECiOT 1";2022-07-22 00:46:53;11,10;11,11;33,76;37,56;24,03;2,81;3,34;6,43;28,62;
"K-A3 GRECiOT 1";2022-07-22 00:41:55;11,13;12,23;33,73;45,23;11,53;2,87;3,33;5,71;28,66;
"K-A3 GRECiOT 1";2022-07-22 00:36:53;11,37;17,92;34,14;46,85;9,25;3,12;3,77;6,74;28,73;
"K-A3 GRECiOT 1";2022-07-22 00:31:56;11,30;14,02;33,86;36,89;23,45;3,03;3,62;5,48;28,78;
"K-A3 GRECiOT 1";2022-07-22 00:26:55;11,20;11,62;33,67;31,31;32,48;2,87;3,46;5,14;28,77;
"K-A3 GRECiOT 1";2022-07-22 00:21:53;11,26;14,30;33,74;38,92;20,69;2,86;3,68;9,01;28,80;
"K-A3 GRECiOT 1";2022-07-22 00:16:55;11,59;14,83;34,30;45,70;11,80;3,24;4,37;11,10;28,90;
"K-A3 GRECiOT 1";2022-07-22 00:11:53;11,46;18,25;33,83;51,96;1,89;3,27;4,54;12,98;28,98;
"K-A3 GRECiOT 1";2022-07-22 00:06:56;11,48;17,05;33,78;51,43;2,29;3,36;4,34;9,87;29,04;
"K-A3 GRECiOT 1";2022-07-22 00:01:55;11,56;18,53;33,73;52,59;0,00;3,63;4,47;7,90;29,15;
"K-A3 GRECiOT 1";2022-07-21 23:56:53;11,53;18,00;33,55;52,70;0,00;3,40;4,07;7,50;29,21;
"K-A3 GRECiOT 1";2022-07-21 23:51:55;11,56;17,29;33,42;49,89;3,96;3,57;4,28;7,58;29,31;
"K-A3 GRECiOT 1";2022-07-21 23:46:53;11,80;19,71;33,71;53,20;0,00;3,67;4,40;7,83;29,44;
"K-A3 GRECiOT 1";2022-07-21 23:41:55;11,82;23,30;33,68;53,91;0,00;3,56;4,24;7,46;29,48;
"K-A3 GRECiOT 1";2022-07-21 23:36:53;11,84;26,70;33,64;56,75;0,00;3,68;4,46;6,46;29,52;
"K-A3 GRECiOT 1";2022-07-21 23:31:56;11,94;27,43;33,59;57,43;0,00;3,93;4,78;9,57;29,66;
"K-A3 GRECiOT 1";2022-07-21 23:26:55;11,88;27,93;33,23;55,65;0,00;4,47;5,36;9,48;29,77;
"K-A3 GRECiOT 1";2022-07-21 23:21:53;11,79;26,29;32,94;52,23;1,37;4,44;5,29;8,94;29,83;
"K-A3 GRECiOT 1";2022-07-21 23:16:55;11,82;26,16;32,73;53,54;0,00;3,43;4,23;7,13;29,97;
"K-A3 GRECiOT 1";2022-07-21 23:11:53;12,28;27,78;33,53;49,97;5,78;3,38;4,05;7,44;30,07;
"K-A3 GRECiOT 1";2022-07-21 23:06:56;11,99;25,32;32,84;52,19;3,49;3,21;3,84;7,14;30,12;
"K-A3 GRECiOT 1";2022-07-21 23:01:55;11,97;24,56;32,56;48,06;8,10;3,24;3,92;6,69;30,23;
"K-A3 GRECiOT 1";2022-07-21 22:56:52;11,94;28,48;32,31;50,70;5,32;4,25;5,01;7,83;30,33;
"K-A3 GRECiOT 1";2022-07-21 22:51:55;12,16;22,71;32,62;43,56;16,38;3,37;4,09;7,29;30,43;
"K-A3 GRECiOT 1";2022-07-21 22:46:53;12,39;31,91;32,75;61,08;0,00;3,75;4,61;8,37;30,61;
"K-A3 GRECiOT 1";2022-07-21 22:41:55;12,22;30,99;32,37;62,05;0,00;4,02;4,83;7,24;30,63;
"K-A3 GRECiOT 1";2022-07-21 22:36:53;12,01;25,44;31,80;58,37;0,00;4,03;4,99;7,67;30,70;
"K-A3 GRECiOT 1";2022-07-21 22:31:56;12,06;22,28;31,78;45,94;14,59;3,06;3,79;6,45;30,77;
"K-A3 GRECiOT 1";2022-07-21 22:26:55;12,00;21,62;31,51;47,98;11,52;2,98;3,81;7,55;30,84;
"K-A3 GRECiOT 1";2022-07-21 22:21:53;12,18;21,79;31,78;52,76;5,74;3,09;3,95;8,75;30,91;
"K-A3 GRECiOT 1";2022-07-21 22:16:55;12,14;27,17;31,67;58,16;0,00;3,98;4,77;8,46;30,92;
"K-A3 GRECiOT 1";2022-07-21 22:11:53;11,98;23,09;31,15;45,90;18,85;3,14;3,77;6,73;31,02;
"K-A3 GRECiOT 1";2022-07-21 22:06:56;12,05;23,14;31,14;44,02;22,33;3,31;4,05;6,85;31,11;
"K-A3 GRECiOT 1";2022-07-21 22:01:55;12,24;25,57;31,39;44,16;21,77;2,93;3,60;5,81;31,19;
"K-A3 GRECiOT 1";2022-07-21 21:56:52;12,15;27,35;31,07;52,72;8,96;2,94;3,55;6,34;31,26;
"K-A3 GRECiOT 1";2022-07-21 21:51:55;12,20;26,53;30,97;56,32;5,36;2,88;3,52;8,01;31,37;
"K-A3 GRECiOT 1";2022-07-21 21:46:53;12,08;25,02;30,66;45,86;20,88;2,99;3,66;6,50;31,42;
"K-A3 GRECiOT 1";2022-07-21 21:41:55;12,02;24,61;30,47;44,89;24,68;2,87;3,55;6,64;31,46;
"K-A3 GRECiOT 1";2022-07-21 21:36:53;11,93;22,60;30,02;47,10;23,45;2,87;3,58;6,58;31,62;
"K-A3 GRECiOT 1";2022-07-21 21:31:56;11,82;22,30;29,63;35,29;41,52;2,70;3,33;5,98;31,72;
"K-A3 GRECiOT 1";2022-07-21 21:26:56;11,83;21,26;29,40;36,96;39,12;2,84;3,52;5,79;31,87;
"K-A3 GRECiOT 1";2022-07-21 21:21:53;11,88;19,73;29,13;35,32;40,88;2,85;3,52;7,08;32,08;
"K-A3 GRECiOT 1";2022-07-21 21:16:55;11,78;19,98;28,63;34,66;40,43;2,73;3,40;6,84;32,28;
"K-A3 GRECiOT 1";2022-07-21 21:11:53;11,90;20,69;28,57;37,58;34,85;2,69;3,37;8,50;32,45;
"K-A3 GRECiOT 1";2022-07-21 21:06:56;11,84;22,82;28,18;43,08;26,20;2,92;3,52;6,41;32,62;
"K-A3 GRECiOT 1";2022-07-21 21:01:55;11,92;22,39;28,16;39,49;30,34;3,26;3,87;6,90;32,73;
"K-A3 GRECiOT 1";2022-07-21 20:56:53;12,19;16,80;28,46;37,01;37,25;3,08;3,65;6,79;32,86;
"K-A3 GRECiOT 1";2022-07-21 20:51:55;12,31;22,21;28,59;37,81;36,58;3,12;3,69;6,61;32,92;
"K-A3 GRECiOT 1";2022-07-21 20:46:53;12,35;24,70;28,57;38,79;35,93;3,06;3,74;6,61;32,98;
"K-A3 GRECiOT 1";2022-07-21 20:41:55;12,36;24,74;28,50;35,43;41,76;3,51;4,16;8,67;33,03;
"K-A3 GRECiOT 1";2022-07-21 20:36:52;12,42;21,72;28,46;32,00;48,45;3,02;3,65;7,28;33,13;
"K-A3 GRECiOT 1";2022-07-21 20:31:55;12,95;18,23;29,07;30,76;51,88;2,77;3,43;6,46;33,37;
"K-A3 GRECiOT 1";2022-07-21 20:26:55;13,56;26,43;29,93;35,23;48,59;2,88;3,53;9,11;33,56;
"K-A3 GRECiOT 1";2022-07-21 20:21:53;13,81;28,21;30,06;38,41;46,51;2,76;3,45;7,90;33,77;
"K-A3 GRECiOT 1";2022-07-21 20:16:54;14,27;33,65;30,61;43,21;40,76;3,23;3,97;8,03;33,98;
"K-A3 GRECiOT 1";2022-07-21 20:11:53;14,44;34,64;30,51;46,64;36,27;3,18;3,81;6,80;34,23;
"K-A3 GRECiOT 1";2022-07-21 20:06:56;14,73;36,13;30,80;47,60;36,29;3,40;4,06;7,22;34,40;
"K-A3 GRECiOT 1";2022-07-21 20:01:55;15,23;47,36;31,42;50,12;35,08;3,31;3,97;6,96;34,62;
"K-A3 GRECiOT 1";2022-07-21 19:56:53;15,06;48,09;30,39;52,20;34,92;3,58;4,44;9,51;35,03;
"K-A3 GRECiOT 1";2022-07-21 19:51:55;15,36;45,92;30,83;53,35;30,37;2,83;3,43;6,58;35,11;
"K-A3 GRECiOT 1";2022-07-21 19:46:52;15,19;49,90;29,89;55,10;30,94;2,96;3,59;7,50;35,48;
"K-A3 GRECiOT 1";2022-07-21 19:41:55;14,64;49,38;28,44;47,24;43,01;3,00;3,62;6,30;35,74;
"K-A3 GRECiOT 1";2022-07-21 19:36:53;14,20;40,31;26,90;39,49;52,39;2,89;3,45;6,05;36,23;
"K-A3 GRECiOT 1";2022-07-21 19:31:56;14,79;31,46;27,40;38,09;49,53;2,99;3,51;7,17;36,58;
"K-A3 GRECiOT 1";2022-07-21 19:26:55;14,80;48,04;26,91;46,90;40,28;2,84;3,34;6,02;36,94;
"K-A3 GRECiOT 1";2022-07-21 19:21:53;13,36;37,69;23,79;33,42;55,20;2,50;2,97;5,18;37,49;
"K-A3 GRECiOT 1";2022-07-21 19:16:54;13,66;25,57;23,75;37,05;44,40;2,51;2,95;5,40;37,87;
"K-A3 GRECiOT 1";2022-07-21 19:11:54;13,50;31,45;23,56;32,52;51,08;2,53;2,99;6,18;37,83;
"K-A3 GRECiOT 1";2022-07-21 19:06:57;13,44;29,98;23,35;30,70;51,94;2,62;3,04;5,55;37,93;
"K-A3 GRECiOT 1";2022-07-21 19:01:55;12,04;26,54;21,15;24,85;56,87;2,50;2,97;5,40;38,06;
"K-A3 GRECiOT 1";2022-07-21 18:56:52;11,74;7,49;20,25;20,41;57,33;2,46;2,95;5,42;38,50;
"K-A3 GRECiOT 1";2022-07-21 18:51:55;11,57;0,00;19,80;12,91;63,46;2,35;2,74;3,80;38,71;
"K-A3 GRECiOT 1";2022-07-21 18:46:53;11,49;0,00;19,76;13,62;62,49;2,11;2,54;3,87;38,64;
"K-A3 GRECiOT 1";2022-07-21 18:41:55;10,87;0,00;18,98;10,17;67,58;2,13;2,59;4,86;38,62;
"K-A3 GRECiOT 1";2022-07-21 18:36:53;11,25;0,00;19,44;5,27;70,57;2,30;2,73;5,36;38,65;
"K-A3 GRECiOT 1";2022-07-21 18:31:55;11,57;0,00;19,56;4,59;68,35;2,17;2,65;4,97;38,94;
"K-A3 GRECiOT 1";2022-07-21 18:26:55;11,67;0,00;19,79;30,20;26,53;2,71;3,10;5,88;38,83;
"K-A3 GRECiOT 1";2022-07-21 18:21:54;11,51;0,00;19,72;23,47;35,59;2,77;3,21;4,80;38,71;
"K-A3 GRECiOT 1";2022-07-21 18:16:55;12,05;0,00;20,55;14,96;48,55;2,44;2,85;4,73;38,60;
"K-A3 GRECiOT 1";2022-07-21 18:11:53;11,96;0,00;20,62;12,51;55,35;2,53;3,02;6,11;38,42;
"K-A3 GRECiOT 1";2022-07-21 18:06:57;11,51;3,32;20,39;10,60;59,46;2,27;2,74;4,33;38,09;
"K-A3 GRECiOT 1";2022-07-21 18:01:55;12,90;0,00;22,39;10,51;61,04;2,32;2,78;4,92;38,04;
"K-A3 GRECiOT 1";2022-07-21 17:56:53;14,46;9,53;24,68;24,46;47,81;2,75;3,26;5,30;38,12;
"K-A3 GRECiOT 1";2022-07-21 17:51:55;13,68;15,62;23,49;20,13;58,70;2,40;2,89;5,24;38,10;
"K-A3 GRECiOT 1";2022-07-21 17:46:53;13,73;0,00;23,69;7,25;73,27;2,43;2,99;5,72;38,00;
"K-A3 GRECiOT 1";2022-07-21 17:41:54;14,64;0,00;25,31;6,45;76,56;2,28;2,84;6,67;37,87;
"K-A3 GRECiOT 1";2022-07-21 17:36:53;15,00;8,96;26,20;13,19;76,44;2,47;3,03;5,59;37,66;
"K-A3 GRECiOT 1";2022-07-21 17:31:56;15,10;4,55;26,66;14,33;75,86;2,41;2,89;5,07;37,46;
"K-A3 GRECiOT 1";2022-07-21 17:26:55;15,24;9,02;26,92;16,27;73,89;2,23;2,69;5,03;37,45;
"K-A3 GRECiOT 1";2022-07-21 17:21:53;13,97;3,97;25,15;14,84;73,26;2,41;2,89;4,93;37,20;
"K-A3 GRECiOT 1";2022-07-21 17:16:55;13,77;0,00;25,24;9,36;73,64;2,39;2,87;4,61;36,88;
"K-A3 GRECiOT 1";2022-07-21 17:11:52;14,55;0,00;26,82;9,64;72,27;2,17;2,53;3,78;36,70;
