Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-07-02 05:21:53;17,07;9,93;60,06;25,03;29,20;6,55;7,61;9,57;25,39;
"K-A3 GRECiOT 1";2022-07-02 05:16:55;17,14;14,19;59,86;30,47;22,63;6,99;8,17;12,39;25,52;
"K-A3 GRECiOT 1";2022-07-02 05:11:52;17,14;15,02;59,51;34,57;16,42;6,93;8,01;10,47;25,62;
"K-A3 GRECiOT 1";2022-07-02 05:06:56;17,01;12,14;58,97;28,77;23,63;6,53;7,54;9,76;25,63;
"K-A3 GRECiOT 1";2022-07-02 05:01:55;16,90;10,27;58,42;26,83;25,12;6,49;7,53;9,84;25,67;
"K-A3 GRECiOT 1";2022-07-02 04:56:53;16,71;9,95;57,67;25,06;29,85;6,55;7,64;9,58;25,69;
"K-A3 GRECiOT 1";2022-07-02 04:51:55;16,62;7,90;57,30;26,05;28,19;6,19;7,24;10,21;25,70;
"K-A3 GRECiOT 1";2022-07-02 04:46:53;16,52;7,18;56,62;28,01;24,37;6,07;7,06;10,09;25,79;
"K-A3 GRECiOT 1";2022-07-02 04:41:55;16,53;7,62;56,49;28,24;22,91;6,03;7,02;10,11;25,84;
"K-A3 GRECiOT 1";2022-07-02 04:36:52;16,60;9,28;56,49;31,26;17,89;5,91;6,87;8,51;25,91;
"K-A3 GRECiOT 1";2022-07-02 04:31:56;16,50;10,02;55,94;35,66;11,48;5,89;6,97;9,59;25,97;
"K-A3 GRECiOT 1";2022-07-02 04:26:54;16,51;10,09;55,66;32,41;16,41;6,03;7,18;10,16;26,07;
"K-A3 GRECiOT 1";2022-07-02 04:21:53;16,45;5,75;55,27;35,80;11,17;5,77;6,78;9,19;26,13;
"K-A3 GRECiOT 1";2022-07-02 04:16:55;16,56;5,50;55,51;37,03;9,75;5,58;6,53;8,39;26,17;
"K-A3 GRECiOT 1";2022-07-02 04:11:53;16,41;7,00;54,65;42,67;3,44;5,87;6,87;8,89;26,27;
"K-A3 GRECiOT 1";2022-07-02 04:06:56;16,38;6,69;54,51;40,15;5,30;5,84;6,78;8,50;26,28;
"K-A3 GRECiOT 1";2022-07-02 04:01:55;16,24;8,81;53,99;40,99;4,58;5,61;6,51;8,74;26,30;
"K-A3 GRECiOT 1";2022-07-02 03:56:53;16,11;2,31;53,36;36,95;10,69;5,58;6,64;8,97;26,35;
"K-A3 GRECiOT 1";2022-07-02 03:51:54;16,02;0,71;52,93;35,46;13,16;5,58;6,71;9,15;26,39;
"K-A3 GRECiOT 1";2022-07-02 03:46:53;15,98;0,00;52,69;29,06;19,64;5,38;6,44;9,18;26,42;
"K-A3 GRECiOT 1";2022-07-02 03:41:55;16,00;0,00;52,74;27,15;22,83;5,41;6,52;9,48;26,44;
"K-A3 GRECiOT 1";2022-07-02 03:36:52;16,28;0,00;53,55;26,82;21,57;5,23;6,21;8,14;26,48;
"K-A3 GRECiOT 1";2022-07-02 03:31:56;16,35;2,22;53,57;28,45;20,85;5,12;6,18;9,13;26,55;
"K-A3 GRECiOT 1";2022-07-02 03:26:54;16,18;3,00;52,81;28,93;20,59;4,97;5,97;8,04;26,60;
"K-A3 GRECiOT 1";2022-07-02 03:21:53;16,18;2,66;52,58;30,39;18,38;5,40;6,52;8,90;26,68;
"K-A3 GRECiOT 1";2022-07-02 03:16:55;16,16;0,00;52,40;22,52;29,31;5,03;6,02;8,61;26,72;
"K-A3 GRECiOT 1";2022-07-02 03:11:53;16,15;0,00;52,27;23,13;27,92;5,38;6,56;9,35;26,75;
"K-A3 GRECiOT 1";2022-07-02 03:06:56;16,27;0,00;52,38;18,92;33,66;5,02;6,09;8,48;26,83;
"K-A3 GRECiOT 1";2022-07-02 03:01:55;16,31;0,00;52,57;15,76;35,16;4,98;5,83;8,16;26,82;
"K-A3 GRECiOT 1";2022-07-02 02:56:54;16,42;0,00;52,90;12,85;40,69;5,25;6,19;8,04;26,83;
"K-A3 GRECiOT 1";2022-07-02 02:51:55;16,77;4,07;53,82;17,43;34,81;5,38;6,42;8,82;26,92;
"K-A3 GRECiOT 1";2022-07-02 02:46:52;16,63;6,54;53,21;26,95;20,79;5,33;6,32;8,83;26,96;
"K-A3 GRECiOT 1";2022-07-02 02:41:55;16,87;8,48;53,91;27,90;17,16;5,09;6,07;8,21;27,00;
"K-A3 GRECiOT 1";2022-07-02 02:36:53;16,85;5,97;53,87;25,55;22,06;5,25;6,22;8,56;26,99;
"K-A3 GRECiOT 1";2022-07-02 02:31:56;16,74;3,78;53,41;26,37;21,64;5,48;6,57;9,22;27,02;
"K-A3 GRECiOT 1";2022-07-02 02:26:55;17,01;5,42;53,88;30,02;17,68;5,37;6,34;8,69;27,16;
"K-A3 GRECiOT 1";2022-07-02 02:21:53;16,98;5,18;53,72;30,38;14,26;5,36;6,41;9,19;27,18;
"K-A3 GRECiOT 1";2022-07-02 02:16:55;17,16;7,09;54,17;34,25;8,74;5,16;6,05;8,00;27,23;
"K-A3 GRECiOT 1";2022-07-02 02:11:53;17,22;9,68;54,20;34,82;10,34;5,21;6,32;9,65;27,29;
"K-A3 GRECiOT 1";2022-07-02 02:06:56;17,43;13,38;54,70;34,65;10,75;4,94;5,84;7,11;27,36;
"K-A3 GRECiOT 1";2022-07-02 02:01:56;17,45;14,94;54,50;35,65;9,90;5,43;6,50;8,02;27,44;
