Datetime,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-04-21 19:00:00,9.06,0.78,65.43,24.96,13.25,11.35,12.24,13.79,15.52
2022-04-21 20:00:00,8.5,0.01,65.57,22.18,19.94,7.39,8.06,9.61,14.9
2022-04-21 21:00:00,8.73,5.98,67.86,34.73,5.62,9.53,10.38,12.1,14.61
2022-04-21 22:00:00,8.96,11.08,70.71,41.09,0.1,10.49,11.48,13.4,14.21
2022-04-21 23:00:00,9.07,15.1,72.28,41.07,0.0,11.71,12.86,14.58,13.98
2022-04-22 00:00:00,8.89,8.62,72.88,36.67,0.0,12.0,13.03,14.56,13.67
2022-04-22 01:00:00,8.82,3.04,75.35,26.93,3.04,14.26,15.49,16.97,13.09
2022-04-22 02:00:00,9.11,5.92,78.02,28.52,0.72,15.21,16.48,17.88,12.85
2022-04-22 03:00:00,9.26,4.16,79.29,21.11,4.84,18.53,20.36,21.74,12.76
2022-04-22 04:00:00,9.39,4.34,80.55,24.58,1.3,19.51,21.45,22.96,12.65
2022-04-22 05:00:00,9.44,2.96,81.4,24.46,1.63,18.63,20.47,22.03,12.54
2022-04-22 06:00:00,9.85,6.33,83.34,26.52,0.0,19.16,21.06,22.59,12.6
2022-04-22 07:00:00,10.37,5.66,86.25,24.19,0.14,19.89,22.25,23.86,12.61
2022-04-22 08:00:00,10.8,5.85,85.9,20.2,3.7,20.84,23.16,24.59,13.11
2022-04-22 09:00:00,11.36,3.3,81.22,16.7,4.38,20.64,22.54,24.74,14.55
2022-04-22 10:00:00,11.39,0.58,72.53,10.4,11.57,20.2,21.97,24.55,16.4
2022-04-22 11:00:00,10.67,0.0,57.68,1.03,30.03,14.28,15.87,19.25,19.23
2022-04-22 12:00:00,10.56,0.0,53.28,0.3,35.74,13.05,14.65,17.79,20.39
2022-04-22 13:00:00,11.1,0.0,51.02,1.32,38.56,15.97,17.79,21.39,21.68
2022-04-22 14:00:00,11.47,0.12,52.59,2.3,45.46,15.37,17.08,20.27,21.58
2022-04-22 15:00:00,11.73,0.35,52.88,3.51,49.61,12.56,14.31,17.92,21.78
2022-04-22 16:00:00,12.09,2.46,54.06,4.93,50.51,8.47,10.16,13.8,21.8
2022-04-22 17:00:00,12.53,4.63,54.69,5.04,51.04,7.58,9.32,13.03,22.09
2022-04-22 18:00:00,12.72,7.25,59.9,10.13,51.17,7.87,9.85,13.66,20.81
2022-04-22 19:00:00,12.32,8.8,64.87,15.13,49.99,8.93,11.0,15.16,19.11
2022-04-22 20:00:00,12.27,11.22,73.01,23.14,40.94,13.32,15.47,19.68,17.16
2022-04-22 21:00:00,12.03,8.01,74.07,22.78,33.55,16.07,18.36,22.35,16.67
2022-04-22 22:00:00,11.88,7.0,77.21,24.99,32.28,19.57,22.2,27.22,15.87
2022-04-22 23:00:00,11.79,5.68,79.21,26.83,25.52,20.75,23.42,27.93,15.38
2022-04-23 00:00:00,11.15,5.67,80.32,36.08,2.16,20.58,23.15,27.01,14.5
2022-04-23 01:00:00,10.69,4.66,82.12,33.55,2.3,17.69,19.8,22.95,13.69
2022-04-23 02:00:00,10.2,1.51,82.34,26.9,6.27,16.35,18.26,21.23,13.14
2022-04-23 03:00:00,10.02,3.1,84.36,26.1,2.51,21.21,23.92,26.85,12.59
2022-04-23 04:00:00,9.69,0.56,85.53,20.96,7.98,19.5,22.05,25.07,12.04
2022-04-23 05:00:00,9.65,1.12,87.26,23.5,2.89,19.74,22.47,25.34,11.7
2022-04-23 06:00:00,9.41,0.36,86.97,25.78,1.9,15.74,17.74,20.41,11.51
2022-04-23 07:00:00,9.91,5.54,87.23,28.68,0.0,15.81,17.7,19.82,11.97
2022-04-23 08:00:00,10.47,0.97,83.53,26.78,1.25,20.29,22.73,25.52,13.2
2022-04-23 09:00:00,11.11,0.26,72.21,20.49,6.09,21.72,24.01,27.79,16.16
2022-04-23 10:00:00,10.89,0.0,60.3,12.26,16.79,21.15,23.48,29.08,18.77
2022-04-23 11:00:00,10.7,0.0,50.36,7.03,24.39,18.59,20.88,26.55,21.47
2022-04-23 12:00:00,10.36,0.0,44.95,1.12,39.62,11.76,13.56,17.52,22.96
2022-04-23 13:00:00,9.87,0.0,38.3,0.0,37.09,5.81,8.02,13.19,25.1
2022-04-23 14:00:00,8.88,0.0,30.91,0.0,28.14,5.23,9.65,18.94,27.59
2022-04-23 15:00:00,9.29,1.58,31.51,0.46,41.58,5.26,9.63,18.49,27.75
2022-04-23 16:00:00,12.01,21.02,41.42,12.53,49.23,7.2,10.03,16.03,26.39
2022-04-23 17:00:00,12.73,18.86,46.78,19.59,38.77,7.6,10.02,16.16,24.89
2022-04-23 18:00:00,12.95,17.68,48.74,22.7,30.62,7.91,10.42,16.13,24.45
2022-04-23 19:00:00,12.96,18.97,55.79,26.42,29.27,8.33,10.82,16.77,22.23
2022-04-23 20:00:00,12.45,18.89,62.17,31.91,21.97,8.66,11.47,17.79,19.92
2022-04-23 21:00:00,12.47,22.74,68.03,44.28,4.54,9.08,11.69,17.38,18.48
2022-04-23 22:00:00,12.14,19.73,70.85,41.75,0.18,8.47,11.12,15.59,17.49
2022-04-23 23:00:00,10.24,3.68,64.76,24.08,14.47,5.11,8.52,14.11,16.93
2022-04-24 00:00:00,9.45,0.64,61.81,22.12,11.56,4.58,8.08,13.08,16.82
2022-04-24 01:00:00,10.56,14.92,69.26,32.54,0.68,11.51,14.9,19.94,16.24
2022-04-24 02:00:00,10.05,13.05,70.7,33.37,0.0,9.17,12.5,17.29,15.35
2022-04-24 03:00:00,9.19,2.85,71.4,25.41,7.56,6.7,10.04,14.93,14.3
2022-04-24 04:00:00,8.94,0.84,71.48,21.91,10.53,5.39,8.58,12.62,14.03
2022-04-24 05:00:00,9.28,3.32,75.2,28.05,3.2,6.67,10.06,15.03,13.59
2022-04-24 06:00:00,9.12,3.92,76.75,31.31,0.64,6.77,10.14,14.87,13.11
2022-04-24 07:00:00,10.53,7.32,83.21,23.12,4.08,10.32,12.84,16.33,13.32
2022-04-24 08:00:00,11.01,3.52,79.18,13.95,11.93,10.35,13.0,16.72,14.59
2022-04-24 09:00:00,11.44,0.34,69.76,7.42,14.51,11.74,14.76,19.24,17.04
2022-04-24 10:00:00,11.33,0.0,55.64,1.72,18.3,13.87,17.98,24.73,20.55
2022-04-24 11:00:00,11.47,0.0,47.02,2.63,19.81,18.07,23.01,31.15,23.44
2022-04-24 12:00:00,11.39,0.0,38.68,0.2,26.51,13.51,18.0,25.08,26.64
2022-04-24 13:00:00,10.0,0.47,31.85,0.0,30.01,6.88,10.46,16.3,28.39
2022-04-24 14:00:00,10.28,7.5,31.82,0.07,46.12,5.71,9.13,15.4,28.72
2022-04-24 15:00:00,12.19,19.6,36.08,4.58,53.2,6.62,10.82,18.2,28.74
2022-04-24 16:00:00,13.47,21.39,42.82,10.53,50.53,6.75,11.99,21.39,27.21
2022-04-24 17:00:00,13.56,20.76,46.03,12.28,48.01,7.99,13.56,23.96,26.08
2022-04-24 18:00:00,13.1,15.54,47.09,10.48,43.67,7.54,13.76,24.26,25.19
2022-04-24 19:00:00,12.14,13.82,50.34,14.79,38.24,6.81,13.23,24.09,23.05
2022-04-24 20:00:00,11.73,16.63,58.34,21.49,34.77,5.66,10.69,19.65,20.18
2022-04-24 21:00:00,11.95,22.59,62.19,42.41,5.17,6.38,10.97,18.48,19.38
2022-04-24 22:00:00,12.18,21.73,66.68,41.24,0.62,6.97,11.48,18.31,18.5
2022-04-24 23:00:00,11.7,16.0,67.66,40.62,0.09,6.11,10.25,16.17,17.76
2022-04-25 00:00:00,11.44,12.24,68.75,37.35,0.16,6.45,10.36,15.63,17.24
2022-04-25 01:00:00,11.91,13.41,72.99,35.55,0.17,7.18,10.82,15.78,16.78
2022-04-25 02:00:00,11.48,6.4,74.1,25.23,5.82,6.64,10.13,15.11,16.1
2022-04-25 03:00:00,11.23,3.47,74.3,21.23,8.08,5.81,8.84,12.91,15.8
2022-04-25 04:00:00,11.35,4.78,76.49,24.53,1.24,6.66,9.51,13.14,15.47
2022-04-25 05:00:00,11.19,2.74,77.7,18.58,8.69,6.61,9.48,13.49,15.06
2022-04-25 06:00:00,11.82,5.37,81.56,22.59,3.47,8.87,11.83,16.23,14.95
2022-04-25 07:00:00,11.42,1.66,79.07,19.1,8.06,7.19,10.01,14.23,15.02
2022-04-25 08:00:00,12.26,1.11,76.0,13.41,10.92,8.95,12.12,16.79,16.51
2022-04-25 09:00:00,12.53,0.18,68.28,9.17,16.92,10.53,14.68,21.67,18.49
2022-04-25 10:00:00,12.75,0.0,56.25,6.4,15.11,13.43,18.24,25.84,21.89
2022-04-25 11:00:00,12.3,0.0,47.85,2.16,24.38,13.11,18.56,27.51,24.06
2022-04-25 12:00:00,12.28,0.0,42.17,0.43,30.79,7.7,12.95,21.24,26.16
2022-04-25 13:00:00,12.3,0.0,39.64,0.0,39.66,7.71,13.31,22.53,27.22
2022-04-25 14:00:00,12.69,4.53,39.06,1.21,43.5,6.97,12.73,22.55,27.92
2022-04-25 15:00:00,13.72,10.56,41.74,3.56,45.3,7.08,12.57,21.62,27.92
2022-04-25 16:00:00,13.91,13.6,40.99,4.01,43.08,6.42,11.65,20.82,28.44
2022-04-25 17:00:00,14.3,17.12,42.72,8.24,40.34,6.08,11.14,20.25,28.18
2022-04-25 18:00:00,14.14,18.0,47.33,13.95,38.0,7.34,12.65,22.4,26.26
2022-04-25 19:00:00,13.69,20.41,55.24,19.74,35.42,6.5,11.37,20.2,23.18
2022-04-25 20:00:00,12.39,15.92,59.27,21.5,30.97,5.62,10.2,18.05,20.62
2022-04-25 21:00:00,11.94,13.12,59.41,31.14,15.15,5.63,10.23,17.77,20.1
2022-04-25 22:00:00,12.03,17.01,63.3,41.85,0.72,6.13,10.62,18.06,19.18
2022-04-25 23:00:00,12.14,17.98,67.4,41.28,0.32,6.2,10.58,17.85,18.28
2022-04-26 00:00:00,12.22,18.33,69.59,40.48,0.0,6.54,10.77,17.85,17.85
2022-04-26 01:00:00,11.74,8.27,69.74,29.79,3.16,5.99,10.63,19.28,17.32
2022-04-26 02:00:00,11.45,6.67,71.69,28.06,3.96,5.38,9.75,17.3,16.58
2022-04-26 03:00:00,11.29,5.35,73.67,26.08,2.92,5.57,9.53,15.6,15.99
2022-04-26 04:00:00,10.54,1.72,72.45,19.1,8.83,4.43,7.73,13.6,15.48
2022-04-26 05:00:00,8.01,0.0,64.3,21.41,8.64,2.34,4.28,8.05,14.68
2022-04-26 06:00:00,8.24,3.07,66.86,36.7,0.03,3.21,5.4,9.38,14.33
2022-04-26 07:00:00,8.78,7.4,67.19,37.18,0.0,4.51,7.32,13.98,14.84
2022-04-26 08:00:00,6.93,0.21,53.15,22.26,10.68,3.94,6.16,12.15,16.65
2022-04-26 09:00:00,5.31,0.0,35.23,0.0,27.66,1.47,2.55,5.79,21.38
2022-04-26 10:00:00,6.11,0.0,29.1,0.0,26.04,1.67,2.88,6.37,25.41
2022-04-26 11:00:00,7.52,0.0,27.38,0.0,30.33,2.11,3.63,7.86,28.07
2022-04-26 12:00:00,8.03,5.64,26.68,1.26,40.32,2.71,4.65,10.85,29.12
2022-04-26 13:00:00,8.03,8.5,26.54,5.71,45.49,2.63,4.62,10.88,29.22
2022-04-26 14:00:00,6.19,1.66,22.3,0.23,53.88,2.2,3.93,9.2,30.06
2022-04-26 15:00:00,5.71,4.92,20.78,0.73,58.76,2.26,4.29,10.86,30.71
2022-04-26 16:00:00,7.2,18.69,24.2,9.64,55.48,2.78,5.46,13.09,29.9
2022-04-26 17:00:00,9.24,28.18,28.93,16.47,49.82,3.95,7.8,19.61,29.14
2022-04-26 18:00:00,9.74,26.33,31.14,15.96,48.21,4.9,9.95,23.83,28.45
2022-04-26 19:00:00,9.88,28.86,34.88,23.78,36.52,5.31,11.41,27.35,26.68
2022-04-26 20:00:00,10.76,34.59,43.23,33.14,27.01,5.83,11.2,24.86,24.06
2022-04-26 21:00:00,11.25,47.12,50.19,59.61,0.12,6.34,11.6,23.07,22.12
2022-04-26 22:00:00,11.36,43.76,55.5,60.4,0.0,6.6,11.51,21.48,20.59
2022-04-26 23:00:00,11.36,31.57,59.65,56.43,0.0,5.74,9.84,17.63,19.42
2022-04-27 00:00:00,11.41,29.8,61.99,50.56,0.0,5.88,9.77,16.63,18.86
2022-04-27 01:00:00,11.66,22.29,65.45,41.47,0.0,7.49,11.56,19.52,18.26
2022-04-27 02:00:00,10.92,14.55,66.75,37.31,1.24,6.59,10.28,16.68,17.16
2022-04-27 03:00:00,10.83,8.07,67.46,25.58,7.75,6.34,9.98,16.58,16.9
2022-04-27 04:00:00,11.27,8.98,71.16,25.43,4.17,7.57,11.12,16.3,16.52
2022-04-27 05:00:00,11.58,8.37,74.92,31.77,5.1,5.91,9.37,14.84,16.03
2022-04-27 06:00:00,12.22,17.83,79.23,39.66,0.0,7.98,11.48,17.38,15.82
2022-04-27 07:00:00,12.49,23.24,80.1,37.68,0.0,8.56,12.21,18.49,15.92
2022-04-27 08:00:00,12.7,6.32,74.85,28.56,1.54,8.3,12.02,19.2,17.21
2022-04-27 09:00:00,13.23,1.66,65.65,21.41,4.1,8.79,12.73,20.92,19.9
2022-04-27 10:00:00,12.6,0.0,53.49,9.15,20.09,8.87,13.74,23.91,22.53
2022-04-27 11:00:00,12.32,0.0,44.4,4.09,21.8,8.51,14.29,31.15,25.35
2022-04-27 12:00:00,11.81,0.0,39.1,0.0,35.8,5.77,10.79,24.67,26.91
2022-04-27 13:00:00,12.18,0.75,37.29,0.02,47.99,4.9,9.69,23.25,28.13
2022-04-27 14:00:00,11.48,2.92,34.69,0.13,51.76,4.94,10.25,26.5,28.59
2022-04-27 15:00:00,11.09,2.22,35.27,3.76,57.56,5.65,11.18,26.24,27.85
2022-04-27 16:00:00,12.07,9.56,37.52,8.71,55.59,5.28,11.15,27.76,27.9
2022-04-27 17:00:00,12.26,12.91,40.28,13.23,55.89,5.46,11.09,27.6,26.9
2022-04-27 18:00:00,12.61,15.49,43.02,14.63,52.64,5.24,10.54,24.9,26.19
2022-04-27 19:00:00,12.75,16.36,46.62,18.04,45.98,5.65,11.03,24.44,24.98
2022-04-27 20:00:00,13.36,24.35,55.65,27.01,37.6,5.81,10.41,22.29,22.72
2022-04-27 21:00:00,14.2,26.88,65.5,28.63,35.64,5.68,9.22,17.73,20.92
2022-04-27 22:00:00,13.85,28.47,67.32,45.4,9.2,6.83,10.34,17.69,20.11
2022-04-27 23:00:00,13.34,28.5,68.75,50.57,0.36,7.71,11.46,19.28,19.23
2022-04-28 00:00:00,13.06,17.81,69.92,43.22,0.26,8.27,11.96,19.34,18.67
2022-04-28 01:00:00,12.04,8.08,69.74,33.46,1.57,7.58,11.44,18.77,17.64
2022-04-28 02:00:00,11.96,7.93,72.59,27.77,5.46,8.17,11.76,18.31,16.92
2022-04-28 03:00:00,11.37,0.7,72.08,18.3,16.89,6.76,10.08,15.96,16.42
2022-04-28 04:00:00,11.25,0.1,72.74,18.5,18.79,7.62,11.38,17.61,16.15
2022-04-28 05:00:00,11.19,2.34,75.02,32.41,3.31,8.2,11.91,18.53,15.61
2022-04-28 06:00:00,11.42,11.75,78.08,36.7,0.0,9.45,12.97,19.02,15.22
2022-04-28 07:00:00,11.84,19.02,79.08,36.17,1.21,10.22,13.73,19.5,15.46
2022-04-28 08:00:00,12.44,4.33,77.64,20.36,6.22,12.41,16.14,24.01,16.36
2022-04-28 09:00:00,13.04,1.16,69.91,17.53,6.67,9.97,13.75,22.15,18.67
2022-04-28 10:00:00,13.35,0.0,58.38,11.39,12.11,13.23,18.29,29.98,21.91
2022-04-28 11:00:00,13.34,0.0,50.12,12.87,18.92,13.23,20.32,40.1,24.44
2022-04-28 12:00:00,11.96,0.0,38.74,5.86,26.94,7.21,15.18,35.94,27.27
2022-04-28 13:00:00,11.52,0.32,34.44,0.61,40.21,5.64,12.96,31.99,28.76
2022-04-28 14:00:00,10.75,0.09,34.01,0.06,59.95,3.47,8.9,24.05,28.1
2022-04-28 15:00:00,9.89,0.09,32.36,2.76,59.47,3.88,7.75,19.71,27.98
2022-04-28 16:00:00,10.19,8.93,31.64,6.25,56.13,3.94,7.82,18.72,28.74
2022-04-28 17:00:00,10.87,9.94,33.87,8.17,56.0,4.08,8.12,19.21,28.3
2022-04-28 18:00:00,11.24,16.55,37.95,16.22,52.54,4.38,8.2,17.92,26.8
2022-04-28 19:00:00,11.42,20.16,43.95,22.7,44.07,5.02,8.6,17.56,24.5
2022-04-28 20:00:00,11.66,23.33,50.55,27.4,42.11,4.81,8.31,16.89,22.46
2022-04-28 21:00:00,12.64,24.6,57.41,33.91,31.79,5.1,8.39,15.81,21.41
2022-04-28 22:00:00,9.82,4.15,48.17,15.94,31.23,7.45,10.58,18.9,21.28
2022-04-28 23:00:00,7.99,0.0,43.37,2.02,49.69,8.01,9.51,18.39,20.93
2022-04-29 00:00:00,7.86,0.04,46.69,3.61,52.84,8.77,9.89,14.9,19.59
2022-04-29 01:00:00,7.68,0.82,47.03,5.11,47.91,8.18,9.13,11.82,19.28
2022-04-29 02:00:00,8.45,3.33,50.12,6.66,45.21,8.8,9.91,13.06,19.09
2022-04-29 03:00:00,8.59,4.43,52.33,7.25,42.97,9.2,10.3,12.86,18.54
2022-04-29 04:00:00,9.12,6.4,55.58,9.39,39.2,9.57,10.64,12.61,18.16
2022-04-29 05:00:00,9.13,5.92,58.9,9.47,41.49,9.11,10.12,11.77,17.25
2022-04-29 06:00:00,8.26,1.12,57.17,8.35,43.06,8.21,9.14,10.87,16.79
2022-04-29 07:00:00,8.69,2.0,58.44,13.37,35.83,8.01,8.96,10.68,16.9
2022-04-29 08:00:00,9.46,1.48,57.57,11.46,35.66,9.12,10.18,11.95,17.96
2022-04-29 09:00:00,10.02,0.22,52.57,6.92,32.56,9.93,11.0,13.29,20.06
2022-04-29 10:00:00,10.14,0.0,44.03,0.62,32.96,9.28,10.32,13.12,23.07
2022-04-29 11:00:00,10.25,0.0,38.02,0.0,33.75,8.41,9.44,12.7,25.64
2022-04-29 12:00:00,10.05,0.0,37.23,0.08,43.08,8.28,9.38,12.62,25.75
2022-04-29 13:00:00,10.29,0.66,35.16,1.09,44.74,7.5,8.61,11.66,27.0
2022-04-29 14:00:00,10.64,5.24,37.08,5.91,43.87,8.35,9.53,13.16,26.49
2022-04-29 15:00:00,10.93,8.29,38.3,5.36,46.6,9.03,10.09,13.02,26.27
2022-04-29 16:00:00,10.98,11.77,40.62,9.88,43.37,9.23,10.44,13.43,25.34
2022-04-29 17:00:00,10.43,13.3,43.1,16.95,39.64,8.97,10.47,15.9,23.73
2022-04-29 18:00:00,10.31,12.72,44.78,18.2,38.65,7.74,9.18,14.18,22.96
2022-04-29 19:00:00,10.03,12.15,46.85,21.49,33.4,6.71,8.03,12.98,21.91
2022-04-29 20:00:00,10.01,12.99,49.69,21.44,32.52,7.89,9.36,14.6,20.93
2022-04-29 21:00:00,11.0,15.82,53.76,26.37,23.17,8.88,10.18,13.73,20.73
2022-04-29 22:00:00,11.29,13.24,56.04,28.7,16.46,9.94,11.44,15.38,20.35
2022-04-29 23:00:00,12.1,18.34,61.49,29.47,24.82,14.88,16.19,19.0,19.82
2022-04-30 00:00:00,13.63,25.05,75.65,32.16,23.13,18.4,19.71,21.75,18.01
2022-04-30 01:00:00,13.9,22.48,80.16,33.42,11.7,16.11,17.14,18.08,17.36
2022-04-30 02:00:00,14.26,15.88,83.47,27.11,10.35,13.85,14.88,15.75,17.08
2022-04-30 03:00:00,14.08,9.18,83.44,20.09,14.78,9.81,10.45,10.87,16.91
2022-04-30 04:00:00,13.33,1.0,80.09,9.07,30.25,10.11,10.78,11.39,16.78
2022-04-30 05:00:00,13.38,1.18,80.34,14.25,20.6,11.77,12.48,13.02,16.79
2022-04-30 06:00:00,12.67,0.0,77.92,8.59,35.01,9.15,9.75,10.41,16.54
2022-04-30 07:00:00,12.33,0.0,75.33,8.83,34.07,9.41,10.08,11.17,16.73
2022-04-30 08:00:00,11.98,0.0,71.49,8.64,29.43,9.5,10.03,10.76,17.19
2022-04-30 09:00:00,12.01,0.0,67.69,12.85,19.92,9.4,10.06,11.43,18.08
2022-04-30 10:00:00,12.42,0.54,66.69,13.79,22.67,12.13,12.95,14.42,18.75
2022-04-30 11:00:00,12.49,0.0,61.39,5.2,37.85,12.32,13.11,14.45,20.18
2022-04-30 12:00:00,12.5,0.0,57.03,6.28,39.05,11.16,12.01,13.49,21.37
2022-04-30 13:00:00,12.33,0.0,56.69,7.74,42.06,11.94,12.92,14.78,21.28
2022-04-30 14:00:00,12.38,0.0,50.85,2.34,44.02,13.84,14.69,16.43,23.13
2022-04-30 15:00:00,11.37,0.77,46.65,1.86,41.66,14.6,15.61,17.47,23.46
2022-04-30 16:00:00,12.29,1.12,51.66,9.01,42.32,15.53,16.47,17.94,22.78
2022-04-30 17:00:00,11.53,0.05,44.65,3.79,40.86,14.96,15.93,17.68,24.36
2022-04-30 18:00:00,11.93,3.56,49.49,10.56,42.53,16.28,17.29,19.07,23.08
2022-04-30 19:00:00,12.44,12.11,56.34,16.61,42.09,15.64,16.57,18.28,21.54
2022-04-30 20:00:00,11.86,10.67,59.39,20.36,29.16,15.66,16.6,18.26,20.03
2022-04-30 21:00:00,10.62,8.36,57.98,23.25,22.79,17.11,18.15,19.83,19.1
2022-04-30 22:00:00,11.48,19.13,64.33,43.33,0.0,16.89,18.07,19.8,18.33
2022-04-30 23:00:00,12.13,13.91,67.76,35.06,2.93,15.73,16.78,18.0,18.19
2022-05-01 00:00:00,12.32,10.55,67.57,31.82,3.06,14.29,15.2,16.16,18.44
2022-05-01 01:00:00,12.51,7.76,68.48,23.57,13.21,15.83,16.85,17.8,18.43
2022-05-01 02:00:00,13.09,7.59,73.38,15.34,24.66,17.01,18.18,19.29,17.92
2022-05-01 03:00:00,12.52,3.71,70.7,15.75,15.94,19.57,20.86,22.09,17.93
2022-05-01 04:00:00,12.04,0.73,69.41,9.66,25.61,17.37,18.46,19.57,17.71
2022-05-01 05:00:00,10.87,0.0,65.38,3.23,35.29,13.95,14.69,15.61,17.44
2022-05-01 06:00:00,10.34,0.0,63.82,7.31,32.01,12.27,12.94,13.9,17.26
2022-05-01 07:00:00,10.17,0.0,63.49,6.46,34.9,12.21,12.89,13.92,17.17
2022-05-01 08:00:00,8.84,0.0,57.12,2.07,41.01,6.36,6.86,7.86,17.45
2022-05-01 09:00:00,8.83,0.0,53.52,2.53,42.01,6.5,7.08,8.47,18.45
2022-05-01 10:00:00,10.03,0.0,54.84,4.46,39.48,9.02,9.68,11.52,19.36
2022-05-01 11:00:00,9.07,0.0,46.89,1.94,39.18,6.71,7.32,8.98,20.92
2022-05-01 12:00:00,9.0,0.62,46.22,6.74,41.72,7.73,8.36,10.05,21.04
2022-05-01 13:00:00,11.12,3.46,49.06,9.41,41.95,7.26,8.12,10.66,22.37
2022-05-01 14:00:00,9.86,0.43,43.3,1.79,49.09,4.43,5.07,7.18,23.03
2022-05-01 15:00:00,10.02,1.95,49.09,8.9,49.45,4.11,4.82,7.22,21.15
2022-05-01 16:00:00,10.35,2.27,48.28,5.85,54.31,3.82,4.5,6.71,21.77
2022-05-01 17:00:00,10.44,3.44,51.63,7.59,54.28,3.83,4.53,6.92,20.77
2022-05-01 18:00:00,9.53,1.69,51.51,8.5,52.99,3.96,4.64,6.88,19.82
2022-05-01 19:00:00,9.28,1.31,51.71,9.8,48.16,4.13,4.78,6.86,19.49
2022-05-01 20:00:00,9.66,7.17,55.85,20.98,32.12,4.52,5.22,7.15,18.68
2022-05-01 21:00:00,10.25,12.62,62.99,30.69,17.69,4.6,5.31,7.23,17.38
2022-05-01 22:00:00,10.38,16.76,67.35,43.9,2.92,5.04,5.8,7.7,16.45
2022-05-01 23:00:00,10.5,20.16,71.76,47.95,0.0,5.97,6.89,9.19,15.58
2022-05-02 00:00:00,10.51,17.5,74.38,43.51,0.56,7.03,8.08,10.12,15.04
2022-05-02 01:00:00,9.95,5.39,73.02,33.5,2.67,5.69,6.45,8.25,14.74
2022-05-02 02:00:00,9.81,2.37,72.32,23.8,12.77,5.24,5.87,7.14,14.74
2022-05-02 03:00:00,9.26,0.0,69.05,16.74,17.51,5.06,5.5,6.32,14.89
2022-05-02 04:00:00,9.18,0.29,70.2,16.54,17.83,6.18,6.69,7.69,14.55
2022-05-02 05:00:00,9.15,0.89,72.67,16.9,19.24,6.38,6.93,7.94,13.99
2022-05-02 06:00:00,8.83,0.16,69.65,27.61,5.35,6.55,7.13,8.16,14.31
2022-05-02 07:00:00,9.59,1.55,71.25,31.39,1.07,7.94,8.65,10.1,14.75
2022-05-02 08:00:00,10.73,0.58,70.64,19.99,14.39,9.34,10.05,11.27,16.07
2022-05-02 09:00:00,10.99,0.0,65.4,8.92,26.83,8.07,8.73,10.13,17.57
2022-05-02 10:00:00,8.93,0.0,52.14,0.28,40.2,4.61,5.33,7.5,19.02
2022-05-02 11:00:00,7.41,0.0,42.79,0.0,38.59,3.6,4.22,5.9,20.58
2022-05-02 12:00:00,6.68,0.0,38.32,0.0,44.03,3.03,3.63,5.96,21.49
2022-05-02 13:00:00,5.36,0.0,34.48,0.0,48.3,2.39,2.92,4.82,21.75
2022-05-02 14:00:00,4.62,2.67,32.56,3.49,49.86,3.29,3.86,5.66,22.05
2022-05-02 15:00:00,10.08,16.21,51.87,17.2,50.68,5.99,6.9,9.59,20.35
2022-05-02 16:00:00,10.64,15.18,57.32,16.56,47.82,4.81,5.61,8.12,19.29
2022-05-02 17:00:00,9.49,8.68,56.39,15.01,46.62,3.63,4.47,7.48,18.32
2022-05-02 18:00:00,10.53,16.08,65.38,20.65,40.72,7.39,8.31,10.33,17.1
2022-05-02 19:00:00,11.06,15.08,73.84,21.42,36.87,8.58,9.23,10.04,15.72
2022-05-02 20:00:00,10.33,7.2,72.69,16.68,38.56,6.2,6.72,7.34,15.2
2022-05-02 21:00:00,10.28,6.04,74.52,21.2,30.68,6.49,7.04,7.86,14.77
2022-05-02 22:00:00,9.94,2.15,73.83,10.54,43.47,5.76,6.26,6.98,14.56
2022-05-02 23:00:00,9.26,0.18,69.72,6.75,46.12,4.96,5.42,6.12,14.75
2022-05-03 00:00:00,10.59,3.54,76.65,15.19,30.61,7.86,8.47,9.22,14.67
2022-05-03 01:00:00,11.01,3.2,82.02,14.87,30.63,8.17,8.83,9.7,14.04
2022-05-03 02:00:00,10.02,0.21,82.26,7.92,50.21,4.79,5.21,6.09,12.98
2022-05-03 03:00:00,9.67,0.0,81.72,6.57,53.58,4.14,4.46,4.93,12.72
2022-05-03 04:00:00,10.48,0.05,84.78,9.29,41.88,4.55,4.84,5.18,12.99
2022-05-03 05:00:00,10.81,0.32,85.38,14.79,29.12,3.86,4.1,4.43,13.21
2022-05-03 06:00:00,10.48,0.0,82.54,19.67,20.87,3.66,3.97,4.39,13.4
2022-05-03 07:00:00,10.13,0.52,79.85,30.09,7.34,4.02,4.41,5.05,13.55
2022-05-03 08:00:00,9.94,0.23,77.0,25.26,14.52,3.31,3.9,5.74,13.91
2022-05-03 09:00:00,9.33,0.14,68.08,17.61,23.3,3.54,4.29,6.85,15.19
2022-05-03 10:00:00,10.9,0.11,70.08,22.76,13.36,6.51,7.27,9.36,16.39
2022-05-03 11:00:00,10.7,0.0,62.4,22.66,13.73,8.28,9.26,12.57,18.0
2022-05-03 12:00:00,10.17,0.0,53.78,9.57,30.23,5.43,6.6,8.96,19.85
2022-05-03 13:00:00,8.68,0.0,43.22,2.69,41.04,4.24,4.93,6.63,21.81
