Datetime,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-06-23 18:11:54,18.94,53.23,45.61,35.03,59.89,11.66,19.27,58.88,32.17
2022-06-23 18:06:53,18.8,37.9,38.67,31.57,51.67,13.49,28.55,136.08,34.96
2022-06-23 18:01:56,21.82,0.81,41.2,13.09,57.28,12.04,23.84,114.74,37.2
2022-06-23 17:56:53,21.57,35.98,40.45,28.96,58.4,9.22,12.55,28.44,37.25
2022-06-23 17:51:56,21.46,33.9,40.43,35.1,45.85,9.76,12.76,18.99,37.14
2022-06-23 17:46:55,21.12,32.21,40.69,39.18,39.04,9.86,12.79,20.03,36.64
2022-06-23 17:41:52,20.95,34.11,40.26,41.41,39.86,10.34,13.35,20.3,36.64
2022-06-23 17:36:56,21.3,34.27,40.95,30.72,56.91,10.08,12.99,18.47,36.73
2022-06-23 17:31:55,20.84,29.61,39.64,31.3,54.97,10.12,13.14,19.15,36.8
2022-06-23 17:26:55,20.92,23.98,39.62,29.39,55.98,9.93,12.74,19.59,36.9
2022-06-23 17:21:55,20.91,31.2,40.3,38.96,44.25,10.24,13.09,19.17,36.57
2022-06-23 17:16:53,21.16,35.59,41.25,42.17,42.27,10.13,13.01,19.28,36.43
2022-06-23 17:11:56,20.94,42.56,40.29,44.39,43.59,10.62,13.47,19.89,36.62
2022-06-23 17:06:55,20.52,34.17,38.58,41.6,42.79,10.18,13.15,19.38,36.94
2022-06-23 17:01:56,20.81,25.12,38.99,36.54,46.38,10.41,13.49,21.2,37.07
2022-06-23 16:56:53,20.85,44.9,39.62,46.22,42.38,10.88,13.65,17.37,36.83
2022-06-23 16:51:52,21.25,36.84,39.3,38.76,47.13,10.79,13.71,20.9,37.42
2022-06-23 16:46:55,19.52,44.24,34.84,46.09,35.83,10.58,13.71,19.56,37.68
2022-06-23 16:41:53,19.74,14.76,34.81,28.22,45.63,10.16,13.54,20.23,37.94
2022-06-23 16:36:55,20.57,14.23,36.47,33.01,40.05,9.94,13.17,19.29,38.03
2022-06-23 16:31:55,20.59,32.49,37.04,44.14,30.22,9.41,12.34,18.18,37.76
2022-06-23 16:26:53,20.88,19.27,36.1,31.47,46.24,5.64,8.63,14.2,38.57
2022-06-23 16:21:55,21.39,38.64,36.98,57.43,12.08,5.78,8.8,14.71,38.7
2022-06-23 16:16:53,21.7,31.82,37.64,51.1,21.41,5.7,8.98,16.45,38.72
2022-06-23 16:11:55,21.74,38.7,37.42,45.76,37.08,5.95,9.21,15.62,38.88
2022-06-23 16:06:55,21.68,42.47,36.94,45.28,36.84,6.0,9.41,15.47,39.05
2022-06-23 16:01:52,20.99,33.42,34.82,41.91,38.92,6.07,9.2,15.71,39.36
2022-06-23 15:56:51,21.07,41.53,35.18,51.79,25.94,6.72,7.82,10.8,39.26
2022-06-23 15:51:55,20.23,28.33,32.52,37.99,38.96,6.14,9.63,16.94,39.77
2022-06-23 15:46:54,19.63,15.48,31.33,29.27,44.06,5.83,9.37,15.87,39.77
2022-06-23 15:41:56,20.29,16.96,32.85,31.2,38.58,5.72,9.07,15.02,39.64
2022-06-23 15:36:55,21.69,14.3,35.32,24.51,49.13,6.13,9.6,16.56,39.9
2022-06-23 15:31:53,20.68,23.72,32.87,33.4,44.01,6.06,9.17,15.52,40.08
2022-06-23 15:26:54,21.16,42.49,33.79,44.0,32.63,6.14,9.21,15.86,40.12
2022-06-23 15:21:53,19.75,20.14,31.16,41.65,25.73,5.61,8.99,15.95,40.01
2022-06-23 15:16:56,20.68,18.74,33.24,38.96,28.13,5.76,9.15,14.82,39.87
2022-06-23 15:11:56,20.75,15.21,33.57,39.95,29.64,6.1,9.12,14.85,39.77
2022-06-23 15:06:53,20.72,33.44,33.74,53.97,13.53,5.86,8.67,14.32,39.64
2022-06-23 15:01:55,20.33,17.43,33.3,37.7,36.01,6.24,9.27,16.26,39.45
2022-06-23 14:56:51,20.5,26.17,34.12,39.88,29.05,6.13,8.74,14.01,39.18
2022-06-23 14:51:56,20.43,28.47,33.96,45.03,25.62,6.83,9.66,15.5,39.19
2022-06-23 14:46:53,20.16,24.33,33.38,30.86,49.46,5.95,8.55,14.6,39.2
2022-06-23 14:41:54,19.99,16.97,33.0,21.72,61.55,6.42,9.13,14.4,39.22
2022-06-23 14:36:53,19.56,15.01,32.28,20.73,63.22,6.23,8.93,13.7,39.13
2022-06-23 14:31:56,19.3,12.4,31.89,20.78,62.13,6.53,9.24,15.21,39.05
2022-06-23 14:26:55,19.53,10.17,32.75,18.43,63.09,7.43,10.1,15.16,38.82
2022-06-23 14:21:53,19.93,9.42,33.41,17.13,67.17,8.32,10.93,16.34,38.91
2022-06-23 14:16:55,20.79,14.46,35.31,27.72,53.52,10.75,13.37,18.31,38.88
2022-06-23 14:11:53,19.58,32.86,32.76,38.43,47.56,12.98,15.83,22.33,38.88
2022-06-23 14:06:56,19.21,25.36,32.49,36.84,40.19,11.6,14.29,21.36,38.61
2022-06-23 14:01:55,18.68,16.7,31.47,25.35,57.38,11.91,14.69,21.55,38.58
2022-06-23 13:56:53,18.83,6.67,31.38,16.73,68.39,12.46,15.61,20.83,38.81
2022-06-23 13:51:54,19.55,0.0,32.35,21.34,62.06,13.27,16.24,22.62,39.08
2022-06-23 13:46:53,20.39,8.53,33.66,30.67,49.63,13.83,16.85,23.99,39.3
2022-06-23 13:41:54,19.08,13.54,31.09,29.21,52.23,12.32,15.07,20.95,39.28
2022-06-23 13:36:53,19.51,0.0,31.54,21.44,55.85,7.25,9.98,15.16,39.5
2022-06-23 13:31:55,19.37,5.53,31.1,27.3,43.62,5.52,8.18,12.76,39.6
2022-06-23 13:26:55,19.09,0.0,30.59,15.47,53.43,5.39,7.87,10.74,39.59
2022-06-23 13:21:52,18.56,0.0,29.82,12.07,52.14,4.76,7.16,10.88,39.45
2022-06-23 13:16:55,18.46,0.0,29.77,7.15,55.58,4.42,6.56,10.87,39.36
2022-06-23 13:11:53,18.52,0.0,29.88,7.51,57.05,4.64,7.02,12.36,39.36
2022-06-23 13:06:55,17.94,0.0,28.97,8.67,53.47,4.39,6.79,11.68,39.26
2022-06-23 13:01:55,18.68,0.0,30.95,22.13,25.35,4.14,6.4,10.07,38.89
2022-06-23 12:56:52,18.79,0.04,31.57,21.49,42.08,5.06,7.78,12.37,38.65
2022-06-23 12:51:54,18.66,4.92,31.59,8.71,62.34,5.38,8.04,12.76,38.49
2022-06-23 12:46:54,18.84,8.16,32.33,8.86,60.24,5.31,8.06,13.78,38.27
2022-06-23 12:41:55,19.29,15.63,33.85,8.84,60.49,5.21,7.79,11.04,37.94
2022-06-23 12:36:53,19.6,13.2,34.8,17.06,52.11,6.0,8.85,14.04,37.79
2022-06-23 12:31:55,19.15,9.02,34.22,12.84,60.55,9.27,12.29,18.61,37.58
2022-06-23 12:26:56,19.38,3.37,35.23,23.9,42.19,13.53,16.62,22.92,37.31
2022-06-23 12:21:53,18.22,0.0,33.33,17.51,51.57,13.74,17.03,23.8,37.0
2022-06-23 12:16:55,19.56,0.0,36.65,12.06,60.69,13.94,17.13,23.22,36.78
2022-06-23 12:11:54,19.73,0.0,36.75,6.98,70.9,15.28,18.78,25.17,36.94
2022-06-23 12:06:56,19.66,1.89,36.64,15.13,57.52,14.62,18.08,25.89,36.91
2022-06-23 12:01:55,19.83,0.0,37.15,12.29,53.47,14.24,17.83,27.03,36.84
2022-06-23 11:56:53,19.66,0.0,36.92,9.8,57.71,14.44,17.95,25.63,36.77
2022-06-23 11:51:54,19.68,0.0,37.43,21.35,41.84,14.98,18.69,27.44,36.54
2022-06-23 11:46:53,20.19,0.0,38.57,7.94,60.16,15.01,18.59,26.85,36.57
2022-06-23 11:41:55,19.23,0.0,36.64,11.95,53.12,14.59,18.11,25.57,36.42
2022-06-23 11:36:52,19.32,0.26,37.66,15.98,42.73,14.8,18.37,26.44,36.02
2022-06-23 11:31:56,19.49,0.0,38.3,11.58,49.11,14.89,18.49,25.9,35.91
2022-06-23 11:26:55,19.29,0.0,37.8,8.53,51.65,14.75,18.61,28.02,35.92
2022-06-23 11:21:52,19.21,0.0,37.93,8.54,46.8,14.43,17.94,24.97,35.76
2022-06-23 11:16:55,19.19,0.0,38.06,7.33,47.35,11.06,14.38,20.01,35.68
2022-06-23 11:11:53,19.26,0.0,39.07,13.83,37.47,9.25,12.9,19.37,35.28
2022-06-23 11:06:56,19.28,0.0,39.61,6.67,48.96,8.76,12.41,19.86,35.06
2022-06-23 11:01:55,19.1,1.19,39.83,12.02,40.64,9.14,12.6,19.48,34.76
2022-06-23 10:56:52,19.12,0.0,40.1,4.39,50.25,9.22,12.71,20.6,34.66
2022-06-23 10:51:55,18.78,0.0,40.1,7.72,41.82,8.28,11.5,17.15,34.28
2022-06-23 10:46:53,19.06,0.0,41.29,4.66,46.51,9.07,12.31,18.26,34.07
2022-06-23 10:41:55,18.64,0.0,40.57,0.0,52.87,8.76,12.12,18.47,33.91
2022-06-23 10:36:53,18.8,0.0,41.41,0.0,47.17,9.1,12.41,18.06,33.72
2022-06-23 10:31:56,19.28,0.0,42.62,0.0,47.93,8.79,11.74,18.14,33.74
2022-06-23 10:26:55,19.38,0.0,43.3,7.16,39.9,9.55,13.07,21.46,33.57
2022-06-23 10:21:52,19.68,0.0,44.54,6.74,38.26,9.14,12.23,19.26,33.4
2022-06-23 10:16:55,19.71,0.0,44.98,10.08,34.09,9.19,12.4,21.89,33.26
2022-06-23 10:11:53,19.7,0.11,45.55,14.76,26.15,9.22,12.56,19.43,33.02
2022-06-23 10:06:56,19.88,1.97,47.19,18.62,22.92,9.33,12.85,22.58,32.59
2022-06-23 10:01:55,20.02,2.63,48.64,14.8,28.01,9.47,12.95,19.61,32.21
2022-06-23 09:56:53,20.26,2.17,50.17,12.87,31.69,8.89,11.96,18.09,31.93
2022-06-23 09:51:55,20.2,6.57,50.98,16.03,28.84,9.86,13.4,21.15,31.57
2022-06-23 09:46:52,20.36,3.43,52.8,12.92,34.31,9.24,12.23,18.76,31.13
2022-06-23 09:41:55,20.38,12.66,53.92,20.37,25.08,8.9,11.51,16.73,30.78
2022-06-23 09:36:53,19.94,10.92,53.25,18.81,31.46,8.96,11.57,15.71,30.53
2022-06-23 09:31:57,20.25,5.1,55.48,16.4,31.94,8.38,11.06,17.04,30.14
2022-06-23 09:26:55,20.38,5.08,56.73,11.98,40.25,8.03,10.56,14.78,29.9
2022-06-23 09:21:53,20.06,10.91,56.49,15.44,39.5,8.54,10.93,15.71,29.63
2022-06-23 09:16:55,20.02,11.65,57.08,19.33,34.44,7.88,10.31,14.93,29.41
2022-06-23 09:11:53,19.44,12.76,55.79,24.58,26.83,8.34,10.64,15.39,29.18
2022-06-23 09:06:56,19.44,13.55,56.37,26.86,20.78,9.45,11.46,14.34,29.0
2022-06-23 09:01:55,19.37,5.42,56.51,13.15,38.67,9.01,10.89,13.78,28.89
2022-06-23 08:56:53,19.33,7.68,56.35,13.06,39.75,9.7,11.58,15.39,28.89
2022-06-23 08:51:55,19.59,9.69,57.04,17.94,32.19,13.52,15.63,18.89,28.95
2022-06-23 08:46:53,20.01,11.01,58.43,16.27,34.85,13.15,15.22,19.32,29.0
2022-06-23 08:41:55,19.91,16.05,58.46,23.15,26.12,12.89,14.9,18.94,28.87
2022-06-23 08:36:53,19.93,12.79,58.99,18.72,31.78,12.98,14.93,18.08,28.74
2022-06-23 08:31:56,19.86,17.95,59.22,22.1,28.8,8.28,10.43,13.15,28.6
2022-06-23 08:26:55,20.02,12.83,60.15,20.92,29.74,7.17,9.36,13.29,28.5
2022-06-23 08:21:53,20.08,15.44,60.97,21.38,29.63,7.19,9.52,13.81,28.33
2022-06-23 08:16:55,20.01,17.53,61.37,21.28,31.0,6.54,9.89,15.06,28.15
2022-06-23 08:11:52,19.95,21.81,61.34,25.94,26.21,6.43,12.67,21.46,28.09
2022-06-23 08:06:56,19.92,22.49,61.41,28.62,23.25,6.61,14.39,27.96,28.04
2022-06-23 08:01:55,19.87,21.32,61.32,22.96,31.12,9.05,12.8,18.46,28.01
2022-06-23 07:56:53,19.68,19.29,60.92,23.26,28.91,12.64,14.55,17.85,27.92
2022-06-23 07:51:54,19.73,22.02,61.3,24.73,27.3,13.06,15.08,18.6,27.87
2022-06-23 07:46:53,19.44,25.06,60.32,32.08,17.87,12.7,14.85,20.35,27.84
2022-06-23 07:41:54,19.51,24.14,60.74,32.37,16.18,13.08,15.26,19.42,27.8
2022-06-23 07:36:52,19.54,23.26,61.01,32.93,14.52,12.66,14.74,19.8,27.75
2022-06-23 07:31:56,19.6,20.45,61.26,25.85,25.37,12.45,14.52,18.79,27.74
2022-06-23 07:26:55,19.88,26.22,62.35,31.31,20.49,12.1,14.13,18.91,27.74
2022-06-23 07:21:53,20.08,24.88,63.13,30.95,20.43,12.47,14.36,17.86,27.74
2022-06-23 07:16:55,20.2,29.67,63.57,35.58,14.78,13.08,15.12,19.05,27.74
2022-06-23 07:11:53,20.44,26.82,64.86,32.07,18.69,12.26,14.08,16.67,27.65
2022-06-23 07:06:56,20.24,32.79,64.29,39.04,11.66,13.02,14.99,18.01,27.6
2022-06-23 07:01:55,20.57,28.26,65.6,34.62,17.64,12.69,14.59,17.27,27.6
2022-06-23 06:56:52,20.81,36.64,66.62,43.47,9.75,13.07,14.99,17.67,27.58
2022-06-23 06:51:55,20.82,41.27,66.63,45.26,11.03,14.69,17.14,20.82,27.6
2022-06-23 06:46:53,20.92,44.88,66.42,44.69,15.09,14.43,16.68,20.36,27.75
2022-06-23 06:41:55,20.05,47.03,62.38,48.4,8.44,14.4,16.67,21.13,27.91
2022-06-23 06:36:53,19.36,43.28,59.33,46.69,1.09,12.73,15.3,19.38,28.04
2022-06-23 06:31:56,18.6,39.85,56.35,49.62,0.0,12.41,15.05,19.36,28.11
2022-06-23 06:26:55,17.29,28.29,51.42,47.81,0.0,12.71,15.74,21.5,28.26
2022-06-23 06:21:53,17.15,15.66,50.84,42.45,0.0,11.57,14.28,17.97,28.3
2022-06-23 06:16:55,17.26,10.22,51.0,37.85,5.56,10.32,12.89,15.53,28.38
2022-06-23 06:11:53,17.09,7.2,50.2,34.21,10.68,10.39,13.06,16.12,28.46
2022-06-23 06:06:56,17.17,7.54,50.13,38.45,4.42,10.24,12.99,16.93,28.57
2022-06-23 06:01:55,17.18,7.87,49.86,35.93,9.3,10.8,13.65,17.14,28.67
2022-06-23 05:56:52,17.01,9.0,49.12,33.83,11.25,11.23,13.76,17.41,28.74
2022-06-23 05:51:55,16.61,7.2,47.76,27.22,19.43,11.39,14.36,18.78,28.8
2022-06-23 05:46:53,16.51,1.99,47.2,10.66,42.06,10.69,13.66,17.8,28.89
2022-06-23 05:41:55,16.31,1.21,46.48,6.94,47.26,10.43,13.16,17.02,28.93
2022-06-23 05:36:53,16.19,0.0,45.9,0.0,57.94,9.71,12.56,16.22,29.01
2022-06-23 05:31:56,16.11,0.0,45.63,0.0,58.93,9.61,12.55,15.88,29.03
2022-06-23 05:26:55,16.08,0.0,45.62,0.0,60.08,9.59,12.47,16.19,29.0
2022-06-23 05:21:53,16.11,0.0,45.94,0.0,62.14,9.7,12.68,17.12,28.91
2022-06-23 05:16:55,16.3,0.0,46.69,0.0,61.42,9.94,12.81,17.65,28.84
2022-06-23 05:11:53,16.23,0.0,46.75,0.0,62.5,10.32,13.45,17.57,28.74
2022-06-23 05:06:56,16.41,0.0,47.51,0.0,62.66,9.62,12.58,16.3,28.66
2022-06-23 05:01:55,16.51,0.0,48.02,0.0,63.44,10.15,13.02,17.14,28.59
2022-06-23 04:56:53,16.6,0.0,48.59,0.0,63.97,10.25,13.08,16.98,28.49
2022-06-23 04:51:55,16.71,0.0,49.03,0.0,63.51,10.15,12.8,16.8,28.45
2022-06-23 04:46:53,16.8,0.0,49.39,0.0,62.08,10.29,12.93,16.15,28.42
2022-06-23 04:41:55,16.84,0.0,49.61,0.0,61.61,10.67,13.36,17.12,28.39
2022-06-23 04:36:53,16.84,0.0,49.65,0.61,58.67,10.58,13.08,15.75,28.38
2022-06-23 04:31:56,16.81,0.0,49.73,0.29,59.29,10.46,12.96,17.27,28.32
2022-06-23 04:26:55,16.86,0.0,50.05,0.26,61.87,10.49,13.28,16.58,28.26
2022-06-23 04:21:53,17.25,0.0,51.18,4.62,50.6,10.23,12.55,16.1,28.3
2022-06-23 04:16:55,17.25,1.75,50.92,12.64,37.8,10.76,13.08,15.7,28.39
2022-06-23 04:11:53,17.27,0.39,50.82,6.14,46.36,10.34,12.46,15.66,28.45
2022-06-23 04:06:56,17.14,4.23,50.39,5.82,45.46,10.51,12.77,15.36,28.45
2022-06-23 04:01:55,17.09,2.7,50.16,4.2,48.41,10.4,12.89,16.21,28.47
2022-06-23 03:56:53,17.09,0.0,50.2,1.16,54.13,10.36,12.82,15.5,28.46
2022-06-23 03:51:55,17.21,0.0,50.71,2.32,52.55,10.34,12.93,15.99,28.42
2022-06-23 03:46:53,17.5,0.0,51.61,6.54,45.28,10.29,12.48,14.96,28.43
2022-06-23 03:41:55,17.57,0.95,51.69,9.38,40.51,10.64,13.04,17.47,28.47
2022-06-23 03:36:53,17.55,0.0,51.5,3.96,49.17,10.12,12.23,15.3,28.52
2022-06-23 03:31:56,17.92,0.1,52.63,7.85,42.32,9.97,11.94,14.46,28.55
2022-06-23 03:26:55,17.98,4.44,52.62,10.33,39.77,9.96,11.78,14.7,28.62
2022-06-23 03:21:53,17.97,3.96,52.58,10.71,39.67,9.89,11.6,13.81,28.62
2022-06-23 03:16:55,18.05,2.16,52.58,12.23,38.59,10.13,12.24,14.84,28.7
2022-06-23 03:11:53,17.77,3.25,51.55,12.82,37.22,10.46,12.48,16.02,28.74
2022-06-23 03:06:56,17.9,2.71,51.98,11.51,38.98,9.85,11.69,13.85,28.74
2022-06-23 03:01:54,17.8,3.44,51.35,11.03,42.41,10.37,12.51,16.3,28.84
2022-06-23 02:56:52,17.98,0.0,51.88,6.21,48.3,10.41,12.32,14.99,28.86
2022-06-23 02:51:55,17.91,6.38,51.36,8.6,44.13,10.37,12.28,15.71,28.95
2022-06-23 02:46:53,17.88,3.87,51.19,7.23,46.72,10.1,12.07,15.85,28.98
2022-06-23 02:41:55,17.88,0.0,51.05,3.55,52.35,10.13,12.1,14.68,29.03
2022-06-23 02:36:53,17.94,0.0,51.08,3.69,53.62,10.26,12.26,14.88,29.08
2022-06-23 02:31:56,17.88,0.0,50.85,4.31,51.52,10.16,12.11,14.84,29.1
2022-06-23 02:26:55,17.86,0.0,50.7,1.75,56.71,10.49,12.68,16.32,29.13
2022-06-23 02:21:53,17.82,0.0,50.44,0.34,59.56,10.12,12.23,14.9,29.17
2022-06-23 02:16:55,17.7,0.0,49.98,0.0,59.28,10.55,12.77,15.19,29.2
2022-06-23 02:11:53,17.82,0.0,50.14,0.37,57.06,10.12,12.27,15.55,29.28
2022-06-23 02:06:56,17.73,0.0,49.82,1.76,52.3,10.35,12.35,14.45,29.29
2022-06-23 02:01:55,17.79,0.0,49.89,3.99,48.83,10.31,12.5,16.45,29.32
2022-06-23 01:56:53,17.83,3.72,49.99,13.61,30.45,10.42,12.47,14.44,29.34
2022-06-23 01:51:55,17.72,0.0,49.67,8.59,38.04,10.31,12.46,15.15,29.32
2022-06-23 01:46:53,17.74,0.0,49.73,0.0,54.9,10.1,12.26,16.12,29.32
2022-06-23 01:41:55,17.66,0.0,49.67,0.0,49.05,9.82,11.8,14.34,29.26
2022-06-23 01:36:53,17.73,0.0,50.01,0.0,53.3,9.77,11.86,14.76,29.22
2022-06-23 01:31:56,18.08,0.0,51.2,3.4,45.81,9.79,11.76,14.49,29.2
2022-06-23 01:26:55,18.65,5.1,53.15,23.44,17.27,9.93,11.82,14.9,29.17
2022-06-23 01:21:53,18.66,20.29,53.22,40.37,0.0,10.93,12.93,16.53,29.15
2022-06-23 01:16:55,18.55,26.29,53.02,38.3,0.0,11.64,13.96,17.9,29.1
2022-06-23 01:11:53,18.15,0.5,52.0,12.78,34.59,10.1,12.25,15.7,29.0
2022-06-23 01:06:56,18.57,5.35,53.63,20.65,22.57,9.93,11.84,14.39,28.93
2022-06-23 01:01:55,18.7,9.82,54.13,28.6,11.17,9.45,11.16,13.29,28.9
2022-06-23 00:56:52,18.67,14.09,54.16,31.21,9.38,10.43,12.5,16.6,28.86
2022-06-23 00:51:55,19.12,19.39,55.59,31.64,8.74,9.84,11.89,16.88,28.9
2022-06-23 00:46:53,19.2,22.04,55.68,38.01,1.99,10.13,11.99,15.02,28.95
2022-06-23 00:41:55,19.07,26.08,55.33,43.73,0.0,10.07,11.87,15.5,28.93
2022-06-23 00:36:53,19.13,24.34,55.35,43.62,0.0,10.71,12.56,16.17,28.98
2022-06-23 00:31:56,19.33,23.85,55.93,44.04,0.0,10.92,12.91,17.21,29.01
2022-06-23 00:26:55,19.55,29.23,56.77,45.43,0.0,11.74,13.68,17.38,29.0
2022-06-23 00:21:53,19.71,31.46,57.23,47.6,0.0,11.64,13.63,16.88,29.03
2022-06-23 00:16:55,19.75,33.56,57.29,47.98,0.0,11.65,13.4,17.05,29.05
2022-06-23 00:11:53,20.08,26.58,58.42,47.23,0.0,12.12,13.93,17.06,29.07
2022-06-23 00:06:56,20.03,29.5,58.04,48.24,0.0,12.63,14.48,18.72,29.13
2022-06-23 00:01:55,20.02,31.62,57.75,49.18,0.0,13.02,15.05,19.4,29.21
2022-06-22 23:56:52,20.13,29.6,57.79,48.52,0.0,12.91,14.84,18.39,29.31
2022-06-22 23:51:55,20.05,36.31,57.57,51.72,0.0,12.62,14.3,18.02,29.29
2022-06-22 23:46:53,19.99,38.46,57.35,53.44,0.0,13.14,14.83,17.47,29.29
2022-06-22 23:41:55,19.95,38.05,56.89,51.85,0.0,13.68,15.71,21.75,29.39
2022-06-22 23:36:52,20.02,39.67,56.93,50.98,0.0,13.25,15.12,19.77,29.45
2022-06-22 23:31:56,20.19,37.16,57.11,53.62,0.0,12.41,14.2,18.97,29.58
2022-06-22 23:26:55,20.31,42.69,57.41,56.21,0.0,11.7,13.46,17.96,29.62
2022-06-22 23:21:53,20.25,38.36,56.84,55.73,0.0,11.67,13.47,17.13,29.73
2022-06-22 23:16:55,20.44,37.98,57.11,55.93,0.0,11.63,13.38,16.36,29.85
2022-06-22 23:11:53,20.66,43.39,57.36,58.77,0.0,11.73,13.58,18.28,30.0
2022-06-22 23:06:56,20.73,47.8,57.32,60.75,0.0,10.77,12.44,18.18,30.1
2022-06-22 23:01:55,20.74,50.87,56.88,63.33,0.0,10.75,12.37,17.48,30.24
2022-06-22 22:56:52,20.92,46.18,57.19,62.64,0.0,10.16,11.56,15.42,30.34
2022-06-22 22:51:55,20.99,39.08,57.33,55.1,0.0,9.73,11.06,13.59,30.37
2022-06-22 22:46:53,21.06,39.91,57.48,58.67,0.0,9.95,11.44,14.61,30.4
2022-06-22 22:41:55,21.48,38.17,58.71,50.35,10.01,10.02,11.51,15.74,30.48
2022-06-22 22:36:53,21.32,38.74,57.99,40.03,30.61,9.63,10.95,13.58,30.53
2022-06-22 22:31:55,21.32,40.92,57.97,36.69,37.28,9.76,11.13,14.15,30.53
2022-06-22 22:26:55,21.26,43.46,57.27,41.34,33.33,9.22,10.51,14.25,30.68
2022-06-22 22:21:53,21.37,40.1,57.23,42.14,29.52,9.68,11.13,14.27,30.81
2022-06-22 22:16:55,21.46,49.12,57.03,56.56,10.87,10.48,11.97,16.19,30.96
2022-06-22 22:11:53,21.43,44.95,56.49,47.11,24.93,9.97,11.36,15.3,31.11
2022-06-22 22:06:56,21.64,50.54,56.61,52.5,16.91,10.48,11.97,15.47,31.29
2022-06-22 22:01:55,20.78,66.83,53.54,70.37,0.0,11.55,13.42,18.64,31.34
2022-06-22 21:56:52,21.33,61.41,55.14,69.25,0.0,10.72,12.25,17.12,31.42
2022-06-22 21:51:55,21.27,54.58,54.51,64.46,0.0,10.95,12.73,17.96,31.56
2022-06-22 21:46:53,21.14,57.51,54.06,66.6,0.0,11.64,13.21,16.24,31.56
2022-06-22 21:41:55,20.79,70.83,52.65,69.26,0.0,12.83,14.72,19.95,31.64
2022-06-22 21:36:52,20.74,56.54,52.52,67.05,0.0,12.43,14.11,16.53,31.64
2022-06-22 21:31:55,20.31,54.7,50.75,67.62,0.0,13.11,15.04,20.13,31.77
2022-06-22 21:26:55,20.21,43.83,50.38,48.03,16.47,11.98,13.77,17.82,31.8
2022-06-22 21:21:53,20.15,42.24,50.18,43.85,26.76,11.36,12.91,15.68,31.8
2022-06-22 21:16:55,20.3,46.46,50.36,46.67,28.93,10.96,12.52,16.4,31.9
2022-06-22 21:11:53,19.9,48.39,48.88,51.69,23.59,10.65,12.35,16.9,32.0
2022-06-22 21:06:56,19.71,40.31,48.15,42.82,31.86,11.02,12.75,16.82,32.06
2022-06-22 21:01:55,20.13,43.89,49.21,42.66,34.34,10.48,12.11,15.19,32.12
2022-06-22 20:56:52,20.42,46.71,50.1,40.19,37.31,9.38,10.83,14.38,32.12
2022-06-22 20:51:56,20.13,47.04,49.29,37.77,44.16,9.61,11.03,14.14,32.1
2022-06-22 20:46:53,20.21,44.46,49.07,34.78,53.47,9.4,10.92,15.27,32.27
2022-06-22 20:41:55,20.57,49.2,49.9,37.53,48.05,9.42,10.87,13.27,32.35
2022-06-22 20:36:53,20.66,56.13,50.02,50.1,32.77,9.33,10.83,14.21,32.41
2022-06-22 20:31:55,20.39,58.19,48.94,48.66,40.3,9.78,11.34,15.51,32.51
2022-06-22 20:26:55,20.36,57.88,47.99,43.94,48.79,9.19,10.66,14.47,32.82
2022-06-22 20:21:53,20.2,53.71,47.44,45.66,43.92,9.2,10.56,13.03,32.85
2022-06-22 20:16:55,20.4,57.21,47.59,47.27,44.9,9.03,10.5,12.98,33.02
2022-06-22 20:11:53,20.41,59.81,46.91,48.71,45.98,9.3,10.84,13.9,33.29
2022-06-22 20:06:56,20.55,62.59,46.29,55.84,36.4,9.17,10.65,16.32,33.67
2022-06-22 20:01:55,20.31,68.28,45.25,62.17,27.22,10.4,12.42,17.69,33.81
2022-06-22 19:56:52,20.07,65.46,44.13,61.18,27.56,9.03,10.69,15.71,33.99
2022-06-22 19:51:55,19.39,63.22,41.6,55.56,35.64,9.03,10.64,16.23,34.3
2022-06-22 19:46:53,19.24,55.37,40.43,51.13,38.53,9.03,10.6,14.77,34.65
2022-06-22 19:41:54,18.98,55.36,39.22,51.15,38.12,10.2,11.97,16.01,34.9
2022-06-22 19:36:53,19.43,58.04,39.77,57.78,23.96,9.95,11.75,17.81,35.16
2022-06-22 19:31:56,18.75,62.0,37.64,61.03,20.3,9.33,11.21,15.48,35.38
2022-06-22 19:26:54,19.09,54.86,38.15,53.96,24.26,8.92,10.71,14.12,35.52
2022-06-22 19:21:53,18.48,58.3,36.2,55.67,29.22,8.97,10.91,16.02,35.79
2022-06-22 19:16:55,18.15,64.26,35.14,69.85,4.22,8.87,10.81,15.28,35.95
2022-06-22 19:11:52,17.59,53.28,33.82,61.48,13.68,8.96,10.82,14.14,36.0
2022-06-22 19:06:57,17.05,46.76,32.58,54.06,23.45,8.25,10.12,13.7,36.06
2022-06-22 19:01:55,16.4,44.21,31.07,49.64,26.06,8.16,10.0,12.93,36.18
2022-06-22 18:56:52,15.56,37.41,29.29,52.73,19.23,9.19,10.85,14.16,36.27
2022-06-22 18:51:55,15.81,30.79,29.72,48.46,19.27,8.75,10.55,13.67,36.3
2022-06-22 18:46:52,15.9,31.81,29.59,52.43,16.0,8.92,10.69,15.48,36.49
2022-06-22 18:41:55,15.65,27.63,28.59,49.43,20.3,8.39,10.25,14.37,36.83
