day,month,year,hour,minute,temperature,humidity,dewpoint,barometer,windspeed,gustspeed,direction,rainlastmin,dailyrain,monthlyrain,yearlyrain,heatindex
1,6,2022,1,49,24.1,64,16.9,1016.3,1.6,3.5,228,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,50,24.1,64,16.9,1016.3,2.0,2.6,239,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,51,24.1,64,16.8,1016.3,1.7,2.6,237,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,52,24.1,64,16.8,1016.2,1.9,2.6,227,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,53,24.1,64,16.8,1016.2,1.9,2.6,216,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,54,24.0,64,16.8,1016.3,1.8,3.5,230,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,55,24.0,64,16.8,1016.3,2.7,3.5,229,0.0,0.0,0.0,13.0,25.1
1,6,2022,1,56,23.9,64,16.7,1016.2,2.4,3.5,224,0.0,0.0,0.0,13.0,25.1
1,6,2022,1,57,23.9,64,16.7,1016.3,2.2,2.6,228,0.0,0.0,0.0,13.0,25.1
1,6,2022,1,58,23.9,64,16.7,1016.3,2.2,3.5,226,0.0,0.0,0.0,13.0,25.1
1,6,2022,1,59,23.9,64,16.7,1016.2,2.0,2.6,248,0.0,0.0,0.0,13.0,25.1
1,6,2022,2,0,23.9,64,16.7,1016.3,1.5,2.6,246,0.0,0.0,0.0,13.0,25.1
1,6,2022,2,1,23.9,64,16.7,1016.2,1.7,2.6,244,0.0,0.0,0.0,13.0,25.1
1,6,2022,2,2,23.9,64,16.6,1016.2,1.5,3.5,237,0.0,0.0,0.0,13.0,25.0
1,6,2022,2,3,23.8,64,16.6,1016.2,2.1,3.5,227,0.0,0.0,0.0,13.0,25.0
1,6,2022,2,4,23.8,65,16.9,1016.2,3.0,5.2,227,0.0,0.0,0.0,13.0,25.0
1,6,2022,2,5,23.8,65,16.8,1016.2,3.3,4.3,214,0.0,0.0,0.0,13.0,25.0
1,6,2022,2,6,23.8,64,16.6,1016.2,2.6,3.5,217,0.0,0.0,0.0,13.0,25.0
