Datetime,Dew Point (C),H2S GCc AVG1H (ppb),Humidity ext (%),NO2 GCc AVG1H (ppb),O3 GCc AVG1H (ppb),Pressure (hPa),TSP AVG1H (ug/m3),Temp ext (C)
2022-05-30 11:00:00,13.91,0.0,40.144999999999996,1.87,41.51,1007.65,14.96,28.795
2022-05-30 10:00:00,14.325,0.18,50.07,16.65,30.03,1007.64,15.45,25.494999999999997
2022-05-30 09:00:00,13.7,6.14,60.65,22.13,22.59,1007.51,21.54,21.64
2022-05-30 08:00:00,14.370000000000001,4.66,65.955,13.6,37.74,1006.875,12.5,20.975
2022-05-30 07:00:00,12.51,0.27,62.224999999999994,17.07,31.91,1006.3900000000001,9.34,19.955
2022-05-30 06:00:00,13.93,3.6,70.695,21.57,22.9,1005.98,14.88,19.4
2022-05-30 05:00:00,13.945,0.99,67.41999999999999,7.18,46.12,1005.53,9.26,20.18
2022-05-30 04:00:00,13.77,0.0,68.555,6.62,42.46,1004.995,9.34,19.715
2022-05-30 03:00:00,14.325,0.09,70.03,14.78,30.28,1005.3050000000001,10.45,19.955
2022-05-30 02:00:00,14.32,0.06,68.58500000000001,14.85,29.44,1005.015,11.63,20.29
2022-05-30 01:00:00,15.625,7.31,72.46000000000001,21.34,22.32,1004.72,16.45,20.755000000000003
2022-05-30 00:00:00,15.899999999999999,9.71,71.99000000000001,28.87,12.79,1004.58,18.11,21.155
2022-05-29 23:00:00,16.275,12.37,71.88,33.52,8.76,1004.015,18.78,21.57
2022-05-29 22:00:00,16.525,9.17,68.66499999999999,27.37,15.14,1003.45,17.94,22.58
2022-05-29 21:00:00,17.75,27.38,70.64,43.83,4.21,1002.925,22.26,23.39
2022-05-29 20:00:00,18.13,30.44,71.785,42.33,21.39,1002.655,16.74,23.52
2022-05-29 19:00:00,17.455,31.52,72.595,25.3,67.74,1002.6300000000001,33.53,22.64
2022-05-29 18:00:00,19.165,32.21,67.605,26.48,83.5,1002.385,38.43,25.615000000000002
2022-05-29 17:00:00,17.104999999999997,3.75,41.585,1.79,81.94,1000.1800000000001,30.69,31.765
2022-05-29 16:00:00,17.805,7.78,45.040000000000006,3.66,84.58,1000.2249999999999,34.39,31.134999999999998
2022-05-29 15:00:00,18.92,16.69,48.07,12.53,79.77,1001.105,36.72,31.21
2022-05-29 14:00:00,18.865000000000002,10.19,50.455,7.09,76.99,1002.145,32.84,30.305
2022-05-29 13:00:00,16.82,0.08,40.085,0.03,69.75,1002.38,27.87,32.09
2022-05-29 12:00:00,16.82,0.0,42.985,0.0,56.4,1003.23,27.64,30.86
2022-05-29 11:00:00,17.53,2.28,49.515,2.58,50.7,1003.13,35.57,29.174999999999997
2022-05-29 10:00:00,19.045,7.79,60.254999999999995,9.72,51.65,1003.395,33.35,27.43
2022-05-29 09:00:00,17.91,3.9,64.205,9.56,47.27,1004.09,25.15,25.15
2022-05-29 08:00:00,15.01,0.65,54.53,4.43,44.08,1004.0799999999999,21.18,24.8
2022-05-29 07:00:00,17.685000000000002,8.77,71.1,17.96,36.14,1004.39,23.85,23.21
2022-05-29 06:00:00,17.83,13.17,71.85499999999999,16.82,34.24,1004.27,26.15,23.189999999999998
2022-05-29 05:00:00,18.58,17.63,72.625,13.49,44.07,1003.9100000000001,28.42,23.8
2022-05-29 04:00:00,16.845,11.62,63.53,20.27,42.64,1004.115,27.79,24.205
2022-05-29 03:00:00,16.955,13.01,63.905,30.99,24.63,1005.405,24.1,24.22
2022-05-29 02:00:00,16.05,3.98,59.855000000000004,28.73,22.14,1005.9000000000001,22.49,24.354999999999997
2022-05-29 01:00:00,16.655,5.69,60.465,16.88,46.19,1006.275,25.01,24.83
2022-05-29 00:00:00,17.345,5.15,61.980000000000004,16.41,52.26,1006.6800000000001,22.76,25.15
2022-05-28 23:00:00,17.759999999999998,9.43,63.3,15.08,61.91,1006.705,22.0,25.23
2022-05-28 22:00:00,18.78,19.54,65.195,22.98,56.44,1006.435,24.06,25.814999999999998
2022-05-28 21:00:00,19.189999999999998,24.88,64.16499999999999,30.34,51.55,1005.955,32.12,26.515
2022-05-28 20:00:00,19.165,19.18,59.43,23.48,58.25,1005.77,27.57,27.805
2022-05-28 19:00:00,18.625,12.52,49.510000000000005,17.43,61.86,1005.2,28.4,30.380000000000003
2022-05-28 18:00:00,19.47,17.31,48.265,11.85,70.07,1005.375,28.32,31.740000000000002
2022-05-28 17:00:00,19.545,24.03,48.120000000000005,18.75,67.56,1005.29,29.19,31.875
2022-05-28 16:00:00,19.475,31.9,52.39,25.49,69.81,1006.19,30.72,30.314999999999998
2022-05-28 15:00:00,18.205,6.81,38.519999999999996,6.29,73.6,1006.4000000000001,27.74,34.36
2022-05-28 14:00:00,18.1,6.88,43.695,6.59,78.71,1007.4,28.55,31.990000000000002
2022-05-28 13:00:00,16.675,0.0,36.34,1.9,68.9,1007.68,29.8,33.675
2022-05-28 12:00:00,17.345,0.0,39.665,0.0,59.3,1007.97,32.26,32.86
2022-05-28 11:00:00,17.48,1.19,46.19,0.2,59.9,1008.2850000000001,32.78,30.34
2022-05-28 10:00:00,19.115000000000002,6.96,59.605,8.76,50.81,1008.995,31.09,27.69
2022-05-28 09:00:00,18.505000000000003,10.73,64.78,21.01,33.49,1009.05,29.47,25.630000000000003
2022-05-28 08:00:00,17.625,16.6,65.515,38.85,7.91,1009.34,27.72,24.515
2022-05-28 07:00:00,16.33,8.41,65.575,39.23,8.33,1008.87,24.08,23.134999999999998
2022-05-28 06:00:00,15.825,2.09,63.865,28.82,22.38,1008.625,22.92,23.045
2022-05-28 05:00:00,15.785,0.0,61.94,16.91,36.51,1008.9549999999999,20.89,23.5
2022-05-28 04:00:00,16.685000000000002,1.97,63.385,8.14,51.25,1009.28,17.99,24.075
2022-05-28 03:00:00,18.19,9.97,66.85499999999999,15.3,42.5,1010.0799999999999,15.87,24.765
2022-05-28 02:00:00,19.395,19.83,70.0,19.44,50.01,1010.85,16.56,25.265
2022-05-28 01:00:00,19.41,29.5,68.86,26.47,48.47,1011.4100000000001,17.87,25.549999999999997
2022-05-28 00:00:00,19.465,32.57,65.89,34.03,39.09,1012.03,21.24,26.36
2022-05-27 23:00:00,16.049999999999997,11.74,49.75,17.14,52.59,1012.0699999999999,32.98,27.485
2022-05-27 22:00:00,17.215,28.09,53.364999999999995,34.19,37.69,1011.83,23.18,27.545
2022-05-27 21:00:00,15.99,27.4,48.225,33.1,46.74,1011.2650000000001,25.22,27.950000000000003
2022-05-27 20:00:00,16.064999999999998,29.9,46.785,31.28,59.43,1011.5,24.03,28.555
2022-05-27 19:00:00,17.005,20.23,43.400000000000006,18.39,71.02,1011.04,26.03,30.89
2022-05-27 18:00:00,16.12,2.94,33.53,10.16,68.67,1011.265,25.66,34.475
2022-05-27 17:00:00,16.77,11.1,34.92,13.64,61.46,1011.76,22.67,34.49
2022-05-27 16:00:00,18.32,15.18,38.48,16.2,63.57,1012.645,18.7,34.5
2022-05-27 15:00:00,18.795,14.73,40.16,19.1,62.12,1013.54,20.18,34.269999999999996
2022-05-27 14:00:00,17.78,1.79,35.785,6.71,71.04,1014.345,23.16,35.205
2022-05-27 13:00:00,17.259999999999998,0.42,34.8,4.15,60.16,1014.825,28.9,35.115
2022-05-27 12:00:00,17.34,0.49,38.93,10.33,43.4,1015.325,29.77,33.195
2022-05-27 11:00:00,17.795,4.15,44.870000000000005,10.84,27.23,1015.635,28.95,31.18
2022-05-27 10:00:00,19.130000000000003,8.72,58.395,19.47,25.63,1016.115,25.42,28.060000000000002
2022-05-27 09:00:00,18.535,13.83,67.31,23.25,25.82,1016.4300000000001,24.95,25.015
2022-05-27 08:00:00,17.945,16.4,69.435,32.25,15.61,1016.2750000000001,22.92,23.88
2022-05-27 07:00:00,17.28,18.71,70.97,40.4,3.74,1016.015,19.43,22.825000000000003
2022-05-27 06:00:00,17.0,12.62,69.42,22.04,28.59,1015.53,18.88,22.895
2022-05-27 05:00:00,16.310000000000002,13.56,66.655,22.2,25.92,1015.27,17.9,22.85
2022-05-27 04:00:00,16.125,14.78,63.715,22.36,24.11,1015.405,18.08,23.395000000000003
2022-05-27 03:00:00,16.875,21.22,63.715,33.21,14.33,1015.825,20.02,24.185000000000002
2022-05-27 02:00:00,16.21,30.94,59.57,43.47,0.05,1015.885,18.91,24.605
2022-05-27 01:00:00,16.235,32.6,57.144999999999996,45.92,0.0,1015.635,20.81,25.33
2022-05-27 00:00:00,16.195,45.62,54.495,54.76,0.0,1015.235,21.98,26.09
2022-05-26 23:00:00,18.020000000000003,48.53,57.84,56.22,10.47,1015.005,23.49,27.04
2022-05-26 22:00:00,16.785,30.77,50.445,39.45,28.24,1014.235,21.89,28.045
2022-05-26 21:00:00,16.83,33.77,46.25,60.68,7.83,1013.5550000000001,28.06,29.595
2022-05-26 20:00:00,17.189999999999998,29.39,41.980000000000004,31.93,46.42,1013.135,20.66,31.69
2022-05-26 19:00:00,19.189999999999998,37.5,41.22,36.63,45.53,1012.62,21.29,34.24
2022-05-26 18:00:00,18.995,31.73,36.285,31.39,52.52,1012.605,23.66,36.33
2022-05-26 17:00:00,17.88,20.66,31.8,17.19,60.95,1012.75,23.83,37.47
2022-05-26 16:00:00,17.990000000000002,10.26,33.754999999999995,13.89,63.59,1013.22,25.09,36.5
2022-05-26 15:00:00,17.284999999999997,4.78,34.35,11.12,68.53,1013.905,28.25,35.375
2022-05-26 14:00:00,17.68,2.39,36.585,2.47,66.17,1014.705,25.7,34.685
2022-05-26 13:00:00,18.235,2.85,40.879999999999995,4.26,59.94,1015.2049999999999,28.97,33.325
2022-05-26 12:00:00,17.880000000000003,7.11,46.635000000000005,4.39,58.89,1015.595,30.11,30.6
2022-05-26 11:00:00,17.59,5.05,51.65,10.29,38.37,1015.61,32.34,28.509999999999998
2022-05-26 10:00:00,18.064999999999998,15.84,59.035,26.43,17.92,1015.375,34.94,26.735
2022-05-26 09:00:00,16.46,12.98,60.379999999999995,31.87,13.31,1015.365,22.75,24.645
2022-05-26 08:00:00,15.09,23.81,60.53,44.16,1.79,1014.965,16.97,23.145
2022-05-26 07:00:00,14.870000000000001,14.18,66.225,41.28,6.74,1014.7,13.58,21.435
2022-05-26 06:00:00,14.475000000000001,6.57,65.47999999999999,25.92,23.84,1014.46,11.83,21.205
2022-05-26 05:00:00,14.4,3.5,64.04,15.76,35.4,1014.365,10.89,21.49
2022-05-26 04:00:00,14.565000000000001,4.2,62.455,14.09,41.22,1014.25,10.73,22.075
2022-05-26 03:00:00,15.135,6.5,62.11,13.06,51.16,1014.385,10.74,22.765
2022-05-26 02:00:00,15.780000000000001,13.74,62.72,11.97,67.47,1014.605,12.96,23.29
2022-05-26 01:00:00,16.689999999999998,23.11,61.91,21.0,63.49,1015.165,15.99,24.47
2022-05-26 00:00:00,17.36,8.06,57.785,6.47,59.78,1015.4300000000001,15.39,26.4
2022-05-25 23:00:00,14.605,8.71,48.614999999999995,20.57,42.76,1015.0450000000001,15.99,26.295
2022-05-25 22:00:00,15.59,9.2,52.205,19.04,52.23,1016.5550000000001,13.99,26.165
2022-05-25 21:00:00,15.16,13.48,51.71,20.65,57.47,1015.5350000000001,14.52,25.85
2022-05-25 20:00:00,16.445,18.91,53.86,26.36,53.98,1014.235,15.49,26.555
2022-05-25 19:00:00,16.68,18.69,47.43,19.13,62.86,1012.98,15.55,28.990000000000002
2022-05-25 18:00:00,17.555,11.28,44.285,11.21,66.8,1012.44,14.55,31.155
2022-05-25 17:00:00,17.2,4.45,41.655,3.52,72.92,1012.7950000000001,12.28,31.835
2022-05-25 16:00:00,16.994999999999997,7.01,42.17,8.61,67.32,1013.13,12.91,31.384999999999998
2022-05-25 15:00:00,17.625,8.04,46.495,6.88,72.43,1013.3399999999999,16.04,30.369999999999997
2022-05-25 14:00:00,18.51,3.3,43.865,1.56,65.48,1013.365,14.16,32.375
2022-05-25 13:00:00,17.335,0.01,41.56,0.51,56.88,1013.48,15.13,32.025
2022-05-25 12:00:00,18.255000000000003,5.27,50.575,6.92,58.6,1013.395,26.99,29.6
2022-05-25 11:00:00,17.815,2.06,52.75,8.66,42.73,1012.89,21.89,28.395
2022-05-25 10:00:00,16.915,5.1,50.905,24.24,19.45,1012.185,25.83,28.025
2022-05-25 09:00:00,16.509999999999998,6.59,65.13499999999999,30.75,17.92,1012.235,17.93,23.439999999999998
2022-05-25 08:00:00,15.215,14.14,66.675,40.48,2.26,1011.78,16.75,21.685000000000002
2022-05-25 07:00:00,15.645,15.0,76.69999999999999,41.1,4.28,1011.585,18.12,19.86
2022-05-25 06:00:00,15.795,13.29,78.565,31.37,16.5,1011.5699999999999,18.97,19.625
2022-05-25 05:00:00,15.32,8.48,73.56,17.92,31.55,1011.4,15.15,20.200000000000003
2022-05-25 04:00:00,15.23,8.61,70.41499999999999,20.6,29.7,1011.3199999999999,13.47,20.814999999999998
2022-05-25 03:00:00,15.059999999999999,6.11,67.48,13.65,44.22,1011.405,14.3,21.33
2022-05-25 02:00:00,15.100000000000001,3.39,63.95,12.87,47.36,1011.81,13.99,22.25
2022-05-25 01:00:00,15.39,8.21,64.415,11.2,55.94,1012.1800000000001,17.23,22.44
2022-05-25 00:00:00,16.17,16.21,65.755,10.98,55.9,1011.765,17.22,22.92
2022-05-24 23:00:00,15.985,20.2,62.385000000000005,12.89,48.53,1011.2,22.7,23.6
2022-05-24 22:00:00,15.645,24.95,60.405,27.01,52.7,1010.12,23.2,23.770000000000003
2022-05-24 21:00:00,15.82,19.34,58.82,24.38,56.51,1009.975,14.14,24.41
2022-05-24 20:00:00,14.65,12.64,49.185,20.82,57.08,1008.97,14.91,26.15
2022-05-24 19:00:00,15.49,10.75,47.99,12.0,71.47,1007.99,15.07,27.48
2022-05-24 18:00:00,16.475,10.75,45.53,10.04,71.02,1007.8299999999999,14.82,29.47
2022-05-24 17:00:00,16.645,4.43,42.82,4.88,71.48,1007.86,14.6,30.73
2022-05-24 16:00:00,17.125,8.81,44.355000000000004,8.07,70.56,1007.9300000000001,14.6,30.65
2022-05-24 15:00:00,18.08,7.24,45.894999999999996,5.16,62.72,1008.2,12.86,31.105
2022-05-24 14:00:00,16.715,1.29,44.415,1.73,63.01,1008.5,11.31,30.174999999999997
2022-05-24 13:00:00,18.03,0.84,47.504999999999995,1.19,55.39,1009.02,14.73,30.45
2022-05-24 12:00:00,17.495,0.8,50.835,2.71,54.06,1009.01,20.14,28.685
2022-05-24 11:00:00,16.705,0.0,52.595,0.42,45.64,1008.83,24.32,27.240000000000002
2022-05-24 10:00:00,16.415,2.56,55.19,7.41,29.83,1008.685,22.78,26.115000000000002
2022-05-24 09:00:00,16.85,4.13,70.99000000000001,14.34,26.34,1008.925,24.76,22.375
2022-05-24 08:00:00,16.33,16.35,73.33,27.57,4.99,1008.455,23.81,21.295
2022-05-24 07:00:00,16.035,19.52,78.08,27.99,5.93,1007.94,19.02,19.97
2022-05-24 06:00:00,15.655000000000001,8.71,76.87,26.8,10.88,1007.51,13.33,19.835
2022-05-24 05:00:00,15.254999999999999,2.94,74.125,17.05,24.16,1007.3299999999999,11.69,20.005000000000003
2022-05-24 04:00:00,15.34,2.99,72.985,16.51,22.73,1007.27,12.8,20.345
2022-05-24 03:00:00,15.14,1.8,70.545,17.96,21.3,1007.115,11.99,20.689999999999998
2022-05-24 02:00:00,15.95,12.39,73.475,32.3,6.27,1007.495,15.23,20.869999999999997
2022-05-24 01:00:00,16.09,22.59,72.06,36.23,2.02,1007.5450000000001,14.41,21.33
2022-05-24 00:00:00,16.13,27.66,70.89,40.23,0.55,1007.415,16.47,21.64
2022-05-23 23:00:00,16.345,35.38,68.995,43.01,0.0,1007.29,16.79,22.31
2022-05-23 22:00:00,16.799999999999997,35.99,65.85,46.92,2.05,1006.915,15.6,23.555
2022-05-23 21:00:00,18.17,28.15,67.75,38.54,14.04,1006.6949999999999,14.56,24.52
2022-05-23 20:00:00,17.22,14.51,56.43,25.9,20.02,1006.0,15.82,26.6
2022-05-23 19:00:00,16.82,26.58,54.7,31.08,19.43,1005.69,13.61,26.7
2022-05-23 18:00:00,15.335,41.83,59.18,36.28,27.84,1005.8,9.66,23.785
2022-05-23 17:00:00,16.12,46.93,58.425,33.51,37.71,1006.44,12.56,24.845
2022-05-23 16:00:00,14.655000000000001,14.99,44.95,16.19,44.38,1005.95,15.02,27.735
2022-05-23 15:00:00,12.684999999999999,1.68,33.72,7.19,54.01,1005.75,8.39,30.44
2022-05-23 14:00:00,12.665,4.43,28.375,4.26,61.87,1005.69,16.77,33.49
2022-05-23 13:00:00,14.25,0.09,34.135,2.69,53.86,1005.845,20.1,32.02
2022-05-23 12:00:00,13.670000000000002,0.0,36.315,5.03,34.53,1006.3,23.63,30.270000000000003
2022-05-23 11:00:00,13.215,0.0,37.075,3.55,28.83,1006.885,18.1,29.395
2022-05-23 10:00:00,12.975000000000001,0.0,43.585,16.02,13.27,1006.8199999999999,29.46,26.355
2022-05-23 09:00:00,12.2,0.97,55.95,22.6,10.74,1007.255,26.13,21.355
2022-05-23 08:00:00,12.62,20.33,61.47,34.45,0.52,1007.2950000000001,17.05,20.265
2022-05-23 07:00:00,13.265,27.48,67.14500000000001,35.2,0.0,1007.38,11.26,19.525
2022-05-23 06:00:00,12.629999999999999,27.84,63.66,27.38,0.0,1006.915,9.9,19.72
2022-05-23 05:00:00,12.855,21.75,60.58,22.43,17.47,1007.12,7.91,20.759999999999998
2022-05-23 04:00:00,10.51,0.0,46.879999999999995,1.91,47.27,1007.04,5.23,22.42
2022-05-23 03:00:00,10.685,0.0,46.504999999999995,2.5,48.8,1006.8299999999999,5.9,22.74
2022-05-23 02:00:00,10.65,0.0,45.285,2.05,43.67,1007.05,5.58,23.145
2022-05-23 01:00:00,10.594999999999999,0.0,44.185,1.06,43.41,1007.0550000000001,6.01,23.495
2022-05-23 00:00:00,11.355,5.79,45.865,6.97,37.69,1006.565,7.48,23.71
2022-05-22 23:00:00,12.785,54.66,52.365,45.2,9.49,1006.97,7.26,23.075000000000003
2022-05-22 22:00:00,17.505,59.04,67.88499999999999,38.2,26.72,1007.0999999999999,12.23,23.8
2022-05-22 21:00:00,12.685,43.78,38.94,30.68,36.19,1005.98,14.25,27.95
2022-05-22 20:00:00,10.54,33.23,29.869999999999997,9.43,53.52,1005.5899999999999,8.4,30.09
2022-05-22 19:00:00,10.54,26.01,25.75,3.77,58.87,1004.54,7.68,32.7
2022-05-22 18:00:00,10.0,15.39,22.625,0.41,59.09,1004.405,7.2,34.370000000000005
2022-05-22 17:00:00,9.265,7.59,20.1,0.27,53.47,1004.29,7.0,35.615
2022-05-22 16:00:00,10.795000000000002,22.97,25.104999999999997,4.49,61.08,1004.97,12.17,33.455
2022-05-22 15:00:00,10.125,5.23,19.93,0.0,47.48,1005.48,10.48,36.82
2022-05-22 14:00:00,9.555,0.0,18.845,0.0,37.37,1005.8199999999999,10.4,37.15
2022-05-22 13:00:00,10.885,0.0,22.395,0.0,34.03,1006.565,9.95,35.614999999999995
2022-05-22 12:00:00,13.135,1.33,30.049999999999997,5.7,32.95,1006.95,17.31,33.05
2022-05-22 11:00:00,13.27,2.02,37.8,8.47,24.73,1007.6400000000001,24.36,29.14
2022-05-22 10:00:00,10.265,3.12,38.905,25.68,2.0,1008.2349999999999,15.13,25.255000000000003
2022-05-22 09:00:00,11.254999999999999,10.27,52.754999999999995,26.44,4.11,1008.75,13.72,21.295
2022-05-22 08:00:00,11.594999999999999,18.28,57.995,34.42,0.76,1008.845,11.34,20.12
2022-05-22 07:00:00,8.7,14.43,52.125,42.55,0.0,1008.79,10.28,18.725
2022-05-22 06:00:00,7.68,9.97,49.335,40.4,0.0,1008.54,10.38,18.5
2022-05-22 05:00:00,7.035,2.04,45.93,35.64,0.85,1008.64,9.04,18.939999999999998
2022-05-22 04:00:00,6.34,0.0,42.62,30.37,5.59,1009.015,6.8,19.380000000000003
2022-05-22 03:00:00,6.355,0.0,41.305,34.27,2.64,1009.16,8.34,19.9
2022-05-22 02:00:00,7.96,5.71,44.620000000000005,42.21,0.0,1009.625,9.49,20.424999999999997
2022-05-22 01:00:00,9.915,26.31,48.16,50.87,0.0,1010.185,16.14,21.33
2022-05-22 00:00:00,11.065,35.33,49.935,53.49,0.0,1010.34,16.17,21.990000000000002
2022-05-21 23:00:00,10.965,30.59,48.25,55.2,0.0,1010.35,14.64,22.450000000000003
2022-05-21 22:00:00,12.87,46.0,49.59,38.48,24.0,1010.03,12.56,24.064999999999998
2022-05-21 21:00:00,14.725000000000001,29.97,50.815,28.01,35.53,1009.975,11.69,25.689999999999998
2022-05-21 20:00:00,9.48,17.96,32.595,14.02,49.23,1009.61,9.06,27.365000000000002
2022-05-21 19:00:00,13.59,35.48,37.175,21.03,51.56,1010.1,8.32,29.805
2022-05-21 18:00:00,12.325,26.71,31.695,9.55,65.13,1010.8900000000001,9.13,31.115000000000002
2022-05-21 17:00:00,10.515,26.85,27.384999999999998,5.71,70.6,1011.0799999999999,8.37,31.625
2022-05-21 16:00:00,7.6850000000000005,3.38,21.27,0.08,66.02,1012.135,7.0,32.685
2022-05-21 15:00:00,5.615,0.0,18.759999999999998,0.0,56.56,1013.2,6.99,32.385000000000005
2022-05-21 14:00:00,4.9,0.0,18.46,0.0,43.53,1014.0,8.14,31.795
2022-05-21 13:00:00,5.99,0.0,21.045,0.0,38.51,1014.51,14.24,30.82
2022-05-21 12:00:00,7.93,0.0,27.195,8.41,19.37,1015.395,19.65,28.67
2022-05-21 11:00:00,10.510000000000002,0.64,38.07,13.97,12.39,1015.975,23.11,25.895
2022-05-21 10:00:00,12.280000000000001,13.63,50.935,23.75,6.83,1016.5550000000001,19.28,22.990000000000002
2022-05-21 09:00:00,11.295,27.11,63.145,31.38,8.26,1016.985,15.61,18.435000000000002
2022-05-21 08:00:00,7.07,13.77,49.535,42.79,0.51,1016.9449999999999,13.18,17.795
2022-05-21 07:00:00,6.425000000000001,16.05,52.0,47.86,0.0,1016.9649999999999,11.17,16.310000000000002
2022-05-21 06:00:00,7.05,17.72,53.295,46.97,0.0,1016.89,11.69,16.59
2022-05-21 05:00:00,5.4350000000000005,10.25,45.8,35.89,5.3,1016.815,10.1,17.240000000000002
2022-05-21 04:00:00,6.425000000000001,13.3,46.019999999999996,36.84,4.52,1017.225,8.65,18.240000000000002
2022-05-21 03:00:00,4.32,5.61,38.150000000000006,23.83,23.48,1017.385,7.56,18.905
2022-05-21 02:00:00,4.535,13.29,39.235,36.17,9.19,1017.845,8.89,18.695
2022-05-21 01:00:00,4.67,23.59,38.855000000000004,50.92,0.66,1018.46,11.05,19.0
2022-05-21 00:00:00,4.865,32.01,37.0,57.19,0.0,1018.565,10.42,20.009999999999998
2022-05-20 23:00:00,5.23,33.46,35.42,55.65,0.0,1018.76,14.29,21.134999999999998
2022-05-20 22:00:00,4.475,34.37,31.490000000000002,52.53,1.77,1018.475,13.65,22.2
2022-05-20 21:00:00,4.85,26.16,29.02,25.16,34.74,1018.45,11.07,23.975
2022-05-20 20:00:00,4.295,16.85,23.91,14.31,41.75,1018.34,7.84,26.58
2022-05-20 19:00:00,3.615,10.38,19.3,8.49,50.11,1018.47,8.64,29.435000000000002
2022-05-20 18:00:00,4.965,3.66,21.035,3.53,55.28,1019.075,12.13,29.59
2022-05-20 17:00:00,4.54,2.69,20.9,1.4,56.2,1019.5799999999999,9.01,29.225
2022-05-20 16:00:00,7.865,6.18,26.175,3.52,58.9,1020.525,10.66,29.255000000000003
2022-05-20 15:00:00,7.76,3.7,27.265,2.73,57.34,1021.24,10.02,28.43
2022-05-20 14:00:00,5.26,0.0,22.835,0.0,47.8,1021.77,11.04,28.525
2022-05-20 13:00:00,7.025,0.0,26.34,0.3,43.46,1022.63,12.05,28.17
2022-05-20 12:00:00,8.03,0.0,31.189999999999998,1.91,36.35,1023.725,14.85,26.445
2022-05-20 11:00:00,8.575,0.0,37.045,13.51,13.86,1024.32,31.75,24.17
2022-05-20 10:00:00,9.945,2.33,49.305,26.59,2.47,1024.705,31.76,20.975
2022-05-20 09:00:00,9.59,17.22,63.67,30.16,3.09,1024.9650000000001,15.29,16.505000000000003
2022-05-20 08:00:00,10.035,19.55,67.20500000000001,42.58,0.0,1024.625,14.5,16.125
2022-05-20 07:00:00,6.35,8.57,55.67,41.82,0.0,1024.4450000000002,11.95,15.155
2022-05-20 06:00:00,5.97,5.34,55.885000000000005,30.21,7.1,1024.225,8.0,14.69
2022-05-20 05:00:00,5.475,3.51,52.965,24.82,11.88,1024.03,7.35,14.995000000000001
2022-05-20 04:00:00,5.25,4.07,50.21,22.35,15.93,1023.99,8.21,15.58
2022-05-20 03:00:00,5.895,8.64,49.32,23.71,14.55,1023.89,8.53,16.564999999999998
2022-05-20 02:00:00,6.484999999999999,17.07,50.19,36.55,0.56,1024.045,11.25,16.93
2022-05-20 01:00:00,6.02,14.28,46.239999999999995,31.38,8.59,1023.88,11.96,17.725
2022-05-20 00:00:00,5.165,25.84,43.86,51.66,0.0,1023.5550000000001,11.37,17.62
2022-05-19 23:00:00,4.57,17.08,39.870000000000005,43.11,1.34,1023.34,10.74,18.475
2022-05-19 22:00:00,4.6,17.65,37.535,39.59,7.82,1022.7,8.68,19.475
2022-05-19 21:00:00,5.045,13.52,35.68000000000001,18.83,39.31,1022.15,10.54,20.8
2022-05-19 20:00:00,4.715,5.07,31.58,8.41,49.75,1021.835,9.89,22.425
2022-05-19 19:00:00,4.82,1.47,27.455,5.07,52.2,1021.605,8.74,24.865000000000002
2022-05-19 18:00:00,5.175,2.48,26.84,6.21,52.68,1021.835,10.81,25.67
2022-05-19 17:00:00,5.09,1.88,26.705,6.03,54.39,1022.29,10.91,25.65
2022-05-19 16:00:00,5.305,0.16,27.975,3.24,57.62,1022.745,11.12,25.13
2022-05-19 15:00:00,5.845,0.17,27.455,3.31,47.89,1023.38,10.15,26.09
2022-05-19 14:00:00,4.95,0.0,26.6,1.4,47.15,1024.025,13.8,25.55
2022-05-19 13:00:00,5.8,0.0,29.71,3.7,41.04,1024.88,10.9,24.689999999999998
2022-05-19 12:00:00,5.705,0.0,34.13,3.81,38.18,1025.5349999999999,11.8,22.275
2022-05-19 11:00:00,5.765000000000001,0.0,37.84,4.66,33.46,1025.82,13.29,20.655
2022-05-19 10:00:00,6.65,0.0,40.405,5.08,36.01,1025.995,13.35,20.59
2022-05-19 09:00:00,6.855,2.22,52.504999999999995,13.33,34.65,1026.1,10.79,16.625
2022-05-19 08:00:00,8.535,8.1,63.135000000000005,22.63,26.15,1026.13,9.6,15.525
2022-05-19 07:00:00,7.605,8.61,63.665,30.87,12.12,1025.865,10.96,14.415
2022-05-19 06:00:00,3.825,0.0,50.599999999999994,9.11,35.92,1025.1599999999999,9.83,13.915
2022-05-19 05:00:00,4.880000000000001,0.0,51.635,8.62,32.58,1024.74,8.61,14.75
2022-05-19 04:00:00,5.035,0.0,46.83,2.01,41.26,1024.315,9.43,16.445
2022-05-19 03:00:00,4.765000000000001,0.0,45.97,0.89,45.32,1023.815,8.29,16.445
2022-05-19 02:00:00,6.85,0.91,54.245,7.44,42.22,1022.745,8.96,16.119999999999997
2022-05-19 01:00:00,8.295,1.2,55.235,5.32,44.4,1021.55,13.55,17.39
2022-05-19 00:00:00,7.13,2.51,52.05,6.82,42.88,1019.8399999999999,11.5,17.060000000000002
2022-05-18 23:00:00,10.04,15.45,58.815,14.36,37.22,1018.0250000000001,8.67,18.240000000000002
2022-05-18 22:00:00,13.24,33.82,63.16,24.4,43.21,1016.125,11.39,20.485
2022-05-18 21:00:00,13.245,17.56,53.3,13.21,48.21,1014.1099999999999,11.25,23.275
2022-05-18 20:00:00,11.370000000000001,13.41,43.41,10.84,46.85,1012.9100000000001,9.23,24.65
