,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-05-16 21:00:00,22.74,55.59,50.5,31.0,13.0,80.48,724.62
2022-05-16 22:00:00,22.16,53.9,47.0,29.0,12.0,75.34,708.18
2022-05-16 23:00:00,21.43,65.16,69.0,42.5,18.0,68.49,652.27
2022-05-17 00:00:00,21.39,75.39,87.0,53.0,22.0,71.92,598.35
2022-05-17 01:00:00,21.07,83.62,108.5,65.5,27.0,68.49,440.72
2022-05-17 02:00:00,20.74,92.06,112.0,67.0,27.0,68.49,366.06
2022-05-17 03:00:00,20.36,93.03,110.0,66.0,26.5,68.49,447.14
2022-05-17 04:00:00,20.35,90.24,130.0,79.0,33.0,65.07,625.84
2022-05-17 05:00:00,21.3,83.55,123.5,75.0,31.0,59.93,675.31
2022-05-17 06:00:00,22.27,77.41,108.0,66.0,27.0,54.79,593.46
2022-05-17 07:00:00,23.15,74.42,111.5,66.5,27.0,54.79,520.15
2022-05-17 08:00:00,24.47,67.91,108.0,65.0,27.0,47.95,628.19
2022-05-17 09:00:00,25.83,63.92,98.0,59.5,24.5,49.66,454.87
2022-05-17 10:00:00,27.74,44.89,55.0,34.0,14.0,30.82,343.84
2022-05-17 11:00:00,27.55,41.91,49.0,30.5,13.0,39.38,409.68
2022-05-17 12:00:00,28.36,49.36,57.0,35.0,15.0,54.79,346.81
2022-05-17 13:00:00,28.1,56.63,60.5,37.0,16.0,70.21,445.99
2022-05-17 14:00:00,27.75,49.09,60.0,37.0,16.0,54.79,405.76
2022-05-17 15:00:00,28.29,48.07,57.0,35.5,15.0,54.79,490.35
2022-05-17 16:00:00,28.75,41.29,51.0,32.0,13.0,44.52,406.58
2022-05-17 17:00:00,27.99,42.97,48.5,30.0,12.5,58.22,509.45
2022-05-17 18:00:00,26.61,53.73,57.0,35.0,15.0,78.77,741.57
2022-05-17 19:00:00,25.36,59.47,64.5,40.0,17.0,85.62,872.91
2022-05-17 20:00:00,25.55,52.49,76.0,47.0,20.0,82.19,649.85
2022-05-17 21:00:00,24.2,64.99,65.5,40.5,17.5,71.92,526.77
2022-05-17 22:00:00,24.27,64.86,71.0,44.0,19.0,65.07,488.99
2022-05-17 23:00:00,23.49,67.15,90.5,55.5,23.5,61.64,433.68
2022-05-18 00:00:00,22.08,72.39,88.0,54.0,23.0,61.64,489.67
2022-05-18 01:00:00,22.48,71.13,84.0,51.5,21.5,56.51,372.03
2022-05-18 02:00:00,22.67,62.33,59.0,36.0,15.0,51.37,278.96
2022-05-18 03:00:00,22.73,61.7,65.0,40.0,17.0,54.79,319.03
2022-05-18 04:00:00,22.68,57.55,50.0,31.0,13.0,51.37,302.08
2022-05-18 05:00:00,23.32,53.07,35.0,21.5,9.0,47.95,265.96
2022-05-18 06:00:00,23.19,59.94,57.0,34.0,15.0,61.64,417.62
2022-05-18 07:00:00,26.17,45.82,28.0,17.0,7.0,34.25,240.51
2022-05-18 08:00:00,28.12,39.7,26.0,15.0,6.0,30.82,246.64
2022-05-18 09:00:00,28.96,37.96,24.5,15.0,6.0,30.82,214.89
2022-05-18 10:00:00,30.39,35.62,25.0,15.0,6.0,23.97,260.27
2022-05-18 11:00:00,30.38,35.5,25.0,15.0,6.0,19.86,289.4
2022-05-18 12:00:00,30.3,35.5,24.0,14.0,5.0,23.29,313.51
2022-05-18 13:00:00,29.78,35.03,23.5,14.0,5.0,44.52,323.61
2022-05-18 14:00:00,28.08,38.04,27.0,16.0,6.0,54.79,322.08
2022-05-18 15:00:00,26.46,41.69,21.0,13.0,5.0,61.64,367.93
2022-05-18 16:00:00,25.27,44.11,22.0,14.0,6.0,61.64,355.61
2022-05-18 17:00:00,25.05,43.09,19.0,11.5,5.0,58.22,312.34
2022-05-18 18:00:00,24.1,46.37,19.0,11.0,4.0,61.64,306.39
2022-05-18 19:00:00,21.06,69.48,21.0,12.0,5.0,80.48,371.74
2022-05-18 20:00:00,18.7,66.26,13.0,8.0,3.0,68.49,280.52
2022-05-18 21:00:00,17.59,59.79,13.5,8.0,3.0,56.51,233.64
2022-05-18 22:00:00,17.96,52.56,9.0,5.0,2.0,51.37,208.65
2022-05-18 23:00:00,16.86,59.96,8.0,5.0,2.0,56.51,218.59
2022-05-19 00:00:00,17.1,47.01,7.0,4.0,1.0,47.95,166.07
2022-05-19 01:00:00,17.22,46.77,6.5,3.0,1.0,47.95,164.9
2022-05-19 02:00:00,15.2,53.34,7.0,4.0,1.0,54.79,197.3
2022-05-19 03:00:00,14.56,52.96,5.5,3.0,1.0,54.79,192.33
2022-05-19 04:00:00,15.57,64.19,16.0,9.0,4.0,71.92,313.11
2022-05-19 05:00:00,16.45,64.52,12.0,7.0,3.0,61.64,277.72
2022-05-19 06:00:00,17.52,57.64,8.0,5.0,2.0,54.79,252.81
2022-05-19 07:00:00,19.14,46.25,11.0,6.0,2.0,46.23,226.15
2022-05-19 08:00:00,19.36,43.89,12.0,7.0,3.0,51.37,246.61
2022-05-19 09:00:00,20.07,41.52,12.0,7.0,3.0,54.79,245.31
2022-05-19 10:00:00,21.68,37.21,14.0,8.0,3.0,44.52,282.41
2022-05-19 11:00:00,22.01,35.35,12.5,7.5,3.0,44.52,250.87
2022-05-19 12:00:00,22.83,31.97,11.0,6.0,2.0,47.95,289.66
2022-05-19 13:00:00,22.05,37.18,11.0,6.5,2.5,58.22,297.98
2022-05-19 14:00:00,22.58,35.37,10.0,6.0,2.0,58.22,239.67
2022-05-19 15:00:00,22.31,36.94,10.5,6.5,2.5,61.64,278.79
2022-05-19 16:00:00,22.58,33.93,9.0,6.0,2.0,58.22,330.38
2022-05-19 17:00:00,22.29,33.5,8.0,4.5,2.0,58.22,286.72
2022-05-19 18:00:00,21.02,36.42,9.0,6.0,2.0,61.64,327.35
2022-05-19 19:00:00,20.1,39.99,10.0,6.0,2.0,75.34,455.25
2022-05-19 20:00:00,19.13,40.1,15.0,9.0,4.0,71.92,467.09
2022-05-19 21:00:00,18.45,44.05,21.0,13.0,5.5,78.77,789.0
2022-05-19 22:00:00,19.03,44.44,20.0,12.0,5.0,61.64,432.58
2022-05-19 23:00:00,18.05,49.64,22.5,14.0,6.0,71.92,545.22
2022-05-20 00:00:00,17.79,49.29,18.0,11.0,4.0,61.64,381.14
2022-05-20 01:00:00,16.69,50.69,16.5,9.5,4.0,61.64,312.22
2022-05-20 02:00:00,16.06,53.02,15.0,9.0,4.0,61.64,301.39
2022-05-20 03:00:00,15.75,55.45,18.0,11.0,4.5,61.64,360.96
2022-05-20 04:00:00,16.49,54.3,22.0,13.0,6.0,68.49,534.14
2022-05-20 05:00:00,17.35,58.96,38.5,24.0,10.0,70.21,733.65
2022-05-20 06:00:00,17.18,69.77,66.0,41.0,18.0,61.64,510.48
2022-05-20 07:00:00,19.1,58.46,59.5,35.5,15.0,51.37,560.18
2022-05-20 08:00:00,21.88,45.72,39.0,24.0,10.0,47.95,454.24
2022-05-20 09:00:00,23.61,38.79,17.5,11.0,4.0,35.96,287.38
2022-05-20 10:00:00,25.08,33.61,15.0,9.0,4.0,34.25,317.12
2022-05-20 11:00:00,25.32,30.02,13.5,8.0,3.0,41.1,381.16
2022-05-20 12:00:00,25.51,32.46,12.0,7.0,3.0,47.95,303.29
2022-05-20 13:00:00,25.5,32.1,10.0,6.0,2.0,53.08,321.28
2022-05-20 14:00:00,25.96,27.62,11.0,7.0,2.0,47.95,370.73
2022-05-20 15:00:00,26.41,25.92,10.5,6.0,2.0,47.95,371.71
2022-05-20 16:00:00,26.98,27.51,11.0,6.0,2.0,54.79,418.98
2022-05-20 17:00:00,26.48,26.43,10.0,6.0,2.0,56.51,472.35
2022-05-20 18:00:00,24.56,29.89,14.0,8.0,3.0,68.49,616.2
2022-05-20 19:00:00,22.75,32.47,17.0,10.0,4.5,83.9,824.96
2022-05-20 20:00:00,21.99,34.8,26.0,16.0,6.0,85.62,772.47
2022-05-20 21:00:00,20.76,38.26,20.5,12.5,5.0,82.19,864.65
2022-05-20 22:00:00,19.74,40.14,18.0,11.0,4.0,82.19,808.25
2022-05-20 23:00:00,19.56,40.09,14.5,9.0,4.0,68.49,509.42
2022-05-21 00:00:00,20.23,37.69,15.0,9.0,4.0,65.07,426.6
2022-05-21 01:00:00,19.58,42.29,19.0,12.0,5.0,71.92,491.02
2022-05-21 02:00:00,18.27,45.08,23.0,14.0,6.0,68.49,466.01
2022-05-21 03:00:00,17.69,51.76,27.0,16.5,7.0,75.34,582.25
2022-05-21 04:00:00,17.2,53.5,28.0,17.0,7.0,75.34,631.48
2022-05-21 05:00:00,18.81,50.16,27.5,17.0,7.0,70.21,645.82
2022-05-21 06:00:00,19.42,66.16,47.0,29.0,12.0,58.22,502.55
2022-05-21 07:00:00,20.62,63.66,53.5,32.5,13.0,58.22,502.4
2022-05-21 08:00:00,22.92,48.66,49.0,29.0,12.0,51.37,480.4
2022-05-21 09:00:00,24.95,39.47,48.0,29.5,12.5,37.67,461.36
2022-05-21 10:00:00,26.42,30.68,16.0,10.0,4.0,27.4,283.45
2022-05-21 11:00:00,27.47,25.68,11.0,7.0,3.0,27.4,273.76
2022-05-21 12:00:00,27.37,26.05,12.0,7.0,3.0,41.1,397.77
2022-05-21 13:00:00,27.84,27.91,12.5,7.5,3.0,49.66,325.28
2022-05-21 14:00:00,27.94,33.56,17.0,10.0,4.0,61.64,469.28
2022-05-21 15:00:00,27.72,37.31,13.0,8.0,3.0,65.07,423.0
2022-05-21 16:00:00,26.97,46.69,16.0,10.0,4.0,78.77,515.5
2022-05-21 17:00:00,26.99,36.26,16.0,9.5,4.0,56.51,443.48
2022-05-21 18:00:00,26.25,45.03,20.0,12.0,5.0,78.77,543.58
2022-05-21 19:00:00,24.4,57.63,36.0,21.0,9.0,82.19,594.44
2022-05-21 20:00:00,22.76,48.93,36.0,22.0,9.0,82.19,851.43
2022-05-21 21:00:00,22.38,51.28,50.0,31.0,13.0,80.48,1174.89
2022-05-21 22:00:00,22.06,50.28,48.0,29.0,13.0,71.92,1053.91
2022-05-21 23:00:00,21.01,47.25,21.5,13.0,6.0,65.07,681.88
2022-05-22 00:00:00,20.91,41.8,18.0,11.0,5.0,65.07,546.18
2022-05-22 01:00:00,20.28,42.55,18.5,11.0,4.5,63.36,511.29
2022-05-22 02:00:00,19.99,44.73,26.0,16.0,6.0,65.07,540.63
2022-05-22 03:00:00,19.39,50.22,33.5,21.0,9.0,68.49,587.51
2022-05-22 04:00:00,19.39,52.62,31.0,19.0,8.0,68.49,623.99
2022-05-22 05:00:00,20.49,56.57,36.5,22.5,9.5,59.93,534.68
2022-05-22 06:00:00,20.96,58.69,42.0,26.0,11.0,54.79,501.11
2022-05-22 07:00:00,23.11,52.98,44.5,27.5,12.0,54.79,578.12
2022-05-22 08:00:00,25.45,43.5,62.0,36.0,14.0,44.52,404.48
2022-05-22 09:00:00,29.46,39.38,40.5,25.0,11.0,30.82,448.55
2022-05-22 10:00:00,32.26,28.14,31.0,19.0,8.0,30.65,211.74
2022-05-22 11:00:00,33.95,23.69,20.0,12.5,5.0,22.82,277.69
2022-05-22 12:00:00,33.86,23.19,17.0,10.0,4.0,25.34,277.75
2022-05-22 13:00:00,32.15,27.91,21.0,13.0,5.0,18.49,464.52
2022-05-22 14:00:00,33.49,24.51,16.0,10.0,4.0,5.48,345.23
2022-05-22 15:00:00,32.84,25.13,18.0,11.0,4.5,10.96,375.46
2022-05-22 16:00:00,32.31,26.92,18.0,11.0,4.0,18.49,421.57
2022-05-22 17:00:00,30.28,31.41,14.5,9.0,3.0,33.56,472.38
2022-05-22 18:00:00,28.0,43.57,40.0,25.0,11.0,82.19,617.49
2022-05-22 19:00:00,25.37,51.29,22.0,13.5,5.5,85.62,516.64
2022-05-22 20:00:00,22.3,68.44,26.0,16.0,7.0,71.92,740.45
2022-05-22 21:00:00,24.7,48.53,17.0,10.0,4.0,47.95,305.37
2022-05-22 22:00:00,24.59,45.06,18.0,11.0,5.0,44.52,274.18
2022-05-22 23:00:00,24.28,45.35,18.0,11.0,4.0,47.95,279.1
2022-05-23 00:00:00,23.48,47.69,14.0,8.0,3.0,47.95,269.56
2022-05-23 01:00:00,23.57,46.74,17.0,10.0,4.0,47.95,256.95
2022-05-23 02:00:00,21.81,66.15,31.0,19.0,8.0,65.07,400.82
2022-05-23 03:00:00,20.74,67.59,35.0,21.0,9.0,53.08,490.98
2022-05-23 04:00:00,20.66,68.8,48.0,29.0,12.0,58.22,590.27
2022-05-23 05:00:00,21.01,66.42,51.5,30.5,12.5,54.79,683.65
2022-05-23 06:00:00,21.79,59.88,50.0,29.0,12.0,51.37,456.49
2022-05-23 07:00:00,24.56,49.06,52.0,31.0,12.5,42.81,499.55
2022-05-23 08:00:00,25.68,45.14,35.0,21.0,9.0,34.25,391.73
2022-05-23 09:00:00,27.89,43.07,41.0,25.0,10.5,44.52,376.3
2022-05-23 10:00:00,28.41,44.41,40.0,25.0,10.0,47.95,343.48
2022-05-23 11:00:00,28.67,44.44,34.0,21.5,9.0,49.66,359.47
2022-05-23 12:00:00,29.22,39.51,28.0,17.0,7.0,44.52,275.35
2022-05-23 13:00:00,28.5,36.72,29.5,18.0,7.5,51.37,336.25
2022-05-23 14:00:00,25.39,57.33,31.0,19.0,8.0,78.77,458.74
2022-05-23 15:00:00,24.73,61.55,34.5,21.0,9.0,75.34,490.2
2022-05-23 16:00:00,25.8,62.92,50.0,30.0,13.0,68.49,613.71
2022-05-23 17:00:00,26.46,57.36,50.5,31.0,13.0,63.36,518.99
2022-05-23 18:00:00,24.73,75.42,65.0,40.0,16.0,78.77,587.77
2022-05-23 19:00:00,24.59,73.15,69.5,42.5,18.0,75.34,999.35
2022-05-23 20:00:00,22.8,72.83,71.0,43.0,18.0,71.92,1092.04
2022-05-23 21:00:00,22.51,77.25,81.0,49.0,20.5,68.49,879.77
2022-05-23 22:00:00,22.46,77.34,75.0,46.0,19.0,65.07,945.95
2022-05-23 23:00:00,21.88,79.36,72.0,43.5,18.0,63.36,660.37
2022-05-24 00:00:00,22.04,74.5,68.0,42.0,18.0,54.79,493.01
2022-05-24 01:00:00,21.65,76.03,67.0,41.0,17.0,51.37,457.77
2022-05-24 02:00:00,20.71,82.06,69.0,42.0,17.0,54.79,426.61
2022-05-24 03:00:00,20.74,83.67,71.5,43.0,17.5,59.93,618.23
2022-05-24 04:00:00,21.15,86.27,120.0,73.0,31.0,58.22,837.39
2022-05-24 05:00:00,21.94,80.23,125.5,75.5,31.0,51.37,889.46
2022-05-24 06:00:00,22.49,79.06,111.0,66.0,27.0,51.37,624.5
2022-05-24 07:00:00,24.11,73.21,94.5,56.5,22.5,37.67,500.56
2022-05-24 08:00:00,25.06,63.18,81.0,49.0,20.0,37.67,381.79
2022-05-24 09:00:00,25.54,67.27,60.5,37.0,15.5,54.79,457.78
2022-05-24 10:00:00,27.18,59.4,51.0,31.0,13.0,44.52,443.65
2022-05-24 11:00:00,27.09,57.01,46.5,28.5,12.0,44.52,482.97
2022-05-24 12:00:00,28.21,55.19,46.0,28.0,12.0,51.37,599.44
2022-05-24 13:00:00,26.84,60.87,52.5,33.0,14.0,63.36,519.56
2022-05-24 14:00:00,27.24,54.71,47.0,29.0,13.0,58.22,479.91
2022-05-24 15:00:00,26.79,55.68,46.0,28.0,12.0,59.93,558.59
2022-05-24 16:00:00,26.22,56.07,48.0,29.0,13.0,61.64,464.4
2022-05-24 17:00:00,25.47,56.07,49.5,30.5,13.0,65.07,505.56
2022-05-24 18:00:00,24.34,62.54,48.0,30.0,13.0,71.92,459.43
2022-05-24 19:00:00,23.71,67.35,55.5,34.0,14.5,71.92,500.09
2022-05-24 20:00:00,24.45,63.61,64.0,39.0,17.0,61.64,449.95
2022-05-24 21:00:00,23.37,72.07,67.0,41.0,17.5,63.36,411.03
2022-05-24 22:00:00,23.11,69.94,65.0,40.0,17.0,61.64,394.31
2022-05-24 23:00:00,23.06,66.85,62.5,38.0,16.5,58.22,407.27
2022-05-25 00:00:00,22.11,72.28,68.0,41.0,18.0,61.64,411.51
2022-05-25 01:00:00,21.76,74.42,74.0,46.0,19.5,61.64,458.79
2022-05-25 02:00:00,21.32,78.12,83.0,51.0,22.0,58.22,404.48
2022-05-25 03:00:00,20.46,86.74,98.0,59.5,25.0,70.21,511.19
2022-05-25 04:00:00,20.63,85.82,91.0,56.0,24.0,71.92,576.94
2022-05-25 05:00:00,22.56,72.4,82.5,51.0,21.5,61.64,1035.69
2022-05-25 06:00:00,23.73,70.6,102.0,62.0,26.0,61.64,774.42
2022-05-25 07:00:00,25.92,61.48,99.5,61.0,26.0,54.79,791.49
2022-05-25 08:00:00,26.46,60.33,72.0,45.0,19.0,54.79,495.51
2022-05-25 09:00:00,25.62,71.36,100.5,61.0,25.5,59.93,472.96
2022-05-25 10:00:00,27.68,57.45,60.0,37.0,16.0,51.37,412.99
2022-05-25 11:00:00,28.24,54.74,56.5,34.5,15.0,47.95,370.52
2022-05-25 12:00:00,26.77,61.86,59.0,37.0,16.0,65.07,398.09
2022-05-25 13:00:00,27.26,58.64,55.5,34.5,15.0,59.93,480.21
2022-05-25 14:00:00,27.68,55.64,50.0,32.0,14.0,58.22,418.84
2022-05-25 15:00:00,27.76,57.13,54.0,33.5,14.5,61.64,429.76
2022-05-25 16:00:00,27.36,61.09,57.0,35.0,15.0,71.92,458.97
2022-05-25 17:00:00,26.41,60.48,56.5,35.0,15.0,71.92,497.12
2022-05-25 18:00:00,25.82,57.23,54.0,34.0,15.0,61.64,527.87
2022-05-25 19:00:00,26.49,54.8,55.5,34.0,15.0,61.64,444.1
2022-05-25 20:00:00,26.53,53.45,55.0,34.0,15.0,61.64,468.7
2022-05-25 21:00:00,27.54,45.51,36.0,22.0,9.0,44.52,257.33
2022-05-25 22:00:00,24.81,66.57,51.0,31.0,13.0,75.34,407.05
2022-05-25 23:00:00,24.17,69.12,51.5,32.0,14.0,68.49,350.83
2022-05-26 00:00:00,23.49,66.03,49.0,30.0,13.0,65.07,379.71
2022-05-26 01:00:00,22.71,66.53,45.0,27.5,12.0,61.64,334.08
2022-05-26 02:00:00,22.25,67.03,47.0,28.0,12.0,61.64,367.09
2022-05-26 03:00:00,22.2,67.46,51.5,31.0,13.0,66.78,413.32
2022-05-26 04:00:00,22.33,67.8,57.0,35.0,15.0,71.92,648.05
2022-05-26 05:00:00,23.74,65.67,77.0,48.0,21.0,70.21,1137.26
2022-05-26 06:00:00,24.88,64.49,73.0,45.0,19.0,61.64,770.85
2022-05-26 07:00:00,25.05,70.46,96.0,58.0,24.0,63.36,596.48
2022-05-26 08:00:00,26.43,61.12,75.0,46.0,19.0,51.37,482.57
2022-05-26 09:00:00,27.32,58.28,88.0,53.5,22.5,53.08,419.62
2022-05-26 10:00:00,30.09,50.89,81.0,49.0,21.0,43.84,559.33
2022-05-26 11:00:00,31.12,45.62,66.5,41.0,17.5,37.67,511.52
2022-05-26 12:00:00,31.26,45.36,56.0,34.0,15.0,43.84,443.06
2022-05-26 13:00:00,32.2,43.03,53.0,33.0,14.0,43.49,537.14
2022-05-26 14:00:00,32.68,42.48,49.0,30.0,13.0,43.15,443.6
2022-05-26 15:00:00,32.42,45.52,47.5,29.5,13.0,54.11,531.0
2022-05-26 16:00:00,32.35,47.59,45.0,28.0,12.0,58.22,560.64
2022-05-26 17:00:00,30.96,47.57,48.0,29.0,12.5,49.32,557.38
2022-05-26 18:00:00,29.42,48.87,59.0,36.0,15.0,85.62,803.17
2022-05-26 19:00:00,28.33,53.46,49.0,30.0,13.0,75.34,650.99
2022-05-26 20:00:00,27.34,60.25,52.0,31.0,13.0,82.19,587.94
2022-05-26 21:00:00,26.62,57.76,74.0,45.0,19.0,78.77,1213.53
2022-05-26 22:00:00,26.03,60.27,68.0,42.0,18.0,68.49,983.02
2022-05-26 23:00:00,25.3,63.24,72.0,43.5,19.0,70.21,928.95
2022-05-27 00:00:00,24.93,65.36,75.0,46.0,19.0,68.49,675.11
2022-05-27 01:00:00,23.85,68.78,75.5,45.5,19.0,61.64,549.3
2022-05-27 02:00:00,23.5,70.73,79.0,48.0,20.0,65.07,532.99
2022-05-27 03:00:00,23.63,72.29,84.0,51.0,21.5,61.64,459.43
2022-05-27 04:00:00,23.5,75.97,90.0,55.0,23.0,71.92,632.53
2022-05-27 05:00:00,24.3,75.92,96.5,59.0,25.0,68.49,701.05
2022-05-27 06:00:00,25.28,73.91,97.0,58.0,24.0,61.64,735.86
2022-05-27 07:00:00,26.25,71.83,101.5,62.5,26.0,54.79,614.53
2022-05-27 08:00:00,28.17,58.49,91.0,55.0,23.0,44.52,589.25
2022-05-27 09:00:00,29.33,55.5,95.0,58.0,24.5,47.95,571.25
2022-05-27 10:00:00,31.62,45.7,78.0,47.0,20.0,32.88,531.39
2022-05-27 11:00:00,30.21,47.67,73.5,44.5,19.0,43.15,479.09
2022-05-27 12:00:00,30.44,50.31,67.0,41.0,17.0,54.79,505.89
2022-05-27 13:00:00,30.4,51.18,57.0,35.0,15.0,46.23,502.63
2022-05-27 14:00:00,31.29,47.19,55.0,33.0,14.0,36.3,549.54
2022-05-27 15:00:00,31.67,39.94,80.0,49.0,21.0,29.45,491.4
2022-05-27 16:00:00,30.01,46.15,77.0,47.0,20.0,50.68,448.94
2022-05-27 17:00:00,28.44,51.44,74.0,46.0,19.0,71.92,524.64
2022-05-27 18:00:00,27.77,55.1,79.0,48.0,21.0,75.34,614.13
2022-05-27 19:00:00,27.84,57.28,83.0,50.5,21.5,75.34,668.17
2022-05-27 20:00:00,27.83,50.59,61.0,37.0,15.0,51.37,401.6
2022-05-27 21:00:00,27.07,67.12,81.0,49.5,20.5,80.48,503.7
2022-05-27 22:00:00,25.81,79.85,79.0,48.0,20.0,82.19,519.28
2022-05-27 23:00:00,25.73,77.98,76.0,46.0,19.5,68.49,404.6
2022-05-28 00:00:00,25.57,72.92,75.0,45.0,19.0,58.22,407.76
2022-05-28 01:00:00,24.92,69.82,85.5,52.0,21.5,54.79,370.57
2022-05-28 02:00:00,24.17,66.8,89.0,54.0,22.0,58.22,378.85
2022-05-28 03:00:00,23.88,67.14,104.5,63.0,26.0,63.36,482.12
2022-05-28 04:00:00,23.9,68.08,103.0,63.0,26.0,71.92,626.12
2022-05-28 05:00:00,24.94,68.31,115.0,70.0,29.0,68.49,716.98
2022-05-28 06:00:00,25.55,70.03,118.0,72.0,30.0,61.64,521.87
2022-05-28 07:00:00,25.94,70.21,119.0,72.5,30.5,59.93,426.35
2022-05-28 08:00:00,27.37,60.82,109.0,67.0,28.0,44.52,422.76
2022-05-28 09:00:00,29.23,51.35,105.0,63.5,26.5,39.38,366.1
2022-05-28 10:00:00,30.03,46.29,101.0,63.0,27.0,34.25,315.45
2022-05-28 11:00:00,28.88,53.44,106.0,65.0,27.5,58.22,379.27
2022-05-28 12:00:00,30.91,46.28,99.0,60.0,25.0,34.93,371.69
2022-05-28 13:00:00,28.05,65.34,99.5,60.5,25.5,78.77,429.48
2022-05-28 14:00:00,28.5,64.3,98.0,59.0,24.0,71.92,433.99
2022-05-28 15:00:00,28.3,63.84,99.0,60.5,25.0,73.63,374.92
2022-05-28 16:00:00,28.63,59.82,93.0,57.0,24.0,61.64,375.67
2022-05-28 17:00:00,27.53,66.29,89.5,54.5,22.5,71.92,431.32
2022-05-28 18:00:00,26.31,72.99,122.0,73.0,30.0,75.34,460.49
2022-05-28 19:00:00,25.8,73.53,89.0,54.0,22.0,71.92,385.74
2022-05-28 20:00:00,25.63,70.25,82.0,50.0,20.0,65.07,337.76
2022-05-28 21:00:00,25.86,64.83,86.0,52.5,22.0,61.64,367.03
2022-05-28 22:00:00,25.88,64.16,107.0,65.0,27.0,61.64,506.07
2022-05-28 23:00:00,24.82,61.45,81.5,50.0,20.0,65.07,551.41
2022-05-29 00:00:00,24.84,67.49,106.0,64.0,26.0,71.92,624.34
2022-05-29 01:00:00,24.97,67.21,110.5,66.0,27.0,65.07,461.85
2022-05-29 02:00:00,24.5,82.36,122.0,73.0,30.0,65.07,413.42
2022-05-29 03:00:00,23.92,78.48,115.5,69.5,28.0,61.64,412.7
2022-05-29 04:00:00,23.82,78.04,108.0,65.0,27.0,58.22,367.28
2022-05-29 05:00:00,25.1,57.59,54.0,32.0,13.0,37.67,300.64
2022-05-29 06:00:00,25.15,67.63,93.0,57.0,23.0,58.22,376.32
2022-05-29 07:00:00,25.49,74.13,134.0,80.0,32.5,56.51,369.11
2022-05-29 08:00:00,26.63,62.16,99.0,60.0,25.0,41.1,332.95
2022-05-29 09:00:00,27.66,53.05,78.0,47.5,20.0,39.38,260.05
2022-05-29 10:00:00,28.39,48.89,75.0,45.0,19.0,37.67,327.33
2022-05-29 11:00:00,27.58,57.46,93.0,57.0,23.5,73.63,308.19
2022-05-29 12:00:00,27.21,65.31,90.0,55.0,23.0,71.92,328.82
2022-05-29 13:00:00,28.1,58.18,79.0,48.0,20.0,58.22,291.75
2022-05-29 14:00:00,28.89,54.35,72.0,44.0,19.0,51.37,249.08
2022-05-29 15:00:00,25.67,76.02,117.5,71.0,29.0,94.18,399.21
2022-05-29 16:00:00,22.3,87.13,40.0,24.0,9.0,78.77,322.15
2022-05-29 17:00:00,23.36,85.52,56.5,33.5,13.0,78.77,610.53
2022-05-29 18:00:00,23.54,79.46,58.0,35.0,14.0,75.34,719.78
2022-05-29 19:00:00,23.39,74.91,54.5,32.5,13.5,61.64,518.37
2022-05-29 20:00:00,22.04,79.48,65.0,38.0,15.0,65.07,543.13
2022-05-29 21:00:00,22.06,79.25,66.5,40.0,16.0,61.64,552.0
2022-05-29 22:00:00,21.62,79.62,61.0,36.0,15.0,61.64,480.74
2022-05-29 23:00:00,21.28,73.45,39.0,23.0,9.5,56.51,368.05
2022-05-30 00:00:00,20.89,73.12,37.0,22.0,9.0,58.22,392.26
2022-05-30 01:00:00,20.8,72.25,32.0,19.5,8.0,51.37,282.59
2022-05-30 02:00:00,21.74,63.74,27.0,16.0,7.0,44.52,224.77
2022-05-30 03:00:00,20.48,77.48,53.5,31.5,12.5,63.36,373.95
2022-05-30 04:00:00,21.29,63.84,22.0,13.0,5.0,54.79,387.56
2022-05-30 05:00:00,22.02,59.47,22.0,13.5,5.0,47.95,376.15
2022-05-30 06:00:00,22.1,66.27,43.0,26.0,10.0,54.79,521.79
2022-05-30 07:00:00,23.47,61.13,37.0,22.0,9.0,54.79,465.82
2022-05-30 08:00:00,26.19,49.42,27.0,16.0,6.0,41.1,319.38
2022-05-30 09:00:00,28.13,40.33,16.5,10.0,4.0,22.26,222.93
2022-05-30 10:00:00,30.18,34.53,14.0,8.0,3.0,15.07,296.25
2022-05-30 11:00:00,30.46,32.75,14.0,8.0,3.0,18.15,330.19
2022-05-30 12:00:00,28.6,46.39,13.0,8.0,3.0,68.49,385.51
2022-05-30 13:00:00,29.33,40.91,14.5,8.5,3.5,56.51,392.54
2022-05-30 14:00:00,29.29,41.55,11.0,6.0,2.0,58.22,349.65
2022-05-30 15:00:00,29.12,47.07,12.0,7.0,3.0,73.63,381.45
2022-05-30 16:00:00,29.06,41.29,10.0,6.0,2.0,58.22,316.26
2022-05-30 17:00:00,28.02,44.33,9.5,6.0,2.0,58.22,349.52
2022-05-30 18:00:00,27.47,37.95,10.0,5.0,2.0,51.37,317.33
2022-05-30 19:00:00,26.8,42.42,10.5,6.0,2.0,71.92,515.45
2022-05-30 20:00:00,25.66,43.7,11.0,6.0,3.0,68.49,524.74
2022-05-30 21:00:00,25.14,48.87,14.5,8.5,3.5,73.63,511.15
2022-05-30 22:00:00,24.46,50.29,14.0,8.0,3.0,71.92,510.54
2022-05-30 23:00:00,24.21,49.45,12.0,7.0,3.0,71.92,512.22
2022-05-31 00:00:00,23.68,51.54,15.0,9.0,4.0,65.07,536.15
