,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-05-02 17:00:00,16.1,80.14,61.5,37.5,15.0,71.92,305.02
2022-05-02 18:00:00,15.89,75.6,44.0,26.0,11.0,65.07,275.18
2022-05-02 19:00:00,15.17,81.95,47.5,29.0,12.0,65.07,276.97
2022-05-02 20:00:00,15.2,78.73,41.0,25.0,10.0,58.22,254.86
2022-05-02 21:00:00,15.46,73.82,36.5,21.5,9.0,58.22,243.44
2022-05-02 22:00:00,15.5,87.48,73.0,43.0,18.0,65.07,339.54
2022-05-02 23:00:00,14.63,92.59,62.5,37.5,15.0,61.64,271.13
2022-05-03 00:00:00,13.34,93.38,34.0,21.0,8.0,61.64,217.27
2022-05-03 01:00:00,13.51,90.73,31.0,18.0,7.5,61.64,208.89
2022-05-03 02:00:00,14.12,93.19,36.0,22.0,9.0,61.64,218.93
2022-05-03 03:00:00,14.42,94.27,36.0,22.0,9.0,59.93,261.79
2022-05-03 04:00:00,14.42,88.4,32.0,19.0,8.0,65.07,316.83
2022-05-03 05:00:00,14.67,83.08,40.0,24.0,10.0,65.07,500.55
2022-05-03 06:00:00,14.82,82.2,31.0,19.0,8.0,58.22,374.59
2022-05-03 07:00:00,16.02,71.08,35.5,21.5,9.0,58.22,425.77
2022-05-03 08:00:00,16.47,74.64,52.0,31.0,13.0,61.64,458.91
2022-05-03 09:00:00,16.88,73.47,59.5,35.5,15.0,63.36,518.84
2022-05-03 10:00:00,17.87,64.54,55.0,33.0,13.0,58.22,408.77
2022-05-03 11:00:00,18.99,52.65,32.5,19.0,8.0,49.66,342.81
2022-05-03 12:00:00,19.29,55.28,31.0,18.5,8.0,54.79,319.42
2022-05-03 13:00:00,18.99,55.3,36.0,21.5,9.0,65.07,377.18
2022-05-03 14:00:00,19.12,54.93,40.0,24.0,10.0,65.07,368.75
2022-05-03 15:00:00,18.18,63.26,35.0,21.0,9.0,71.92,355.23
2022-05-03 16:00:00,17.14,68.78,33.0,20.0,8.0,75.34,361.36
2022-05-03 17:00:00,16.87,77.9,36.5,22.5,9.5,78.77,412.15
2022-05-03 18:00:00,16.23,82.75,45.0,28.0,11.0,78.77,561.57
2022-05-03 19:00:00,16.16,83.26,42.0,25.0,10.0,68.49,386.47
2022-05-03 20:00:00,16.11,81.01,37.0,22.0,9.0,65.07,313.77
2022-05-03 21:00:00,15.38,93.95,41.5,25.0,10.0,68.49,318.84
2022-05-03 22:00:00,14.58,100.0,39.0,23.0,9.0,65.07,272.85
2022-05-03 23:00:00,14.49,100.0,34.5,20.5,8.0,61.64,252.7
2022-05-04 00:00:00,14.99,100.0,35.0,21.0,8.0,58.22,241.71
2022-05-04 01:00:00,14.12,100.0,38.0,22.0,9.0,61.64,229.9
2022-05-04 02:00:00,14.52,100.0,45.0,27.0,11.0,54.79,230.27
2022-05-04 03:00:00,14.84,100.0,43.0,25.5,10.0,58.22,329.59
2022-05-04 04:00:00,14.42,100.0,61.0,35.0,14.0,58.22,332.62
2022-05-04 05:00:00,15.0,100.0,81.0,47.0,17.5,61.64,802.84
2022-05-04 06:00:00,15.39,95.62,71.0,42.0,16.0,58.22,452.39
2022-05-04 07:00:00,15.86,89.18,41.5,25.0,10.0,54.79,388.83
2022-05-04 08:00:00,17.52,76.84,38.0,23.0,9.0,44.52,326.09
2022-05-04 09:00:00,18.35,71.09,51.5,31.0,12.5,44.52,333.89
2022-05-04 10:00:00,18.48,68.47,59.0,36.0,14.0,47.95,296.09
2022-05-04 11:00:00,19.55,63.55,57.5,34.5,14.0,53.08,317.01
2022-05-04 12:00:00,20.29,57.62,50.0,31.0,13.0,51.37,266.18
2022-05-04 13:00:00,20.41,50.6,43.5,26.5,11.0,51.37,307.45
2022-05-04 14:00:00,20.77,50.74,40.0,25.0,10.0,61.64,354.44
2022-05-04 15:00:00,21.05,47.37,39.0,24.0,10.0,54.79,344.41
2022-05-04 16:00:00,20.96,46.67,38.0,23.0,9.0,58.22,347.95
2022-05-04 17:00:00,20.79,48.8,38.5,23.0,9.0,65.07,451.19
2022-05-04 18:00:00,19.57,56.99,44.0,26.0,11.0,71.92,498.7
2022-05-04 19:00:00,17.83,68.49,58.5,34.5,14.5,85.62,877.1
2022-05-04 20:00:00,17.3,72.16,69.0,41.0,17.0,78.77,773.01
2022-05-04 21:00:00,15.95,78.74,69.0,40.5,16.5,75.34,800.95
2022-05-04 22:00:00,16.53,72.25,65.0,40.0,16.0,68.49,636.99
2022-05-04 23:00:00,15.23,77.23,70.5,42.0,16.5,68.49,637.88
2022-05-05 00:00:00,14.69,79.21,70.0,42.0,17.0,65.07,506.97
2022-05-05 01:00:00,14.14,78.13,60.0,36.0,14.0,56.51,364.53
2022-05-05 02:00:00,13.81,77.91,56.0,33.0,13.0,58.22,313.63
2022-05-05 03:00:00,13.73,75.57,48.5,28.0,11.0,61.64,353.68
2022-05-05 04:00:00,13.53,78.64,68.0,40.0,16.0,68.49,794.09
2022-05-05 05:00:00,15.16,81.93,95.0,55.5,22.0,61.64,907.25
2022-05-05 06:00:00,16.45,78.37,96.0,56.0,22.0,47.95,580.7
2022-05-05 07:00:00,18.25,68.49,87.0,51.0,20.0,47.95,678.24
2022-05-05 08:00:00,18.07,71.85,95.0,56.0,21.0,54.79,574.47
2022-05-05 09:00:00,20.7,50.42,45.5,27.0,11.0,39.38,381.91
2022-05-05 10:00:00,21.54,54.51,51.0,31.0,12.0,44.52,359.16
2022-05-05 11:00:00,22.07,56.14,53.5,31.5,13.0,54.79,433.21
2022-05-05 12:00:00,22.71,50.22,38.0,23.0,9.0,51.37,407.17
2022-05-05 13:00:00,22.54,54.17,41.0,25.0,10.0,58.22,398.93
2022-05-05 14:00:00,22.42,50.92,36.0,22.0,9.0,51.37,369.56
2022-05-05 15:00:00,22.49,51.63,37.0,22.5,9.0,56.51,439.6
2022-05-05 16:00:00,23.16,43.17,31.0,19.0,8.0,51.37,499.17
2022-05-05 17:00:00,21.33,59.1,44.0,26.0,10.5,73.63,550.25
2022-05-05 18:00:00,20.92,60.7,45.0,27.0,11.0,71.92,602.38
2022-05-05 19:00:00,20.16,65.36,51.0,30.5,12.0,78.77,960.02
2022-05-05 20:00:00,19.7,69.19,62.0,37.0,15.0,71.92,547.91
2022-05-05 21:00:00,19.07,76.21,56.5,33.5,13.0,71.92,399.74
2022-05-05 22:00:00,18.72,81.48,69.0,41.0,16.0,68.49,555.8
2022-05-05 23:00:00,18.56,79.75,64.5,37.5,14.5,58.22,379.24
2022-05-06 00:00:00,17.95,80.31,61.0,36.0,14.0,58.22,346.12
2022-05-06 01:00:00,16.65,88.41,70.5,40.5,15.5,61.64,372.84
2022-05-06 02:00:00,16.23,91.15,71.0,42.0,16.0,54.79,322.53
2022-05-06 03:00:00,15.75,95.01,73.5,42.5,16.5,61.64,400.8
2022-05-06 04:00:00,15.98,94.25,79.0,46.0,18.0,61.64,673.9
2022-05-06 05:00:00,16.89,93.48,110.5,65.0,25.5,51.37,557.23
2022-05-06 06:00:00,18.99,79.22,89.0,53.0,20.0,51.37,482.59
2022-05-06 07:00:00,18.05,88.12,106.5,61.0,23.0,54.79,514.72
2022-05-06 08:00:00,19.83,76.74,80.0,47.0,18.0,44.52,445.44
2022-05-06 09:00:00,19.95,68.96,66.5,39.0,15.5,47.95,344.06
2022-05-06 10:00:00,19.88,69.51,57.0,34.0,14.0,58.22,323.99
2022-05-06 11:00:00,20.86,69.82,51.0,30.5,12.0,59.93,419.13
2022-05-06 12:00:00,21.8,53.97,46.0,28.0,11.0,47.95,418.57
2022-05-06 13:00:00,19.91,67.85,52.5,32.0,13.0,68.49,429.08
2022-05-06 14:00:00,20.05,70.3,62.0,38.0,15.0,65.07,397.31
2022-05-06 15:00:00,20.49,52.37,40.0,24.5,10.5,54.79,407.87
2022-05-06 16:00:00,20.11,49.01,31.0,19.0,8.0,54.79,445.2
2022-05-06 17:00:00,19.39,52.55,28.0,17.0,7.0,65.07,500.58
2022-05-06 18:00:00,18.72,55.2,31.0,19.0,8.0,71.92,526.1
2022-05-06 19:00:00,18.33,56.39,30.5,19.0,8.0,70.21,435.55
2022-05-06 20:00:00,18.04,56.38,34.0,21.0,9.0,71.92,444.15
2022-05-06 21:00:00,17.87,49.79,26.5,16.0,6.5,59.93,377.83
2022-05-06 22:00:00,18.34,49.16,33.0,20.0,8.0,61.64,357.93
2022-05-06 23:00:00,17.97,58.75,45.0,28.0,12.0,75.34,520.53
2022-05-07 00:00:00,16.31,67.96,46.0,28.0,12.0,71.92,515.02
2022-05-07 01:00:00,15.77,68.79,50.5,31.0,13.0,68.49,456.29
2022-05-07 02:00:00,15.1,71.73,49.0,30.0,13.0,68.49,376.86
2022-05-07 03:00:00,15.41,65.23,39.5,24.0,10.0,61.64,340.65
2022-05-07 04:00:00,14.9,66.49,44.0,27.0,11.0,75.34,581.8
2022-05-07 05:00:00,15.83,65.88,51.5,32.0,13.5,68.49,666.04
2022-05-07 06:00:00,18.03,61.43,58.0,35.0,14.0,58.22,432.1
2022-05-07 07:00:00,18.57,61.62,50.5,31.0,13.5,56.51,388.06
2022-05-07 08:00:00,19.39,57.88,42.0,26.0,11.0,58.22,347.32
2022-05-07 09:00:00,19.53,56.05,43.0,26.5,11.0,61.64,363.04
2022-05-07 10:00:00,19.79,54.68,39.0,24.0,10.0,58.22,292.48
2022-05-07 11:00:00,20.4,56.79,42.0,25.0,11.0,59.93,342.84
2022-05-07 12:00:00,21.18,49.68,40.0,24.0,10.0,51.37,388.86
2022-05-07 13:00:00,20.97,48.86,37.0,23.0,10.0,54.79,290.13
2022-05-07 14:00:00,21.05,44.77,34.0,21.0,9.0,58.22,307.28
2022-05-07 15:00:00,20.11,55.83,43.5,26.5,11.0,70.21,361.62
2022-05-07 16:00:00,20.05,52.94,37.0,23.0,9.0,65.07,350.16
2022-05-07 17:00:00,19.12,57.19,42.0,25.0,11.0,68.49,359.64
2022-05-07 18:00:00,18.08,63.8,43.0,25.0,11.0,75.34,365.83
2022-05-07 19:00:00,16.81,69.39,47.0,28.5,12.0,75.34,443.27
2022-05-07 20:00:00,16.58,70.4,51.0,31.0,13.0,75.34,466.11
2022-05-07 21:00:00,16.13,71.25,57.0,34.5,14.0,82.19,676.73
2022-05-07 22:00:00,16.12,66.64,48.0,29.0,12.0,71.92,613.12
2022-05-07 23:00:00,16.15,55.79,42.0,25.5,10.5,65.07,507.5
2022-05-08 00:00:00,16.24,60.42,47.0,29.0,12.0,71.92,596.84
2022-05-08 01:00:00,15.94,56.29,31.5,19.0,8.0,58.22,328.14
2022-05-08 02:00:00,16.01,64.74,56.0,34.0,14.0,65.07,371.64
2022-05-08 03:00:00,16.15,57.67,34.0,21.0,8.5,58.22,307.23
2022-05-08 04:00:00,15.69,80.26,89.0,53.0,21.0,65.07,346.21
2022-05-08 05:00:00,16.27,71.17,63.0,38.5,16.0,63.36,390.38
2022-05-08 06:00:00,16.59,76.95,73.0,43.0,18.0,61.64,338.32
2022-05-08 07:00:00,17.78,72.86,79.0,47.0,19.0,56.51,363.15
2022-05-08 08:00:00,18.27,67.93,79.0,48.0,20.0,58.22,373.91
2022-05-08 09:00:00,20.66,44.76,34.5,20.5,8.5,34.25,276.09
2022-05-08 10:00:00,20.16,48.98,32.0,19.0,8.0,58.22,286.45
2022-05-08 11:00:00,20.82,42.08,21.0,13.0,5.0,44.52,243.74
2022-05-08 12:00:00,20.69,52.9,36.0,22.0,9.0,65.07,373.81
2022-05-08 13:00:00,21.51,44.86,24.0,14.5,6.0,56.51,348.24
2022-05-08 14:00:00,20.88,49.03,27.0,16.0,7.0,61.64,333.03
2022-05-08 15:00:00,21.09,47.34,20.0,12.0,5.0,59.93,338.57
2022-05-08 16:00:00,21.55,42.9,18.0,11.0,5.0,58.22,296.05
2022-05-08 17:00:00,21.02,41.58,19.0,11.0,4.0,58.22,320.41
2022-05-08 18:00:00,20.0,54.02,30.0,18.0,7.0,75.34,417.99
2022-05-08 19:00:00,18.01,55.17,27.5,16.5,7.0,80.48,531.42
2022-05-08 20:00:00,17.41,55.58,25.0,15.0,6.0,71.92,428.95
2022-05-08 21:00:00,16.72,55.57,29.0,17.0,7.0,82.19,737.98
2022-05-08 22:00:00,16.09,57.02,26.0,16.0,6.0,75.34,655.94
2022-05-08 23:00:00,15.62,58.45,25.5,15.5,6.5,71.92,491.66
2022-05-09 00:00:00,14.97,62.9,25.0,15.0,6.0,65.07,400.5
2022-05-09 01:00:00,14.81,63.9,26.0,15.5,6.5,61.64,337.1
2022-05-09 02:00:00,14.31,67.2,50.0,31.0,13.0,61.64,335.91
2022-05-09 03:00:00,14.24,68.8,58.5,35.0,14.5,68.49,477.62
2022-05-09 04:00:00,14.1,75.87,58.0,35.0,15.0,71.92,888.38
2022-05-09 05:00:00,15.62,77.72,78.0,47.0,19.5,59.93,809.46
2022-05-09 06:00:00,17.12,70.86,76.0,46.0,19.0,58.22,796.6
2022-05-09 07:00:00,18.14,65.47,62.0,37.0,15.0,47.95,532.02
2022-05-09 08:00:00,19.58,57.33,59.0,34.0,14.0,44.52,448.81
2022-05-09 09:00:00,21.47,46.84,51.0,30.0,12.0,44.52,424.17
2022-05-09 10:00:00,22.18,45.55,37.0,22.0,9.0,44.52,434.02
2022-05-09 11:00:00,23.08,41.52,27.0,16.5,6.5,44.52,409.32
2022-05-09 12:00:00,22.59,43.49,25.0,15.0,6.0,54.79,378.36
2022-05-09 13:00:00,23.11,44.52,19.5,12.0,5.0,59.93,467.96
2022-05-09 14:00:00,22.79,46.42,18.0,11.0,4.0,58.22,391.44
2022-05-09 15:00:00,23.83,43.74,16.5,10.0,4.0,58.22,423.5
2022-05-09 16:00:00,24.27,39.63,20.0,12.0,5.0,58.22,492.03
2022-05-09 17:00:00,23.1,40.59,17.0,10.0,4.0,61.64,462.05
2022-05-09 18:00:00,21.81,50.14,19.0,12.0,5.0,71.92,504.44
2022-05-09 19:00:00,21.13,50.97,22.0,13.0,6.0,78.77,537.89
2022-05-09 20:00:00,19.73,54.48,24.0,15.0,6.0,85.62,763.22
2022-05-09 21:00:00,18.91,58.02,32.0,19.5,8.5,85.62,881.7
2022-05-09 22:00:00,18.63,65.98,38.0,23.0,10.0,78.77,827.61
2022-05-09 23:00:00,17.27,72.47,39.0,24.0,10.0,75.34,711.58
2022-05-10 00:00:00,16.46,63.48,19.0,11.0,5.0,61.64,363.08
2022-05-10 01:00:00,16.12,60.49,16.0,10.0,4.0,58.22,311.2
2022-05-10 02:00:00,15.85,63.93,20.0,12.0,5.0,61.64,344.68
2022-05-10 03:00:00,15.24,72.96,35.5,21.5,9.0,71.92,505.65
2022-05-10 04:00:00,15.05,85.7,77.0,46.0,19.0,68.49,819.67
2022-05-10 05:00:00,16.77,79.44,76.0,46.5,19.5,61.64,1030.64
2022-05-10 06:00:00,17.51,67.17,55.0,33.0,14.0,58.22,591.6
2022-05-10 07:00:00,19.3,64.61,53.0,31.5,13.0,51.37,635.85
2022-05-10 08:00:00,20.76,53.1,39.0,24.0,10.0,44.52,547.59
2022-05-10 09:00:00,21.83,49.26,31.0,18.5,7.5,41.1,416.26
2022-05-10 10:00:00,23.33,43.18,24.0,15.0,6.0,44.52,419.28
2022-05-10 11:00:00,23.85,41.25,22.5,14.0,5.5,42.81,426.64
2022-05-10 12:00:00,24.15,35.23,20.0,13.0,5.0,41.1,346.65
2022-05-10 13:00:00,23.79,41.42,20.0,13.0,5.0,56.51,486.72
2022-05-10 14:00:00,23.97,40.43,22.0,13.0,6.0,54.79,436.63
2022-05-10 15:00:00,24.14,44.63,21.5,13.5,6.0,68.49,496.05
2022-05-10 16:00:00,23.22,48.75,23.0,14.0,6.0,71.92,518.21
2022-05-10 17:00:00,22.11,50.5,23.0,14.0,6.0,70.21,452.35
2022-05-10 18:00:00,21.56,55.4,25.0,16.0,6.0,75.34,559.36
2022-05-10 19:00:00,21.06,62.16,33.0,20.0,9.0,85.62,990.31
2022-05-10 20:00:00,20.41,74.93,35.0,21.0,9.0,78.77,586.69
2022-05-10 21:00:00,20.39,70.97,35.5,21.0,9.0,70.21,492.73
2022-05-10 22:00:00,20.41,65.68,38.0,24.0,10.0,68.49,694.06
2022-05-10 23:00:00,20.36,64.58,36.0,22.0,9.0,59.93,514.29
2022-05-11 00:00:00,18.86,76.28,43.0,26.0,11.0,65.07,465.96
2022-05-11 01:00:00,18.05,72.68,38.5,23.0,10.0,58.22,410.26
2022-05-11 02:00:00,17.12,75.81,48.0,29.0,12.0,58.22,374.21
2022-05-11 03:00:00,16.43,79.57,54.0,33.0,14.0,61.64,475.36
2022-05-11 04:00:00,16.52,81.12,65.0,40.0,17.0,65.07,651.64
2022-05-11 05:00:00,17.59,79.37,82.0,49.0,21.0,58.22,1046.28
2022-05-11 06:00:00,18.36,77.16,69.0,41.5,17.0,51.37,541.46
2022-05-11 07:00:00,19.32,72.99,81.0,48.5,20.5,49.66,522.25
2022-05-11 08:00:00,20.88,62.96,37.0,23.0,9.0,47.95,389.93
2022-05-11 09:00:00,22.11,50.58,27.0,16.0,7.0,44.52,381.18
2022-05-11 10:00:00,23.43,45.47,27.0,16.0,7.0,41.1,428.85
2022-05-11 11:00:00,23.43,44.79,27.0,16.5,7.0,51.37,329.65
2022-05-11 12:00:00,24.62,45.01,36.0,22.0,9.0,51.37,468.88
2022-05-11 13:00:00,24.94,45.66,31.5,20.0,8.0,58.22,496.38
2022-05-11 14:00:00,25.51,35.52,22.0,13.0,6.0,44.52,376.43
2022-05-11 15:00:00,25.47,32.1,19.0,11.0,5.0,42.81,414.4
2022-05-11 16:00:00,25.27,33.26,18.0,11.0,5.0,51.37,444.44
2022-05-11 17:00:00,23.96,39.24,24.0,15.0,6.0,68.49,465.59
2022-05-11 18:00:00,23.39,43.19,26.0,16.0,7.0,68.49,518.94
2022-05-11 19:00:00,22.33,49.89,31.5,19.5,8.5,78.77,721.51
2022-05-11 20:00:00,21.09,54.14,41.0,25.0,11.0,85.62,971.69
2022-05-11 21:00:00,21.12,50.56,34.0,21.0,9.0,80.48,790.54
2022-05-11 22:00:00,21.04,65.49,41.0,25.0,11.0,71.92,496.26
2022-05-11 23:00:00,19.67,67.16,49.5,30.5,13.0,75.34,720.01
2022-05-12 00:00:00,18.36,54.98,36.0,21.0,9.0,58.22,370.49
2022-05-12 01:00:00,18.04,52.57,37.0,22.5,9.0,58.22,336.96
2022-05-12 02:00:00,17.27,61.52,44.0,27.0,11.0,68.49,391.78
2022-05-12 03:00:00,16.75,68.33,55.5,33.5,14.0,71.92,509.36
2022-05-12 04:00:00,16.55,67.55,58.0,34.0,15.0,75.34,734.69
2022-05-12 05:00:00,18.25,60.14,66.5,40.5,16.5,68.49,915.89
2022-05-12 06:00:00,18.78,69.16,72.0,43.0,18.0,58.22,469.31
2022-05-12 07:00:00,20.72,64.44,78.5,47.5,20.0,54.79,521.35
2022-05-12 08:00:00,21.92,59.18,82.0,50.0,21.0,54.79,588.6
2022-05-12 09:00:00,23.34,46.89,55.0,33.5,14.5,42.81,402.56
2022-05-12 10:00:00,25.39,35.43,36.0,22.0,9.0,30.82,348.92
2022-05-12 11:00:00,25.83,38.36,40.5,25.0,10.0,46.23,469.66
2022-05-12 12:00:00,26.59,42.17,34.0,21.0,9.0,58.22,343.85
2022-05-12 13:00:00,26.47,38.95,31.5,19.0,8.0,56.51,436.29
2022-05-12 14:00:00,27.04,37.43,36.0,22.0,9.0,58.22,412.59
2022-05-12 15:00:00,26.12,43.58,33.5,20.5,9.0,65.07,512.73
2022-05-12 16:00:00,26.25,35.9,33.0,20.0,9.0,51.37,466.05
2022-05-12 17:00:00,25.84,38.3,34.5,21.0,9.0,63.36,562.2
2022-05-12 18:00:00,24.43,38.26,42.0,25.0,10.0,65.07,533.0
2022-05-12 19:00:00,23.23,42.01,43.5,26.5,11.0,85.62,971.49
2022-05-12 20:00:00,21.55,47.7,47.0,28.0,12.0,85.62,732.01
2022-05-12 21:00:00,20.82,48.79,45.0,28.0,12.0,75.34,594.27
2022-05-12 22:00:00,21.0,45.04,39.0,23.0,10.0,65.07,441.37
2022-05-12 23:00:00,21.11,46.43,38.0,23.0,9.5,68.49,530.85
2022-05-13 00:00:00,19.85,52.28,49.0,30.0,12.0,75.34,573.63
2022-05-13 01:00:00,18.82,56.75,53.0,33.0,14.0,71.92,468.5
2022-05-13 02:00:00,18.06,59.58,57.0,34.0,14.0,68.49,432.23
2022-05-13 03:00:00,18.04,59.2,54.5,33.5,14.0,66.78,385.56
2022-05-13 04:00:00,17.81,82.84,114.0,69.0,28.0,71.92,419.84
2022-05-13 05:00:00,18.51,79.53,110.0,65.5,26.5,68.49,496.48
2022-05-13 06:00:00,19.09,74.83,97.0,59.0,25.0,61.64,519.54
2022-05-13 07:00:00,22.96,57.44,95.5,57.5,24.0,51.37,680.87
2022-05-13 08:00:00,22.89,61.22,90.0,54.0,23.0,51.37,530.18
2022-05-13 09:00:00,24.73,47.27,63.0,39.0,16.5,37.67,417.99
2022-05-13 10:00:00,25.23,46.85,69.0,42.0,18.0,58.22,390.11
2022-05-13 11:00:00,26.21,46.52,55.0,34.0,14.5,46.23,371.74
2022-05-13 12:00:00,26.29,37.05,45.0,29.0,12.0,44.52,358.86
2022-05-13 13:00:00,26.74,34.42,42.5,26.0,11.0,41.1,393.14
2022-05-13 14:00:00,27.12,34.27,37.0,23.0,9.0,47.95,345.42
2022-05-13 15:00:00,26.91,34.05,37.5,22.5,10.0,51.37,359.37
2022-05-13 16:00:00,26.69,33.46,36.0,22.0,9.0,54.79,409.89
2022-05-13 17:00:00,25.03,41.68,41.0,25.5,11.0,73.63,522.18
2022-05-13 18:00:00,24.69,40.25,46.0,29.0,12.0,71.92,505.85
2022-05-13 19:00:00,24.76,42.52,59.0,36.0,15.0,70.21,553.51
2022-05-13 20:00:00,23.61,60.03,69.0,42.0,18.0,89.04,512.46
2022-05-13 21:00:00,22.01,61.96,58.0,35.0,15.0,71.92,419.46
2022-05-13 22:00:00,22.37,52.55,52.0,32.0,14.0,61.64,380.84
2022-05-13 23:00:00,21.52,58.71,60.0,37.0,16.0,68.49,403.46
2022-05-14 00:00:00,20.03,63.08,59.0,36.0,15.0,68.49,559.55
2022-05-14 01:00:00,20.59,57.67,53.5,32.5,13.5,61.64,452.56
2022-05-14 02:00:00,20.4,56.3,53.0,32.0,14.0,61.64,426.75
2022-05-14 03:00:00,19.65,61.01,63.0,39.0,16.5,70.21,511.33
2022-05-14 04:00:00,19.18,60.26,54.0,33.0,14.0,71.92,543.94
2022-05-14 05:00:00,20.29,56.71,52.0,32.0,13.0,61.64,471.47
2022-05-14 06:00:00,21.44,57.43,68.0,42.0,18.0,61.64,399.68
2022-05-14 07:00:00,22.29,54.69,48.5,30.0,13.0,54.79,301.76
2022-05-14 08:00:00,23.6,49.63,45.0,28.0,12.0,51.37,333.1
2022-05-14 09:00:00,24.61,47.16,46.5,28.5,12.0,51.37,338.69
2022-05-14 10:00:00,25.28,45.92,51.0,31.0,13.0,47.95,381.96
2022-05-14 11:00:00,25.58,49.67,62.5,38.0,16.0,58.22,350.64
2022-05-14 12:00:00,26.43,47.31,59.0,36.0,15.0,54.79,382.48
2022-05-14 13:00:00,26.2,45.53,52.0,32.0,14.0,53.08,324.39
2022-05-14 14:00:00,26.56,42.57,42.0,26.0,11.0,54.79,335.78
2022-05-14 15:00:00,23.65,68.42,73.0,44.5,18.5,101.03,407.87
2022-05-14 16:00:00,21.97,99.69,82.0,49.0,20.0,102.74,861.11
2022-05-14 17:00:00,23.32,80.01,90.5,54.5,22.5,83.9,715.98
2022-05-14 18:00:00,21.34,89.07,95.0,58.0,24.0,78.77,684.87
2022-05-14 19:00:00,20.95,76.14,63.5,38.5,16.0,65.07,483.22
2022-05-14 20:00:00,20.51,79.42,78.0,47.0,19.0,71.92,982.5
2022-05-14 21:00:00,20.41,81.1,92.0,55.5,23.0,71.92,1088.48
2022-05-14 22:00:00,19.82,80.98,96.0,59.0,24.0,68.49,1005.74
2022-05-14 23:00:00,19.76,80.46,87.5,53.0,22.0,65.07,856.69
2022-05-15 00:00:00,19.11,78.86,77.0,46.0,19.0,65.07,759.59
2022-05-15 01:00:00,19.04,80.59,85.0,51.5,21.5,61.64,631.89
2022-05-15 02:00:00,18.67,86.24,88.0,52.0,22.0,61.64,562.98
2022-05-15 03:00:00,18.79,88.21,88.0,53.5,22.0,58.22,583.67
2022-05-15 04:00:00,18.91,89.29,92.0,55.0,23.0,58.22,594.26
2022-05-15 05:00:00,20.48,83.7,97.0,58.5,24.0,54.79,867.28
2022-05-15 06:00:00,23.4,60.82,53.0,33.0,14.0,34.25,394.59
2022-05-15 07:00:00,25.48,51.31,47.0,29.0,12.5,23.97,280.77
2022-05-15 08:00:00,27.75,45.3,51.0,32.0,14.0,23.97,294.86
2022-05-15 09:00:00,27.69,43.95,54.5,34.0,14.0,39.38,397.04
2022-05-15 10:00:00,28.02,41.26,50.0,31.0,13.0,44.52,448.66
2022-05-15 11:00:00,28.9,37.66,47.0,29.0,12.5,44.52,479.15
2022-05-15 12:00:00,30.15,33.49,45.0,28.0,12.0,23.29,476.55
2022-05-15 13:00:00,29.92,32.16,38.5,24.0,10.0,37.67,425.19
2022-05-15 14:00:00,29.88,30.0,36.0,22.0,9.0,41.1,408.2
2022-05-15 15:00:00,29.07,40.79,49.0,31.0,13.0,68.49,531.92
2022-05-15 16:00:00,28.03,43.24,47.0,29.0,12.0,68.49,482.69
2022-05-15 17:00:00,27.24,44.08,48.5,30.0,13.0,68.49,486.18
2022-05-15 18:00:00,26.22,48.8,54.0,33.0,14.0,71.92,491.43
2022-05-15 19:00:00,25.09,54.74,60.0,37.5,16.0,85.62,747.69
2022-05-15 20:00:00,23.59,62.91,73.0,45.0,19.0,89.04,1038.06
2022-05-15 21:00:00,23.78,59.17,60.0,37.0,16.0,68.49,504.83
2022-05-15 22:00:00,23.74,59.68,69.0,42.0,18.0,78.77,676.45
2022-05-15 23:00:00,22.12,66.01,75.5,46.0,19.5,77.05,735.06
2022-05-16 00:00:00,21.99,66.79,73.0,45.0,19.0,68.49,528.66
2022-05-16 01:00:00,21.26,72.63,84.5,51.5,21.5,65.07,551.02
2022-05-16 02:00:00,20.32,77.23,93.0,56.0,24.0,61.64,464.01
2022-05-16 03:00:00,19.67,80.07,95.0,57.5,23.5,65.07,472.81
2022-05-16 04:00:00,20.03,81.83,116.0,70.0,29.0,65.07,739.76
2022-05-16 05:00:00,20.86,80.38,110.5,67.0,27.5,59.93,606.93
2022-05-16 06:00:00,21.38,79.75,117.0,70.0,29.0,58.22,643.07
2022-05-16 07:00:00,22.48,72.95,117.0,70.5,28.0,51.37,588.38
2022-05-16 08:00:00,24.63,64.42,119.0,72.0,29.0,47.95,554.64
2022-05-16 09:00:00,26.23,54.89,104.0,63.5,26.5,41.1,501.48
2022-05-16 10:00:00,27.91,46.46,74.0,45.0,19.0,37.67,453.26
2022-05-16 11:00:00,28.52,44.3,77.0,47.5,20.0,39.38,481.6
2022-05-16 12:00:00,27.76,46.63,51.0,31.0,13.0,51.37,507.54
2022-05-16 13:00:00,27.99,45.16,48.0,29.5,13.0,59.93,438.87
2022-05-16 14:00:00,27.96,42.98,50.0,31.0,13.0,54.79,417.17
2022-05-16 15:00:00,27.69,42.37,45.5,28.5,12.0,54.79,436.42
2022-05-16 16:00:00,28.25,36.13,39.0,24.0,10.0,51.37,456.52
2022-05-16 17:00:00,27.42,43.64,48.0,29.5,12.5,65.07,489.04
2022-05-16 18:00:00,25.58,54.4,57.0,35.0,14.0,78.77,581.84
2022-05-16 19:00:00,24.48,55.8,57.0,35.0,15.0,85.62,788.92
2022-05-16 20:00:00,23.9,57.25,61.0,38.0,16.0,85.62,862.17
