Datetime,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C)
2022-04-10 01:00:00,24.07,11.61,62.08,15.85
2022-04-10 02:00:00,21.77,11.21,61.88,15.23
2022-04-10 03:00:00,27.29,9.83,62.23,14.85
2022-04-10 04:00:00,28.59,7.54,61.58,15.03
2022-04-10 05:00:00,13.51,17.92,53.58,15.48
2022-04-10 06:00:00,11.6,19.34,49.7,16.6
2022-04-10 07:00:00,18.22,15.34,50.38,17.4
2022-04-10 08:00:00,17.49,16.47,54.05,18.38
2022-04-10 09:00:00,16.61,14.24,47.98,20.43
2022-04-10 10:00:00,8.55,24.45,40.9,23.28
2022-04-10 11:00:00,8.08,24.56,35.25,25.65
2022-04-10 12:00:00,9.53,40.61,40.5,24.25
2022-04-10 13:00:00,20.59,38.13,62.28,18.0
2022-04-10 14:00:00,18.06,33.23,68.05,14.43
2022-04-10 15:00:00,15.87,25.25,67.1,11.93
2022-04-10 16:00:00,11.4,25.3,65.1,11.38
2022-04-10 17:00:00,7.29,25.18,63.9,10.63
2022-04-10 18:00:00,5.74,25.12,64.55,9.5
2022-04-10 19:00:00,6.49,27.03,60.9,9.58
2022-04-10 20:00:00,1.78,30.02,59.23,9.6
2022-04-10 21:00:00,1.08,30.62,59.38,9.48
2022-04-10 22:00:00,1.26,29.79,59.55,9.35
2022-04-10 23:00:00,1.28,30.54,58.3,9.3
2022-04-11 00:00:00,1.23,32.02,56.23,9.4
2022-04-11 01:00:00,0.89,33.2,54.48,9.5
2022-04-11 02:00:00,0.73,33.39,54.28,9.53
2022-04-11 03:00:00,0.88,32.78,54.88,9.45
2022-04-11 04:00:00,1.53,32.06,54.55,9.43
2022-04-11 05:00:00,2.65,31.27,53.8,9.5
2022-04-11 06:00:00,3.77,30.09,52.4,10.05
2022-04-11 07:00:00,2.9,30.16,49.53,11.23
2022-04-11 08:00:00,2.97,31.99,45.8,12.7
2022-04-11 09:00:00,3.39,33.17,42.6,14.18
2022-04-11 10:00:00,3.4,35.38,39.9,15.58
2022-04-11 11:00:00,3.56,37.81,38.25,16.15
2022-04-11 12:00:00,4.42,38.45,36.35,16.93
2022-04-11 13:00:00,4.55,40.92,34.53,17.68
2022-04-11 14:00:00,4.83,42.67,33.55,17.53
2022-04-11 15:00:00,5.13,43.46,32.63,17.1
2022-04-11 16:00:00,5.13,44.07,31.43,16.83
2022-04-11 17:00:00,4.89,43.85,32.1,16.03
2022-04-11 18:00:00,5.27,41.71,32.78,14.98
2022-04-11 19:00:00,5.24,40.33,34.0,13.88
2022-04-11 20:00:00,4.89,39.48,35.63,13.13
2022-04-11 21:00:00,5.03,36.77,37.33,12.33
2022-04-11 22:00:00,6.05,34.22,38.83,11.35
2022-04-11 23:00:00,3.83,35.84,40.3,10.6
2022-04-12 00:00:00,3.26,37.34,40.1,10.28
2022-04-12 01:00:00,2.42,38.36,39.5,10.13
2022-04-12 02:00:00,1.73,37.87,40.43,9.63
2022-04-12 03:00:00,11.04,29.69,42.5,8.93
2022-04-12 04:00:00,29.62,18.59,45.83,7.9
2022-04-12 05:00:00,40.39,14.62,49.1,7.28
2022-04-12 06:00:00,19.34,24.87,45.05,9.48
2022-04-12 07:00:00,9.33,30.47,39.28,13.0
2022-04-12 08:00:00,15.56,23.8,39.78,14.73
2022-04-12 09:00:00,9.76,30.37,35.53,16.33
2022-04-12 10:00:00,6.05,37.59,30.63,18.35
2022-04-12 11:00:00,6.52,38.23,29.88,19.85
2022-04-12 12:00:00,7.11,44.03,32.33,19.98
2022-04-12 13:00:00,9.2,43.96,33.6,19.25
2022-04-12 14:00:00,9.35,46.9,36.15,18.95
2022-04-12 15:00:00,11.41,46.06,44.75,17.75
2022-04-12 16:00:00,16.82,42.78,46.35,16.88
2022-04-12 17:00:00,15.93,39.3,48.73,15.75
2022-04-12 18:00:00,17.33,36.26,47.95,14.83
2022-04-12 19:00:00,28.6,26.66,51.45,13.33
2022-04-12 20:00:00,23.23,27.66,54.35,11.8
2022-04-12 21:00:00,19.26,28.49,55.5,11.23
2022-04-12 22:00:00,16.07,31.39,56.15,10.95
2022-04-12 23:00:00,10.79,34.19,57.65,10.75
2022-04-13 00:00:00,11.16,31.45,58.78,10.18
2022-04-13 01:00:00,12.92,25.37,60.7,9.45
2022-04-13 02:00:00,16.84,21.79,63.4,8.98
2022-04-13 03:00:00,30.22,14.5,66.3,8.23
2022-04-13 04:00:00,42.4,8.56,68.7,7.75
2022-04-13 05:00:00,49.64,6.23,70.63,7.75
2022-04-13 06:00:00,40.48,5.64,69.08,9.93
2022-04-13 07:00:00,29.96,8.34,62.35,13.53
2022-04-13 08:00:00,20.84,16.95,57.78,14.78
2022-04-13 09:00:00,13.27,22.48,50.58,16.63
2022-04-13 10:00:00,8.1,32.3,47.75,17.8
2022-04-13 11:00:00,6.37,35.38,52.2,18.2
2022-04-13 12:00:00,9.76,34.94,55.2,18.55
2022-04-13 13:00:00,14.13,34.22,56.08,18.78
2022-04-13 14:00:00,8.12,37.87,53.73,18.1
2022-04-13 15:00:00,10.04,37.67,54.28,17.5
2022-04-13 16:00:00,9.41,38.07,54.28,17.45
2022-04-13 17:00:00,12.43,35.73,55.43,16.35
2022-04-13 18:00:00,15.48,34.19,57.2,15.1
2022-04-13 19:00:00,30.18,24.74,61.15,13.75
2022-04-13 20:00:00,41.42,16.41,65.43,12.6
2022-04-13 21:00:00,41.14,15.32,66.0,11.88
2022-04-13 22:00:00,40.44,12.71,68.25,11.1
2022-04-13 23:00:00,31.09,14.91,70.55,10.48
2022-04-14 00:00:00,20.07,18.04,72.23,9.9
2022-04-14 01:00:00,18.91,16.72,73.6,9.43
2022-04-14 02:00:00,21.8,13.91,74.88,9.13
2022-04-14 03:00:00,30.13,7.76,77.58,8.9
2022-04-14 04:00:00,40.85,4.89,78.68,8.4
2022-04-14 05:00:00,49.09,1.86,80.0,8.23
2022-04-14 06:00:00,42.56,4.5800470615895845,79.0,10.43
2022-04-14 07:00:00,30.13,5.8,72.08,13.23
2022-04-14 08:00:00,19.3,14.95,67.2,15.0
2022-04-14 09:00:00,14.18,20.19,62.7,16.43
2022-04-14 10:00:00,9.87,19.39,51.95,18.58
2022-04-14 11:00:00,5.83,30.77,46.43,20.0
2022-04-14 12:00:00,6.09,34.1,44.78,19.95
2022-04-14 13:00:00,6.97,37.47,46.08,19.75
2022-04-14 14:00:00,7.43,37.9,47.0,19.5
2022-04-14 15:00:00,9.68,40.91,48.6,19.05
2022-04-14 16:00:00,16.68,41.14,58.35,18.13
2022-04-14 17:00:00,23.82,35.06,63.7,17.15
2022-04-14 18:00:00,26.32,31.82,65.58,15.98
2022-04-14 19:00:00,43.97,18.7,67.78,14.95
2022-04-14 20:00:00,50.08,9.4,71.1,13.6
2022-04-14 21:00:00,44.4,8.92,73.85,12.68
2022-04-14 22:00:00,52.33,5.51,75.9,12.25
2022-04-14 23:00:00,52.57,4.64,77.53,11.8
2022-04-15 00:00:00,34.06,7.48,78.35,11.35
2022-04-15 01:00:00,31.74,5.55,79.53,10.93
2022-04-15 02:00:00,28.55,3.6,80.73,10.4
2022-04-15 03:00:00,32.21,2.43,81.23,9.95
2022-04-15 04:00:00,36.23,2.57,81.75,9.58
2022-04-15 05:00:00,40.17,4.007678109036659,82.9,9.5
2022-04-15 06:00:00,32.58,5.7768166190762384,82.58,11.35
2022-04-15 07:00:00,25.09,10.775360850628141,74.83,13.85
2022-04-15 08:00:00,25.06,19.040993286357644,67.98,16.0
2022-04-15 09:00:00,26.77,10.649444123691351,61.35,18.35
2022-04-15 10:00:00,13.61,8.46,48.68,21.2
2022-04-15 11:00:00,6.19,21.7,36.8,23.08
2022-04-15 12:00:00,7.35,32.2,36.6,23.68
2022-04-15 13:00:00,10.08,36.09,40.35,22.88
2022-04-15 14:00:00,9.69,40.38,40.9,21.83
2022-04-15 15:00:00,11.39,41.89,42.53,21.28
2022-04-15 16:00:00,12.79,40.17,38.2,21.08
2022-04-15 17:00:00,11.45,39.7,39.5,20.48
2022-04-15 18:00:00,48.84,22.44,45.63,19.13
2022-04-15 19:00:00,63.97,15.09,48.08,17.35
2022-04-15 20:00:00,59.8,12.78,51.23,16.05
2022-04-15 21:00:00,48.87,15.3,51.9,15.18
2022-04-15 22:00:00,48.68,14.64,53.33,14.65
2022-04-15 23:00:00,46.01,13.64,59.53,14.25
2022-04-16 00:00:00,36.06,9.66,68.08,13.7
2022-04-16 01:00:00,39.93,10.7,63.3,13.08
2022-04-16 02:00:00,29.49,13.56,59.08,12.65
2022-04-16 03:00:00,29.78,12.04,61.18,12.33
2022-04-16 04:00:00,33.38,12.2,62.25,12.13
2022-04-16 05:00:00,42.03,6.05,66.78,11.93
2022-04-16 06:00:00,38.56,4.38,65.58,12.55
2022-04-16 07:00:00,33.84,7.08,64.28,14.63
2022-04-16 08:00:00,25.21,10.01,61.93,16.35
2022-04-16 09:00:00,23.29,7.52,55.28,18.28
2022-04-16 10:00:00,10.07,17.98,45.08,21.2
2022-04-16 11:00:00,7.19,26.9,40.1,22.33
2022-04-16 12:00:00,8.54,29.41,37.28,22.43
2022-04-16 13:00:00,8.67,31.32,35.88,22.68
2022-04-16 14:00:00,9.97,37.83,39.08,22.23
2022-04-16 15:00:00,15.68,37.3,45.68,20.65
2022-04-16 16:00:00,25.46,31.83,48.4,20.15
2022-04-16 17:00:00,37.38,22.97,49.45,19.75
2022-04-16 18:00:00,45.51,19.01,52.5,18.58
2022-04-16 19:00:00,52.26,13.51,56.43,17.43
2022-04-16 20:00:00,55.16,17.11,63.33,16.75
2022-04-16 21:00:00,56.7,6.79,61.03,16.18
2022-04-16 22:00:00,38.32,9.05,58.85,15.95
2022-04-16 23:00:00,22.52,13.84,58.9,15.75
2022-04-17 00:00:00,22.79,11.97,57.08,15.63
2022-04-17 01:00:00,15.61,20.1,54.93,15.75
2022-04-17 02:00:00,4.96,31.98,60.0,15.18
2022-04-17 03:00:00,8.59,29.28,63.43,14.33
2022-04-17 04:00:00,10.45,26.45,69.4,13.63
2022-04-17 05:00:00,13.71,23.9,73.65,13.08
2022-04-17 06:00:00,14.39,23.85,74.45,13.13
2022-04-17 07:00:00,12.99,32.36,71.28,13.73
2022-04-17 08:00:00,12.93,26.4,70.05,14.3
2022-04-17 09:00:00,12.54,25.7,68.13,15.13
2022-04-17 10:00:00,11.51,26.61,68.33,15.18
2022-04-17 11:00:00,10.65,21.67,72.93,14.38
2022-04-17 12:00:00,14.28,16.7,77.1,13.68
2022-04-17 13:00:00,15.2,14.09,80.68,13.4
2022-04-17 14:00:00,15.04,16.0,81.65,12.9
2022-04-17 15:00:00,19.73,17.82,82.88,12.45
2022-04-17 16:00:00,14.5,14.6,83.98,12.1
2022-04-17 17:00:00,9.54,13.38,82.85,11.15
2022-04-17 18:00:00,12.51,10.15,84.78,10.53
2022-04-17 19:00:00,9.31,13.75,84.28,10.18
2022-04-17 20:00:00,8.99,12.64,83.3,9.6
2022-04-17 21:00:00,5.77,14.2,82.93,9.33
2022-04-17 22:00:00,5.59,12.44,82.48,9.23
2022-04-17 23:00:00,3.8,13.17,81.0,8.88
2022-04-18 00:00:00,2.98,12.71,79.83,8.7
2022-04-18 01:00:00,1.76,13.7,78.38,8.5
2022-04-18 02:00:00,2.68,13.63,78.05,8.15
2022-04-18 03:00:00,3.41,12.46,79.48,7.85
2022-04-18 04:00:00,6.28,10.92,80.4,7.65
2022-04-18 05:00:00,11.55,8.49,80.53,7.7
2022-04-18 06:00:00,12.94,9.06,80.03,7.88
2022-04-18 07:00:00,10.08,10.25,80.75,8.2
2022-04-18 08:00:00,10.09,10.36,80.38,8.8
2022-04-18 09:00:00,9.49,11.94,78.8,9.53
2022-04-18 10:00:00,7.07,14.1,75.65,10.93
2022-04-18 11:00:00,5.37,16.17,74.3,11.28
2022-04-18 12:00:00,5.15,17.56,74.45,11.33
2022-04-18 13:00:00,12.41,14.15,77.63,10.85
2022-04-18 14:00:00,17.1,13.73,79.9,10.45
2022-04-18 15:00:00,25.45,10.6,82.7,9.95
2022-04-18 16:00:00,26.64,8.23,84.45,9.5
2022-04-18 17:00:00,18.63,13.87,84.8,9.0
2022-04-18 18:00:00,22.18,9.98,86.4,8.25
2022-04-18 19:00:00,23.97,8.32,87.13,7.95
2022-04-18 20:00:00,20.52,9.03,87.7,7.75
2022-04-18 21:00:00,14.78,12.28,87.55,7.63
2022-04-18 22:00:00,15.47,11.82,88.15,7.45
2022-04-18 23:00:00,8.36,18.39,88.35,7.35
2022-04-19 00:00:00,8.35,17.19,88.7,7.23
2022-04-19 01:00:00,7.42,17.62,88.95,7.15
2022-04-19 02:00:00,7.41,15.58,88.23,6.9
2022-04-19 03:00:00,10.42,13.98,88.25,6.73
2022-04-19 04:00:00,21.65,8.11,88.5,6.7
2022-04-19 05:00:00,26.42,4.7,88.8,6.73
2022-04-19 06:00:00,23.22,4.54,87.38,8.03
2022-04-19 07:00:00,14.42,10.51,77.08,10.9
2022-04-19 08:00:00,5.48,14.3,68.33,12.45
2022-04-19 09:00:00,2.72,16.32,62.83,13.53
2022-04-19 10:00:00,2.68,19.2,54.83,15.45
2022-04-19 11:00:00,2.41,24.17,49.93,16.3
2022-04-19 12:00:00,3.49,22.39,51.2,16.38
2022-04-19 13:00:00,9.58,24.36,49.0,17.43
2022-04-19 14:00:00,4.6,32.77,50.05,16.3
2022-04-19 15:00:00,6.45,32.57,56.28,14.2
2022-04-19 16:00:00,10.28,30.33,59.15,13.4
2022-04-19 17:00:00,13.87,27.83,61.05,12.73
2022-04-19 18:00:00,13.5,28.42,64.88,12.1
2022-04-19 19:00:00,14.24,27.78,68.7,11.48
2022-04-19 20:00:00,25.17,17.97,71.45,10.8
2022-04-19 21:00:00,20.74,19.04,71.9,10.53
2022-04-19 22:00:00,15.46,19.23,72.25,10.18
2022-04-19 23:00:00,24.29,9.15,74.8,9.78
2022-04-20 00:00:00,15.97,12.59,75.45,9.53
2022-04-20 01:00:00,10.4,16.72,75.53,9.38
2022-04-20 02:00:00,9.66,18.96,74.23,9.45
2022-04-20 03:00:00,12.29,17.88,75.28,9.78
2022-04-20 04:00:00,21.28,10.61,76.4,10.15
2022-04-20 05:00:00,35.32,3.33,77.65,10.3
2022-04-20 06:00:00,30.99,3.0,76.75,11.48
2022-04-20 07:00:00,29.11,2.49,71.5,13.65
2022-04-20 08:00:00,10.05,14.83,62.68,16.13
2022-04-20 09:00:00,5.74,19.9,59.38,16.45
2022-04-20 10:00:00,5.74,21.73,57.38,16.88
2022-04-20 11:00:00,5.75,22.08,51.8,17.98
2022-04-20 12:00:00,5.46,27.99,46.08,17.95
2022-04-20 13:00:00,5.08,30.07,48.8,18.05
2022-04-20 14:00:00,6.46,31.9,50.4,17.78
2022-04-20 15:00:00,6.8,32.29,50.03,18.18
2022-04-20 16:00:00,8.17,31.66,52.88,18.33
2022-04-20 17:00:00,11.91,30.0,54.5,17.9
2022-04-20 18:00:00,11.53,27.16,56.93,16.63
2022-04-20 19:00:00,5.96,31.24,57.25,14.1
2022-04-20 20:00:00,4.78,32.2,56.3,12.9
2022-04-20 21:00:00,3.2,31.68,57.68,12.2
2022-04-20 22:00:00,3.02,30.6,58.5,11.88
2022-04-20 23:00:00,4.08,30.6,58.28,11.75
2022-04-21 00:00:00,2.77,29.5,59.68,11.8
2022-04-21 01:00:00,2.92,29.84,58.88,11.63
2022-04-21 02:00:00,7.35,25.77,60.23,10.98
2022-04-21 03:00:00,17.76,16.33,65.93,9.93
2022-04-21 04:00:00,34.62,9.52,70.55,8.9
2022-04-21 05:00:00,44.96,4.14,73.95,8.7
2022-04-21 06:00:00,36.59,4.27,72.1,10.38
2022-04-21 07:00:00,32.2,6.19,68.9,12.38
2022-04-21 08:00:00,28.94,5.44,67.38,13.35
2022-04-21 09:00:00,33.58,3.96,65.88,14.03
2022-04-21 10:00:00,37.93,5.96,66.58,14.1
2022-04-21 11:00:00,39.11,4.6,70.23,13.75
2022-04-21 12:00:00,39.74,4.22,72.1,14.1
2022-04-21 13:00:00,32.33,2.24,70.78,15.23
2022-04-21 14:00:00,30.51,5.07,66.55,16.45
2022-04-21 15:00:00,21.87,12.9,71.15,15.18
2022-04-21 16:00:00,25.22,10.55,70.73,15.0
2022-04-21 17:00:00,24.2,11.59,70.08,14.83
2022-04-21 18:00:00,19.53,16.27,69.88,14.28
2022-04-21 19:00:00,32.41,9.44,71.7,13.95
2022-04-21 20:00:00,40.1,3.54,74.08,13.53
2022-04-21 21:00:00,42.32,1.32,75.58,13.15
2022-04-21 22:00:00,38.6,0.68,76.43,12.85
2022-04-21 23:00:00,25.55,3.77,78.13,12.4
2022-04-22 00:00:00,27.8,2.09,80.48,12.1
2022-04-22 01:00:00,20.22,2.65,81.75,11.98
2022-04-22 02:00:00,26.97,0.13,83.13,11.93
2022-04-22 03:00:00,25.07,6.574138574771585,83.85,11.83
2022-04-22 04:00:00,27.5,5.555396107961653,85.23,11.8
2022-04-22 05:00:00,25.59,3.982027303276954,87.0,11.8
2022-04-22 06:00:00,23.56,3.6128470409410105,87.68,12.2
2022-04-22 07:00:00,21.89,4.505035807019756,86.15,13.53
2022-04-22 08:00:00,20.01,8.799066232927103,81.9,14.98
2022-04-22 09:00:00,14.34,8.72,69.65,17.7
2022-04-22 10:00:00,7.39,11.36,64.5,19.13
2022-04-22 11:00:00,7.23,16.79,61.8,20.0
2022-04-22 12:00:00,7.0,22.68,63.75,19.6
2022-04-22 13:00:00,9.7,26.85,64.78,19.38
2022-04-22 14:00:00,12.02,27.46,66.58,19.18
2022-04-22 15:00:00,11.87,28.43,67.43,19.3
2022-04-22 16:00:00,12.65,30.04,69.63,18.88
2022-04-22 17:00:00,14.87,32.49,71.05,18.0
2022-04-22 18:00:00,17.79,30.08,75.38,16.73
2022-04-22 19:00:00,20.09,25.7,77.0,16.08
2022-04-22 20:00:00,21.2,24.95,79.23,15.35
2022-04-22 21:00:00,23.01,21.73,81.13,14.73
2022-04-22 22:00:00,36.02,8.89,82.1,13.85
2022-04-22 23:00:00,31.79,7.28,83.98,12.93
2022-04-23 00:00:00,26.04,6.4,84.58,12.4
2022-04-23 01:00:00,24.22,3.3,85.8,11.98
2022-04-23 02:00:00,19.58,4.67,86.73,11.35
2022-04-23 03:00:00,22.45,2.25,87.93,11.0
2022-04-23 04:00:00,24.59,1.2,88.2,10.78
2022-04-23 05:00:00,30.47,5.832349850094716,88.98,10.95
2022-04-23 06:00:00,31.61,7.857343953810126,88.43,12.2
2022-04-23 07:00:00,27.22,6.266150419150711,80.83,15.6
2022-04-23 08:00:00,22.27,2.41,70.98,17.73
2022-04-23 09:00:00,16.79,5.38,62.58,20.25
2022-04-23 10:00:00,8.31,17.7,56.23,21.6
2022-04-23 11:00:00,8.25,13.07,50.93,23.35
2022-04-23 12:00:00,8.2,10.54,42.98,25.75
2022-04-23 13:00:00,9.49,20.42,42.93,25.63
2022-04-23 14:00:00,15.61,34.44,51.9,24.18
2022-04-23 15:00:00,27.48,28.74,58.48,22.15
2022-04-23 16:00:00,33.27,23.54,60.43,21.93
2022-04-23 17:00:00,29.17,25.16,63.65,20.75
2022-04-23 18:00:00,32.52,22.34,66.48,19.33
2022-04-23 19:00:00,45.9,11.73,71.0,17.9
2022-04-23 20:00:00,44.74,5.73,73.65,16.88
2022-04-23 21:00:00,24.39,14.36,69.43,16.4
2022-04-23 22:00:00,21.01,12.77,66.85,16.25
2022-04-23 23:00:00,30.26,3.37,72.45,15.65
2022-04-24 00:00:00,31.9,4.65,73.63,14.7
2022-04-24 01:00:00,23.23,9.76,74.25,13.83
2022-04-24 02:00:00,21.11,9.3,74.78,13.45
2022-04-24 03:00:00,26.07,6.66,77.35,13.03
2022-04-24 04:00:00,30.58,4.48,79.23,12.53
2022-04-24 05:00:00,21.97,0.34,84.35,12.65
2022-04-24 06:00:00,21.52,14.446534765561891,81.3,15.05
2022-04-24 07:00:00,17.26,19.3493208395217,71.5,18.05
2022-04-24 08:00:00,12.75,0.66,62.8,20.43
2022-04-24 09:00:00,14.91,3.65,56.95,22.38
2022-04-24 10:00:00,13.02,6.2,50.55,25.05
2022-04-24 11:00:00,9.03,16.51,42.8,26.6
2022-04-24 12:00:00,9.9,26.21,42.28,26.95
2022-04-24 13:00:00,15.23,31.27,46.55,26.65
2022-04-24 14:00:00,18.59,33.84,52.63,25.18
2022-04-24 15:00:00,21.82,33.74,56.73,23.6
2022-04-24 16:00:00,20.98,28.93,57.8,22.85
2022-04-24 17:00:00,18.67,29.65,58.28,21.65
2022-04-24 18:00:00,18.52,29.97,62.78,19.63
2022-04-24 19:00:00,46.01,12.14,66.53,18.6
2022-04-24 20:00:00,45.2,8.93,70.3,17.73
2022-04-24 21:00:00,45.5,7.83,71.75,16.95
2022-04-24 22:00:00,41.63,7.73,73.08,16.45
2022-04-24 23:00:00,38.82,4.56,76.45,15.98
2022-04-25 00:00:00,27.27,7.39,77.48,15.33
2022-04-25 01:00:00,22.43,7.24,78.15,14.98
2022-04-25 02:00:00,24.93,2.74,79.93,14.65
2022-04-25 03:00:00,18.77,4.8,81.3,14.28
2022-04-25 04:00:00,22.96,2.23,83.55,14.2
2022-04-25 05:00:00,22.01,2.81,83.13,14.25
2022-04-25 06:00:00,19.28,9.704610738427709,81.1,16.05
2022-04-25 07:00:00,18.39,2.65,73.78,18.28
2022-04-25 08:00:00,18.84,24.886318043843914,65.7,21.28
2022-04-25 09:00:00,12.73,8.32,58.23,22.88
2022-04-25 10:00:00,9.08,14.33,53.48,24.6
2022-04-25 11:00:00,8.99,21.95,50.88,25.4
2022-04-25 12:00:00,10.01,23.84,50.2,25.95
2022-04-25 13:00:00,15.64,23.9,52.9,25.75
2022-04-25 14:00:00,19.62,24.84,53.28,25.73
2022-04-25 15:00:00,20.63,27.18,55.0,25.3
2022-04-25 16:00:00,21.09,27.14,57.48,24.15
2022-04-25 17:00:00,19.83,30.21,61.35,22.2
2022-04-25 18:00:00,19.07,28.09,63.25,20.23
2022-04-25 19:00:00,32.5,19.66,64.93,19.33
2022-04-25 20:00:00,45.23,10.78,67.85,18.4
2022-04-25 21:00:00,45.35,7.4,71.2,17.58
2022-04-25 22:00:00,45.05,4.7,73.15,17.2
2022-04-25 23:00:00,31.77,8.93,73.48,16.65
2022-04-26 00:00:00,27.19,8.73,74.98,15.98
2022-04-26 01:00:00,27.0,6.18,76.43,15.5
2022-04-26 02:00:00,19.15,7.89,75.85,15.03
2022-04-26 03:00:00,21.87,11.19,68.93,14.33
2022-04-26 04:00:00,33.03,6.0,70.8,14.03
2022-04-26 05:00:00,37.28,2.81,71.78,14.35
2022-04-26 06:00:00,28.8,3.52,59.78,17.23
2022-04-26 07:00:00,7.29,13.29,43.9,21.98
2022-04-26 08:00:00,6.67,16.4,38.98,24.73
2022-04-26 09:00:00,8.0,22.44,37.03,26.9
2022-04-26 10:00:00,11.42,25.72,36.0,27.88
2022-04-26 11:00:00,15.93,32.09,35.83,27.63
2022-04-26 12:00:00,13.38,36.0,31.48,28.15
2022-04-26 13:00:00,13.75,40.47,30.18,28.53
2022-04-26 14:00:00,19.43,43.9,33.78,27.7
2022-04-26 15:00:00,24.99,44.64,38.73,26.75
2022-04-26 16:00:00,24.33,43.98,40.68,26.18
2022-04-26 17:00:00,29.37,37.66,43.15,25.33
2022-04-26 18:00:00,35.62,35.29,48.53,23.75
2022-04-26 19:00:00,69.81,16.57,54.2,21.75
2022-04-26 20:00:00,72.31,12.36,59.43,20.0
2022-04-26 21:00:00,66.74,10.73,63.7,18.73
2022-04-26 22:00:00,62.36,6.16,66.1,18.18
2022-04-26 23:00:00,47.67,6.72,68.88,17.6
2022-04-27 00:00:00,41.49,8.14,70.18,16.53
2022-04-27 01:00:00,28.62,10.41,71.18,16.3
2022-04-27 02:00:00,26.79,8.2,74.1,15.8
2022-04-27 03:00:00,34.86,10.83,77.6,15.23
2022-04-27 04:00:00,46.32,2.74,81.4,15.03
2022-04-27 05:00:00,48.46,2.8176362013822067,82.93,15.1
2022-04-27 06:00:00,38.7,6.184293451871062,78.2,17.45
2022-04-27 07:00:00,28.95,22.933086462070968,67.7,20.83
2022-04-27 08:00:00,19.84,10.21,60.8,22.05
2022-04-27 09:00:00,17.86,7.2,54.83,24.15
2022-04-27 10:00:00,9.11,24.21,49.55,25.38
2022-04-27 11:00:00,10.16,30.01,48.4,26.15
2022-04-27 12:00:00,10.56,34.97,45.03,26.73
2022-04-27 13:00:00,11.39,40.19,45.1,26.08
2022-04-27 14:00:00,19.76,40.23,48.53,25.43
2022-04-27 15:00:00,22.57,43.02,51.63,24.38
2022-04-27 16:00:00,22.93,40.02,53.63,24.03
2022-04-27 17:00:00,23.23,36.59,55.1,23.55
2022-04-27 18:00:00,26.66,37.05,60.05,22.25
2022-04-27 19:00:00,30.06,33.77,67.55,20.55
2022-04-27 20:00:00,54.07,17.67,70.58,19.43
2022-04-27 21:00:00,61.72,9.08,72.38,18.48
2022-04-27 22:00:00,48.75,7.92,73.65,17.9
2022-04-27 23:00:00,36.81,10.35,73.33,17.03
2022-04-28 00:00:00,27.79,10.47,75.83,16.2
2022-04-28 01:00:00,18.23,14.91,75.98,15.68
2022-04-28 02:00:00,18.95,15.96,76.55,15.38
2022-04-28 03:00:00,33.59,9.3,78.23,14.98
2022-04-28 04:00:00,41.2,3.29,80.3,14.68
2022-04-28 05:00:00,43.12,4.175140363825815,82.38,14.75
2022-04-28 06:00:00,25.35,11.032207004120291,79.95,16.6
2022-04-28 07:00:00,23.89,15.634632889932147,72.3,19.25
2022-04-28 08:00:00,21.75,2.63,66.33,21.28
2022-04-28 09:00:00,24.74,9.31,59.73,23.45
2022-04-28 10:00:00,20.41,11.9,49.8,26.03
2022-04-28 11:00:00,10.08,23.69,43.6,28.03
2022-04-28 12:00:00,9.4,43.66,42.78,26.78
2022-04-28 13:00:00,12.18,44.13,42.48,25.88
2022-04-28 14:00:00,15.41,43.58,43.5,25.85
2022-04-28 15:00:00,14.8,44.55,45.53,25.2
2022-04-28 16:00:00,22.0,43.16,48.58,24.6
2022-04-28 17:00:00,22.05,41.61,51.7,23.38
2022-04-28 18:00:00,25.69,41.62,55.98,21.88
2022-04-28 19:00:00,37.18,34.16,61.9,20.75
2022-04-28 20:00:00,22.66,26.73,55.28,20.6
2022-04-28 21:00:00,8.35,34.44,50.3,20.58
2022-04-28 22:00:00,5.81,35.69,51.95,19.55
2022-04-28 23:00:00,6.51,34.13,52.68,19.08
2022-04-29 00:00:00,6.43,32.84,55.48,18.65
2022-04-29 01:00:00,7.18,31.4,57.35,18.2
2022-04-29 02:00:00,8.74,29.29,60.23,17.73
2022-04-29 03:00:00,8.39,29.01,62.65,16.98
2022-04-29 04:00:00,10.19,29.43,61.48,16.6
2022-04-29 05:00:00,13.22,25.02,63.03,16.65
2022-04-29 06:00:00,13.85,23.45,62.63,17.73
2022-04-29 07:00:00,12.6,19.14,59.38,19.58
2022-04-29 08:00:00,9.26,20.45,53.35,21.98
2022-04-29 09:00:00,8.05,23.7,47.95,24.38
2022-04-29 10:00:00,8.36,32.93,46.0,24.5
2022-04-29 11:00:00,9.55,32.61,44.95,25.2
2022-04-29 12:00:00,12.57,33.67,45.48,25.28
2022-04-29 13:00:00,11.04,36.21,46.65,25.0
2022-04-29 14:00:00,15.04,36.48,48.05,24.4
2022-04-29 15:00:00,19.86,38.4,49.75,23.13
2022-04-29 16:00:00,20.06,37.88,51.35,22.3
2022-04-29 17:00:00,21.54,34.97,52.98,21.3
2022-04-29 18:00:00,22.09,33.49,55.3,20.45
2022-04-29 19:00:00,28.42,26.2,59.13,20.08
2022-04-29 20:00:00,30.6,22.48,61.4,19.63
2022-04-29 21:00:00,34.68,26.11,64.0,19.25
