Project Time (Interval end) (UTC0),NO PreScaled ppb,NO Scaled ppb,NO2 PreScaled ppb,NO2 Scaled ppb,NOx PreScaled ppb,NOx Scaled ppb,O3 PreScaled ppb,O3 Scaled ppb,Pressure mbar,Humidity %RH,Temperature C
28/May/2022 14:00:00,11.5,11.5,32.57,32.57,44.07,44.07,48.73,48.73,1002.33,58.95,29.25
28/May/2022 15:00:00,18.14,18.14,32.58,32.58,50.72,50.72,48.15,48.15,1001.93,59.78,29.15
28/May/2022 16:00:00,21.96,21.96,30.68,30.68,52.64,52.64,43.74,43.74,1001.6,59.33,28.9
28/May/2022 17:00:00,16.99,16.99,31.75,31.75,48.73,48.73,44.93,44.93,1001.98,61.2,28
28/May/2022 18:00:00,15.46,15.46,37.98,37.98,53.44,53.44,41.55,41.55,1002.13,65.75,26.5
28/May/2022 19:00:00,16.54,16.54,33.17,33.17,49.72,49.72,39.24,39.24,1002.5,68.98,25.43
28/May/2022 20:00:00,20.1,20.1,26.54,26.54,46.64,46.64,38.64,38.64,1002.7,69.18,24.78
28/May/2022 21:00:00,22.01,22.01,25.2,25.2,47.21,47.21,34.55,34.55,1003,67.28,24.4
28/May/2022 22:00:00,22.5,22.5,25.04,25.04,47.53,47.53,29.46,29.46,1002.78,67.48,24.18
28/May/2022 23:00:00,25.21,25.21,35.66,35.66,60.87,60.87,20,20,1002.03,65,23.65
29/May/2022 00:00:00,19.82,19.82,39.08,39.08,58.91,58.91,21.17,21.17,1001.43,68.28,23.38
29/May/2022 01:00:00,20.66,20.66,28.67,28.67,49.34,49.34,27.98,27.98,1000.88,69.73,23.38
29/May/2022 02:00:00,19.04,19.04,24.38,24.38,43.42,43.42,23.35,23.35,1000.4,72.45,23.43
29/May/2022 03:00:00,19.46,19.46,25.07,25.07,44.54,44.54,20,20,1000.08,74.95,22.78
29/May/2022 04:00:00,21.46,21.46,28.72,28.72,50.17,50.17,20.37,20.37,1000.4,75.8,22.33
29/May/2022 05:00:00,28.79,28.79,16.68,16.68,45.48,45.48,21.66,21.66,1000.23,69.65,22.88
29/May/2022 06:00:00,27.01,27.01,20.74,20.74,47.75,47.75,22.93,22.93,1000.25,67.7,24.58
29/May/2022 07:00:00,27.66,27.66,21.62,21.62,49.27,49.27,26.38,26.38,1000.05,67.93,26.13
29/May/2022 08:00:00,31.76,31.76,17.94,17.94,49.7,49.7,28.44,28.44,999.73,63.38,27.23
29/May/2022 09:00:00,33.18,33.18,10.53,10.53,43.71,43.71,37.54,37.54,999.78,55.55,28.35
29/May/2022 10:00:00,28.82,28.82,9.33,9.33,38.15,38.15,46.79,46.79,1000,52.05,29.05
29/May/2022 11:00:00,20.51,20.51,16.02,16.02,36.53,36.53,51.26,51.26,999,53.65,29.68
29/May/2022 12:00:00,10.23,10.23,25.14,25.14,35.37,35.37,54.08,54.08,998.75,59.63,28.7
29/May/2022 13:00:00,16.57,16.57,23.59,23.59,40.16,40.16,53.09,53.09,997.78,57.68,28.83
29/May/2022 14:00:00,22.36,22.36,18.4,18.4,40.76,40.76,50.15,50.15,996.73,54.3,29.73
29/May/2022 15:00:00,5.38,5.38,29.26,29.26,34.65,34.65,67.06,67.06,998.15,62.48,27.48
29/May/2022 16:00:00,5.99,5.99,32.2,32.2,38.18,38.18,49.11,49.11,998.88,71.15,24.28
29/May/2022 17:00:00,17.99,17.99,53.67,53.67,71.66,71.66,22.14,22.14,998.25,75,22.08
29/May/2022 18:00:00,35.56,35.56,62.92,62.92,98.48,98.48,9.95,9.95,998.7,76,22.4
29/May/2022 19:00:00,26.55,26.55,36.87,36.87,63.42,63.42,12.59,12.59,999.13,72.68,22.15
29/May/2022 20:00:00,29,29,43.24,43.24,72.25,72.25,9.95,9.95,1000.08,74.45,21.13
29/May/2022 21:00:00,23.69,23.69,36.35,36.35,60.04,60.04,9.38,9.38,1000.35,75.7,20.55
29/May/2022 22:00:00,23.26,23.26,26.32,26.32,49.58,49.58,12.24,12.24,1000.5,76.2,20.18
29/May/2022 23:00:00,22.04,22.04,19.63,19.63,41.67,41.67,15.66,15.66,1000.63,74.08,19.68
30/May/2022 00:00:00,21.23,21.23,17.96,17.96,39.2,39.2,16.39,16.39,1000.95,73.68,19.18
30/May/2022 01:00:00,19.76,19.76,10.4,10.4,30.16,30.16,20.91,20.91,1000.78,73.13,19.13
30/May/2022 02:00:00,19.95,19.95,11.2,11.2,31.14,31.14,24.26,24.26,1000.9,72.63,19.2
30/May/2022 03:00:00,19.77,19.77,22.59,22.59,42.36,42.36,13.61,13.61,1001.38,75.55,19.03
30/May/2022 04:00:00,23.84,23.84,19.89,19.89,43.73,43.73,18.45,18.45,1001.75,72.55,18.83
30/May/2022 05:00:00,32.1,32.1,18.23,18.23,50.34,50.34,18.03,18.03,1002.5,66.53,20.85
30/May/2022 06:00:00,42.33,42.33,23.04,23.04,65.38,65.38,9.68,9.68,1003.65,64.23,22.68
30/May/2022 07:00:00,35.09,35.09,24.12,24.12,59.21,59.21,16.68,16.68,1003.8,60.23,24
30/May/2022 08:00:00,26.58,26.58,13.71,13.71,40.29,40.29,22.55,22.55,1004.18,53.5,26.65
30/May/2022 09:00:00,21.39,21.39,8,8,29.39,29.39,32.91,32.91,1004.1,45.05,28.83
30/May/2022 10:00:00,21.04,21.04,7.78,7.78,28.82,28.82,37.71,37.71,1004.55,40.1,30.93
30/May/2022 11:00:00,15.34,15.34,10.71,10.71,26.06,26.06,47.35,47.35,1004.7,36.98,32.25
30/May/2022 12:00:00,2.03,2.03,21.91,21.91,23.94,23.94,57.89,57.89,1004.5,44.85,30.55
30/May/2022 13:00:00,2.36,2.36,26.21,26.21,28.57,28.57,49.03,49.03,1004.48,44.08,30.4
30/May/2022 14:00:00,2.34,2.34,24.8,24.8,27.13,27.13,52.35,52.35,1004.45,43.9,30.5
30/May/2022 15:00:00,2.74,2.74,29.75,29.75,32.49,32.49,48.53,48.53,1003.95,47.5,30.08
30/May/2022 16:00:00,3.01,3.01,27.43,27.43,30.45,30.45,46.22,46.22,1004.25,46.83,29.35
30/May/2022 17:00:00,2.65,2.65,26.13,26.13,28.77,28.77,48.28,48.28,1004.15,47.45,28.33
30/May/2022 18:00:00,2.9,2.9,23.85,23.85,26.76,26.76,42.32,42.32,1004.95,46.6,27.25
30/May/2022 19:00:00,2.44,2.44,33.02,33.02,35.46,35.46,35.02,35.02,1005.43,46.23,26.38
30/May/2022 20:00:00,3.6,3.6,32.66,32.66,36.26,36.26,32.45,32.45,1005.83,47.78,25
30/May/2022 21:00:00,3.4,3.4,36.11,36.11,39.51,39.51,30.83,30.83,1006.4,52.25,24.2
30/May/2022 22:00:00,7.44,7.44,43.64,43.64,51.08,51.08,24.75,24.75,1006.88,54.68,23.43
30/May/2022 23:00:00,9.71,9.71,41.57,41.57,51.29,51.29,22.43,22.43,1006.7,55.1,22.7
31/May/2022 00:00:00,10.97,10.97,32.61,32.61,43.58,43.58,22.59,22.59,1006.88,55.5,22.43
31/May/2022 01:00:00,10.4,10.4,19.34,19.34,29.75,29.75,27.72,27.72,1007.03,54.9,21.9
31/May/2022 02:00:00,10.3,10.3,22.08,22.08,32.38,32.38,24.05,24.05,1007.15,57.45,21.4
31/May/2022 03:00:00,16.77,16.77,29.38,29.38,46.14,46.14,20.58,20.58,1007.05,56.65,20.88
31/May/2022 04:00:00,55.42,55.42,54.33,54.33,109.75,109.75,12.06,12.06,1008.08,59.03,20.7
31/May/2022 05:00:00,42.91,42.91,44.66,44.66,87.57,87.57,9.81,9.81,1008.5,59.58,22.33
31/May/2022 06:00:00,27.46,27.46,34.11,34.11,61.57,61.57,15.24,15.24,1008.95,57.83,25.15
31/May/2022 07:00:00,20.2,20.2,28.03,28.03,48.22,48.22,21.89,21.89,1009.13,60.2,26.18
31/May/2022 08:00:00,29.73,29.73,28,28,57.73,57.73,22.44,22.44,1009.28,56.23,27.73
31/May/2022 09:00:00,34.55,34.55,18,18,52.55,52.55,34.15,34.15,1009.23,48.53,30.3
31/May/2022 10:00:00,31.61,31.61,14.71,14.71,46.31,46.31,45.3,45.3,1009.18,44,31.48
31/May/2022 11:00:00,30.55,30.55,21.01,21.01,51.56,51.56,49.75,49.75,1009.08,43.85,32.5
31/May/2022 12:00:00,30.71,30.71,25.43,25.43,56.13,56.13,55.94,55.94,1008.65,42.83,33.03
31/May/2022 13:00:00,17.41,17.41,27.56,27.56,44.97,44.97,57.65,57.65,1008.28,43.13,32.45
31/May/2022 14:00:00,4.29,4.29,35.7,35.7,39.98,39.98,54.85,54.85,1007.28,50.58,31.1
31/May/2022 15:00:00,16.58,16.58,22.28,22.28,38.86,38.86,49.65,49.65,1006.7,45.93,31.15
31/May/2022 16:00:00,10.6,10.6,20.88,20.88,31.49,31.49,50.74,50.74,1006.93,44.45,30.75
31/May/2022 17:00:00,2.2,2.2,23.02,23.02,25.22,25.22,50.72,50.72,1007.4,48.43,29.05
31/May/2022 18:00:00,4.9,4.9,31.11,31.11,36,36,40.67,40.67,1007.25,48.75,27.95
31/May/2022 19:00:00,2.32,2.32,38.45,38.45,40.77,40.77,41.42,41.42,1008.53,55.08,27.3
31/May/2022 20:00:00,5.72,5.72,31.82,31.82,37.54,37.54,36.75,36.75,1011.1,60.1,25.85
31/May/2022 21:00:00,12.33,12.33,29.79,29.79,42.12,42.12,33.45,33.45,1010.83,60.3,25.45
31/May/2022 22:00:00,13.5,13.5,26.65,26.65,40.14,40.14,26.84,26.84,1009.13,61.68,24.55
31/May/2022 23:00:00,14.57,14.57,21.74,21.74,36.31,36.31,25.29,25.29,1009.23,64.35,24.23
01/Jun/2022 00:00:00,17.46,17.46,17.53,17.53,34.99,34.99,28.41,28.41,1008.73,62.85,23.75
01/Jun/2022 01:00:00,17.25,17.25,11.21,11.21,28.46,28.46,35.57,35.57,1008.25,61.7,23.45
01/Jun/2022 02:00:00,19.28,19.28,10.7,10.7,29.98,29.98,36.23,36.23,1008.23,59.73,23.7
01/Jun/2022 03:00:00,12.09,12.09,25.49,25.49,37.58,37.58,27.16,27.16,1008.2,69.08,23.13
01/Jun/2022 04:00:00,19.73,19.73,34.05,34.05,53.78,53.78,14.72,14.72,1008.43,73.73,22.03
01/Jun/2022 05:00:00,33.2,33.2,35.49,35.49,68.69,68.69,8.23,8.23,1008.58,72.13,22.85
01/Jun/2022 06:00:00,37.21,37.21,28.52,28.52,65.73,65.73,11.34,11.34,1009.05,64.98,25.8
01/Jun/2022 07:00:00,38.45,38.45,26.61,26.61,65.06,65.06,16.08,16.08,1008.8,63.8,26.5
01/Jun/2022 08:00:00,44.7,44.7,26.22,26.22,70.92,70.92,20.4,20.4,1008.68,57.85,28.45
01/Jun/2022 09:00:00,40.31,40.31,14.05,14.05,54.36,54.36,35.2,35.2,1008.85,52.13,29.63
01/Jun/2022 10:00:00,39.72,39.72,13.25,13.25,52.97,52.97,44.46,44.46,1008.65,47.63,30.95
01/Jun/2022 11:00:00,38.77,38.77,12.04,12.04,50.81,50.81,47.56,47.56,1008.58,43.38,32
01/Jun/2022 12:00:00,27.64,27.64,18.33,18.33,45.97,45.97,51.14,51.14,1008.68,41.8,32.4
01/Jun/2022 13:00:00,23.35,23.35,23.9,23.9,47.25,47.25,48,48,1008.23,42.63,32.13
01/Jun/2022 14:00:00,16.73,16.73,23.91,23.91,40.64,40.64,51.61,51.61,1007.93,40.75,32.13
01/Jun/2022 15:00:00,7.86,7.86,22.53,22.53,30.39,30.39,52.16,52.16,1006.98,42.28,31.4
01/Jun/2022 16:00:00,6.95,6.95,27.11,27.11,34.05,34.05,51.44,51.44,1006.9,42.25,31.28
01/Jun/2022 17:00:00,2.43,2.43,30.06,30.06,32.49,32.49,51.52,51.52,1006.98,47.5,30.1
01/Jun/2022 18:00:00,5.19,5.19,31.82,31.82,37.01,37.01,43.53,43.53,1006.93,48.4,29
01/Jun/2022 19:00:00,5.76,5.76,43.68,43.68,49.44,49.44,36.34,36.34,1007.43,49.2,28.43
01/Jun/2022 20:00:00,19.73,19.73,71.45,71.45,91.19,91.19,20.46,20.46,1008.08,52.4,27.23
01/Jun/2022 21:00:00,9.87,9.87,49.31,49.31,59.18,59.18,25.87,25.87,1008.13,54.58,26.13
01/Jun/2022 22:00:00,11.1,11.1,43.44,43.44,54.54,54.54,26.48,26.48,1008.38,56.2,25.65
01/Jun/2022 23:00:00,18.95,18.95,59.18,59.18,78.13,78.13,18.52,18.52,1008.43,58.45,25.1
02/Jun/2022 00:00:00,15.46,15.46,37.8,37.8,53.26,53.26,22.91,22.91,1008.4,60.45,24.35
02/Jun/2022 01:00:00,16.32,16.32,23.36,23.36,39.68,39.68,20.36,20.36,1008.23,62.28,23.85
02/Jun/2022 02:00:00,18.07,18.07,20.68,20.68,38.76,38.76,12.16,12.16,1007.95,65.53,23.18
02/Jun/2022 03:00:00,21.77,21.77,23.73,23.73,45.51,45.51,10.9,10.9,1008.4,68.3,22.7
02/Jun/2022 04:00:00,39.34,39.34,42.23,42.23,81.58,81.58,7.07,7.07,1008.43,68.6,22.53
02/Jun/2022 05:00:00,32.04,32.04,35.12,35.12,67.16,67.16,9,9,1008.53,71.18,23.78
02/Jun/2022 06:00:00,39.67,39.67,31.18,31.18,70.84,70.84,8.76,8.76,1009,68.45,25.63
02/Jun/2022 07:00:00,50.95,50.95,30.22,30.22,81.17,81.17,13.84,13.84,1008.95,62.38,27.9
02/Jun/2022 08:00:00,51.73,51.73,26.66,26.66,78.39,78.39,24.09,24.09,1008.85,58.6,29.03
02/Jun/2022 09:00:00,59.91,59.91,22.16,22.16,82.07,82.07,35.79,35.79,1008.88,51.2,30.8
02/Jun/2022 10:00:00,54.77,54.77,16.69,16.69,71.46,71.46,47.38,47.38,1008.95,45,32.15
02/Jun/2022 11:00:00,48.57,48.57,16.19,16.19,64.76,64.76,53.79,53.79,1008.75,43.33,32.88
02/Jun/2022 12:00:00,35.8,35.8,23.8,23.8,59.6,59.6,59.46,59.46,1008.35,44.05,33.05
02/Jun/2022 13:00:00,36.11,36.11,28.64,28.64,64.75,64.75,55.94,55.94,1007.95,43.58,33.18
02/Jun/2022 14:00:00,28.88,28.88,27.83,27.83,56.7,56.7,57.52,57.52,1007.73,43.9,32.85
02/Jun/2022 15:00:00,30.16,30.16,22.14,22.14,52.3,52.3,58.88,58.88,1007.25,39.78,32.98
02/Jun/2022 16:00:00,21.32,21.32,24.95,24.95,46.27,46.27,57.37,57.37,1006.98,38.83,32.65
02/Jun/2022 17:00:00,13.11,13.11,31.58,31.58,44.69,44.69,53.9,53.9,1007.08,40.75,32.05
02/Jun/2022 18:00:00,8.23,8.23,35.05,35.05,43.29,43.29,50.41,50.41,1007.15,43.3,31.3
02/Jun/2022 19:00:00,2.79,2.79,77.09,77.09,79.88,79.88,47.41,47.41,1007.58,57.6,28.33
02/Jun/2022 20:00:00,31.62,31.62,104.77,104.77,136.4,136.4,16.42,16.42,1007.6,68.2,25.9
02/Jun/2022 21:00:00,41.45,41.45,84.7,84.7,126.16,126.16,11.93,11.93,1007.7,66.05,25.35
02/Jun/2022 22:00:00,39.62,39.62,71.04,71.04,110.67,110.67,6.52,6.52,1008.53,69.65,25.13
02/Jun/2022 23:00:00,29.68,29.68,40.92,40.92,70.61,70.61,6.92,6.92,1009,69.85,24.63
03/Jun/2022 00:00:00,29.14,29.14,27.72,27.72,56.86,56.86,12.26,12.26,1008.9,67.23,24.18
03/Jun/2022 01:00:00,27.48,27.48,25.95,25.95,53.44,53.44,12.59,12.59,1008.93,67.7,23.85
03/Jun/2022 02:00:00,27.38,27.38,22.74,22.74,50.12,50.12,14.98,14.98,1008.35,67,23.6
03/Jun/2022 03:00:00,28.25,28.25,31.47,31.47,59.72,59.72,10.23,10.23,1008.38,69.28,23.25
03/Jun/2022 04:00:00,48.3,48.3,42.58,42.58,90.88,90.88,6.88,6.88,1008.95,69.95,23.08
03/Jun/2022 05:00:00,44.88,44.88,32.39,32.39,77.27,77.27,6.63,6.63,1009.55,67.5,24.68
03/Jun/2022 06:00:00,47.49,47.49,10.11,10.11,57.6,57.6,21.5,21.5,1010.3,52.75,28.3
03/Jun/2022 07:00:00,58.47,58.47,8.35,8.35,66.82,66.82,28.71,28.71,1010.35,45,31.43
03/Jun/2022 08:00:00,59.36,59.36,9.12,9.12,68.47,68.47,39.57,39.57,1010.35,38.85,33.4
03/Jun/2022 09:00:00,39.53,39.53,10.42,10.42,49.95,49.95,49.45,49.45,1010.7,35.1,34.65
03/Jun/2022 10:00:00,17.55,17.55,12.75,12.75,30.3,30.3,49.92,49.92,1010.6,30.85,36.38
03/Jun/2022 11:00:00,1.77,1.77,28.7,28.7,30.48,30.48,79.34,79.34,1010.18,30.95,37.5
03/Jun/2022 12:00:00,2.29,2.29,34.2,34.2,36.49,36.49,66.03,66.03,1010.18,35.05,35.8
03/Jun/2022 13:00:00,2.73,2.73,36.26,36.26,38.98,38.98,62.7,62.7,1010.05,35.85,35.83
03/Jun/2022 14:00:00,4.87,4.87,32.94,32.94,37.81,37.81,61.84,61.84,1009.75,35.25,35.83
03/Jun/2022 15:00:00,8.73,8.73,34.06,34.06,42.8,42.8,63.09,63.09,1008.6,36.6,35.05
03/Jun/2022 16:00:00,15.39,15.39,38.04,38.04,53.42,53.42,57.02,57.02,1008.35,37.1,34.5
03/Jun/2022 17:00:00,16.31,16.31,29.59,29.59,45.91,45.91,60.31,60.31,1009.23,36.15,33.35
03/Jun/2022 18:00:00,7.45,7.45,45.21,45.21,52.66,52.66,50,50,1009.68,40.05,32.13
03/Jun/2022 19:00:00,15.14,15.14,54.4,54.4,69.53,69.53,34.61,34.61,1009.83,40.28,30.9
03/Jun/2022 20:00:00,32.17,32.17,77.61,77.61,109.78,109.78,24.11,24.11,1010.68,42.2,29.4
03/Jun/2022 21:00:00,6.43,6.43,64.44,64.44,70.86,70.86,29.71,29.71,1010.85,49.95,28.55
03/Jun/2022 22:00:00,12.29,12.29,69.23,69.23,81.52,81.52,22.77,22.77,1011.35,55.05,28.08
03/Jun/2022 23:00:00,20.67,20.67,58.29,58.29,78.95,78.95,18.57,18.57,1011,55.43,27.58
04/Jun/2022 00:00:00,23.43,23.43,30.03,30.03,53.46,53.46,29.93,29.93,1010.93,52.35,27.18
04/Jun/2022 01:00:00,23.04,23.04,26.48,26.48,49.52,49.52,31.74,31.74,1010.7,52.28,26.93
04/Jun/2022 02:00:00,21.57,21.57,33.22,33.22,54.78,54.78,27.3,27.3,1010.35,54.43,26.35
04/Jun/2022 03:00:00,23.6,23.6,38.32,38.32,61.92,61.92,20.21,20.21,1010.78,57.98,25.78
04/Jun/2022 04:00:00,34.32,34.32,43.5,43.5,77.81,77.81,15.84,15.84,1010.98,60,25.35
04/Jun/2022 05:00:00,29.07,29.07,42.01,42.01,71.08,71.08,18.46,18.46,1011.3,63.2,25.9
04/Jun/2022 06:00:00,38.78,38.78,32.49,32.49,71.28,71.28,18.58,18.58,1011.7,62.88,27.68
04/Jun/2022 07:00:00,46.02,46.02,34.52,34.52,80.54,80.54,23.57,23.57,1012.23,61.55,28.63
04/Jun/2022 08:00:00,65.94,65.94,24.63,24.63,90.57,90.57,29.16,29.16,1011.88,54.78,30.6
04/Jun/2022 09:00:00,72.32,72.32,20.07,20.07,92.39,92.39,42.45,42.45,1011.68,48.05,31.78
04/Jun/2022 10:00:00,69.71,69.71,14.24,14.24,83.95,83.95,61.2,61.2,1011.28,43.43,33.35
04/Jun/2022 11:00:00,58.47,58.47,15.52,15.52,73.99,73.99,62.77,62.77,1011.25,42.63,33.65
04/Jun/2022 12:00:00,47.24,47.24,25.36,25.36,72.6,72.6,67.97,67.97,1010.7,43.18,33.63
04/Jun/2022 13:00:00,44.22,44.22,29.42,29.42,73.64,73.64,62.72,62.72,1010.1,44.8,33.45
04/Jun/2022 14:00:00,36.93,36.93,34.68,34.68,71.61,71.61,61.63,61.63,1009.75,48.33,32.98
04/Jun/2022 15:00:00,41.73,41.73,29.14,29.14,70.88,70.88,55.22,55.22,1009.2,48.18,32.53
04/Jun/2022 16:00:00,47.36,47.36,21.57,21.57,68.93,68.93,57.16,57.16,1008.9,43.05,32.83
04/Jun/2022 17:00:00,33.56,33.56,26.3,26.3,59.87,59.87,56.86,56.86,1008.75,42.98,32.23
04/Jun/2022 18:00:00,23.49,23.49,31.35,31.35,54.85,54.85,52.51,52.51,1008.85,45.1,31.48
04/Jun/2022 19:00:00,14.07,14.07,37.55,37.55,51.62,51.62,48.44,48.44,1008.55,49.7,30.03
04/Jun/2022 20:00:00,17.04,17.04,48.14,48.14,65.18,65.18,37.41,37.41,1009.35,55.65,29.03
04/Jun/2022 21:00:00,22.87,22.87,48.55,48.55,71.42,71.42,30.44,30.44,1009.3,54.9,27.98
04/Jun/2022 22:00:00,23.92,23.92,35.27,35.27,59.19,59.19,33.34,33.34,1009.85,55.65,27.38
04/Jun/2022 23:00:00,28.25,28.25,49.51,49.51,77.76,77.76,23.55,23.55,1009.43,55.93,26.95
05/Jun/2022 00:00:00,23.74,23.74,59.48,59.48,83.22,83.22,19.62,19.62,1008.98,61.33,26.38
05/Jun/2022 01:00:00,27.1,27.1,47.91,47.91,75.02,75.02,16.17,16.17,1009.1,66.03,25.88
05/Jun/2022 02:00:00,32.33,32.33,45.57,45.57,77.9,77.9,11.8,11.8,1009.5,66.53,25.1
05/Jun/2022 03:00:00,37.17,37.17,37.61,37.61,74.78,74.78,14.76,14.76,1009.13,64.48,24.75
05/Jun/2022 04:00:00,36.95,36.95,33.82,33.82,70.77,70.77,16.48,16.48,1009.33,64.13,24.83
05/Jun/2022 05:00:00,37.59,37.59,30.36,30.36,67.95,67.95,20.62,20.62,1009.23,63.63,25.93
05/Jun/2022 06:00:00,43.86,43.86,26.18,26.18,70.05,70.05,19.74,19.74,1009.43,64.05,27.8
05/Jun/2022 07:00:00,50.02,50.02,26.75,26.75,76.77,76.77,27.82,27.82,1009.28,61.43,29.25
05/Jun/2022 08:00:00,60.81,60.81,23.23,23.23,84.04,84.04,34.12,34.12,1008.93,57.8,30.18
05/Jun/2022 09:00:00,83.49,83.49,15.81,15.81,99.3,99.3,40.03,40.03,1008.85,49.38,32.63
05/Jun/2022 10:00:00,73.82,73.82,14.64,14.64,88.45,88.45,54.82,54.82,1008.25,46.38,34.13
05/Jun/2022 11:00:00,70.6,70.6,8.73,8.73,79.33,79.33,46.16,46.16,1007.65,36.85,35.95
05/Jun/2022 12:00:00,19.03,19.03,13.32,13.32,32.36,32.36,56.22,56.22,1006.85,31.38,38.28
05/Jun/2022 13:00:00,-0.19,-0.19,27.13,27.13,26.94,26.94,61.81,61.81,1006.9,29.55,39.05
05/Jun/2022 14:00:00,,,,,,,,,1006.13,29.35,38.45
05/Jun/2022 15:00:00,,,,,,,,,1005.93,28.28,38.58
05/Jun/2022 16:00:00,,,,,,,,,1005.45,27.1,38.18
05/Jun/2022 17:00:00,0.11,0.11,31.14,31.14,31.25,31.25,62.03,62.03,1005.2,29.7,37.1
05/Jun/2022 18:00:00,,,,,,,,,1005.4,28.83,35.65
05/Jun/2022 19:00:00,1.83,1.83,53.87,53.87,55.7,55.7,54.12,54.12,1005.9,35.08,34.08
05/Jun/2022 20:00:00,3.78,3.78,66.85,66.85,70.63,70.63,44.06,44.06,1006.5,46.88,31.55
05/Jun/2022 21:00:00,25.03,25.03,80.39,80.39,105.42,105.42,21.75,21.75,1006.03,48.4,29.8
05/Jun/2022 22:00:00,27.95,27.95,85.39,85.39,113.35,113.35,19.21,19.21,1006.33,53.63,28.73
05/Jun/2022 23:00:00,26.4,26.4,74.56,74.56,100.96,100.96,18.18,18.18,1006.3,57.88,27.58
06/Jun/2022 00:00:00,29.02,29.02,52.21,52.21,81.23,81.23,19.75,19.75,1006.05,60.03,26.8
06/Jun/2022 01:00:00,32.47,32.47,34.55,34.55,67.02,67.02,26.76,26.76,1005.28,60.78,26.23
06/Jun/2022 02:00:00,34.15,34.15,30.31,30.31,64.46,64.46,27.74,27.74,1005.38,61.38,25.75
06/Jun/2022 03:00:00,36.4,36.4,37.92,37.92,74.33,74.33,11.33,11.33,1005.53,65.3,25.6
06/Jun/2022 04:00:00,44.08,44.08,34.84,34.84,78.92,78.92,13.41,13.41,1006.35,67.78,25.33
06/Jun/2022 05:00:00,36.94,36.94,26.56,26.56,63.5,63.5,26.25,26.25,1006.13,67.75,24.28
06/Jun/2022 06:00:00,58.04,58.04,33.91,33.91,91.95,91.95,20.08,20.08,1005.35,60.73,26.1
06/Jun/2022 07:00:00,71.49,71.49,30.33,30.33,101.82,101.82,17.46,17.46,1006.2,58.23,28.68
06/Jun/2022 08:00:00,68.95,68.95,30.64,30.64,99.59,99.59,30.65,30.65,1006.5,56.4,30.3
06/Jun/2022 09:00:00,72.13,72.13,30.23,30.23,102.36,102.36,40.01,40.01,1006.75,56.2,31.03
06/Jun/2022 10:00:00,86.18,86.18,22.8,22.8,108.98,108.98,50.22,50.22,1006.43,51.28,32.5
06/Jun/2022 11:00:00,76.86,76.86,27.64,27.64,104.49,104.49,57.42,57.42,1005.48,51.63,32.93
06/Jun/2022 12:00:00,80.29,80.29,20.83,20.83,101.12,101.12,54.95,54.95,1004.4,47.95,33.13
06/Jun/2022 13:00:00,76.91,76.91,24.22,24.22,101.13,101.13,51.36,51.36,1004.7,45.48,33.68
06/Jun/2022 14:00:00,59.66,59.66,29.05,29.05,88.72,88.72,52.27,52.27,1004.6,44.6,33.48
06/Jun/2022 15:00:00,8.87,8.87,39.74,39.74,48.61,48.61,57.96,57.96,1005.33,60.58,26.53
06/Jun/2022 16:00:00,13.86,13.86,30.86,30.86,44.72,44.72,41.18,41.18,1006.68,65.53,23.23
06/Jun/2022 17:00:00,20.56,20.56,21.84,21.84,42.4,42.4,41.34,41.34,1007.2,65.3,22.1
06/Jun/2022 18:00:00,26.39,26.39,23.87,23.87,50.26,50.26,33.07,33.07,1007.85,60.95,23.38
06/Jun/2022 19:00:00,25.21,25.21,29.68,29.68,54.89,54.89,26.93,26.93,1008.73,65.7,23
06/Jun/2022 20:00:00,23.39,23.39,26.88,26.88,50.27,50.27,25.48,25.48,1008.5,68.55,22.48
06/Jun/2022 21:00:00,30.72,30.72,38.77,38.77,69.5,69.5,16.75,16.75,1008,71.53,21.95
06/Jun/2022 22:00:00,28.35,28.35,25.15,25.15,53.5,53.5,20.95,20.95,1007.9,72.03,21.45
06/Jun/2022 23:00:00,29.94,29.94,30.33,30.33,60.27,60.27,15.43,15.43,1007.13,72.75,21.08
07/Jun/2022 00:00:00,30.75,30.75,13.97,13.97,44.72,44.72,24.56,24.56,1007,69.73,21.13
07/Jun/2022 01:00:00,29.45,29.45,8.34,8.34,37.78,37.78,27.59,27.59,1006.88,66.93,21.38
07/Jun/2022 02:00:00,28.13,28.13,8.98,8.98,37.11,37.11,28.78,28.78,1006.78,66.93,21.13
07/Jun/2022 03:00:00,25.95,25.95,16.76,16.76,42.71,42.71,22.79,22.79,1006.58,68.8,20.6
07/Jun/2022 04:00:00,42.13,42.13,35.96,35.96,78.09,78.09,14.56,14.56,1007.25,70.05,20.2
07/Jun/2022 05:00:00,48.27,48.27,39.62,39.62,87.88,87.88,10.62,10.62,1007.63,71.35,20.9
07/Jun/2022 06:00:00,40.91,40.91,27.13,27.13,68.04,68.04,13.99,13.99,1008.3,67.85,23.95
07/Jun/2022 07:00:00,47.95,47.95,25.19,25.19,73.14,73.14,18.98,18.98,1008.1,63.65,26.28
07/Jun/2022 08:00:00,46.45,46.45,17.04,17.04,63.49,63.49,28.57,28.57,1008.28,58.3,27.35
07/Jun/2022 09:00:00,41.73,41.73,12.95,12.95,54.69,54.69,39.65,39.65,1007.6,54.75,28.5
07/Jun/2022 10:00:00,38.83,38.83,13.75,13.75,52.58,52.58,42.02,42.02,1007.43,54.58,29.25
