,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C),windspeed,direction,wind direction
2022-07-17 09:00:00,11.98,57.92,38.2,35.8,1.72,65.62,NE
2022-07-17 10:00:00,13.52,68.77,34.15,37.55,2.6,116.35,SE
2022-07-17 11:00:00,31.43,78.83,35.83,37.08,2.59,179.87,S
2022-07-17 12:00:00,31.36,70.83,38.9,35.25,2.37,137.07,SE
2022-07-17 13:00:00,38.13,70.84,39.15,35.85,4.86,75.87,E
2022-07-17 14:00:00,32.36,70.53,39.6,35.15,5.41,71.48,E
2022-07-17 15:00:00,29.95,72.82,38.5,35.1,4.86,57.77,NE
2022-07-17 16:00:00,41.19,66.74,42.43,34.35,4.96,39.47,NE
2022-07-17 17:00:00,48.99,61.84,48.93,32.6,5.2,77.38,E
2022-07-17 18:00:00,47.62,48.26,52.8,31.1,4.36,73.18,E
2022-07-17 19:00:00,41.34,46.57,53.25,30.38,4.4,67.8,E
2022-07-17 20:00:00,71.36,26.99,55.85,29.35,2.07,80.18,E
2022-07-17 21:00:00,81.66,17.89,58.15,28.4,1.9,208.82,SW
2022-07-17 22:00:00,67.45,19.96,60.45,27.9,0.73,252.82,W
2022-07-17 23:00:00,25.75,30.71,55.73,27.53,0.34,275.37,CALM
2022-07-18 00:00:00,12.86,39.25,48.23,27.7,0.45,217.2,CALM
2022-07-18 01:00:00,9.84,46.88,43.95,27.7,0.9,235.1,SW
2022-07-18 02:00:00,10.2,47.09,43.78,27.25,1.75,223.3,SW
2022-07-18 03:00:00,20.41,44.22,47.08,26.8,3.64,215.98,SW
2022-07-18 04:00:00,29.3,41.0,53.48,26.58,1.68,217.12,SW
2022-07-18 05:00:00,24.64,35.93,51.4,26.68,1.55,122.17,SE
2022-07-18 06:00:00,13.75,37.89,40.0,27.88,1.14,133.77,SE
2022-07-18 07:00:00,10.95,45.36,35.9,29.05,2.25,156.17,SE
2022-07-18 08:00:00,11.25,53.29,34.33,30.88,2.94,217.23,SW
2022-07-18 09:00:00,13.37,63.24,31.8,32.98,2.47,124.62,SE
2022-07-18 10:00:00,19.31,70.46,33.55,32.55,3.62,234.68,SW
2022-07-18 11:00:00,23.36,71.52,34.88,32.65,3.49,124.17,SE
2022-07-18 12:00:00,30.9,70.86,37.53,32.73,5.29,65.48,NE
2022-07-18 13:00:00,32.26,68.31,38.83,33.05,5.38,68.3,E
2022-07-18 14:00:00,33.4,67.46,40.95,32.2,5.42,70.88,E
2022-07-18 15:00:00,31.46,60.77,40.3,31.45,5.36,60.87,NE
2022-07-18 16:00:00,29.38,62.16,42.0,31.0,6.41,68.08,E
2022-07-18 17:00:00,34.08,58.29,47.05,29.85,6.53,75.93,E
2022-07-18 18:00:00,39.21,51.99,52.15,28.4,5.63,85.78,E
2022-07-18 19:00:00,41.09,45.48,55.0,27.38,5.15,128.45,SE
2022-07-18 20:00:00,40.28,33.73,55.53,26.55,3.64,136.7,SE
2022-07-18 21:00:00,38.68,27.69,55.25,25.75,2.4,201.27,S
2022-07-18 22:00:00,41.28,30.08,59.95,25.45,0.9,260.43,W
2022-07-18 23:00:00,25.93,34.53,57.78,25.53,0.65,265.5,W
2022-07-19 00:00:00,20.0,38.09,56.63,25.25,0.58,138.57,SE
2022-07-19 01:00:00,20.04,34.37,56.75,24.68,1.17,102.83,E
2022-07-19 02:00:00,21.0,35.23,61.3,24.15,1.63,71.68,E
2022-07-19 03:00:00,26.43,30.75,62.18,24.13,0.76,245.22,SW
2022-07-19 04:00:00,30.98,23.72,66.18,23.93,1.21,249.72,W
2022-07-19 05:00:00,37.35,19.24,67.58,23.93,1.42,195.15,S
2022-07-19 06:00:00,26.3,18.61,65.03,24.23,0.78,93.13,E
2022-07-19 07:00:00,28.07,23.28,64.5,24.78,2.07,69.58,E
2022-07-19 08:00:00,22.83,28.27,60.95,25.8,1.86,60.23,NE
2022-07-19 09:00:00,17.44,36.48,54.48,27.88,2.79,63.55,NE
2022-07-19 10:00:00,14.76,42.38,51.7,28.33,3.82,66.98,NE
2022-07-19 11:00:00,24.81,46.89,53.35,28.7,4.51,71.35,E
2022-07-19 12:00:00,24.82,46.08,54.45,28.75,4.7,69.47,E
2022-07-19 13:00:00,24.21,48.96,51.65,29.93,4.81,61.27,NE
2022-07-19 14:00:00,26.17,51.31,52.6,30.0,5.83,71.08,E
2022-07-19 15:00:00,21.89,49.17,50.45,29.63,5.33,72.22,E
2022-07-19 16:00:00,18.59,52.68,47.2,29.65,6.08,71.67,E
2022-07-19 17:00:00,21.82,49.66,46.68,29.38,5.02,50.13,NE
2022-07-19 18:00:00,22.6,49.46,45.18,28.73,4.88,75.05,E
2022-07-19 19:00:00,29.43,42.76,47.13,27.53,3.39,89.18,E
2022-07-19 20:00:00,29.8,40.61,50.3,26.53,3.13,224.83,SW
2022-07-19 21:00:00,31.73,31.45,49.23,25.85,1.78,269.1,W
2022-07-19 22:00:00,33.36,27.45,49.45,24.98,0.92,247.78,W
2022-07-19 23:00:00,23.6,31.82,48.88,24.15,0.79,257.77,W
2022-07-20 00:00:00,26.73,27.63,49.7,23.58,0.92,254.87,W
2022-07-20 01:00:00,29.16,27.13,54.68,23.05,0.79,244.93,SW
2022-07-20 02:00:00,37.93,22.87,60.0,22.33,0.42,245.05,CALM
2022-07-20 03:00:00,44.47,18.88,62.5,21.93,0.85,253.62,W
2022-07-20 04:00:00,51.95,12.78,59.65,21.9,0.57,244.38,SW
2022-07-20 05:00:00,41.45,5.98,60.98,23.18,0.56,249.63,W
2022-07-20 06:00:00,31.94,12.54,55.05,26.08,0.67,246.7,SW
2022-07-20 07:00:00,31.14,23.69,52.9,27.75,0.86,191.92,S
2022-07-20 08:00:00,25.63,36.29,53.38,28.35,1.49,69.98,E
2022-07-20 09:00:00,22.88,41.48,51.68,28.8,2.58,67.08,NE
2022-07-20 10:00:00,19.58,45.69,49.25,30.05,4.36,70.42,E
2022-07-20 11:00:00,17.08,49.39,44.88,31.53,5.11,68.67,E
2022-07-20 12:00:00,17.5,51.07,40.08,33.08,4.62,75.55,E
2022-07-20 13:00:00,18.38,60.86,38.53,33.58,4.51,75.92,E
2022-07-20 14:00:00,29.66,60.21,41.0,32.55,3.36,95.17,E
2022-07-20 15:00:00,29.38,57.3,41.8,32.13,4.41,79.68,E
2022-07-20 16:00:00,32.57,55.47,43.08,31.7,5.37,69.28,E
2022-07-20 17:00:00,25.25,54.92,38.73,31.35,4.08,74.42,E
2022-07-20 18:00:00,22.23,53.72,38.08,30.45,4.2,46.93,NE
2022-07-20 19:00:00,33.63,42.48,39.38,29.13,2.79,83.68,E
2022-07-20 20:00:00,51.44,31.76,42.53,27.53,2.47,289.3,W
2022-07-20 21:00:00,67.01,24.68,44.3,26.48,1.85,276.3,W
2022-07-20 22:00:00,61.51,21.84,46.15,25.83,1.06,251.53,W
2022-07-20 23:00:00,57.66,21.05,47.8,25.13,0.46,249.92,CALM
2022-07-21 00:00:00,44.51,23.71,50.33,24.35,0.19,226.0,CALM
2022-07-21 01:00:00,29.97,27.12,51.28,23.88,0.81,240.75,SW
2022-07-21 02:00:00,28.8,26.05,52.48,23.38,0.7,250.17,W
2022-07-21 03:00:00,48.37,16.88,59.05,22.85,0.56,251.97,W
2022-07-21 04:00:00,59.51,7.19,65.48,22.48,0.91,242.5,SW
2022-07-21 05:00:00,60.3,3.38,64.93,23.38,0.74,246.77,SW
2022-07-21 06:00:00,34.0,9.49,56.03,27.1,0.48,247.83,CALM
2022-07-21 07:00:00,37.62,21.99,51.1,28.85,0.52,241.83,SW
2022-07-21 08:00:00,33.6,25.37,53.3,29.33,0.72,115.33,SE
2022-07-21 09:00:00,29.91,37.6,52.63,30.4,2.29,69.2,E
2022-07-21 10:00:00,29.85,43.83,50.53,31.73,2.97,71.4,E
2022-07-21 11:00:00,31.24,48.06,48.58,32.9,3.01,72.9,E
2022-07-21 12:00:00,24.8,52.14,44.95,34.2,3.65,64.05,NE
2022-07-21 13:00:00,15.93,56.31,36.6,34.85,3.31,57.78,NE
2022-07-21 14:00:00,22.73,60.81,37.38,34.33,4.28,69.55,E
2022-07-21 15:00:00,23.64,61.86,36.1,34.33,4.87,67.17,NE
2022-07-21 16:00:00,27.27,51.99,30.08,35.48,5.24,75.68,E
2022-07-21 17:00:00,36.09,63.56,35.03,34.78,3.26,81.28,E
2022-07-21 18:00:00,35.14,56.69,35.85,33.03,1.8,75.08,E
2022-07-21 19:00:00,42.69,46.49,35.75,31.6,2.47,118.58,SE
2022-07-21 20:00:00,52.81,35.11,37.75,30.4,2.04,291.6,W
2022-07-21 21:00:00,58.74,29.72,38.98,29.28,1.59,253.18,W
2022-07-21 22:00:00,40.92,37.41,39.28,28.45,0.82,278.87,W
2022-07-21 23:00:00,26.31,46.23,38.68,28.28,1.05,264.33,W
2022-07-22 00:00:00,30.98,38.15,40.4,27.68,1.51,244.6,SW
2022-07-22 01:00:00,37.23,30.22,44.83,26.65,1.72,247.68,W
2022-07-22 02:00:00,28.11,32.68,46.08,25.85,0.68,244.0,SW
2022-07-22 03:00:00,32.35,27.77,48.33,25.63,0.88,248.52,W
2022-07-22 04:00:00,61.1,17.38,50.08,25.23,0.62,217.65,SW
2022-07-22 05:00:00,75.02,11.19,54.0,25.9,0.4,253.57,CALM
2022-07-22 06:00:00,48.81,17.14,54.58,29.15,0.55,245.05,SW
2022-07-22 07:00:00,36.51,28.27,50.5,30.35,0.34,267.9,CALM
2022-07-22 08:00:00,36.98,32.62,46.0,31.88,0.72,93.43,E
2022-07-22 09:00:00,27.94,52.08,42.23,32.95,1.85,68.72,E
2022-07-22 10:00:00,23.86,63.84,40.08,35.18,1.83,63.93,NE
2022-07-22 11:00:00,35.44,69.0,41.35,36.35,2.54,66.33,NE
2022-07-22 12:00:00,29.07,71.41,37.28,36.48,1.82,84.87,E
2022-07-22 13:00:00,51.34,77.06,42.53,36.28,2.84,58.47,NE
2022-07-22 14:00:00,35.66,68.39,41.0,35.93,4.0,67.05,NE
2022-07-22 15:00:00,39.63,63.1,39.03,36.1,3.9,60.82,NE
2022-07-22 16:00:00,41.14,61.59,41.48,35.53,4.35,59.53,NE
2022-07-22 17:00:00,43.23,59.96,43.35,34.6,3.9,57.53,NE
2022-07-22 18:00:00,46.82,54.5,46.85,33.03,4.02,63.25,NE
2022-07-22 19:00:00,64.88,36.21,50.2,31.7,2.97,112.22,E
2022-07-22 20:00:00,76.36,22.53,51.0,30.55,2.08,181.15,S
2022-07-22 21:00:00,74.58,21.84,54.65,29.75,0.56,199.73,S
2022-07-22 22:00:00,55.62,24.44,58.23,29.38,0.55,266.97,W
2022-07-22 23:00:00,53.08,34.91,63.58,28.23,0.4,223.63,CALM
2022-07-23 00:00:00,58.75,18.99,66.6,27.13,0.95,102.53,E
2022-07-23 01:00:00,33.73,22.53,65.25,26.58,1.38,88.85,E
2022-07-23 02:00:00,34.1,21.11,66.05,25.88,0.46,234.32,CALM
2022-07-23 03:00:00,48.32,18.31,69.05,25.35,0.66,203.58,SW
2022-07-23 04:00:00,37.16,14.0,73.43,25.13,0.6,255.93,W
2022-07-23 05:00:00,37.74,18.87,74.35,25.53,0.5,246.3,SW
2022-07-23 06:00:00,32.66,18.46,71.98,27.25,0.49,99.5,CALM
2022-07-23 07:00:00,27.5,22.75,65.5,29.63,1.09,81.68,E
2022-07-23 08:00:00,14.79,39.2,57.58,31.3,1.26,75.75,E
2022-07-23 09:00:00,10.3,48.32,48.75,32.9,1.46,88.6,E
2022-07-23 10:00:00,11.09,54.89,42.93,33.53,1.87,72.47,E
2022-07-23 11:00:00,14.75,61.11,41.7,34.4,2.56,68.9,E
2022-07-23 12:00:00,21.03,63.32,40.75,35.05,2.91,64.17,NE
2022-07-23 13:00:00,25.69,64.08,38.13,36.63,2.96,65.72,NE
2022-07-23 14:00:00,31.17,67.0,37.4,36.75,2.9,87.07,E
2022-07-23 15:00:00,37.66,66.11,39.8,36.13,2.18,80.13,E
2022-07-23 16:00:00,41.5,59.4,40.38,35.68,1.96,60.3,NE
2022-07-23 17:00:00,54.72,55.44,44.25,34.88,2.02,80.68,E
2022-07-23 18:00:00,70.44,47.28,51.18,32.98,1.53,71.57,E
2022-07-23 19:00:00,78.84,38.02,57.7,31.38,1.33,67.3,NE
2022-07-23 20:00:00,87.79,15.41,55.85,29.93,0.69,80.07,E
2022-07-23 21:00:00,77.52,15.79,57.5,28.7,0.59,84.92,E
2022-07-23 22:00:00,48.2,20.7,53.98,28.08,0.49,239.08,CALM
2022-07-23 23:00:00,37.98,26.03,50.33,27.58,0.63,246.93,SW
2022-07-24 00:00:00,51.76,21.54,56.25,27.15,0.78,244.28,SW
2022-07-24 01:00:00,38.62,25.19,54.43,26.43,0.37,259.7,CALM
2022-07-24 02:00:00,35.92,25.51,58.63,25.85,0.49,260.0,CALM
2022-07-24 03:00:00,31.33,23.95,57.55,25.48,1.08,241.13,SW
2022-07-24 04:00:00,40.13,20.34,57.93,25.1,0.95,245.7,SW
2022-07-24 05:00:00,44.26,15.97,64.33,25.73,0.72,242.55,SW
2022-07-24 06:00:00,27.28,16.87,63.93,27.9,0.39,243.22,CALM
2022-07-24 07:00:00,26.15,18.22,60.83,29.58,0.28,124.98,CALM
2022-07-24 08:00:00,30.21,26.71,58.8,31.55,1.41,76.68,E
2022-07-24 09:00:00,23.72,39.42,51.55,33.4,1.42,71.38,E
2022-07-24 10:00:00,15.87,58.61,45.05,35.15,1.7,71.87,E
2022-07-24 11:00:00,21.16,63.33,41.8,36.45,1.69,69.7,E
2022-07-24 12:00:00,35.82,66.47,44.43,36.8,1.88,57.98,NE
2022-07-24 13:00:00,41.04,64.13,45.83,36.48,2.23,63.7,NE
2022-07-24 14:00:00,37.77,61.58,46.18,35.85,2.68,83.68,E
2022-07-24 15:00:00,43.23,58.18,51.1,34.75,3.17,86.32,E
2022-07-24 16:00:00,31.79,55.51,47.98,33.9,3.7,57.47,NE
2022-07-24 17:00:00,29.99,52.98,45.48,33.78,3.82,78.58,E
2022-07-24 18:00:00,33.54,51.35,43.9,33.0,5.18,81.45,E
2022-07-24 19:00:00,46.24,41.58,47.23,32.1,2.91,57.87,NE
2022-07-24 20:00:00,51.57,42.2,54.9,30.9,1.45,152.65,SE
2022-07-24 21:00:00,34.33,35.66,54.33,30.1,1.2,200.43,S
2022-07-24 22:00:00,18.99,49.52,46.25,30.58,0.98,61.4,NE
2022-07-24 23:00:00,21.25,59.63,48.45,29.88,1.7,164.12,S
2022-07-25 00:00:00,28.79,51.9,57.15,27.1,2.02,163.35,S
2022-07-25 01:00:00,31.69,40.7,58.35,26.83,4.71,155.78,SE
2022-07-25 02:00:00,25.72,40.77,57.35,26.78,4.52,168.97,S
2022-07-25 03:00:00,21.83,46.77,54.45,27.03,1.32,110.25,E
2022-07-25 04:00:00,18.43,47.51,52.23,27.18,1.59,166.47,S
2022-07-25 05:00:00,20.98,46.48,51.85,27.18,2.19,208.07,SW
2022-07-25 06:00:00,23.61,42.78,49.8,28.73,2.79,204.28,SW
2022-07-25 07:00:00,18.48,50.3,45.8,31.23,2.33,211.47,SW
2022-07-25 08:00:00,17.28,57.98,42.78,32.75,1.17,180.68,S
2022-07-25 09:00:00,14.14,63.34,38.7,35.25,2.33,155.15,SE
2022-07-25 10:00:00,18.61,74.38,34.25,37.2,3.46,161.57,S
2022-07-25 11:00:00,37.8,86.68,34.65,37.95,1.94,178.73,S
2022-07-25 12:00:00,44.48,81.84,41.05,35.93,2.34,126.87,SE
2022-07-25 13:00:00,41.78,71.01,40.88,35.53,3.2,76.22,E
2022-07-25 14:00:00,39.09,74.11,40.53,35.68,6.06,73.58,E
2022-07-25 15:00:00,38.49,75.93,41.93,35.23,4.13,70.75,E
2022-07-25 16:00:00,39.64,72.31,44.38,34.38,5.15,62.22,NE
2022-07-25 17:00:00,42.56,65.32,46.78,33.55,4.68,75.03,E
2022-07-25 18:00:00,47.25,57.87,51.43,31.83,4.83,120.32,SE
2022-07-25 19:00:00,45.75,54.59,55.88,29.93,3.24,174.25,S
2022-07-25 20:00:00,48.13,46.16,59.4,28.48,2.7,191.62,S
2022-07-25 21:00:00,36.45,44.53,60.23,27.43,2.43,223.65,SW
2022-07-25 22:00:00,36.85,38.77,59.35,27.13,1.86,230.35,SW
2022-07-25 23:00:00,46.07,30.64,60.58,26.6,1.72,236.15,SW
2022-07-26 00:00:00,40.25,31.09,63.23,26.05,0.61,252.12,W
2022-07-26 01:00:00,29.81,32.91,64.03,25.8,0.23,282.75,CALM
2022-07-26 02:00:00,38.59,27.79,70.43,25.68,0.17,270.95,CALM
2022-07-26 03:00:00,43.11,14.31,73.68,25.28,0.5,274.1,W
2022-07-26 04:00:00,47.55,11.91,74.65,24.75,0.99,108.87,E
2022-07-26 05:00:00,35.88,9.32,76.65,25.38,0.28,196.42,CALM
2022-07-26 06:00:00,29.03,18.11,68.45,27.68,0.89,206.7,SW
2022-07-26 07:00:00,29.45,25.78,65.13,28.93,0.45,142.25,CALM
2022-07-26 08:00:00,21.46,32.09,59.9,30.7,1.18,82.98,E
2022-07-26 09:00:00,10.35,56.34,48.0,32.88,2.01,68.38,E
2022-07-26 10:00:00,23.45,64.22,49.5,33.03,1.6,83.22,E
2022-07-26 11:00:00,32.66,63.3,53.63,33.3,2.33,68.68,E
2022-07-26 12:00:00,34.09,63.46,53.63,33.93,3.13,64.18,NE
2022-07-26 13:00:00,36.55,60.78,54.88,33.3,3.14,76.8,E
2022-07-26 14:00:00,41.95,56.89,58.7,32.35,3.05,87.37,E
2022-07-26 15:00:00,35.83,51.06,58.58,32.03,4.35,82.22,E
2022-07-26 16:00:00,30.66,54.31,55.28,31.63,5.38,77.45,E
2022-07-26 17:00:00,28.77,51.52,56.13,30.68,4.76,67.97,E
2022-07-26 18:00:00,34.51,49.14,61.13,29.53,6.58,70.63,E
2022-07-26 19:00:00,36.9,39.45,60.55,28.65,4.6,65.57,NE
2022-07-26 20:00:00,51.54,30.89,62.5,27.85,3.4,69.62,E
2022-07-26 21:00:00,60.34,21.01,64.85,27.13,1.6,106.62,E
2022-07-26 22:00:00,71.39,16.52,64.9,26.65,1.38,235.73,SW
2022-07-26 23:00:00,33.89,31.99,65.78,26.15,0.21,313.05,CALM
2022-07-27 00:00:00,22.57,37.9,64.4,26.03,0.22,258.08,CALM
2022-07-27 01:00:00,20.09,31.1,64.35,26.2,0.51,262.1,W
2022-07-27 02:00:00,22.38,15.37,67.8,25.83,0.64,248.67,W
2022-07-27 03:00:00,39.98,14.13,66.73,24.83,0.8,171.35,S
2022-07-27 04:00:00,47.14,9.66,63.28,24.28,0.48,188.52,CALM
2022-07-27 05:00:00,52.74,8.21,59.1,25.0,0.65,242.6,SW
2022-07-27 06:00:00,41.87,17.33,58.6,28.05,0.7,252.92,W
2022-07-27 07:00:00,39.43,17.49,63.68,29.43,0.36,248.28,CALM
2022-07-27 08:00:00,36.51,28.09,59.9,31.03,1.12,167.38,S
2022-07-27 09:00:00,26.95,42.22,56.53,32.55,1.72,67.5,NE
2022-07-27 10:00:00,23.75,52.88,51.6,34.13,2.58,52.73,NE
2022-07-27 11:00:00,21.37,57.47,47.58,34.63,2.49,75.67,E
2022-07-27 12:00:00,16.54,57.77,41.05,36.15,3.26,59.78,NE
2022-07-27 13:00:00,26.52,65.69,39.28,36.45,4.29,66.23,NE
2022-07-27 14:00:00,33.57,67.68,40.3,35.83,3.31,55.3,NE
2022-07-27 15:00:00,30.51,67.25,38.63,35.28,3.6,57.65,NE
2022-07-27 16:00:00,38.07,67.13,42.83,34.48,4.2,65.15,NE
2022-07-27 17:00:00,36.34,64.25,42.55,33.85,5.47,70.18,E
2022-07-27 18:00:00,39.64,56.77,44.15,32.88,5.0,72.07,E
2022-07-27 19:00:00,36.9,50.85,45.4,31.68,3.84,87.82,E
2022-07-27 20:00:00,52.54,38.1,48.25,30.8,2.39,175.2,S
2022-07-27 21:00:00,48.48,44.34,56.33,29.75,1.52,158.9,S
2022-07-27 22:00:00,73.88,20.6,55.98,28.95,0.21,266.45,CALM
2022-07-27 23:00:00,68.19,20.2,56.23,28.25,0.71,71.3,E
2022-07-28 00:00:00,48.12,24.35,57.28,28.08,0.29,257.48,CALM
2022-07-28 01:00:00,23.91,43.0,55.85,28.25,0.73,257.47,W
2022-07-28 02:00:00,22.72,48.43,55.25,28.2,0.36,260.32,CALM
2022-07-28 03:00:00,21.09,48.31,54.5,28.03,4.79,222.32,SW
2022-07-28 04:00:00,24.88,46.55,55.0,27.83,5.99,218.6,SW
2022-07-28 05:00:00,28.5,41.72,53.93,28.68,3.84,212.1,SW
2022-07-28 06:00:00,26.64,40.07,50.08,30.4,2.27,227.35,SW
2022-07-28 07:00:00,29.5,46.41,45.93,32.58,3.13,167.78,S
2022-07-28 08:00:00,20.11,55.8,41.35,34.93,2.37,176.08,S
2022-07-28 09:00:00,37.66,68.03,45.3,34.88,2.79,74.18,E
2022-07-28 10:00:00,43.02,61.69,50.43,34.68,3.22,97.02,E
2022-07-28 11:00:00,37.39,64.09,48.38,35.13,5.41,65.53,NE
2022-07-28 12:00:00,37.13,72.18,45.7,36.33,4.81,57.33,NE
2022-07-28 13:00:00,34.43,68.21,44.13,35.9,4.62,68.83,E
2022-07-28 14:00:00,30.86,66.76,41.35,35.63,4.19,66.85,NE
2022-07-28 15:00:00,37.07,65.78,42.05,35.3,5.09,63.88,NE
2022-07-28 16:00:00,42.98,64.27,45.48,34.48,4.35,63.67,NE
2022-07-28 17:00:00,37.85,59.76,47.55,32.9,3.42,72.33,E
2022-07-28 18:00:00,39.96,50.19,43.9,32.33,3.74,68.65,E
2022-07-28 19:00:00,58.48,34.67,42.98,31.53,3.37,74.72,E
2022-07-28 20:00:00,82.6,24.41,43.18,30.7,1.69,112.98,SE
2022-07-28 21:00:00,65.25,32.08,45.53,30.38,0.43,243.12,CALM
2022-07-28 22:00:00,35.25,46.93,48.85,30.23,0.37,257.4,CALM
2022-07-28 23:00:00,35.91,36.72,54.95,29.53,0.45,214.07,CALM
2022-07-29 00:00:00,37.56,34.66,54.58,28.53,1.25,176.77,S
2022-07-29 01:00:00,40.2,29.63,62.28,27.8,0.67,238.22,SW
2022-07-29 02:00:00,31.5,24.24,62.85,26.95,0.75,269.75,W
2022-07-29 03:00:00,31.88,22.32,61.45,26.43,0.95,188.67,S
2022-07-29 04:00:00,41.92,22.99,62.18,26.13,0.69,264.97,W
2022-07-29 05:00:00,58.15,15.42,62.03,26.9,0.42,276.3,CALM
2022-07-29 06:00:00,31.94,25.96,57.63,29.35,0.73,258.35,W
2022-07-29 07:00:00,25.66,32.27,57.83,30.4,1.17,273.5,W
